datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-08-30,1,16.868,14.61,22.45,73.8,64,87,3.73,0
2023-08-31,2,16.87375,12.08,21.64,59.5,35,83,3.2475,0
2023-09-01,3,18.26875,15.34,23.15,71.875,52,85,3.13,0
2023-09-02,4,20.8175,15.56,27.33,68.75,43,90,1.30625,0
2023-09-03,5,22.4325,17.89,28.11,64.375,45,80,1.73875,0
