datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-09-06,1,25.04,21.03,29.67,47.3333333333333,40,54,2.46666666666667,0
2023-09-07,2,22.83125,17.39,30.04,50.125,29,68,2.11375,0
2023-09-08,3,23.14,17.8,30.2000000000001,51.5,30,69,1.0175,0
2023-09-09,4,23.87125,18.75,30.3,53.25,35,70,0.83875,0
2023-09-10,5,24.555,19.7,31.02,48.875,29,67,1.00125,0
