datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-10-02,1,20.734,15.24,26.94,52.8,33,78,1.872,0
2023-10-03,2,19.42,13.29,25.89,62.75,44,84,5.14875,2.19
2023-10-04,3,13.94125,10.91,17.89,70.375,51,87,2.68625,0
2023-10-05,4,14.77375,10.6,19.25,61.25,43,79,1.6625,0
2023-10-06,5,15.6975,12.84,20.22,56,38,70,0.8375,0
