datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-09-18,1,21.386,19.78,24.12,68.2,54,82,4.6,1.15
2023-09-19,2,17.865,14.95,21.3,65.125,48,81,3.89,0
2023-09-20,3,19.58875,14.81,26.03,57.125,36,74,2.6225,0
2023-09-21,4,19.72375,17.03,24.14,67.125,49,92,2.5125,3.57
2023-09-22,5,15.925,14.31,18.91,74.75,50,93,3.92,12.16
