m,s
56.6992880131334,37.6135998026473
54.3961751142785,39.1968819397237
25.50510529746,14.4393730879268
13.3358887069789,5.10799122261345
11.5227773086941,7.57558724977729
8.62432558337469,4.63935522729167
18.1033471669465,6.36340125747504
73.5289755586255,13.6178616702064
60.9923493326943,17.5206077192967
3730.07653332504,2311.21826946513
3.57519154663968,1.94279877259549
13.2979163577794,2.64212190377203
10.5147505582339,6.44538644909412
340.302293408456,227.92967812139
294.020532948712,243.268367040214
95160.0053409123,74087.71510345
2.12720802155391,4.95779843534982
339.198257883031,205.41541898919
268.151059021672,212.555722443463
20,1
35,1
45,1
1.69999999999127,1
1.82827855914478,1.57496021021998
15.9384188256227,4.62952581905701
2.06733483091657,4.88022991544955
