"id_all";"T0020_nFK";"T2040_nFK";"T4060_nFK";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input"
40;71.9;83.81;98.91;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.17;22.2975;0
41;99.74;88.47;84.4;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.45;14.36;29.2
41;120.5;91.05;84.39;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;0.476666666666667;14.5666666666667;0.1
41;110.67;92.96;84.41;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;0.503333333333333;14.7733333333333;7.2
41;125.33;95.86;84.55;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;0.53;14.98;11.7
41;113.84;99.77;85.26;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;0.595;13.82;0
41;105.3;99.75;86.37;16;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;16.18;16.18;346.61;344.46;104881.18;48.8;259.42;259.42;20;30;50;1.2;0.66;12.66;0
41;100.22;98.9;87.28;17;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;16.17;16.17;370.37;368.22;112539.02;49.1;275.59;275.59;20;30;50;1.2;0.745;13.16;0.3
41;97.14;97.1;87.77;18;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;16.16;16.16;388.06;385.91;116253.05;49.7;291.75;291.75;20;30;50;1.2;0.83;13.66;11
41;98.81;96.99;88.44;19;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;16.14;16.14;408.01;405.86;124647.27;49.7;307.89;307.89;20;30;50;1.2;0.94;14.48;0
41;97.74;97.03;88.92;20;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;16.13;16.13;430.68;428.54;132542.6;49.7;324.02;324.02;20;30;50;1.2;1.05;15.3;0
41;94.84;96.36;89.25;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;1.16;16.12;0
41;89.85;95.51;89.55;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;1.40333333333333;16.5066666666667;10.3
41;84.64;93.96;89.62;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;1.64666666666667;16.8933333333333;0
41;78.85;92.42;89.52;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;1.89;17.28;0.4
42;102.13;93.92;94.21;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.42;14.25;29.2
42;118.31;98.65;94.33;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;0.47;14.2966666666667;0.1
42;108.96;99.54;95.1;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;0.52;14.3433333333333;7.2
42;123.7;102.98;95.7;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;0.57;14.39;11.7
42;111.74;105.33;97.07;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;0.605;14.085;0
42;104.15;104.18;98.79;16;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;16.18;16.18;346.61;344.46;104881.18;48.8;259.42;259.42;20;30;50;1.2;0.64;13.78;0
42;100.59;103.21;99.78;17;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;16.17;16.17;370.37;368.22;112539.02;49.1;275.59;275.59;20;30;50;1.2;0.765;13.84;0.3
42;96.84;101.66;99.97;18;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;16.16;16.16;388.06;385.91;116253.05;49.7;291.75;291.75;20;30;50;1.2;0.89;13.9;11.6
42;109.09;101.1;100.44;19;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;16.14;16.14;408.01;405.86;124647.27;49.7;307.89;307.89;20;30;50;1.2;0.943333333333333;14.3233333333333;0
42;101.25;101.25;100.67;20;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;16.13;16.13;430.68;428.54;132542.6;49.7;324.02;324.02;20;30;50;1.2;0.996666666666667;14.7466666666667;0
42;94.79;100.63;100.93;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;1.05;15.17;0
42;86.8;99.67;100.93;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;1.32666666666667;15.8666666666667;10.7
42;89.47;98.03;100.52;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;1.60333333333333;16.5633333333333;0
42;84.56;96.9;99.95;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;1.88;17.26;0.4
43;100.2;91.29;90.85;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.39;13.8;29.2
43;119.74;93.17;90.65;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;0.43;14.1566666666667;0.1
43;109.74;95.55;91.26;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;0.47;14.5133333333333;7.2
43;126.02;101.17;91.95;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;0.51;14.87;11.7
43;112.24;106.75;93.23;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;0.565;13.655;0
43;103.39;105.19;95.22;16;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;16.18;16.18;346.61;344.46;104881.18;48.8;259.42;259.42;20;30;50;1.2;0.62;12.44;0
43;99.38;103.6;96.69;17;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;16.17;16.17;370.37;368.22;112539.02;49.1;275.59;275.59;20;30;50;1.2;0.795;13.525;0.3
43;94.6;101.89;97.72;18;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;16.16;16.16;388.06;385.91;116253.05;49.7;291.75;291.75;20;30;50;1.2;0.97;14.61;0.6
43;89.78;100.6;97.72;19;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;16.14;16.14;408.01;405.86;124647.27;49.7;307.89;307.89;20;30;50;1.2;1.00666666666667;15.69;0
43;82.84;98.92;98.57;20;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;16.13;16.13;430.68;428.54;132542.6;49.7;324.02;324.02;20;30;50;1.2;1.04333333333333;16.77;0
43;73.94;96.89;99.2;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;1.08;17.85;0
43;65.83;94.18;98.91;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;1.34666666666667;18.1966666666667;0
43;59.76;90.65;98.02;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;1.61333333333333;18.5433333333333;0
43;56.27;87.24;97.01;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;1.88;18.89;10.9
44;97.39;91.19;92.73;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.44;14.54;29.2
44;115.47;94.33;88.95;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;0.466666666666667;14.63;0.1
44;107.08;96.15;87.77;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;0.493333333333333;14.72;7.2
44;122.55;99.11;87.72;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;0.52;14.81;11.7
44;109.19;102.59;88.09;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;0.625;14.56;0
44;100.14;101.64;88.66;16;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;16.18;16.18;346.61;344.46;104881.18;48.8;259.42;259.42;20;30;50;1.2;0.73;14.31;0
44;96.47;100.33;88.51;17;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;16.17;16.17;370.37;368.22;112539.02;49.1;275.59;275.59;20;30;50;1.2;0.84;14.375;0.3
44;92.77;98.47;87.88;18;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;16.16;16.16;388.06;385.91;116253.05;49.7;291.75;291.75;20;30;50;1.2;0.95;14.44;0.6
44;90.88;97.93;89.48;19;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;16.14;16.14;408.01;405.86;124647.27;49.7;307.89;307.89;20;30;50;1.2;0.99;15.0966666666667;0
44;88.58;97.37;89.6;20;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;16.13;16.13;430.68;428.54;132542.6;49.7;324.02;324.02;20;30;50;1.2;1.03;15.7533333333333;0
44;85.08;96.25;89.43;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;1.07;16.41;0
44;80.29;94.76;89.6;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;1.33333333333333;17.1133333333333;0
44;74.91;92.64;89.28;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;1.59666666666667;17.8166666666667;0
44;70.22;90.17;89.34;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;1.86;18.52;10.2
45;91.63;87.71;86.43;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.47;13.79;29.2
45;112.77;88.25;86.09;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;0.513333333333333;14.12;0.1
45;103.67;89.71;85.99;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;0.556666666666667;14.45;7.2
45;118.96;91.53;86.02;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;0.6;14.78;11.7
45;109.05;95.46;86.59;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;0.615;13.455;0
45;101.43;96.61;87.35;16;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;16.18;16.18;346.61;344.46;104881.18;48.8;259.42;259.42;20;30;50;1.2;0.63;12.13;0
45;97.94;96.53;88.4;17;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;16.17;16.17;370.37;368.22;112539.02;49.1;275.59;275.59;20;30;50;1.2;0.745;12.74;0.3
45;93.73;95.75;89.25;18;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;16.16;16.16;388.06;385.91;116253.05;49.7;291.75;291.75;20;30;50;1.2;0.86;13.35;0.6
45;90.7;95.26;89.79;19;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;16.14;16.14;408.01;405.86;124647.27;49.7;307.89;307.89;20;30;50;1.2;0.973333333333333;14.71;0
45;86.34;94.48;90.3;20;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;16.13;16.13;430.68;428.54;132542.6;49.7;324.02;324.02;20;30;50;1.2;1.08666666666667;16.07;0
45;79.97;93.17;90.66;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;1.2;17.43;0
45;73.68;91.45;90.8;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;1.39333333333333;17.71;0
45;68.17;88.96;90.79;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;1.58666666666667;17.99;0
45;63.95;86.32;90.26;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;1.78;18.27;10.4
46;100.25;93.8;93.26;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.41;13.36;29.2
46;116.88;96.66;93.62;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;0.466666666666667;14.0433333333333;0.1
46;109.42;101.04;95.78;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;0.523333333333333;14.7266666666667;7.2
46;120.56;108.01;98.17;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;0.58;15.41;11.7
46;112.77;116.41;104.04;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;0.6;14.595;0
46;104.9;113.06;106.75;16;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;16.18;16.18;346.61;344.46;104881.18;48.8;259.42;259.42;20;30;50;1.2;0.62;13.78;0
46;101.06;110.3;106.94;17;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;16.17;16.17;370.37;368.22;112539.02;49.1;275.59;275.59;20;30;50;1.2;0.74;13.57;0.3
46;96.47;107.83;105.87;18;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;16.16;16.16;388.06;385.91;116253.05;49.7;291.75;291.75;20;30;50;1.2;0.86;13.36;0.6
46;92.92;106.41;106;19;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;16.14;16.14;408.01;405.86;124647.27;49.7;307.89;307.89;20;30;50;1.2;0.95;14.5233333333333;0
46;86.2;105.24;105.88;20;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;16.13;16.13;430.68;428.54;132542.6;49.7;324.02;324.02;20;30;50;1.2;1.04;15.6866666666667;0
46;76.87;103.7;105.38;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;1.13;16.85;0
46;68.44;101.81;104.72;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;1.36;17.3933333333333;0
46;61.86;99.53;103.99;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;1.59;17.9366666666667;0
46;58.22;97.29;103.16;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;1.82;18.48;10.9
47;94.81;93.92;60.43;15;23.48;23.48;15.9;30.6;39.04;24.9;57.2;7224.05;1.33;14.77;14.77;345.21;339.97;89651.1;5.5;226.7;226.7;20;30;50;1.2;0.3;10.76;9.1
47;101.76;94.69;60.42;16;24.98;24.98;16.8;31.1;39.49;27.4;59.5;7073.68;1.55;14.71;14.71;370.19;364.95;96724.78;5.5;241.41;241.41;20;30;50;1.2;0.467096774193548;12.1870967741935;9.2
47;107.52;96.67;60.6;17;24.46;24.46;15.2;31.1;41.69;26.3;68.3;7052.25;1.26;14.66;14.66;394.65;389.41;103777.03;5.5;256.07;256.07;20;30;50;1.2;0.634193548387097;13.6141935483871;0
47;95.46;97.45;60.91;18;23.72;23.72;14.2;31.4;45.18;25.9;73.1;6946.98;1.28;14.61;14.61;418.36;413.13;110724;5.5;270.68;270.68;20;30;50;1.2;0.76994623655914;14.2535483870968;0
47;89.78;99.46;61.1;19;23.73;23.73;15;31;44.86;24.7;76.7;7052.7;1.3;14.55;14.55;442.09;436.86;117776.7;5.5;285.23;285.23;20;30;50;1.2;0.897150537634409;14.678064516129;0
47;85.11;97.4;61.4;20;23.34;23.34;13.7;31.5;46.56;26.5;75.8;6988.88;1.04;14.5;14.5;465.44;460.2;124765.57;5.5;299.73;299.73;20;30;50;1.2;1.02435483870968;15.1025806451613;10.2
47;84.04;95.34;61.55;21;24.47;24.47;15.4;32.9;53.24;30.5;85.1;6269.52;0.92;14.45;14.45;489.91;484.67;131035.1;5.5;314.18;314.18;20;30;50;1.2;1.15155913978495;15.5270967741935;0
47;82.5;93.28;61.29;22;22.13;22.13;17.5;27;62.99;49.8;80.7;3020.07;0.89;14.39;14.39;512.04;506.8;134055.17;5.6;328.57;328.57;20;30;50;1.2;1.27876344086022;15.9516129032258;0.1
47;78.6;94.49;62.24;23;22.92;22.92;14.7;30.6;62.53;36.9;90.3;6588.23;0.77;14.33;14.33;534.95;529.71;140643.4;5.6;342.9;342.9;20;30;50;1.2;1.40596774193548;16.3761290322581;0
47;73.68;92.36;61.95;24;23.17;23.17;16.9;30.7;62.21;38.5;83.7;3960.4;1.02;14.28;14.28;558.12;552.89;144603.8;5.6;357.18;357.18;20;30;50;1.2;1.53317204301075;16.8006451612903;0
47;68.83;92.24;61.92;25;22.84;22.84;18.9;27.3;63.94;50;76;2875.25;1.26;14.22;14.22;580.96;575.73;147479.05;5.6;371.4;371.4;20;30;50;1.2;1.66037634408602;17.2251612903226;10.9
47;66.41;94.74;62.59;26;24.11;24.11;19;30;57.36;39.5;74.8;5776.12;1.73;14.16;14.16;605.07;599.83;153255.17;5.6;385.56;385.56;20;30;50;1.2;1.78758064516129;17.6496774193548;0
47;63.47;95.01;62.75;27;22.94;22.94;14.6;29.4;57.83;28.1;82.5;5689.65;1.21;14.11;14.11;628.01;622.78;158944.83;5.6;399.67;399.67;20;30;50;1.2;1.91478494623656;18.0741935483871;0
47;61.18;94.98;63.42;28;21.58;21.58;11.9;29.9;52.33;29.9;85.1;6519.62;1.06;14.05;14.05;649.6;644.36;165464.45;5.6;413.72;413.72;20;30;50;1.2;2.04198924731183;18.4987096774194;0
48;99.26;101.18;92.4;15;23.48;23.48;15.9;30.6;39.04;24.9;57.2;7224.05;1.33;14.77;14.77;345.21;339.97;89651.1;5.5;226.7;226.7;20;30;50;1.2;0.4;11.65;9
48;105.53;101.38;92.39;16;24.98;24.98;16.8;31.1;39.49;27.4;59.5;7073.68;1.55;14.71;14.71;370.19;364.95;96724.78;5.5;241.41;241.41;20;30;50;1.2;0.494838709677419;12.5712903225806;9.1
48;109.85;101.62;92.36;17;24.46;24.46;15.2;31.1;41.69;26.3;68.3;7052.25;1.26;14.66;14.66;394.65;389.41;103777.03;5.5;256.07;256.07;20;30;50;1.2;0.589677419354839;13.4925806451613;0
48;99.28;103;92.43;18;23.72;23.72;14.2;31.4;45.18;25.9;73.1;6946.98;1.28;14.61;14.61;418.36;413.13;110724;5.5;270.68;270.68;20;30;50;1.2;0.744838709677419;14.0259139784946;0
48;94.51;103.52;92.55;19;23.73;23.73;15;31;44.86;24.7;76.7;7052.7;1.3;14.55;14.55;442.09;436.86;117776.7;5.5;285.23;285.23;20;30;50;1.2;0.916451612903226;14.4534408602151;10.3
48;99.51;104.71;92.8;20;23.34;23.34;13.7;31.5;46.56;26.5;75.8;6988.88;1.04;14.5;14.5;465.44;460.2;124765.57;5.5;299.73;299.73;20;30;50;1.2;1.08806451612903;14.8809677419355;0
48;94.37;107;92.76;21;24.47;24.47;15.4;32.9;53.24;30.5;85.1;6269.52;0.92;14.45;14.45;489.91;484.67;131035.1;5.5;314.18;314.18;20;30;50;1.2;1.25967741935484;15.3084946236559;0
48;88.63;101.94;92.29;22;22.13;22.13;17.5;27;62.99;49.8;80.7;3020.07;0.89;14.39;14.39;512.04;506.8;134055.17;5.6;328.57;328.57;20;30;50;1.2;1.43129032258065;15.7360215053763;0.1
48;83.45;105.82;92.48;23;22.92;22.92;14.7;30.6;62.53;36.9;90.3;6588.23;0.77;14.33;14.33;534.95;529.71;140643.4;5.6;342.9;342.9;20;30;50;1.2;1.60290322580645;16.1635483870968;16.7
48;101.72;101.77;92.38;24;23.17;23.17;16.9;30.7;62.21;38.5;83.7;3960.4;1.02;14.28;14.28;558.12;552.89;144603.8;5.6;357.18;357.18;20;30;50;1.2;1.77451612903226;16.5910752688172;0
48;96.32;103.49;92.12;25;22.84;22.84;18.9;27.3;63.94;50;76;2875.25;1.26;14.22;14.22;580.96;575.73;147479.05;5.6;371.4;371.4;20;30;50;1.2;1.94612903225806;17.0186021505376;0
48;89.14;106.75;91.94;26;24.11;24.11;19;30;57.36;39.5;74.8;5776.12;1.73;14.16;14.16;605.07;599.83;153255.17;5.6;385.56;385.56;20;30;50;1.2;2.11774193548387;17.4461290322581;10.6
48;91.17;108.44;91.66;27;22.94;22.94;14.6;29.4;57.83;28.1;82.5;5689.65;1.21;14.11;14.11;628.01;622.78;158944.83;5.6;399.67;399.67;20;30;50;1.2;2.28935483870968;17.8736559139785;0
48;83.45;104.63;92.16;28;21.58;21.58;11.9;29.9;52.33;29.9;85.1;6519.62;1.06;14.05;14.05;649.6;644.36;165464.45;5.6;413.72;413.72;20;30;50;1.2;2.46096774193548;18.3011827956989;0
49;88.51;61.06;56.13;15;23.48;23.48;15.9;30.6;39.04;24.9;57.2;7224.05;1.33;14.77;14.77;345.21;339.97;89651.1;5.5;226.7;226.7;20;30;50;1.2;0.28;11.36;9.2
49;95.22;61.45;55.85;16;24.98;24.98;16.8;31.1;39.49;27.4;59.5;7073.68;1.55;14.71;14.71;370.19;364.95;96724.78;5.5;241.41;241.41;20;30;50;1.2;0.424516129032258;12.4483870967742;9.3
49;101.56;62.03;55.69;17;24.46;24.46;15.2;31.1;41.69;26.3;68.3;7052.25;1.26;14.66;14.66;394.65;389.41;103777.03;5.5;256.07;256.07;20;30;50;1.2;0.569032258064516;13.5367741935484;0
49;90.42;63.04;55.71;18;23.72;23.72;14.2;31.4;45.18;25.9;73.1;6946.98;1.28;14.61;14.61;418.36;413.13;110724;5.5;270.68;270.68;20;30;50;1.2;0.691075268817204;14.1827956989247;0
49;85.27;63.8;55.74;19;23.73;23.73;15;31;44.86;24.7;76.7;7052.7;1.3;14.55;14.55;442.09;436.86;117776.7;5.5;285.23;285.23;20;30;50;1.2;0.806989247311828;14.7081720430108;0
49;81.47;64.38;55.78;20;23.34;23.34;13.7;31.5;46.56;26.5;75.8;6988.88;1.04;14.5;14.5;465.44;460.2;124765.57;5.5;299.73;299.73;20;30;50;1.2;0.922903225806452;15.2335483870968;0
49;78.11;64.67;55.91;21;24.47;24.47;15.4;32.9;53.24;30.5;85.1;6269.52;0.92;14.45;14.45;489.91;484.67;131035.1;5.5;314.18;314.18;20;30;50;1.2;1.03881720430108;15.7589247311828;0
49;74.29;63.95;55.53;22;22.13;22.13;17.5;27;62.99;49.8;80.7;3020.07;0.89;14.39;14.39;512.04;506.8;134055.17;5.6;328.57;328.57;20;30;50;1.2;1.1547311827957;16.2843010752688;0.1
49;71.35;64.56;55.72;23;22.92;22.92;14.7;30.6;62.53;36.9;90.3;6588.23;0.77;14.33;14.33;534.95;529.71;140643.4;5.6;342.9;342.9;20;30;50;1.2;1.27064516129032;16.8096774193548;0
49;68.02;63.87;55.47;24;23.17;23.17;16.9;30.7;62.21;38.5;83.7;3960.4;1.02;14.28;14.28;558.12;552.89;144603.8;5.6;357.18;357.18;20;30;50;1.2;1.38655913978495;17.3350537634409;0
49;64.08;63.22;55.24;25;22.84;22.84;18.9;27.3;63.94;50;76;2875.25;1.26;14.22;14.22;580.96;575.73;147479.05;5.6;371.4;371.4;20;30;50;1.2;1.50247311827957;17.8604301075269;0
