satz_id;variante_H2O;wiederholung;zeit_messung;tage_seit_aussaat;bodensaugspannung_0020_hPa;bodensaugspannung_2040_hPa;bodensaugspannung_4060_hPa;pf_0020;pf_2040;pf_4060;T0020_nFK;T2040_nFK;T4060_nFK
5;Wfull;a;2021-08-27;32;833.81;367.16;129.69;2.92;2.56;2.11;53.29;68.13;86.96
5;Wfull;a;2021-08-28;33;851.43;381.95;135.6;2.93;2.58;2.13;52.91;67.42;86.16
5;Wfull;a;2021-08-29;34;863;392.49;139.51;2.94;2.59;2.14;52.67;66.92;85.64
5;Wfull;a;2021-08-30;35;872.58;410.11;145.4;2.94;2.61;2.16;52.47;66.13;84.89
5;Wfull;a;2021-08-31;36;893.07;444.94;152.19;2.95;2.65;2.18;52.05;64.65;84.07
5;Wfull;a;2021-09-01;37;901.35;473.22;159.37;2.95;2.68;2.2;51.88;63.54;83.23
5;Wfull;a;2021-09-02;38;877.74;480.14;164.96;2.94;2.68;2.22;52.36;63.28;82.61
5;Wfull;a;2021-09-03;39;837.81;488.26;170.4;2.92;2.69;2.23;53.2;62.97;82.02
5;Wfull;a;2021-09-04;40;804.93;504.89;177.01;2.91;2.7;2.25;53.93;62.37;81.33
5;Wfull;a;2021-09-05;41;805.1;534.43;185.84;2.91;2.73;2.27;53.92;61.34;80.45
5;Wfull;a;2021-09-06;42;833.41;570.56;194.77;2.92;2.76;2.29;53.3;60.15;79.6
5;Wfull;a;2021-09-07;43;839.33;604.88;205.05;2.92;2.78;2.31;53.17;59.1;78.67
5;Wfull;a;2021-09-08;44;761.53;607.37;213.7;2.88;2.78;2.33;54.93;59.02;77.92
5;Wfull;a;2021-09-09;45;611.98;609.98;224.23;2.79;2.79;2.35;58.89;58.95;77.05
5;Wfull;a;2021-09-10;46;437.38;606.87;233.81;2.64;2.78;2.37;64.96;59.04;76.3
5;Wfull;a;2021-09-11;47;221.98;588.4;240.18;2.35;2.77;2.38;77.24;59.6;75.81
5;Wfull;a;2021-09-12;48;129.83;569.45;247.42;2.11;2.76;2.39;86.94;60.19;75.27
5;Wfull;a;2021-09-13;49;131.99;571.86;254.44;2.12;2.76;2.41;86.64;60.11;74.77
5;Wfull;b;2021-07-30;4;70.58;87.35;89.66;1.85;1.94;1.95;97.97;94.11;93.64
5;Wfull;b;2021-07-31;5;65.34;89.41;91.8;1.82;1.95;1.96;99.37;93.69;93.21
5;Wfull;b;2021-08-01;6;72.87;88.81;92.82;1.86;1.95;1.97;97.39;93.81;93.01
5;Wfull;b;2021-08-02;7;71.09;87.82;94.02;1.85;1.94;1.97;97.84;94.02;92.78
5;Wfull;b;2021-08-03;8;65.32;89.15;94.52;1.82;1.95;1.98;99.37;93.74;92.69
5;Wfull;b;2021-08-04;9;47.99;87.93;95.44;1.68;1.94;1.98;104.95;93.99;92.51
5;Wfull;b;2021-08-05;10;58.76;83.37;95.9;1.77;1.92;1.98;101.29;94.96;92.42
5;Wfull;b;2021-08-06;11;63.16;84.36;96.19;1.8;1.93;1.98;99.98;94.74;92.37
5;Wfull;b;2021-08-07;12;68.19;84.97;96.72;1.83;1.93;1.99;98.59;94.61;92.27
5;Wfull;b;2021-08-08;13;78.16;86.93;97.24;1.89;1.94;1.99;96.13;94.2;92.17
5;Wfull;b;2021-08-09;14;86.68;88.72;97.88;1.94;1.95;1.99;94.25;93.83;92.05
5;Wfull;b;2021-08-10;15;103.27;91.75;98.44;2.01;1.96;1.99;91.08;93.22;91.95
5;Wfull;b;2021-08-11;16;141.15;96.93;99.48;2.15;1.99;2;85.43;92.23;91.76
5;Wfull;b;2021-08-12;17;200.35;102.38;100.22;2.3;2.01;2;79.09;91.24;91.63
5;Wfull;b;2021-08-13;18;296.98;109.66;101.22;2.47;2.04;2.01;71.97;90;91.45
5;Wfull;b;2021-08-14;19;432.46;119.03;102.17;2.64;2.08;2.01;65.17;88.51;91.28
5;Wfull;b;2021-08-15;20;560.12;132.21;104.4;2.75;2.12;2.02;60.49;86.61;90.89
5;Wfull;b;2021-08-16;21;689.42;145.53;106.93;2.84;2.16;2.03;56.73;84.88;90.45
5;Wfull;b;2021-08-17;22;741.16;156.82;109.36;2.87;2.2;2.04;55.42;83.52;90.05
5;Wfull;b;2021-08-18;23;770.13;174.72;112.91;2.89;2.24;2.05;54.73;81.57;89.47
5;Wfull;b;2021-08-19;24;793.99;195.38;116.79;2.9;2.29;2.07;54.17;79.55;88.86
5;Wfull;b;2021-08-20;25;819.87;215.08;120.76;2.91;2.33;2.08;53.59;77.81;88.25
5;Wfull;b;2021-08-21;26;844.38;243.77;125.12;2.93;2.39;2.1;53.06;75.54;87.61
5;Wfull;b;2021-08-22;27;866.75;279.32;131.57;2.94;2.45;2.12;52.59;73.08;86.7
5;Wfull;b;2021-08-23;28;880.62;300.97;138.36;2.94;2.48;2.14;52.3;71.73;85.79
5;Wfull;b;2021-08-24;29;890.57;331.9;146.16;2.95;2.52;2.16;52.1;69.96;84.8
5;Wfull;b;2021-08-25;30;891.07;375.05;157.19;2.95;2.57;2.2;52.09;67.75;83.48
5;Wfull;b;2021-08-26;31;889.99;439.4;174.84;2.95;2.64;2.24;52.11;64.88;81.56
5;Wfull;b;2021-08-27;32;712.38;506.58;195.81;2.85;2.7;2.29;56.14;62.31;79.51
5;Wfull;b;2021-08-28;33;743;555.55;216.73;2.87;2.74;2.34;55.38;60.64;77.67
5;Wfull;b;2021-08-29;34;785.81;595.54;236.03;2.9;2.77;2.37;54.36;59.38;76.13
5;Wfull;b;2021-08-30;35;813.51;634.42;262.25;2.91;2.8;2.42;53.73;58.23;74.22
5;Wfull;b;2021-08-31;36;856.9;705.34;312.02;2.93;2.85;2.49;52.79;56.32;71.08
5;Wfull;b;2021-09-01;37;876.9;756.63;371.48;2.94;2.88;2.57;52.38;55.05;67.92
5;Wfull;b;2021-09-02;38;871.89;782.34;430.21;2.94;2.89;2.63;52.48;54.44;65.26
5;Wfull;b;2021-09-03;39;865.43;799.22;495.03;2.94;2.9;2.69;52.62;54.06;62.72
5;Wfull;b;2021-09-04;40;864.62;813.5;574.94;2.94;2.91;2.76;52.63;53.74;60.02
5;Wfull;b;2021-09-05;41;870.9;829.89;657.62;2.94;2.92;2.82;52.5;53.37;57.58
5;Wfull;b;2021-09-06;42;879.06;844.66;723.7;2.94;2.93;2.86;52.33;53.05;55.85
5;Wfull;b;2021-09-07;43;884.43;856.24;769.16;2.95;2.93;2.89;52.22;52.81;54.75
5;Wfull;b;2021-09-08;44;;857.32;784.92;;2.93;2.89;;52.79;54.38
5;Wfull;b;2021-09-09;45;;857.95;795.42;;2.93;2.9;;52.77;54.14
5;Wfull;b;2021-09-10;46;;863.74;809.13;;2.94;2.91;;52.65;53.83
5;Wfull;b;2021-09-11;47;;870.58;820.83;;2.94;2.91;;52.51;53.57
5;Wfull;b;2021-09-12;48;;875.04;827.44;;2.94;2.92;;52.42;53.43
5;Wfull;b;2021-09-13;49;;879.07;833.48;;2.94;2.92;;52.33;53.3
5;Wfull;c;2021-07-30;4;59.69;62.62;63.46;1.78;1.8;1.8;101;100.14;99.9
5;Wfull;c;2021-07-31;5;53.43;62.7;64.02;1.73;1.8;1.81;103.01;100.11;99.74
5;Wfull;c;2021-08-01;6;58.12;61.19;64.69;1.76;1.79;1.81;101.49;100.55;99.55
5;Wfull;c;2021-08-02;7;51.84;61.61;65.14;1.71;1.79;1.81;103.56;100.43;99.42
5;Wfull;c;2021-08-03;8;47.2;60.2;65.62;1.67;1.78;1.82;105.25;100.85;99.29
5;Wfull;c;2021-08-04;9;34.02;56.9;66.09;1.53;1.76;1.82;111.18;101.87;99.16
5;Wfull;c;2021-08-05;10;43.22;52.13;66.11;1.64;1.72;1.82;106.85;103.45;99.16
5;Wfull;c;2021-08-06;11;45.5;52.69;65.85;1.66;1.72;1.82;105.92;103.26;99.23
5;Wfull;c;2021-08-07;12;48.9;53.06;65.83;1.69;1.72;1.82;104.61;103.13;99.23
5;Wfull;c;2021-08-08;13;53.37;55.4;66.14;1.73;1.74;1.82;103.03;102.35;99.15
5;Wfull;c;2021-08-09;14;58.92;56.64;65.83;1.77;1.75;1.82;101.24;101.95;99.23
5;Wfull;c;2021-08-10;15;67.72;59.42;66.43;1.83;1.77;1.82;98.72;101.09;99.07
5;Wfull;c;2021-08-11;16;85.88;63.89;66.64;1.93;1.81;1.82;94.42;99.77;99.01
5;Wfull;c;2021-08-12;17;128.54;70.32;66.36;2.11;1.85;1.82;87.12;98.04;99.09
5;Wfull;c;2021-08-13;18;223.94;79.2;67.49;2.35;1.9;1.83;77.08;95.89;98.78
5;Wfull;c;2021-08-14;19;393.45;90.29;68.05;2.59;1.96;1.83;66.88;93.52;98.63
5;Wfull;c;2021-08-15;20;552.3;106.3;68.56;2.74;2.03;1.84;60.74;90.56;98.5
5;Wfull;c;2021-08-16;21;664.93;123.71;69.3;2.82;2.09;1.84;57.38;87.82;98.3
5;Wfull;c;2021-08-17;22;740.03;141.4;70.8;2.87;2.15;1.85;55.45;85.4;97.92
5;Wfull;c;2021-08-18;23;780.99;164.75;72.87;2.89;2.22;1.86;54.47;82.63;97.39
5;Wfull;c;2021-08-19;24;799.27;194.92;75.02;2.9;2.29;1.88;54.05;79.59;96.87
5;Wfull;c;2021-08-20;25;824.09;229.48;76.62;2.92;2.36;1.88;53.5;76.64;96.49
5;Wfull;c;2021-08-21;26;849.53;283.99;77.7;2.93;2.45;1.89;52.95;72.78;96.23
5;Wfull;c;2021-08-22;27;871.24;363.08;80.22;2.94;2.56;1.9;52.49;68.33;95.65
5;Wfull;c;2021-08-23;28;885.22;445.54;82.84;2.95;2.65;1.92;52.21;64.63;95.07
5;Wfull;c;2021-08-24;29;892.88;555.56;85.73;2.95;2.74;1.93;52.05;60.64;94.45
5;Wfull;c;2021-08-25;30;892.57;644.46;88.8;2.95;2.81;1.95;52.06;57.95;93.82
5;Wfull;c;2021-08-26;31;892.06;749.66;91.92;2.95;2.87;1.96;52.07;55.21;93.19
5;Wfull;c;2021-08-27;32;898.86;802.6;97.07;2.95;2.9;1.99;51.93;53.98;92.2
5;Wfull;c;2021-08-28;33;901.68;820.55;102.29;2.96;2.91;2.01;51.87;53.58;91.26
5;Wfull;c;2021-08-29;34;901.68;830.55;106.53;2.96;2.92;2.03;51.87;53.36;90.52
5;Wfull;c;2021-08-30;35;;841.64;113.09;;2.93;2.05;;53.12;89.44
5;Wfull;c;2021-08-31;36;;869.17;123.64;;2.94;2.09;;52.54;87.83
5;Wfull;c;2021-09-01;37;;883.95;136.12;;2.95;2.13;;52.23;86.09
5;Wfull;c;2021-09-02;38;;886.52;150.46;;2.95;2.18;;52.18;84.27
5;Wfull;c;2021-09-03;39;;884.12;170.9;;2.95;2.23;;52.23;81.97
5;Wfull;c;2021-09-04;40;;883.97;199.6;;2.95;2.3;;52.23;79.16
5;Wfull;c;2021-09-05;41;;889.08;241.17;;2.95;2.38;;52.13;75.74
5;Wfull;c;2021-09-06;42;;894.39;307.43;;2.95;2.49;;52.02;71.34
5;Wfull;c;2021-09-07;43;;897.6;386.19;;2.95;2.59;;51.95;67.22
5;Wfull;c;2021-09-08;44;;892.54;456.76;;2.95;2.66;;52.06;64.18
5;Wfull;c;2021-09-09;45;;888.88;534.06;;2.95;2.73;;52.13;61.35
5;Wfull;c;2021-09-10;46;;890.01;604.66;;2.95;2.78;;52.11;59.1
5;Wfull;c;2021-09-11;47;;891.79;638.87;;2.95;2.81;;52.07;58.11
5;Wfull;c;2021-09-12;48;;892.3;667.53;;2.95;2.82;;52.06;57.31
5;Wfull;c;2021-09-13;49;;892.74;695.91;;2.95;2.84;;52.05;56.56
5;Wfull;d;2021-07-30;4;63.51;60.07;67.3;1.8;1.78;1.83;99.88;100.89;98.83
5;Wfull;d;2021-07-31;5;61.38;64.41;71.59;1.79;1.81;1.85;100.5;99.63;97.71
5;Wfull;d;2021-08-01;6;67.85;63.85;72.03;1.83;1.81;1.86;98.69;99.78;97.6
5;Wfull;d;2021-08-02;7;61.64;64.88;72.95;1.79;1.81;1.86;100.42;99.5;97.37
5;Wfull;d;2021-08-03;8;55.92;63.95;73.69;1.75;1.81;1.87;102.18;99.76;97.19
5;Wfull;d;2021-08-04;9;39.14;61.86;75.02;1.59;1.79;1.88;108.64;100.36;96.87
5;Wfull;d;2021-08-05;10;49.17;55.67;75.45;1.69;1.75;1.88;104.51;102.27;96.76
5;Wfull;d;2021-08-06;11;51.87;56.51;76.07;1.71;1.75;1.88;103.55;101.99;96.62
5;Wfull;d;2021-08-07;12;58.08;58.64;76.57;1.76;1.77;1.88;101.5;101.33;96.5
5;Wfull;d;2021-08-08;13;66.72;60.04;77.43;1.82;1.78;1.89;98.99;100.9;96.3
5;Wfull;d;2021-08-09;14;72.89;62.21;77.48;1.86;1.79;1.89;97.39;100.26;96.28
5;Wfull;d;2021-08-10;15;84.17;64.4;78.14;1.93;1.81;1.89;94.79;99.63;96.13
5;Wfull;d;2021-08-11;16;108.62;68.05;78.68;2.04;1.83;1.9;90.17;98.63;96.01
5;Wfull;d;2021-08-12;17;157.05;72.67;78.94;2.2;1.86;1.9;83.5;97.44;95.95
5;Wfull;d;2021-08-13;18;235.95;80.64;79.42;2.37;1.91;1.9;76.13;95.56;95.84
5;Wfull;d;2021-08-14;19;358.3;89.85;79.97;2.55;1.95;1.9;68.57;93.6;95.71
5;Wfull;d;2021-08-15;20;456.04;102.36;81.21;2.66;2.01;1.91;64.21;91.24;95.43
5;Wfull;d;2021-08-16;21;553.27;116.88;82.66;2.74;2.07;1.92;60.71;88.84;95.11
5;Wfull;d;2021-08-17;22;646.54;129.83;83.84;2.81;2.11;1.92;57.89;86.94;94.86
5;Wfull;d;2021-08-18;23;691.77;144.05;86.44;2.84;2.16;1.94;56.67;85.06;94.3
5;Wfull;d;2021-08-19;24;705.19;158.86;89.17;2.85;2.2;1.95;56.32;83.29;93.74
5;Wfull;d;2021-08-20;25;763.04;174.57;91.24;2.88;2.24;1.96;54.89;81.58;93.33
5;Wfull;d;2021-08-21;26;819.03;194.46;92.96;2.91;2.29;1.97;53.61;79.63;92.99
5;Wfull;d;2021-08-22;27;861.07;224.1;95.29;2.94;2.35;1.98;52.71;77.06;92.54
5;Wfull;d;2021-08-23;28;883.71;255.19;97.91;2.95;2.41;1.99;52.24;74.71;92.05
5;Wfull;d;2021-08-24;29;897.34;284.91;99.19;2.95;2.45;2;51.96;72.72;91.81
5;Wfull;d;2021-08-25;30;899.35;318.02;101.34;2.95;2.5;2.01;51.92;70.73;91.43
5;Wfull;d;2021-08-26;31;;364.83;105.53;;2.56;2.02;;68.25;90.69
5;Wfull;d;2021-08-27;32;;420.45;108.38;;2.62;2.03;;65.68;90.21
5;Wfull;d;2021-08-28;33;;466.69;112.67;;2.67;2.05;;63.79;89.51
5;Wfull;d;2021-08-29;34;;510.84;117.1;;2.71;2.07;;62.15;88.81
5;Wfull;d;2021-08-30;35;;560.12;122.36;;2.75;2.09;;60.49;88.02
5;Wfull;d;2021-08-31;36;;633.63;130.02;;2.8;2.11;;58.26;86.92
5;Wfull;d;2021-09-01;37;;696;139.08;;2.84;2.14;;56.56;85.7
5;Wfull;d;2021-09-02;38;;724.75;149.19;;2.86;2.17;;55.83;84.43
5;Wfull;d;2021-09-03;39;;737.84;160.91;;2.87;2.21;;55.5;83.06
5;Wfull;d;2021-09-04;40;;750.93;176.14;;2.88;2.25;;55.18;81.42
5;Wfull;d;2021-09-05;41;;768.85;195.41;;2.89;2.29;;54.76;79.54
5;Wfull;d;2021-09-06;42;;787.89;219.89;;2.9;2.34;;54.31;77.41
5;Wfull;d;2021-09-07;43;;806.69;250.51;;2.91;2.4;;53.89;75.05
5;Wfull;d;2021-09-08;44;;809.81;284.98;;2.91;2.45;;53.82;72.72
5;Wfull;d;2021-09-09;45;;810;327.51;;2.91;2.52;;53.81;70.2
5;Wfull;d;2021-09-10;46;;816.06;365.56;;2.91;2.56;;53.68;68.21
5;Wfull;d;2021-09-11;47;;822.72;381.53;;2.92;2.58;;53.53;67.44
5;Wfull;d;2021-09-12;48;;825.25;343.13;;2.92;2.54;;53.48;69.36
5;Wfull;d;2021-09-13;49;;830.02;342.38;;2.92;2.53;;53.37;69.4
5;Wred;a;2021-07-30;4;67.89;72.57;85.44;1.83;1.86;1.93;98.67;97.47;94.51
5;Wred;a;2021-07-31;5;62.51;77.35;86.49;1.8;1.89;1.94;100.17;96.31;94.29
5;Wred;a;2021-08-01;6;69.33;77.77;87.06;1.84;1.89;1.94;98.29;96.22;94.17
5;Wred;a;2021-08-02;7;60.5;78.31;88.07;1.78;1.89;1.94;100.76;96.09;93.97
5;Wred;a;2021-08-03;8;56.24;77.01;89.18;1.75;1.89;1.95;102.08;96.39;93.74
5;Wred;a;2021-08-04;9;41.38;74.6;90.24;1.62;1.87;1.96;107.63;96.97;93.53
5;Wred;a;2021-08-05;10;51.09;70.45;90.19;1.71;1.85;1.96;103.82;98;93.54
5;Wred;a;2021-08-06;11;52.39;71.05;90.42;1.72;1.85;1.96;103.36;97.85;93.49
5;Wred;a;2021-08-07;12;59.15;70.7;90.79;1.77;1.85;1.96;101.17;97.94;93.42
5;Wred;a;2021-08-08;13;67.45;73.27;91.49;1.83;1.86;1.96;98.79;97.29;93.28
5;Wred;a;2021-08-09;14;74.38;75.87;92.03;1.87;1.88;1.96;97.02;96.66;93.17
5;Wred;a;2021-08-10;15;85.77;78.98;92.82;1.93;1.9;1.97;94.44;95.94;93.01
5;Wred;a;2021-08-11;16;112.06;82.52;93.81;2.05;1.92;1.97;89.61;95.14;92.82
5;Wred;a;2021-08-12;17;160.83;88.12;93.95;2.21;1.95;1.97;83.07;93.96;92.8
5;Wred;a;2021-08-13;18;245.94;95.8;94.62;2.39;1.98;1.98;75.38;92.44;92.67
5;Wred;a;2021-08-14;19;374.35;106.1;95.59;2.57;2.03;1.98;67.78;90.6;92.48
5;Wred;a;2021-08-15;20;539.43;118.62;98.1;2.73;2.07;1.99;61.17;88.58;92.01
5;Wred;a;2021-08-16;21;699.02;133.83;100.66;2.84;2.13;2;56.48;86.39;91.55
5;Wred;a;2021-08-17;22;785.35;148.83;103.35;2.9;2.17;2.01;54.37;84.47;91.07
5;Wred;a;2021-08-18;23;822.13;164.63;106.54;2.91;2.22;2.03;53.54;82.65;90.52
5;Wred;a;2021-08-19;24;838.94;180.02;110.38;2.92;2.26;2.04;53.18;81.03;89.88
5;Wred;a;2021-08-20;25;858.06;195.16;113.87;2.93;2.29;2.06;52.77;79.57;89.32
5;Wred;a;2021-08-21;26;875;212.81;116.25;2.94;2.33;2.07;52.42;78;88.94
5;Wred;a;2021-08-22;27;892.3;237.57;120.92;2.95;2.38;2.08;52.06;76.01;88.23
5;Wred;a;2021-08-23;28;906.03;261.22;124.22;2.96;2.42;2.09;51.79;74.29;87.74
5;Wred;a;2021-08-24;29;915.42;284.04;129.1;2.96;2.45;2.11;51.6;72.78;87.04
5;Wred;a;2021-08-25;30;914.08;309.74;133.94;2.96;2.49;2.13;51.63;71.21;86.38
5;Wred;a;2021-08-26;31;907.44;346.31;140.46;2.96;2.54;2.15;51.76;69.19;85.52
5;Wred;a;2021-08-27;32;748.01;382.76;146.83;2.87;2.58;2.17;55.25;67.38;84.72
5;Wred;a;2021-08-28;33;818.27;416.85;154.18;2.91;2.62;2.19;53.63;65.83;83.83
5;Wred;a;2021-08-29;34;857.4;448.27;160.62;2.93;2.65;2.21;52.78;64.52;83.09
5;Wred;a;2021-08-30;35;873.42;485.31;168.76;2.94;2.69;2.23;52.45;63.08;82.2
5;Wred;a;2021-08-31;36;895.18;542.27;180.34;2.95;2.73;2.26;52;61.07;81
5;Wred;a;2021-09-01;37;908.75;601.31;195.07;2.96;2.78;2.29;51.73;59.2;79.58
5;Wred;a;2021-09-02;38;915.13;660.2;213.72;2.96;2.82;2.33;51.6;57.51;77.92
5;Wred;a;2021-09-03;39;;708.66;238.34;;2.85;2.38;;56.23;75.95
5;Wred;a;2021-09-04;40;;754.27;271.16;;2.88;2.43;;55.1;73.62
5;Wred;a;2021-09-05;41;;791.99;313.13;;2.9;2.5;;54.22;71.01
5;Wred;a;2021-09-06;42;;820.79;367.66;;2.91;2.57;;53.57;68.11
5;Wred;a;2021-09-07;43;;843.01;433.32;;2.93;2.64;;53.09;65.13
5;Wred;a;2021-09-08;44;;848.88;490.42;;2.93;2.69;;52.96;62.89
5;Wred;a;2021-09-09;45;;851.99;545.37;;2.93;2.74;;52.9;60.97
5;Wred;a;2021-09-10;46;;859.94;594.51;;2.93;2.77;;52.73;59.41
5;Wred;a;2021-09-11;47;;868.58;626.89;;2.94;2.8;;52.55;58.45
5;Wred;a;2021-09-12;48;;874.16;649.03;;2.94;2.81;;52.43;57.82
5;Wred;a;2021-09-13;49;;878.51;669.38;;2.94;2.83;;52.34;57.26
5;Wred;b;2021-07-30;4;62.39;68.5;70.03;1.8;1.84;1.85;100.2;98.51;98.11
5;Wred;b;2021-07-31;5;56.91;68.36;70.15;1.76;1.83;1.85;101.87;98.55;98.08
5;Wred;b;2021-08-01;6;61.21;67.02;71.05;1.79;1.83;1.85;100.55;98.91;97.85
5;Wred;b;2021-08-02;7;56.99;66.51;71.02;1.76;1.82;1.85;101.84;99.05;97.86
5;Wred;b;2021-08-03;8;52.33;65.29;71.78;1.72;1.81;1.86;103.39;99.38;97.67
5;Wred;b;2021-08-04;9;38.85;62.62;72.83;1.59;1.8;1.86;108.78;100.14;97.4
5;Wred;b;2021-08-05;10;46.55;57.09;72.7;1.67;1.76;1.86;105.5;101.81;97.44
5;Wred;b;2021-08-06;11;48.62;56.06;72.28;1.69;1.75;1.86;104.72;102.14;97.54
5;Wred;b;2021-08-07;12;51.98;56.1;73.02;1.72;1.75;1.86;103.51;102.13;97.36
5;Wred;b;2021-08-08;13;58.49;58.16;72.99;1.77;1.76;1.86;101.37;101.47;97.36
5;Wred;b;2021-08-09;14;64.07;59.82;72.81;1.81;1.78;1.86;99.72;100.96;97.41
5;Wred;b;2021-08-10;15;71.67;61.79;73.49;1.86;1.79;1.87;97.69;100.38;97.24
5;Wred;b;2021-08-11;16;90.16;65.81;73.44;1.96;1.82;1.87;93.54;99.24;97.25
5;Wred;b;2021-08-12;17;136.29;72.04;73.9;2.13;1.86;1.87;86.06;97.6;97.14
5;Wred;b;2021-08-13;18;234.11;81.99;73.9;2.37;1.91;1.87;76.27;95.26;97.14
5;Wred;b;2021-08-14;19;402.65;91.25;74.38;2.6;1.96;1.87;66.46;93.32;97.02
5;Wred;b;2021-08-15;20;614.14;108.52;75.33;2.79;2.04;1.88;58.82;90.19;96.79
5;Wred;b;2021-08-16;21;775.71;135.58;75.96;2.89;2.13;1.88;54.6;86.16;96.64
5;Wred;b;2021-08-17;22;838.4;164.93;76.67;2.92;2.22;1.88;53.19;82.61;96.47
5;Wred;b;2021-08-18;23;860.44;201.16;78.45;2.93;2.3;1.89;52.72;79.02;96.06
5;Wred;b;2021-08-19;24;871.79;255.22;80.6;2.94;2.41;1.91;52.48;74.71;95.57
5;Wred;b;2021-08-20;25;885.64;326.66;82.29;2.95;2.51;1.92;52.2;70.25;95.19
5;Wred;b;2021-08-21;26;895.81;458.29;84.05;2.95;2.66;1.92;51.99;64.12;94.81
5;Wred;b;2021-08-22;27;905.4;599.91;86.48;2.96;2.78;1.94;51.8;59.25;94.3
5;Wred;b;2021-08-23;28;912.62;641.37;89.06;2.96;2.81;1.95;51.65;58.04;93.76
5;Wred;b;2021-08-24;29;;691.33;92.5;;2.84;1.97;;56.68;93.08
5;Wred;b;2021-08-25;30;798.34;745.76;95.28;2.9;2.87;1.98;54.08;55.31;92.54
5;Wred;b;2021-08-26;31;842.19;795.08;99.23;2.93;2.9;2;53.11;54.15;91.81
5;Wred;b;2021-08-27;32;870.49;829.15;104;2.94;2.92;2.02;52.51;53.39;90.96
5;Wred;b;2021-08-28;33;880.11;841.12;110.3;2.94;2.92;2.04;52.31;53.13;89.89
5;Wred;b;2021-08-29;34;883.35;846.16;116.34;2.95;2.93;2.07;52.24;53.02;88.93
5;Wred;b;2021-08-30;35;886.77;849.6;123.91;2.95;2.93;2.09;52.17;52.95;87.79
5;Wred;b;2021-08-31;36;899.9;868.77;137.16;2.95;2.94;2.14;51.91;52.55;85.95
5;Wred;b;2021-09-01;37;;883.26;159.58;;2.95;2.2;;52.25;83.21
5;Wred;b;2021-09-02;38;;890.36;197.68;;2.95;2.3;;52.1;79.33
5;Wred;b;2021-09-03;39;;891.88;263.11;;2.95;2.42;;52.07;74.16
5;Wred;b;2021-09-04;40;;894.3;381.39;;2.95;2.58;;52.02;67.44
5;Wred;b;2021-09-05;41;;899.96;554.94;;2.95;2.74;;51.91;60.66
5;Wred;b;2021-09-06;42;;;702.88;;;2.85;;;56.38
5;Wred;b;2021-09-07;43;;;772.49;;;2.89;;;54.67
5;Wred;b;2021-09-08;44;;;790.29;;;2.9;;;54.26
5;Wred;b;2021-09-09;45;;;802.2;;;2.9;;;53.99
5;Wred;b;2021-09-10;46;;;816.43;;;2.91;;;53.67
5;Wred;b;2021-09-11;47;;;827.67;;;2.92;;;53.42
5;Wred;b;2021-09-12;48;;;835.22;;;2.92;;;53.26
5;Wred;b;2021-09-13;49;;;841.75;;;2.93;;;53.12
5;Wred;c;2021-07-30;4;67.49;88.95;80.01;1.83;1.95;1.9;98.78;93.79;95.7
5;Wred;c;2021-07-31;5;66.15;90.15;81.5;1.82;1.95;1.91;99.14;93.54;95.37
5;Wred;c;2021-08-01;6;68.77;90.09;81.76;1.84;1.95;1.91;98.44;93.56;95.31
5;Wred;c;2021-08-02;7;68.57;91.49;82.32;1.84;1.96;1.92;98.49;93.28;95.19
5;Wred;c;2021-08-03;8;63.97;91.55;82.72;1.81;1.96;1.92;99.75;93.26;95.1
5;Wred;c;2021-08-04;9;47.89;90.64;83.55;1.68;1.96;1.92;104.99;93.45;94.92
5;Wred;c;2021-08-05;10;53.3;85.75;83.96;1.73;1.93;1.92;103.05;94.45;94.83
5;Wred;c;2021-08-06;11;57.39;87.51;84.09;1.76;1.94;1.92;101.72;94.08;94.8
5;Wred;c;2021-08-07;12;60.75;87.97;84.51;1.78;1.94;1.93;100.69;93.99;94.71
5;Wred;c;2021-08-08;13;68.87;89.76;84.79;1.84;1.95;1.93;98.42;93.62;94.65
5;Wred;c;2021-08-09;14;76.26;91.33;85.39;1.88;1.96;1.93;96.57;93.31;94.52
5;Wred;c;2021-08-10;15;88.32;92.89;86.32;1.95;1.97;1.94;93.91;93;94.33
5;Wred;c;2021-08-11;16;113.11;95.3;86.95;2.05;1.98;1.94;89.44;92.54;94.2
5;Wred;c;2021-08-12;17;156.36;98.44;87.11;2.19;1.99;1.94;83.58;91.95;94.16
5;Wred;c;2021-08-13;18;223.45;102.66;87.48;2.35;2.01;1.94;77.12;91.19;94.09
5;Wred;c;2021-08-14;19;321.01;107.88;88.58;2.51;2.03;1.95;70.56;90.29;93.86
5;Wred;c;2021-08-15;20;464;115.98;91.02;2.67;2.06;1.96;63.9;88.98;93.37
5;Wred;c;2021-08-16;21;633.59;126;92.27;2.8;2.1;1.97;58.26;87.48;93.12
5;Wred;c;2021-08-17;22;736.92;135.85;94.28;2.87;2.13;1.97;55.52;86.12;92.73
5;Wred;c;2021-08-18;23;794.26;146.66;96.12;2.9;2.17;1.98;54.17;84.74;92.38
5;Wred;c;2021-08-19;24;825.57;160.54;99.05;2.92;2.21;2;53.47;83.1;91.84
5;Wred;c;2021-08-20;25;849.94;176.64;102.14;2.93;2.25;2.01;52.94;81.37;91.28
5;Wred;c;2021-08-21;26;867.71;199.88;105.45;2.94;2.3;2.02;52.57;79.13;90.71
5;Wred;c;2021-08-22;27;882.96;229.42;111.2;2.95;2.36;2.05;52.25;76.64;89.75
