wetter_stunde_id;satz_id;zeit_wetter;Tmin_gradC;Tmax_gradC;Tmean_gradC;Tmean_th9_25_gradC;relLuftfeuchte_min_prozent;relLuftfeuchte_max_prozent;relLuftfeuchte_mean_prozent;globalstrahlung_Wh_m2;globalstrahlung_J_cm2;par_Wh_m2;niederschlag_mm;windgeschwindigkeit_m_s;Tmean_gradC_sum;Tmean_th9_25_gradC_sum;globalstrahlung_Wh_m2_sum;globalstrahlung_J_cm2_sum;niederschlag_mm_sum;tageslicht_h;tageslicht_h_th9;tageslicht_h_sum;tageslicht_h_th9_sum
1466;1;2020-06-20T01:00:00Z;13.1;13.6;13.33;13.33;87;89.7;88.9;0;0;0.2;0;0.3;22588.72;21337.37;351502.7;126540.97;69.7;16.23;16.23;953.81;938.7
1467;1;2020-06-20T02:00:00Z;12.2;13;12.73;12.73;90.2;91.5;90.83;0;0;0.2;0;0.2;22601.45;21350.1;351502.7;126540.97;69.7;16.23;16.23;953.81;938.7
1468;1;2020-06-20T03:00:00Z;11.9;12.4;12.18;12.18;92.1;93.8;93.05;0;0;0.2;0;0.38;22613.62;21362.27;351502.7;126540.97;69.7;16.23;16.23;953.81;938.7
1469;1;2020-06-20T04:00:00Z;11.8;12.3;12.15;12.15;93.1;93.7;93.4;1.95;0.7;0.85;0;0.28;22625.77;21374.42;351504.65;126541.67;69.7;16.23;16.23;953.81;938.7
1470;1;2020-06-20T05:00:00Z;11.6;14.5;12.83;12.83;89.7;94.1;92.65;62.95;22.66;6.4;0;0.28;22638.6;21387.25;351567.6;126564.34;69.7;16.23;16.23;953.81;938.7
1471;1;2020-06-20T06:00:00Z;16;19.4;17.88;17.88;68.6;83.2;74.75;134.45;48.4;17.92;0;0.18;22656.47;21405.12;351702.05;126612.74;69.7;16.23;16.23;953.81;938.7
1472;1;2020-06-20T07:00:00Z;20.1;20.7;20.3;20.3;63.7;66;65.12;354.08;127.47;37.55;0;0.68;22676.77;21425.42;352056.13;126740.2;69.7;16.23;16.23;953.81;938.7
1473;1;2020-06-20T08:00:00Z;20.2;21.2;20.58;20.58;61.5;64.7;63.65;507.38;182.66;56.68;0;1.35;22697.35;21446;352563.5;126922.86;69.7;16.23;16.23;953.81;938.7
1474;1;2020-06-20T09:00:00Z;21.5;23.1;22.25;22.25;54.1;59.4;57.25;696.68;250.8;80.15;0;1.4;22719.6;21468.25;353260.18;127173.66;69.7;16.23;16.23;953.81;938.7
1475;1;2020-06-20T10:00:00Z;21.5;22.6;22.05;22.05;53.2;56.8;54.88;290.25;104.49;37.3;0;1.18;22741.65;21490.3;353550.43;127278.15;69.7;16.23;16.23;953.81;938.7
1476;1;2020-06-20T11:00:00Z;21.1;22.7;21.65;21.65;53;59.1;57.05;469.08;168.87;59.25;0;1.38;22763.3;21511.95;354019.5;127447.02;69.7;16.23;16.23;953.81;938.7
1477;1;2020-06-20T12:00:00Z;21.9;23.3;22.88;22.88;49.4;55;51.75;573.65;206.51;69.7;0;2.05;22786.17;21534.82;354593.15;127653.53;69.7;16.23;16.23;953.81;938.7
1478;1;2020-06-20T13:00:00Z;16.2;17.7;16.95;16.95;76.4;88.3;83.78;171.98;61.91;22.7;5.7;1.68;22803.12;21551.77;354765.13;127715.44;75.4;16.23;16.23;953.81;938.7
1479;1;2020-06-20T14:00:00Z;17.9;18.9;18.5;18.5;80.5;82.2;80.97;249.65;89.87;31.97;0.1;0.83;22821.62;21570.27;355014.78;127805.32;75.5;16.23;16.23;953.81;938.7
1480;1;2020-06-20T15:00:00Z;19;22.2;20.18;20.18;64.6;82.8;75.4;442.95;159.46;51.62;0;0.92;22841.8;21590.45;355457.73;127964.78;75.5;16.23;16.23;953.81;938.7
1481;1;2020-06-20T16:00:00Z;20.9;23.4;22.5;22.5;56.5;66;60.62;506.08;182.19;57.15;0;1.85;22864.3;21612.95;355963.8;128146.97;75.5;16.23;16.23;953.81;938.7
1482;1;2020-06-20T17:00:00Z;20;20.6;20.27;20.27;62.5;65;64.08;177.3;63.83;23;0;2.12;22884.57;21633.22;356141.1;128210.8;75.5;16.23;16.23;953.81;938.7
1483;1;2020-06-20T18:00:00Z;20.1;20.3;20.18;20.18;64.2;64.5;64.35;106.58;38.37;14.2;0;0.88;22904.75;21653.4;356247.68;128249.16;75.5;16.23;16.23;953.81;938.7
1484;1;2020-06-20T19:00:00Z;19.4;20.1;19.75;19.75;65.3;68.4;67.08;39.77;14.32;5.78;0;0.4;22924.5;21673.15;356287.45;128263.48;75.5;16.23;16.23;953.81;938.7
1485;1;2020-06-20T20:00:00Z;18.6;19.2;18.9;18.9;69.6;72;70.65;7.25;2.61;1.5;0;0.35;22943.4;21692.05;356294.7;128266.09;75.5;16.23;16.23;953.81;938.7
1486;1;2020-06-20T21:00:00Z;16.7;18.4;17.58;17.58;72.3;79.5;75.88;0;0;0.25;0;0.48;22960.97;21709.62;356294.7;128266.09;75.5;16.23;16.23;953.81;938.7
1487;1;2020-06-20T22:00:00Z;16.2;16.5;16.35;16.35;80;82.1;81.08;0;0;0.2;0;0.4;22977.32;21725.97;356294.7;128266.09;75.5;16.23;16.23;953.81;938.7
1488;1;2020-06-20T23:00:00Z;16.8;17.2;17.02;17.02;75.6;80.1;78.12;0;0;0.2;0;0.6;22994.35;21743;356294.7;128266.09;75.5;16.23;16.23;953.81;938.7
1489;1;2020-06-21T00:00:00Z;16.3;17.1;16.77;16.77;79.1;84.6;81.33;0;0;0.2;0;0.45;23011.12;21759.77;356294.7;128266.09;75.5;16.23;16.23;970.04;954.93
1490;1;2020-06-21T01:00:00Z;16.2;16.6;16.42;16.42;83;84.2;83.78;0;0;0.2;0;0.3;23027.55;21776.2;356294.7;128266.09;75.5;16.23;16.23;970.04;954.93
1491;1;2020-06-21T02:00:00Z;15.2;16.1;15.58;15.58;84.6;89.2;87.23;0;0;0.2;0;0.33;23043.12;21791.77;356294.7;128266.09;75.5;16.23;16.23;970.04;954.93
1492;1;2020-06-21T03:00:00Z;13.6;14.9;14.25;14.25;89.7;91.8;90.7;0;0;0.2;0;0.28;23057.37;21806.02;356294.7;128266.09;75.5;16.23;16.23;970.04;954.93
1493;1;2020-06-21T04:00:00Z;12.8;13.1;12.95;12.95;92;93.7;93.03;2.58;0.93;0.88;0;0.23;23070.32;21818.97;356297.28;128267.02;75.5;16.23;16.23;970.04;954.93
1494;1;2020-06-21T05:00:00Z;12.7;15.2;13.88;13.88;84.5;93.8;90.4;67.2;24.19;6.43;0;0.28;23084.2;21832.85;356364.48;128291.21;75.5;16.23;16.23;970.04;954.93
1495;1;2020-06-21T06:00:00Z;15.8;18;16.77;16.77;73;81.2;77.23;126.15;45.41;18.28;0;0.4;23100.97;21849.62;356490.63;128336.62;75.5;16.23;16.23;970.04;954.93
1496;1;2020-06-21T07:00:00Z;18.1;19.3;18.68;18.68;70.5;72.5;71.6;359.88;129.56;38.45;0;0.68;23119.65;21868.3;356850.5;128466.18;75.5;16.23;16.23;970.04;954.93
1497;1;2020-06-21T08:00:00Z;19.5;21.3;20.33;20.33;61.7;69.9;66.4;538.58;193.89;58.95;0;0.88;23139.97;21888.62;357389.08;128660.07;75.5;16.23;16.23;970.04;954.93
1498;1;2020-06-21T09:00:00Z;21.3;22.7;21.98;21.98;57.7;61.3;59.23;686.7;247.21;78.95;0;0.9;23161.95;21910.6;358075.78;128907.28;75.5;16.23;16.23;970.04;954.93
1499;1;2020-06-21T10:00:00Z;23.2;23.8;23.48;23.48;48.9;53.9;52.15;760.28;273.7;88.83;0;1.12;23185.42;21934.07;358836.05;129180.98;75.5;16.23;16.23;970.04;954.93
1500;1;2020-06-21T11:00:00Z;23.8;24.4;24.12;24.12;47.9;48.3;48.2;861.93;310.29;101;0;1.5;23209.55;21958.2;359697.98;129491.27;75.5;16.23;16.23;970.04;954.93
1501;1;2020-06-21T12:00:00Z;24.1;25.3;25;25;44.2;48.1;45.7;879.1;316.48;103.9;0;1.28;23234.55;21983.2;360577.08;129807.75;75.5;16.23;16.23;970.04;954.93
1502;1;2020-06-21T13:00:00Z;25;25.6;25.4;25;42.5;44.6;43.58;551.93;198.69;68.58;0;1.18;23259.95;22008.2;361129;130006.44;75.5;16.23;16.23;970.04;954.93
1503;1;2020-06-21T14:00:00Z;25;26.9;25.95;25;43.1;45.7;44.78;605.08;217.83;73.12;0;1.48;23285.9;22033.2;361734.08;130224.27;75.5;16.23;16.23;970.04;954.93
1504;1;2020-06-21T15:00:00Z;25.5;26.6;26.2;25;41.2;46.7;44.43;688.1;247.72;78.68;0;1.95;23312.1;22058.2;362422.18;130471.98;75.5;16.23;16.23;970.04;954.93
1505;1;2020-06-21T16:00:00Z;26.2;26.8;26.55;25;41.6;43.5;42.53;550.8;198.29;62.77;0;1.55;23338.65;22083.2;362972.98;130670.27;75.5;16.23;16.23;970.04;954.93
1506;1;2020-06-21T17:00:00Z;26.3;27.1;26.75;25;41.3;42.9;41.88;394.8;142.13;43.78;0;1.5;23365.4;22108.2;363367.78;130812.4;75.5;16.23;16.23;970.04;954.93
1507;1;2020-06-21T18:00:00Z;25;25.9;25.4;25;43.7;46.2;44.9;144.43;51.99;18.45;0;1.05;23390.8;22133.2;363512.2;130864.39;75.5;16.23;16.23;970.04;954.93
1508;1;2020-06-21T19:00:00Z;24;25.7;24.83;24.83;45;49.9;47.33;84.33;30.36;11.43;0;1.2;23415.62;22158.02;363596.53;130894.75;75.5;16.23;16.23;970.04;954.93
1509;1;2020-06-21T20:00:00Z;21.4;23.5;22.33;22.33;53;62;58.3;16.28;5.86;2.6;0;0.43;23437.95;22180.35;363612.8;130900.61;75.5;16.23;16.23;970.04;954.93
1510;1;2020-06-21T21:00:00Z;19.7;21;20.45;20.45;61.3;66.1;63.05;0;0;0.25;0;0.65;23458.4;22200.8;363612.8;130900.61;75.5;16.23;16.23;970.04;954.93
1511;1;2020-06-21T22:00:00Z;17.3;18.8;18.1;18.1;69.2;75.3;71.88;0;0;0.2;0;0.43;23476.5;22218.9;363612.8;130900.61;75.5;16.23;16.23;970.04;954.93
1512;1;2020-06-21T23:00:00Z;16;16.7;16.5;16.5;77.6;80.2;78.5;0;0;0.2;0;0.45;23493;22235.4;363612.8;130900.61;75.5;16.23;16.23;970.04;954.93
1513;1;2020-06-22T00:00:00Z;15.4;15.8;15.65;15.65;81;83.4;82.23;0;0;0.2;0;0.35;23508.65;22251.05;363612.8;130900.61;75.5;16.23;16.23;986.27;971.16
1514;1;2020-06-22T01:00:00Z;14.8;15.1;14.98;14.98;86.1;88.9;87.43;0;0;0.2;0;0.52;23523.62;22266.02;363612.8;130900.61;75.5;16.23;16.23;986.27;971.16
1515;1;2020-06-22T02:00:00Z;14.9;15;14.95;14.95;88.7;89.9;89.4;0;0;0.2;0;0.33;23538.57;22280.97;363612.8;130900.61;75.5;16.23;16.23;986.27;971.16
1516;1;2020-06-22T03:00:00Z;15.1;15.4;15.23;15.23;86.2;88;87.05;0;0;0.2;0;0.4;23553.8;22296.2;363612.8;130900.61;75.5;16.23;16.23;986.27;971.16
1517;1;2020-06-22T04:00:00Z;15.8;16.5;16.2;16.2;83.2;85.6;84.25;2.9;1.04;0.62;0;0.3;23570;22312.4;363615.7;130901.65;75.5;16.23;16.23;986.27;971.16
1518;1;2020-06-22T05:00:00Z;16.5;17.5;17.08;17.08;79.8;85.3;82.7;36.4;13.1;4.93;0;0.2;23587.07;22329.47;363652.1;130914.76;75.5;16.23;16.23;986.27;971.16
1519;1;2020-06-22T06:00:00Z;17.6;18.2;17.92;17.92;76;80.3;78.6;58.75;21.15;8.4;0;0.68;23605;22347.4;363710.85;130935.91;75.5;16.23;16.23;986.27;971.16
1520;1;2020-06-22T07:00:00Z;17.9;18.2;18.03;18.03;76.1;76.9;76.5;125.65;45.23;16.82;0;1.38;23623.02;22365.42;363836.5;130981.14;75.5;16.23;16.23;986.27;971.16
1521;1;2020-06-22T08:00:00Z;18.6;19.9;19.25;19.25;69.7;75.4;71.85;413.42;148.83;47.68;0;2.08;23642.27;22384.67;364249.93;131129.97;75.5;16.23;16.23;986.27;971.16
1522;1;2020-06-22T09:00:00Z;18.8;19.3;19.08;19.08;70;71.2;70.75;402.43;144.87;49.48;0;3.15;23661.35;22403.75;364652.35;131274.85;75.5;16.23;16.23;986.27;971.16
1523;1;2020-06-22T10:00:00Z;19.4;20.2;19.83;19.83;66.6;69.7;68;583.3;209.99;70.88;0;2.88;23681.17;22423.57;365235.65;131484.83;75.5;16.23;16.23;986.27;971.16
1524;1;2020-06-22T11:00:00Z;20.8;21.6;21.23;21.23;63;66;63.92;704.68;253.68;87.18;0;2.65;23702.4;22444.8;365940.33;131738.52;75.5;16.23;16.23;986.27;971.16
1525;1;2020-06-22T12:00:00Z;22;22.7;22.45;22.45;58.2;61.8;59.85;972.12;349.96;115.38;0;2.75;23724.85;22467.25;366912.45;132088.48;75.5;16.23;16.23;986.27;971.16
1526;1;2020-06-22T13:00:00Z;22.9;23.1;23.05;23.05;55.2;57.2;56.23;819.3;294.95;98.2;0;2.75;23747.9;22490.3;367731.75;132383.43;75.5;16.23;16.23;986.27;971.16
1527;1;2020-06-22T14:00:00Z;23.6;24.7;24.25;24.25;48.7;53.5;50.65;913.6;328.9;105.77;0;2.62;23772.15;22514.55;368645.35;132712.33;75.5;16.23;16.23;986.27;971.16
1528;1;2020-06-22T15:00:00Z;24.1;25.6;24.78;24.78;45.4;50.1;47.88;687.95;247.66;76.23;0;2.18;23796.92;22539.32;369333.3;132959.99;75.5;16.23;16.23;986.27;971.16
1529;1;2020-06-22T16:00:00Z;25.1;25.4;25.23;25;44.2;45.4;44.93;638.93;230.01;69.65;0;2.03;23822.15;22564.32;369972.23;133190;75.5;16.23;16.23;986.27;971.16
1530;1;2020-06-22T17:00:00Z;25;25.5;25.23;25;43.2;44.5;43.85;508.28;182.98;52.53;0;1.85;23847.37;22589.32;370480.5;133372.98;75.5;16.23;16.23;986.27;971.16
1531;1;2020-06-22T18:00:00Z;24.6;24.9;24.8;24.8;43.1;44.1;43.6;293.45;105.64;29.9;0;1.95;23872.17;22614.12;370773.95;133478.62;75.5;16.23;16.23;986.27;971.16
1532;1;2020-06-22T19:00:00Z;23.2;24.4;23.78;23.78;45;48.3;46.25;136.6;49.18;13.3;0;1.4;23895.95;22637.9;370910.55;133527.8;75.5;16.23;16.23;986.27;971.16
1533;1;2020-06-22T20:00:00Z;18.2;22.6;20.33;20.33;51;63.4;57.25;18.6;6.7;3.15;0;0.65;23916.27;22658.22;370929.15;133534.49;75.5;16.23;16.23;986.27;971.16
1534;1;2020-06-22T21:00:00Z;18.2;18.9;18.5;18.5;59.3;62.1;60.85;0;0;0.25;0;1.3;23934.77;22676.72;370929.15;133534.49;75.5;16.23;16.23;986.27;971.16
1535;1;2020-06-22T22:00:00Z;18.7;18.9;18.75;18.75;59.2;61;60.08;0;0;0.2;0;1.25;23953.52;22695.47;370929.15;133534.49;75.5;16.23;16.23;986.27;971.16
1536;1;2020-06-22T23:00:00Z;15.7;18.7;17.12;17.12;60.7;73.7;67.55;0;0;0.2;0;0.4;23970.65;22712.6;370929.15;133534.49;75.5;16.23;16.23;986.27;971.16
1537;2;2020-07-27T00:00:00Z;15.7;16.2;15.88;15.88;70.7;72.8;71.97;0;0;0.2;0;0.62;15.88;15.88;0;0;0;15.33;15.33;15.33;15.33
1538;2;2020-07-27T01:00:00Z;13.9;14.8;14.4;14.4;76.3;80.3;78.45;0;0;0.2;0;0.38;30.27;30.27;0;0;0;15.33;15.33;15.33;15.33
1539;2;2020-07-27T02:00:00Z;13.3;13.8;13.6;13.6;82.1;83.1;82.6;0;0;0.2;0;0.6;43.88;43.88;0;0;0;15.33;15.33;15.33;15.33
1540;2;2020-07-27T03:00:00Z;13;13.3;13.15;13.15;83.4;84.2;83.8;0;0;0.15;0;0.65;57.02;57.02;0;0;0;15.33;15.33;15.33;15.33
1541;2;2020-07-27T04:00:00Z;13;13.6;13.35;13.35;84;85.3;84.58;0;0;0.2;0;0.2;70.38;70.38;0;0;0;15.33;15.33;15.33;15.33
1542;2;2020-07-27T05:00:00Z;13;13.3;13.12;13.12;85.5;87.2;86.35;13.73;4.94;2.65;0;0.28;83.5;83.5;13.73;4.94;0;15.33;15.33;15.33;15.33
1543;2;2020-07-27T06:00:00Z;13;16;14.43;14.43;78.9;88.3;84.8;77.5;27.9;10.62;0;0.18;97.92;97.92;91.22;32.84;0;15.33;15.33;15.33;15.33
1544;2;2020-07-27T07:00:00Z;16.5;18.9;18;18;68.3;77.3;72.15;187.95;67.66;23.3;0;0.3;115.92;115.92;279.18;100.5;0;15.33;15.33;15.33;15.33
1545;2;2020-07-27T08:00:00Z;18.4;20;19.42;19.42;69;72.5;70.62;303.75;109.35;35.9;0;0.6;135.35;135.35;582.92;209.85;0;15.33;15.33;15.33;15.33
1546;2;2020-07-27T09:00:00Z;20.5;21.9;21.2;21.2;62.8;69.1;66;455.05;163.82;54;0;0.85;156.55;156.55;1037.97;373.67;0;15.33;15.33;15.33;15.33
1547;2;2020-07-27T10:00:00Z;22.9;23.5;23.18;23.18;59.3;60.8;59.93;554.78;199.72;65.1;0;0.98;179.73;179.73;1592.75;573.39;0;15.33;15.33;15.33;15.33
1548;2;2020-07-27T11:00:00Z;23.7;24.7;24;24;57.8;60.2;59.4;420.7;151.45;51.5;0;0.88;203.73;203.73;2013.45;724.84;0;15.33;15.33;15.33;15.33
1549;2;2020-07-27T12:00:00Z;25;26.7;26;25;50.8;56.1;53;701.85;252.67;82.88;0;1.18;229.73;228.73;2715.3;977.51;0;15.33;15.33;15.33;15.33
1550;2;2020-07-27T13:00:00Z;27;28.6;27.58;25;45.8;49.1;47.85;719.3;258.95;85.52;0;1.1;257.3;253.73;3434.6;1236.46;0;15.33;15.33;15.33;15.33
1551;2;2020-07-27T14:00:00Z;29.2;29.9;29.53;25;38.6;44.7;41.7;719.28;258.94;84.23;0;1.2;286.82;278.72;4153.88;1495.4;0;15.33;15.33;15.33;15.33
1552;2;2020-07-27T15:00:00Z;30.5;30.9;30.73;25;29.6;34.8;31.85;686.58;247.17;77.93;0;1.9;317.55;303.72;4840.45;1742.56;0;15.33;15.33;15.33;15.33
1553;2;2020-07-27T16:00:00Z;30.6;31;30.8;25;29.2;31.1;30;572;205.92;62.9;0;2.33;348.35;328.72;5412.45;1948.48;0;15.33;15.33;15.33;15.33
1554;2;2020-07-27T17:00:00Z;31.1;31.5;31.25;25;31.5;33.9;32.67;427.95;154.06;45.5;0;1.7;379.6;353.72;5840.4;2102.54;0;15.33;15.33;15.33;15.33
1555;2;2020-07-27T18:00:00Z;30.2;31;30.78;25;33.7;34.6;34.08;209.1;75.28;22.18;0;1.58;410.38;378.72;6049.5;2177.82;0;15.33;15.33;15.33;15.33
1556;2;2020-07-27T19:00:00Z;29.4;30.3;29.85;25;34.9;37.4;36.17;56.9;20.48;7.98;0;0.73;440.22;403.72;6106.4;2198.3;0;15.33;15.33;15.33;15.33
1557;2;2020-07-27T20:00:00Z;26;28.5;26.95;25;41;44.8;43.35;5.2;1.87;1.37;0;0.3;467.18;428.72;6111.6;2200.18;0;15.33;15.33;15.33;15.33
1558;2;2020-07-27T21:00:00Z;22.7;24.4;23.6;23.6;48.9;54.3;51.6;0;0;0.2;0;0.6;490.78;452.33;6111.6;2200.18;0;15.33;15.33;15.33;15.33
1559;2;2020-07-27T22:00:00Z;20.8;22;21.35;21.35;56.5;60;58.23;0;0;0.2;0;0.3;512.12;473.68;6111.6;2200.18;0;15.33;15.33;15.33;15.33
1560;2;2020-07-27T23:00:00Z;19.6;20.4;19.98;19.98;61.2;63.9;62.68;0;0;0.2;0;0.12;532.1;493.65;6111.6;2200.18;0;15.33;15.33;15.33;15.33
1561;2;2020-07-28T00:00:00Z;18.8;19.7;19.33;19.33;63.6;66.6;64.75;0;0;0.2;0;0.3;551.43;512.98;6111.6;2200.18;0;15.28;15.28;30.61;30.61
1562;2;2020-07-28T01:00:00Z;17.8;18.4;18.1;18.1;68.4;71;69.83;0;0;0.2;0;0.18;569.53;531.08;6111.6;2200.18;0;15.28;15.28;30.61;30.61
1563;2;2020-07-28T02:00:00Z;16.4;17.3;16.92;16.92;73.4;78.1;75.38;0;0;0.2;0;0.28;586.45;548;6111.6;2200.18;0;15.28;15.28;30.61;30.61
1564;2;2020-07-28T03:00:00Z;15.6;16.2;15.93;15.93;79.8;85.1;82.55;0;0;0.2;0;0.25;602.38;563.93;6111.6;2200.18;0;15.28;15.28;30.61;30.61
1565;2;2020-07-28T04:00:00Z;15.5;16.1;15.75;15.75;86.1;87.2;86.68;0;0;0.23;0;0.28;618.12;579.68;6111.6;2200.18;0;15.28;15.28;30.61;30.61
1566;2;2020-07-28T05:00:00Z;16.7;17.3;16.9;16.9;80;84.4;82.12;15.1;5.44;2.75;0;0.28;635.02;596.58;6126.7;2205.61;0;15.28;15.28;30.61;30.61
1567;2;2020-07-28T06:00:00Z;19.1;23.6;21.62;21.62;60;75;66.42;89.5;32.22;11.83;0;0.45;656.65;618.2;6216.2;2237.83;0;15.28;15.28;30.61;30.61
1568;2;2020-07-28T07:00:00Z;23.9;24.8;24.35;24.35;53.3;55.9;55.08;223.23;80.36;27.83;0;1.6;681;642.55;6439.42;2318.19;0;15.28;15.28;30.61;30.61
1569;2;2020-07-28T08:00:00Z;24;24.5;24.23;24.23;53.8;54.9;54.35;276.7;99.61;33.38;0;1.7;705.22;666.78;6716.12;2417.8;0;15.28;15.28;30.61;30.61
1570;2;2020-07-28T09:00:00Z;24.3;25;24.6;24.6;53;55.6;54.38;309.58;111.45;37.28;0;1.98;729.82;691.38;7025.7;2529.25;0;15.28;15.28;30.61;30.61
1571;2;2020-07-28T10:00:00Z;24.6;25.2;25;25;52.1;55;53.3;411.1;148;50.4;0;2.4;754.82;716.38;7436.8;2677.25;0;15.28;15.28;30.61;30.61
1572;2;2020-07-28T11:00:00Z;25.1;26.7;26.03;25;46.1;51.9;49.05;628.53;226.27;74.3;0;2.58;780.85;741.38;8065.33;2903.52;0;15.28;15.28;30.61;30.61
1573;2;2020-07-28T12:00:00Z;25.5;27.3;26.35;25;45.3;50.7;47.98;629.35;226.57;74.67;0;2.85;807.2;766.38;8694.68;3130.08;0;15.28;15.28;30.61;30.61
1574;2;2020-07-28T13:00:00Z;27.4;28;27.68;25;38.9;42.7;40.2;702.72;252.98;83.28;0;2.8;834.88;791.38;9397.4;3383.06;0;15.28;15.28;30.61;30.61
1575;2;2020-07-28T14:00:00Z;27.1;28;27.55;25;38.4;38.6;38.5;505.7;182.05;59.8;0;2.72;862.42;816.38;9903.1;3565.12;0;15.28;15.28;30.61;30.61
1576;2;2020-07-28T15:00:00Z;26.1;26.6;26.25;25;37.9;39.3;38.83;300.25;108.09;36.6;0;2.78;888.68;841.38;10203.35;3673.21;0;15.28;15.28;30.61;30.61
1577;2;2020-07-28T16:00:00Z;25.6;26.1;25.9;25;38.8;39.9;39.18;344.28;123.94;40.45;0;2.6;914.57;866.38;10547.63;3797.15;0;15.28;15.28;30.61;30.61
1578;2;2020-07-28T17:00:00Z;25.8;26.1;25.95;25;36.6;39.1;37.98;362.15;130.37;39.23;0;2.5;940.52;891.38;10909.78;3927.52;0;15.28;15.28;30.61;30.61
1579;2;2020-07-28T18:00:00Z;25.6;26.1;25.78;25;36.9;37.3;37.15;277.9;100.04;27.4;0;2.28;966.3;916.38;11187.68;4027.56;0;15.28;15.28;30.61;30.61
1580;2;2020-07-28T19:00:00Z;24.1;25.2;24.68;24.68;38.2;40;38.75;82.23;29.6;8.95;0;1.9;990.97;941.05;11269.9;4057.16;0;15.28;15.28;30.61;30.61
1581;2;2020-07-28T20:00:00Z;21.9;23.2;22.5;22.5;41.8;43.4;42.75;8.5;3.06;1.32;0;1.9;1013.47;963.55;11278.4;4060.22;0;15.28;15.28;30.61;30.61
1582;2;2020-07-28T21:00:00Z;19.3;21.4;20.4;20.4;44.3;50;47;0;0;0.2;0;1.32;1033.88;983.95;11278.4;4060.22;0;15.28;15.28;30.61;30.61
1583;2;2020-07-28T22:00:00Z;17.5;18.7;18.02;18.02;52.2;55.6;54.15;0;0;0.2;0;0.55;1051.9;1001.98;11278.4;4060.22;0;15.28;15.28;30.61;30.61
1584;2;2020-07-28T23:00:00Z;16.2;17;16.5;16.5;57.2;60.1;59.1;0;0;0.2;0;0.48;1068.4;1018.48;11278.4;4060.22;0;15.28;15.28;30.61;30.61
1585;2;2020-07-29T00:00:00Z;17;17.2;17.1;17.1;58;58.7;58.35;0;0;0.2;0;1.4;1085.5;1035.58;11278.4;4060.22;0;15.24;15.24;45.85;45.85
1586;2;2020-07-29T01:00:00Z;14.8;16.5;15.78;15.78;60.3;66.5;63.03;0;0;0.2;0;1.07;1101.28;1051.35;11278.4;4060.22;0;15.24;15.24;45.85;45.85
1587;2;2020-07-29T02:00:00Z;13.5;14.2;13.78;13.78;69.1;73;71.2;0;0;0.2;0;0.25;1115.05;1065.13;11278.4;4060.22;0;15.24;15.24;45.85;45.85
1588;2;2020-07-29T03:00:00Z;12.2;13.8;12.75;12.75;72.2;79.8;76.78;0;0;0.2;0;0.58;1127.8;1077.88;11278.4;4060.22;0;15.24;15.24;45.85;45.85
1589;2;2020-07-29T04:00:00Z;10.9;11.8;11.35;11.35;80.4;84.8;82.75;0;0;0.23;0;0.3;1139.15;1089.23;11278.4;4060.22;0;15.24;15.24;45.85;45.85
1590;2;2020-07-29T05:00:00Z;10.8;12;11.18;11.18;82.9;85.9;85.1;20.62;7.42;3.1;0;0.38;1150.33;1100.4;11299.03;4067.65;0;15.24;15.24;45.85;45.85
1591;2;2020-07-29T06:00:00Z;13.5;16.7;15.38;15.38;66.9;78.3;71.93;77.48;27.89;11;0;0.45;1165.7;1115.78;11376.5;4095.54;0;15.24;15.24;45.85;45.85
1592;2;2020-07-29T07:00:00Z;16.6;17.8;17.23;17.23;61.5;65.9;64.12;255.2;91.87;29.45;0;0.78;1182.92;1133;11631.7;4187.41;0;15.24;15.24;45.85;45.85
1593;2;2020-07-29T08:00:00Z;18.3;20.3;19.25;19.25;53.3;59.9;56.88;478.05;172.1;51.15;0;0.98;1202.17;1152.25;12109.75;4359.51;0;15.24;15.24;45.85;45.85
1594;2;2020-07-29T09:00:00Z;20.5;21.8;21.15;21.15;47.7;52.5;49.8;638.2;229.75;69.9;0;1.25;1223.33;1173.4;12747.95;4589.26;0;15.24;15.24;45.85;45.85
1595;2;2020-07-29T10:00:00Z;22.1;22.6;22.4;22.4;41.5;46;43.65;770.38;277.34;85.4;0;1.45;1245.73;1195.8;13518.33;4866.6;0;15.24;15.24;45.85;45.85
1596;2;2020-07-29T11:00:00Z;23.1;23.9;23.45;23.45;40;41.6;40.78;837.45;301.48;96.38;0;1.5;1269.18;1219.25;14355.78;5168.08;0;15.24;15.24;45.85;45.85
1597;2;2020-07-29T12:00:00Z;24;25.2;24.62;24.62;35.8;40.3;38.1;878.6;316.3;101.78;0;1.73;1293.8;1243.88;15234.38;5484.38;0;15.24;15.24;45.85;45.85
1598;2;2020-07-29T13:00:00Z;25.2;26.3;25.65;25;33.2;35.7;34.18;886.92;319.29;102.2;0;1.98;1319.45;1268.88;16121.3;5803.67;0;15.24;15.24;45.85;45.85
1599;2;2020-07-29T14:00:00Z;26.6;27.4;27.03;25;29.5;31.5;30.65;826.8;297.65;94.45;0;1.53;1346.48;1293.88;16948.1;6101.32;0;15.24;15.24;45.85;45.85
1600;2;2020-07-29T15:00:00Z;27.6;28.1;27.85;25;28.4;30.2;29.2;722.55;260.12;78.7;0;1.57;1374.33;1318.88;17670.65;6361.43;0;15.24;15.24;45.85;45.85
