"satz_id";"variante_H2O";"wiederholung";"T0020_nFK";"T2040_nFK";"T4060_nFK";"T0020_nFK_Vortag";"T2040_nFK_Vortag";"T4060_nFK_Vortag";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input";"wasser_input_Vortag"
6;"Wfull_plus";"d";100.99;99.2;100.48;101.96;99.08;100.06;15;14.99;14.99;9;21.1;63.02;41.2;83.4;6179.88;1.2;14.61;14.61;182.65;174;73691.65;10.3;213.27;198.99;20;30;50;1.2;0.614401699169106;13.1995178043096;7.4;0
6;"Wfull_plus";"d";106.78;99.42;100.39;100.99;99.2;100.48;16;16.95;16.95;13;22.4;56.63;44.5;68.9;5334.38;1.83;14.67;14.67;199.59;190.94;79026.02;10.3;227.94;213.66;20;30;50;1.2;0.744307903607448;13.640343727359;0;7.4
6;"Wfull_plus";"d";103.47;99.8;100.44;106.78;99.42;100.39;17;16.3;16.3;12.7;21.3;58.05;46.3;71;5311.52;1.7;14.72;14.72;215.89;207.24;84337.55;10.4;242.66;228.38;20;30;50;1.2;0.895219148570515;14.0823122549367;0.1;0
6;"Wfull_plus";"d";100.33;99.41;100.54;103.47;99.8;100.44;18;14.57;14.57;10.7;17.6;62.47;49.6;79.6;2592.43;0.9;14.77;14.77;230.46;221.81;86929.98;11.1;257.43;243.15;20;30;50;1.2;1.06767503173752;14.5244652998668;0.7;0.1
6;"Wfull_plus";"d";99.98;99.14;100.52;100.33;99.41;100.54;19;15.92;15.92;9.4;22.6;55.86;33.7;84.4;6692.15;1.22;14.83;14.83;246.38;237.73;93622.12;11.1;272.26;257.98;20;30;50;1.2;1.26119004234256;14.966133597512;16.4;0.7
6;"Wfull_plus";"d";121.22;107.15;103.17;99.98;99.14;100.52;20;16.47;16.47;6.5;23.7;59.98;36.9;91.4;6765.35;1.03;14.88;14.88;262.85;254.2;100387.48;11.1;287.14;272.86;20;30;50;1.2;1.47359533431911;15.4060496295703;10.3;16.4
6;"Wfull_plus";"d";122.22;120.43;119.6;121.22;107.15;103.17;21;16.75;16.75;11.6;22.2;69.17;48.2;92.6;4531.27;1.52;14.93;14.93;279.6;270.95;104918.75;15.4;302.07;287.79;20;30;50;1.2;1.70127615548808;15.8432547388563;4.3;10.3
6;"Wfull_plus";"d";118.89;118.35;122.77;122.22;120.43;119.6;22;17.5;17.5;10;25.4;64.69;36.8;90.8;7414.42;0.96;14.98;14.98;297.1;288.45;112333.18;15.4;317.05;302.77;20;30;50;1.2;1.93917191569006;16.276807623125;4.2;4.3
6;"Wfull_plus";"d";114.45;113.75;118.47;118.89;118.35;122.77;23;18.34;18.34;9.2;26.7;64.43;37.4;93.2;5806.4;0.82;15.03;15.03;315.44;306.79;118139.57;15.4;332.08;317.8;20;30;50;1.2;2.1811493359007;16.7057924822544;0;4.2
6;"Wfull_plus";"d";108.54;110.73;115.77;114.45;113.75;118.47;24;21.24;21.24;12.3;29.1;56.06;28.8;88.2;7447.42;1.74;15.08;15.08;336.68;328.03;125587;15.4;347.16;332.88;20;30;50;1.2;2.42059906679167;17.129326756387;0;0
6;"Wfull_plus";"d";103.11;108.19;113.47;108.54;110.73;115.77;25;19.68;19.68;13.3;24.5;53.55;35.7;78.8;7060.85;1.55;15.13;15.13;356.36;347.71;132647.85;15.4;362.29;348.01;20;30;50;1.2;2.65114114529498;17.5465683174846;0;0
6;"Wfull_plus";"d";97.18;105.9;111.19;103.11;108.19;113.47;26;16.55;16.55;9;22.8;56.55;34.6;87.1;7393.15;1.43;15.18;15.18;372.91;364.26;140041;15.4;377.47;363.19;20;30;50;1.2;2.86728456241116;17.9567219926495;0;0
6;"Wfull_plus";"d";90.48;104.07;110.1;97.18;105.9;111.19;27;17.78;17.78;9.4;26.3;55.98;28.3;87.4;7655.75;0.97;15.22;15.22;390.69;382.04;147696.75;15.4;392.69;378.41;20;30;50;1.2;3.06477910527059;18.3587843020943;24.3;0
6;"Wfull_plus";"d";115.18;113.37;117.94;90.48;104.07;110.1;28;19.09;19.09;9.4;26.8;54.7;30.6;86.3;7335.95;1.16;15.27;15.27;409.78;401.13;155032.7;15.4;407.96;393.68;20;30;50;1.2;3.2412274603725;18.7523446544006;0;24.3
6;"Wfull_plus";"d";110.05;112;118.4;115.18;113.37;117.94;29;18.31;18.31;12.5;25.8;70.42;49.2;91.3;4293;1.1;15.32;15.32;428.08;419.43;159325.7;24.6;423.28;409;20;30;50;1.2;3.39561648688489;19.1367808231623;9.2;0
6;"Wfull_plus";"d";111.02;112.07;118.16;110.05;112;118.4;30;19.87;19.87;11.7;27.1;66.81;39.5;95.9;7200.9;0.78;15.36;15.36;447.95;439.3;166526.6;24.6;438.64;424.36;20;30;50;1.2;3.52815417481488;19.5112948807496;0;9.2
6;"Wfull_plus";"d";100.06;108.8;115.33;111.02;112.07;118.16;31;22.05;22.05;12.8;29.6;60.35;33.1;92.2;7487.3;0.95;15.41;15.41;470;461.35;174013.9;24.6;454.05;439.77;20;30;50;1.2;3.64020259874913;19.8756508332849;0;0
6;"Wfull_plus";"d";89.24;105.69;112.6;100.06;108.8;115.33;32;21.1;21.1;13.9;30.7;69.88;42.8;91.8;5806.5;1.13;15.45;15.45;491.1;482.45;179820.4;28.9;469.5;455.22;20;30;50;1.2;3.73358188874861;20.2292008833456;4.3;0
6;"Wfull_plus";"d";85.98;102.53;110.11;89.24;105.69;112.6;33;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;1.46;15.49;15.49;511.84;503.19;184921.58;35.1;484.99;470.71;20;30;50;1.2;3.81051271074143;20.5716136092586;6.2;4.3
6;"Wfull_plus";"d";81.16;99.38;108.09;85.98;102.53;110.11;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.87328549899945;20.9026255141992;0;6.2
6;"Wfull_plus";"d";73.6;95.67;106.01;81.16;99.38;108.09;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.92409797433297;21.2220392563699;0;0
6;"Wfull_plus";"d";67.07;91.61;104;73.6;95.67;106.01;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.9649578674009;21.5297212144746;8.5;0
6;"Wfull_plus";"d";65.38;88.24;101.66;67.07;91.61;104;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.99763573626588;21.8255984825995;2.8;8.5
6;"Wfull_plus";"d";62.65;84.93;100.15;65.38;88.24;101.66;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;4.02365254800142;22.109655392029;29.8;2.8
6;"Wfull_plus";"d";100.48;95.03;102.03;62.65;84.93;100.15;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;4.04428908623822;22.3819296579003;0;29.8
6;"Wfull_plus";"d";103.99;102.62;106.91;100.48;95.03;102.03;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;4.06059828653035;22.6423468941455;0.5;0
6;"Wfull_plus";"d";94.12;98.28;105.29;103.99;102.62;106.91;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;4.07346351473075;22.8912156684027;21.2;0.5
6;"Wfull_plus";"d";114.07;98.37;103.8;94.12;98.28;105.29;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;4.08358433904262;23.1285617031481;0;21.2
6;"Wfull_plus";"d";106.9;101.1;105.05;114.07;98.37;103.8;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.09153273581752;23.3546148397195;0;0
6;"Wfull_plus";"d";98.5;97.63;103.85;106.9;101.1;105.05;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.0977660812485;23.5696353082092;0;0
6;"Wfull_plus";"d";86.85;91.68;101.49;98.5;97.63;103.85;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.10264844425357;23.773909290948;0;0
6;"Wfull_plus";"d";71.9;83.81;98.91;86.85;91.68;101.49;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.10646856054767;23.9677446757677;0;0
6;"Wfull_plus";"d";62.57;79.92;97.39;71.9;83.81;98.91;47;18.53;18.53;10.5;25.6;64.68;43.9;91.8;5056.48;0.87;15.98;15.98;737.32;728.67;270966.1;42.9;705.76;691.48;20;30;50;1.2;4.10945474237521;24.1514670359411;0.7;0
6;"Wfull";"a";94.83;99.65;101.29;NA;NA;NA;3;11.65;11.65;2.7;17.5;48.04;31.7;75.7;6794.42;1.83;13.93;13.93;34.5;34.5;20294.88;0;41.61;41.61;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0.7
6;"Wfull";"a";90.6;98.98;101.13;94.83;99.65;101.29;4;11.81;11.81;4.2;17.6;60.16;41.7;81.5;4797.7;1.66;13.99;13.99;46.31;46.31;25092.58;0;55.6;55.6;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0
6;"Wfull";"a";89.92;98.67;100.93;90.6;98.98;101.13;5;13.56;13.56;5.8;19.5;58.82;40.9;84.4;6101.1;2.14;14.05;14.05;59.87;59.87;31193.68;0;69.65;69.65;20;30;50;1.2;0.177506972709907;10.6326655312179;7.3;0
6;"Wfull";"a";93.7;98.1;100.61;89.92;98.67;100.93;6;13.02;13.02;9.8;16;62.86;54;72.9;3737.72;2.15;14.11;14.11;72.89;72.89;34931.4;0;83.76;83.76;20;30;50;1.2;0.177506972709907;10.6326655312179;0;7.3
6;"Wfull";"a";93.18;97.86;100.35;93.7;98.1;100.61;7;12.44;12.44;8.2;15.6;60.33;47.3;77.7;1930.2;0.98;14.16;14.16;85.33;85.33;36861.6;0;97.92;97.92;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0
6;"Wfull";"a";92.22;97.66;100.18;93.18;97.86;100.35;8;10.39;10.39;5.7;17.2;73.94;49.3;90.8;4597.82;1.18;14.22;14.22;95.71;95.71;41459.43;0.2;112.14;112.14;20;30;50;1.2;0.177506972709907;10.6326655312179;0.2;0
6;"Wfull";"a";91.55;97.1;99.85;92.22;97.66;100.18;9;8.65;0;5.8;10;85.22;79.8;91;1218;1.18;14.28;0;104.36;95.71;42677.43;8.2;126.42;112.14;20;30;50;1.2;0.177506972709907;10.6326655312179;8;0.2
6;"Wfull";"a";99.58;97.18;99.68;91.55;97.1;99.85;10;12.48;12.48;7.1;19.3;67.43;33.7;91.4;6808.8;1.59;14.34;14.34;116.84;108.19;49486.22;8.2;140.76;126.48;20;30;50;1.2;0.219781070606701;11.0471155492481;0;8
6;"Wfull";"a";100.58;97.43;99.75;99.58;97.18;99.68;11;13.51;13.51;4.3;20.9;62.18;36.3;92.7;7209.45;0.89;14.39;14.39;130.35;121.7;56695.68;8.2;155.15;140.87;20;30;50;1.2;0.271628252357188;11.4678354451757;7.4;0
6;"Wfull";"a";114.19;97.39;99.84;100.58;97.43;99.75;12;13.8;13.8;6.8;20.6;63.02;34.5;88.9;4472.5;1.52;14.45;14.45;144.15;135.5;61168.18;8.2;169.6;155.32;20;30;50;1.2;0.334945715063043;11.8943719609902;0;7.4
6;"Wfull";"a";108.09;97.38;99.63;114.19;97.39;99.84;13;10.59;10.59;9.5;12;75.34;65.4;82.9;2086.1;1.69;14.5;14.5;154.74;146.09;63254.28;10.3;184.1;169.82;20;30;50;1.2;0.411734564167657;12.3256337856119;2.1;0
6;"Wfull";"a";104.57;97.56;99.46;108.09;97.38;99.63;14;12.92;12.92;9.1;17.4;66.27;54.4;76.7;4257.5;1.24;14.56;14.56;167.66;159.01;67511.77;10.3;198.66;184.38;20;30;50;1.2;0.504200041950452;12.7610760260051;0;2.1
6;"Wfull";"a";102.83;97.96;99.73;104.57;97.56;99.46;15;14.99;14.99;9;21.1;63.02;41.2;83.4;6179.88;1.2;14.61;14.61;182.65;174;73691.65;10.3;213.27;198.99;20;30;50;1.2;0.614401699169106;13.1995178043096;7.4;0
6;"Wfull";"a";114.52;98.06;99.76;102.83;97.96;99.73;16;16.95;16.95;13;22.4;56.63;44.5;68.9;5334.38;1.83;14.67;14.67;199.59;190.94;79026.02;10.3;227.94;213.66;20;30;50;1.2;0.744307903607448;13.640343727359;0;7.4
6;"Wfull";"a";106.45;98.29;99.62;114.52;98.06;99.76;17;16.3;16.3;12.7;21.3;58.05;46.3;71;5311.52;1.7;14.72;14.72;215.89;207.24;84337.55;10.4;242.66;228.38;20;30;50;1.2;0.895219148570515;14.0823122549367;0.1;0
6;"Wfull";"a";102.11;98.05;99.6;106.45;98.29;99.62;18;14.57;14.57;10.7;17.6;62.47;49.6;79.6;2592.43;0.9;14.77;14.77;230.46;221.81;86929.98;11.1;257.43;243.15;20;30;50;1.2;1.06767503173752;14.5244652998668;0.7;0.1
6;"Wfull";"a";100.58;98.01;99.63;102.11;98.05;99.6;19;15.92;15.92;9.4;22.6;55.86;33.7;84.4;6692.15;1.22;14.83;14.83;246.38;237.73;93622.12;11.1;272.26;257.98;20;30;50;1.2;1.26119004234256;14.966133597512;8.6;0.7
6;"Wfull";"a";112.61;97.96;99.67;100.58;98.01;99.63;20;16.47;16.47;6.5;23.7;59.98;36.9;91.4;6765.35;1.03;14.88;14.88;262.85;254.2;100387.48;11.1;287.14;272.86;20;30;50;1.2;1.47359533431911;15.4060496295703;0;8.6
6;"Wfull";"a";105.59;97.79;99.45;112.61;97.96;99.67;21;16.75;16.75;11.6;22.2;69.17;48.2;92.6;4531.27;1.52;14.93;14.93;279.6;270.95;104918.75;15.4;302.07;287.79;20;30;50;1.2;1.70127615548808;15.8432547388563;4.3;0
6;"Wfull";"a";107.46;97.91;99.5;105.59;97.79;99.45;22;17.5;17.5;10;25.4;64.69;36.8;90.8;7414.42;0.96;14.98;14.98;297.1;288.45;112333.18;15.4;317.05;302.77;20;30;50;1.2;1.93917191569006;16.276807623125;4.1;4.3
6;"Wfull";"a";107.96;97.89;99.36;107.46;97.91;99.5;23;18.34;18.34;9.2;26.7;64.43;37.4;93.2;5806.4;0.82;15.03;15.03;315.44;306.79;118139.57;15.4;332.08;317.8;20;30;50;1.2;2.1811493359007;16.7057924822544;0;4.1
6;"Wfull";"a";102.5;98.04;99.42;107.96;97.89;99.36;24;21.24;21.24;12.3;29.1;56.06;28.8;88.2;7447.42;1.74;15.08;15.08;336.68;328.03;125587;15.4;347.16;332.88;20;30;50;1.2;2.42059906679167;17.129326756387;0;0
6;"Wfull";"a";93.67;97.69;99.47;102.5;98.04;99.42;25;19.68;19.68;13.3;24.5;53.55;35.7;78.8;7060.85;1.55;15.13;15.13;356.36;347.71;132647.85;15.4;362.29;348.01;20;30;50;1.2;2.65114114529498;17.5465683174846;0;0
6;"Wfull";"a";83.03;96.74;99.1;93.67;97.69;99.47;26;16.55;16.55;9;22.8;56.55;34.6;87.1;7393.15;1.43;15.18;15.18;372.91;364.26;140041;15.4;377.47;363.19;20;30;50;1.2;2.86728456241116;17.9567219926495;0;0
6;"Wfull";"a";73.8;95.88;98.94;83.03;96.74;99.1;27;17.78;17.78;9.4;26.3;55.98;28.3;87.4;7655.75;0.97;15.22;15.22;390.69;382.04;147696.75;15.4;392.69;378.41;20;30;50;1.2;3.06477910527059;18.3587843020943;15.8;0
6;"Wfull";"a";103.84;94.78;98.49;73.8;95.88;98.94;28;19.09;19.09;9.4;26.8;54.7;30.6;86.3;7335.95;1.16;15.27;15.27;409.78;401.13;155032.7;15.4;407.96;393.68;20;30;50;1.2;3.2412274603725;18.7523446544006;0;15.8
6;"Wfull";"a";92.85;94.4;98.16;103.84;94.78;98.49;29;18.31;18.31;12.5;25.8;70.42;49.2;91.3;4293;1.1;15.32;15.32;428.08;419.43;159325.7;24.6;423.28;409;20;30;50;1.2;3.39561648688489;19.1367808231623;9.2;0
6;"Wfull";"a";86.01;93.91;97.6;92.85;94.4;98.16;30;19.87;19.87;11.7;27.1;66.81;39.5;95.9;7200.9;0.78;15.36;15.36;447.95;439.3;166526.6;24.6;438.64;424.36;20;30;50;1.2;3.52815417481488;19.5112948807496;0;9.2
6;"Wfull";"a";68.54;93.21;97.35;86.01;93.91;97.6;31;22.05;22.05;12.8;29.6;60.35;33.1;92.2;7487.3;0.95;15.41;15.41;470;461.35;174013.9;24.6;454.05;439.77;20;30;50;1.2;3.64020259874913;19.8756508332849;0;0
6;"Wfull";"a";58.52;91.65;96.92;68.54;93.21;97.35;32;21.1;21.1;13.9;30.7;69.88;42.8;91.8;5806.5;1.13;15.45;15.45;491.1;482.45;179820.4;28.9;469.5;455.22;20;30;50;1.2;3.73358188874861;20.2292008833456;4.3;0
6;"Wfull";"a";55.17;89.62;96.14;58.52;91.65;96.92;33;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;1.46;15.49;15.49;511.84;503.19;184921.58;35.1;484.99;470.71;20;30;50;1.2;3.81051271074143;20.5716136092586;6.2;4.3
6;"Wfull";"a";53.69;87.71;95.61;55.17;89.62;96.14;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.87328549899945;20.9026255141992;0;6.2
6;"Wfull";"a";53.05;85.64;94.81;53.69;87.71;95.61;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.92409797433297;21.2220392563699;0;0
6;"Wfull";"a";52.61;82.97;93.78;53.05;85.64;94.81;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.9649578674009;21.5297212144746;8.4;0
6;"Wfull";"a";52.15;80.45;92.66;52.61;82.97;93.78;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.99763573626588;21.8255984825995;2.8;8.4
6;"Wfull";"a";51.8;80.47;91.68;52.15;80.45;92.66;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;4.02365254800142;22.109655392029;0;2.8
6;"Wfull";"a";51.58;81.01;90.58;51.8;80.47;91.68;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;4.04428908623822;22.3819296579003;21.9;0
6;"Wfull";"a";90.92;82.23;89.45;51.58;81.01;90.58;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;4.06059828653035;22.6423468941455;0.5;21.9
6;"Wfull";"a";74.59;83.12;88.46;90.92;82.23;89.45;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;4.07346351473075;22.8912156684027;0;0.5
6;"Wfull";"a";62.64;83.11;87.14;74.59;83.12;88.46;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;4.08358433904262;23.1285617031481;0;0
6;"Wfull";"a";57.22;81.73;85.99;62.64;83.11;87.14;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.09153273581752;23.3546148397195;17.3;0
6;"Wfull";"a";63.18;86.97;84.9;57.22;81.73;85.99;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.0977660812485;23.5696353082092;0;17.3
6;"Wfull";"a";71.23;87.04;83.85;63.18;86.97;84.9;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.10264844425357;23.773909290948;0;0
6;"Wfull";"a";61.06;87.6;82.58;71.23;87.04;83.85;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.10646856054767;23.9677446757677;0;0
6;"Wfull";"a";56.62;85.43;81.68;61.06;87.6;82.58;47;18.53;18.53;10.5;25.6;64.68;43.9;91.8;5056.48;0.87;15.98;15.98;737.32;728.67;270966.1;42.9;705.76;691.48;20;30;50;1.2;4.10945474237521;24.1514670359411;0.7;0
6;"Wfull";"b";103;102.54;101.8;NA;NA;NA;3;11.65;11.65;2.7;17.5;48.04;31.7;75.7;6794.42;1.83;13.93;13.93;34.5;34.5;20294.88;0;41.61;41.61;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0.7
6;"Wfull";"b";99.4720454545455;101.03;101.16;103;102.54;101.8;4;11.81;11.81;4.2;17.6;60.16;41.7;81.5;4797.7;1.66;13.99;13.99;46.31;46.31;25092.58;0;55.6;55.6;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0
6;"Wfull";"b";97.7290909090909;100.24;100.97;99.4720454545455;101.03;101.16;5;13.56;13.56;5.8;19.5;58.82;40.9;84.4;6101.1;2.14;14.05;14.05;59.87;59.87;31193.68;0;69.65;69.65;20;30;50;1.2;0.177506972709907;10.6326655312179;6.9;0
6;"Wfull";"b";97.1188636363636;99.45;100.68;97.7290909090909;100.24;100.97;6;13.02;13.02;9.8;16;62.86;54;72.9;3737.72;2.15;14.11;14.11;72.89;72.89;34931.4;0;83.76;83.76;20;30;50;1.2;0.177506972709907;10.6326655312179;0;6.9
6;"Wfull";"b";96.5527272727273;99.07;100.52;97.1188636363636;99.45;100.68;7;12.44;12.44;8.2;15.6;60.33;47.3;77.7;1930.2;0.98;14.16;14.16;85.33;85.33;36861.6;0;97.92;97.92;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0
6;"Wfull";"b";96.1543181818182;98.91;100.31;96.5527272727273;99.07;100.52;8;10.39;10.39;5.7;17.2;73.94;49.3;90.8;4597.82;1.18;14.22;14.22;95.71;95.71;41459.43;0.2;112.14;112.14;20;30;50;1.2;0.177506972709907;10.6326655312179;0.2;0
6;"Wfull";"b";95.3759090909091;98.15;100.12;96.1543181818182;98.91;100.31;9;8.65;0;5.8;10;85.22;79.8;91;1218;1.18;14.28;0;104.36;95.71;42677.43;8.2;126.42;112.14;20;30;50;1.2;0.177506972709907;10.6326655312179;8;0.2
6;"Wfull";"b";98.8254545454545;97.96;99.84;95.3759090909091;98.15;100.12;10;12.48;12.48;7.1;19.3;67.43;33.7;91.4;6808.8;1.59;14.34;14.34;116.84;108.19;49486.22;8.2;140.76;126.48;20;30;50;1.2;0.219781070606701;11.0471155492481;0;8
6;"Wfull";"b";100.506363636364;98.22;99.93;98.8254545454545;97.96;99.84;11;13.51;13.51;4.3;20.9;62.18;36.3;92.7;7209.45;0.89;14.39;14.39;130.35;121.7;56695.68;8.2;155.15;140.87;20;30;50;1.2;0.271628252357188;11.4678354451757;7.1;0
6;"Wfull";"b";103.911818181818;98.34;99.81;100.506363636364;98.22;99.93;12;13.8;13.8;6.8;20.6;63.02;34.5;88.9;4472.5;1.52;14.45;14.45;144.15;135.5;61168.18;8.2;169.6;155.32;20;30;50;1.2;0.334945715063043;11.8943719609902;0;7.1
6;"Wfull";"b";104.869090909091;98.48;99.61;103.911818181818;98.34;99.81;13;10.59;10.59;9.5;12;75.34;65.4;82.9;2086.1;1.69;14.5;14.5;154.74;146.09;63254.28;10.3;184.1;169.82;20;30;50;1.2;0.411734564167657;12.3256337856119;2.1;0
6;"Wfull";"b";104.13;98.66;99.46;104.869090909091;98.48;99.61;14;12.92;12.92;9.1;17.4;66.27;54.4;76.7;4257.5;1.24;14.56;14.56;167.66;159.01;67511.77;10.3;198.66;184.38;20;30;50;1.2;0.504200041950452;12.7610760260051;0;2.1
6;"Wfull";"b";102.931818181818;99.07;99.79;104.13;98.66;99.46;15;14.99;14.99;9;21.1;63.02;41.2;83.4;6179.88;1.2;14.61;14.61;182.65;174;73691.65;10.3;213.27;198.99;20;30;50;1.2;0.614401699169106;13.1995178043096;7.1;0
6;"Wfull";"b";104.277954545455;98.96;99.52;102.931818181818;99.07;99.79;16;16.95;16.95;13;22.4;56.63;44.5;68.9;5334.38;1.83;14.67;14.67;199.59;190.94;79026.02;10.3;227.94;213.66;20;30;50;1.2;0.744307903607448;13.640343727359;0;7.1
6;"Wfull";"b";104.601363636364;99.26;99.6;104.277954545455;98.96;99.52;17;16.3;16.3;12.7;21.3;58.05;46.3;71;5311.52;1.7;14.72;14.72;215.89;207.24;84337.55;10.4;242.66;228.38;20;30;50;1.2;0.895219148570515;14.0823122549367;0.1;0
6;"Wfull";"b";102.877727272727;99.11;99.56;104.601363636364;99.26;99.6;18;14.57;14.57;10.7;17.6;62.47;49.6;79.6;2592.43;0.9;14.77;14.77;230.46;221.81;86929.98;11.1;257.43;243.15;20;30;50;1.2;1.06767503173752;14.5244652998668;0.7;0.1
6;"Wfull";"b";101.424545454545;98.99;99.6;102.877727272727;99.11;99.56;19;15.92;15.92;9.4;22.6;55.86;33.7;84.4;6692.15;1.22;14.83;14.83;246.38;237.73;93622.12;11.1;272.26;257.98;20;30;50;1.2;1.26119004234256;14.966133597512;8.3;0.7
6;"Wfull";"b";102.258863636364;99.07;99.76;101.424545454545;98.99;99.6;20;16.47;16.47;6.5;23.7;59.98;36.9;91.4;6765.35;1.03;14.88;14.88;262.85;254.2;100387.48;11.1;287.14;272.86;20;30;50;1.2;1.47359533431911;15.4060496295703;0;8.3
6;"Wfull";"b";102.807272727273;99.02;99.66;102.258863636364;99.07;99.76;21;16.75;16.75;11.6;22.2;69.17;48.2;92.6;4531.27;1.52;14.93;14.93;279.6;270.95;104918.75;15.4;302.07;287.79;20;30;50;1.2;1.70127615548808;15.8432547388563;4.3;0
