"satz_id";"variante_H2O";"wiederholung";"T0020_nFK";"T2040_nFK";"T4060_nFK";"T0020_nFK_Vortag";"T2040_nFK_Vortag";"T4060_nFK_Vortag";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input";"wasser_input_Vortag"
3;"Wfull_plus";"d";84.97;97.87;97.23;96.18;103.47;97.46;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;4.01178775057027;21.9734468767333;1.2;2.7
3;"Wfull_plus";"d";73.52;91.67;96.87;84.97;97.87;97.23;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;4.03476829295651;22.2498568092659;0;1.2
3;"Wfull_plus";"d";65.15;86.31;96.34;73.52;91.67;96.87;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;4.05299140156869;22.5146649811768;1.5;0
3;"Wfull_plus";"d";62.59;83.26;95.84;65.15;86.31;96.34;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;4.06740162488826;22.767978722419;24.31;1.5
3;"Wfull_plus";"d";133.14;108.18;95.74;62.59;83.26;95.84;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.07877002593903;23.0099471359612;5.3;24.31
3;"Wfull";"a";93.56;96.93;97.25;NA;NA;NA;11;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;1.33;13.71;0;62.16;9.67;39871.82;10;147.5;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0;5.3
3;"Wfull";"a";92.97;96.72;97.14;93.56;96.93;97.25;12;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;1.32;13.77;0;70.23;9.67;44688.12;10;161.27;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0
3;"Wfull";"a";92.33;96.51;97.06;92.97;96.72;97.14;13;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;0.81;13.83;0;78.84;9.67;45892.28;12.2;175.1;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;2.2;0
3;"Wfull";"a";92.01;96.26;96.91;92.33;96.51;97.06;14;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;0.63;13.89;13.89;88.87;19.7;48591.12;12.6;188.99;27.24;20;30;50;1.2;0.218320550014105;11.0340328152601;1.16;2.2
3;"Wfull";"a";92.38;96.3;96.88;92.01;96.26;96.91;15;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;0.82;13.95;13.95;99.51;30.34;55283.32;12.6;202.94;41.19;20;30;50;1.2;0.268115893208874;11.4416890476496;5.3;1.16
3;"Wfull";"a";93.49;96.64;96.88;92.38;96.3;96.88;16;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;1.23;14.01;14.01;111.57;42.41;61338.57;13.4;216.95;55.2;20;30;50;1.2;0.328596851881896;11.8549648122933;0.8;5.3
3;"Wfull";"a";94.55;96.69;96.76;93.49;96.64;96.88;17;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;1.98;14.06;14.06;121.62;52.46;68183.52;13.4;231.01;69.26;20;30;50;1.2;0.401583080956858;12.2728447230805;0;0.8
3;"Wfull";"a";94.76;97.04;96.74;94.55;96.69;96.76;18;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;1.17;14.12;14.12;131.94;62.77;75276.12;13.4;245.13;83.38;20;30;50;1.2;0.489095644950137;12.6948631776341;4.65;0
3;"Wfull";"a";95.06;97.2;96.7;94.76;97.04;96.74;19;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;1.23;14.18;14.18;143.24;74.07;82214.45;13.4;259.31;97.56;20;30;50;1.2;0.593115946183485;13.1202220541195;0;4.65
3;"Wfull";"a";95.52;97.27;96.66;95.06;97.2;96.7;20;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;1.57;14.24;14.24;153.91;84.74;89459.18;13.4;273.55;111.8;20;30;50;1.2;0.715458231565453;13.5480898899561;0;0
3;"Wfull";"a";95.2;97.43;96.61;95.52;97.27;96.66;21;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;1.75;14.29;14.29;163.67;94.51;96847.75;13.4;287.84;126.09;20;30;50;1.2;0.857435924780109;13.977307869571;5.64;0
3;"Wfull";"a";95.11;97.3;96.49;95.2;97.43;96.61;22;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;1.52;14.35;14.35;174.49;105.32;104061.55;13.4;302.19;140.44;20;30;50;1.2;1.01987440255511;14.4072988057862;0;5.64
3;"Wfull";"a";95.69;97.29;96.42;95.11;97.3;96.49;23;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;1.09;14.41;14.41;186.32;117.16;110119.88;20.1;316.6;154.85;20;30;50;1.2;1.20255044648633;14.8371715971489;6.7;0
3;"Wfull";"a";100.73;97.5;96.27;95.69;97.29;96.42;24;11.42;11.42;5.6;17.2;70.19;35.9;95.8;5081.62;2.2;14.46;14.46;197.74;128.58;115201.5;24;331.06;169.31;20;30;50;1.2;1.40386139285836;15.2657336536298;3.9;6.7
3;"Wfull";"a";103.65;98.43;96.2;100.73;97.5;96.27;25;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;0.89;14.52;0;205.36;128.58;118583.68;24;345.58;169.31;20;30;50;1.2;1.40386139285836;15.2657336536298;0;3.9
3;"Wfull";"a";101.71;99.48;96.3;103.65;98.43;96.2;26;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.62185013368233;15.6938515333962;0;0
3;"Wfull";"a";100.02;99.68;96.26;101.71;99.48;96.3;27;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.85158215570168;16.11914351432;0;0
3;"Wfull";"a";98.48;99.54;96.24;100.02;99.68;96.26;28;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.85158215570168;16.11914351432;0;0
3;"Wfull";"a";96.66;99.1;96.26;98.48;99.54;96.24;29;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;2.0882856265147;16.5418714254805;5.8;0
3;"Wfull";"a";95.97;98.03;96.08;96.66;99.1;96.26;30;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;2.0882856265147;16.5418714254805;1.6;5.8
3;"Wfull";"a";96.38;97.58;96.04;95.97;98.03;96.08;31;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.0882856265147;16.5418714254805;3.7;1.6
3;"Wfull";"a";98;97.27;95.86;96.38;97.58;96.04;32;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.0882856265147;16.5418714254805;0;3.7
3;"Wfull";"a";97.73;97.6;95.92;98;97.27;95.86;33;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.32757281139026;16.9642107994898;0;0
3;"Wfull";"a";95.06;97.34;95.89;97.73;97.6;95.92;34;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.56049255839437;17.3806990363267;0;0
3;"Wfull";"a";89.31;95.77;95.96;95.06;97.34;95.89;35;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.78127006752827;17.7905397254651;7.2;0
3;"Wfull";"a";89.94;94.15;95.86;89.31;95.77;95.96;36;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.98529468222385;18.1929851566151;4;7.2
3;"Wfull";"a";98.85;94.18;95.66;89.94;94.15;95.86;37;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;3.16943133573794;18.5873413992458;0;4
3;"Wfull";"a";94.08;93.74;95.75;98.85;94.18;95.66;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.33207721614645;18.972972538543;0;0
3;"Wfull";"a";86.32;91.77;95.73;94.08;93.74;95.75;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.47300533389953;19.3493040263858;0.3;0
3;"Wfull";"a";79.26;89.09;95.59;86.32;91.77;95.73;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.59300354081407;19.7155891078438;2;0.3
3;"Wfull";"a";74.48;86.47;95.39;79.26;89.09;95.59;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.69377802265739;20.0716335714571;6.6;2
3;"Wfull";"a";73.65;84.28;94.96;74.48;86.47;95.39;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.77731767428257;20.4168378857225;4.7;6.6
3;"Wfull";"a";77.17;82.93;94.73;73.65;84.28;94.96;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.84589971255162;20.7511253788579;0.8;4.7
3;"Wfull";"a";75.62;81.39;94.52;77.17;82.93;94.73;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.9016794499859;21.0740430469333;1.5;0.8
3;"Wfull";"a";70.43;78.92;94.02;75.62;81.39;94.52;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.94672360939596;21.3854297260425;0;1.5
3;"Wfull";"a";64.24;75.7;93.75;70.43;78.92;94.02;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.98288399864253;21.6851849818839;2.7;0
3;"Wfull";"a";59.81;72.42;93.27;64.24;75.7;93.75;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;4.01178775057027;21.9734468767333;1.2;2.7
3;"Wfull";"a";56.61;68.74;92.82;59.81;72.42;93.27;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;4.03476829295651;22.2498568092659;0;1.2
3;"Wfull";"a";54.64;65.3;92.36;56.61;68.74;92.82;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;4.05299140156869;22.5146649811768;1.5;0
3;"Wfull";"a";53.61;63.55;91.73;54.64;65.3;92.36;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;4.06740162488826;22.767978722419;2.2;1.5
3;"Wfull";"a";53.37;63.2;91.28;53.61;63.55;91.73;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.07877002593903;23.0099471359612;5.3;2.2
3;"Wfull";"b";93.48;96.34;90.86;NA;NA;NA;11;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;1.33;13.71;0;62.16;9.67;39871.82;10;147.5;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0;5.3
3;"Wfull";"b";91.23;95;90.6;93.48;96.34;90.86;12;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;1.32;13.77;0;70.23;9.67;44688.12;10;161.27;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0
3;"Wfull";"b";90.29;94.64;90.45;91.23;95;90.6;13;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;0.81;13.83;0;78.84;9.67;45892.28;12.2;175.1;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;2.2;0
3;"Wfull";"b";90.17;94.26;90.36;90.29;94.64;90.45;14;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;0.63;13.89;13.89;88.87;19.7;48591.12;12.6;188.99;27.24;20;30;50;1.2;0.218320550014105;11.0340328152601;1.09;2.2
3;"Wfull";"b";90.48;94.32;90.33;90.17;94.26;90.36;15;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;0.82;13.95;13.95;99.51;30.34;55283.32;12.6;202.94;41.19;20;30;50;1.2;0.268115893208874;11.4416890476496;4.8;1.09
3;"Wfull";"b";91.62;94.56;90.29;90.48;94.32;90.33;16;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;1.23;14.01;14.01;111.57;42.41;61338.57;13.4;216.95;55.2;20;30;50;1.2;0.328596851881896;11.8549648122933;0.8;4.8
3;"Wfull";"b";92.02;94.41;90.11;91.62;94.56;90.29;17;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;1.98;14.06;14.06;121.62;52.46;68183.52;13.4;231.01;69.26;20;30;50;1.2;0.401583080956858;12.2728447230805;0;0.8
3;"Wfull";"b";91.82;94.55;90.13;92.02;94.41;90.11;18;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;1.17;14.12;14.12;131.94;62.77;75276.12;13.4;245.13;83.38;20;30;50;1.2;0.489095644950137;12.6948631776341;4.44;0
3;"Wfull";"b";92.31;94.62;90.12;91.82;94.55;90.13;19;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;1.23;14.18;14.18;143.24;74.07;82214.45;13.4;259.31;97.56;20;30;50;1.2;0.593115946183485;13.1202220541195;0;4.44
3;"Wfull";"b";92.68;94.63;90.08;92.31;94.62;90.12;20;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;1.57;14.24;14.24;153.91;84.74;89459.18;13.4;273.55;111.8;20;30;50;1.2;0.715458231565453;13.5480898899561;0;0
3;"Wfull";"b";92.23;94.62;89.96;92.68;94.63;90.08;21;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;1.75;14.29;14.29;163.67;94.51;96847.75;13.4;287.84;126.09;20;30;50;1.2;0.857435924780109;13.977307869571;5.45;0
3;"Wfull";"b";92.29;94.44;89.85;92.23;94.62;89.96;22;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;1.52;14.35;14.35;174.49;105.32;104061.55;13.4;302.19;140.44;20;30;50;1.2;1.01987440255511;14.4072988057862;0;5.45
3;"Wfull";"b";92.99;94.38;89.71;92.29;94.44;89.85;23;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;1.09;14.41;14.41;186.32;117.16;110119.88;20.1;316.6;154.85;20;30;50;1.2;1.20255044648633;14.8371715971489;6.7;0
3;"Wfull";"b";98.84;94.32;89.56;92.99;94.38;89.71;24;11.42;11.42;5.6;17.2;70.19;35.9;95.8;5081.62;2.2;14.46;14.46;197.74;128.58;115201.5;24;331.06;169.31;20;30;50;1.2;1.40386139285836;15.2657336536298;3.9;6.7
3;"Wfull";"b";101.59;94.95;89.36;98.84;94.32;89.56;25;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;0.89;14.52;0;205.36;128.58;118583.68;24;345.58;169.31;20;30;50;1.2;1.40386139285836;15.2657336536298;0;3.9
3;"Wfull";"b";99.69;95.97;89.33;101.59;94.95;89.36;26;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.62185013368233;15.6938515333962;0;0
3;"Wfull";"b";98;96.28;89.23;99.69;95.97;89.33;27;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.85158215570168;16.11914351432;0;0
3;"Wfull";"b";96.52;96.26;89.15;98;96.28;89.23;28;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.85158215570168;16.11914351432;0;0
3;"Wfull";"b";95.05;95.76;89.19;96.52;96.26;89.15;29;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;2.0882856265147;16.5418714254805;5.62;0
3;"Wfull";"b";94.78;94.8;89.01;95.05;95.76;89.19;30;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;2.0882856265147;16.5418714254805;1.6;5.62
3;"Wfull";"b";95.25;94.32;88.88;94.78;94.8;89.01;31;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.0882856265147;16.5418714254805;3.7;1.6
3;"Wfull";"b";97.29;94.06;88.72;95.25;94.32;88.88;32;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.0882856265147;16.5418714254805;0;3.7
3;"Wfull";"b";97.1;94.44;88.73;97.29;94.06;88.72;33;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.32757281139026;16.9642107994898;0;0
3;"Wfull";"b";95.39;94.83;88.77;97.1;94.44;88.73;34;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.56049255839437;17.3806990363267;0;0
3;"Wfull";"b";91.58;93.83;88.67;95.39;94.83;88.77;35;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.78127006752827;17.7905397254651;7.2;0
3;"Wfull";"b";93.76;92.52;88.64;91.58;93.83;88.67;36;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.98529468222385;18.1929851566151;4;7.2
3;"Wfull";"b";102.7;92.89;88.58;93.76;92.52;88.64;37;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;3.16943133573794;18.5873413992458;0;4
3;"Wfull";"b";97.42;93.19;88.43;102.7;92.89;88.58;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.33207721614645;18.972972538543;0;0
3;"Wfull";"b";90.04;91.45;88.33;97.42;93.19;88.43;39;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.47300533389953;19.3493040263858;0.3;0
3;"Wfull";"b";81.93;89.1;88.12;90.04;91.45;88.33;40;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.59300354081407;19.7155891078438;2;0.3
3;"Wfull";"b";75.97;86.39;87.87;81.93;89.1;88.12;41;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.69377802265739;20.0716335714571;6.6;2
3;"Wfull";"b";74.39;83.88;87.53;75.97;86.39;87.87;42;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.77731767428257;20.4168378857225;4.7;6.6
3;"Wfull";"b";79.1;82.26;87.3;74.39;83.88;87.53;43;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.84589971255162;20.7511253788579;0.8;4.7
3;"Wfull";"b";75.85;80.61;87.07;79.1;82.26;87.3;44;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.9016794499859;21.0740430469333;1.5;0.8
3;"Wfull";"b";69.27;78.07;86.66;75.85;80.61;87.07;45;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.94672360939596;21.3854297260425;0;1.5
3;"Wfull";"b";62.56;74.92;86.28;69.27;78.07;86.66;46;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.98288399864253;21.6851849818839;2.7;0
3;"Wfull";"b";57.51;71.18;85.67;62.56;74.92;86.28;47;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;4.01178775057027;21.9734468767333;1.2;2.7
3;"Wfull";"b";55.38;67.45;84.97;57.51;71.18;85.67;48;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;4.03476829295651;22.2498568092659;0;1.2
3;"Wfull";"b";54.17;64.1;84.21;55.38;67.45;84.97;49;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;4.05299140156869;22.5146649811768;1.5;0
3;"Wfull";"b";53.42;61.52;83.32;54.17;64.1;84.21;50;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;4.06740162488826;22.767978722419;2.2;1.5
3;"Wfull";"b";53.25;60.51;82.74;53.42;61.52;83.32;51;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.07877002593903;23.0099471359612;5.3;2.2
3;"Wfull";"c";96.1;98.56;96.71;NA;NA;NA;11;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;1.33;13.71;0;62.16;9.67;39871.82;10;147.5;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0;5.3
3;"Wfull";"c";95.45;97.91;96.54;96.1;98.56;96.71;12;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;1.32;13.77;0;70.23;9.67;44688.12;10;161.27;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0;0
3;"Wfull";"c";94.74;97.68;96.47;95.45;97.91;96.54;13;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;0.81;13.83;0;78.84;9.67;45892.28;12.2;175.1;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;2.2;0
3;"Wfull";"c";94.53;97.36;96.35;94.74;97.68;96.47;14;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;0.63;13.89;13.89;88.87;19.7;48591.12;12.6;188.99;27.24;20;30;50;1.2;0.218320550014105;11.0340328152601;1.1;2.2
3;"Wfull";"c";94.94;97.52;96.27;94.53;97.36;96.35;15;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;0.82;13.95;13.95;99.51;30.34;55283.32;12.6;202.94;41.19;20;30;50;1.2;0.268115893208874;11.4416890476496;4.69;1.1
3;"Wfull";"c";95.75;97.56;96.26;94.94;97.52;96.27;16;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;1.23;14.01;14.01;111.57;42.41;61338.57;13.4;216.95;55.2;20;30;50;1.2;0.328596851881896;11.8549648122933;0.8;4.69
3;"Wfull";"c";96.23;97.17;96.22;95.75;97.56;96.26;17;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;1.98;14.06;14.06;121.62;52.46;68183.52;13.4;231.01;69.26;20;30;50;1.2;0.401583080956858;12.2728447230805;0;0.8
3;"Wfull";"c";96.39;97.34;96.19;96.23;97.17;96.22;18;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;1.17;14.12;14.12;131.94;62.77;75276.12;13.4;245.13;83.38;20;30;50;1.2;0.489095644950137;12.6948631776341;4.36;0
3;"Wfull";"c";96.54;97.42;96.17;96.39;97.34;96.19;19;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;1.23;14.18;14.18;143.24;74.07;82214.45;13.4;259.31;97.56;20;30;50;1.2;0.593115946183485;13.1202220541195;0;4.36
3;"Wfull";"c";96.59;97.34;96.09;96.54;97.42;96.17;20;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;1.57;14.24;14.24;153.91;84.74;89459.18;13.4;273.55;111.8;20;30;50;1.2;0.715458231565453;13.5480898899561;0;0
3;"Wfull";"c";96.17;97.33;96.04;96.59;97.34;96.09;21;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;1.75;14.29;14.29;163.67;94.51;96847.75;13.4;287.84;126.09;20;30;50;1.2;0.857435924780109;13.977307869571;5.3;0
3;"Wfull";"c";95.76;97.13;95.97;96.17;97.33;96.04;22;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;1.52;14.35;14.35;174.49;105.32;104061.55;13.4;302.19;140.44;20;30;50;1.2;1.01987440255511;14.4072988057862;0;5.3
