"tage_seit_aussaat";"nFK_0010";"nFK_1020";"nFK_2030";"nFK_3040";"nFK_4050";"nFK_5060";"wetter_id";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"par_Wh_m2";"windgeschwindigkeit_m_s";"FAO56_mm";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"FAO56_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"nFK_0010_Vortag";"nFK_1020_Vortag";"nFK_2030_Vortag";"nFK_3040_Vortag";"nFK_4050_Vortag";"nFK_5060_Vortag";"wasser_input_Vortag"
40;96.73;92.03;89.69;84.99;93.31;99.29;207;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;849.65;0.91;4.8;15.51;15.51;811.69;806.17;214857.55;104.5;148.1;640.79;640.79;20;30;50;1.2;108.73;101.73;98.24;91.24;96.69;98.65;0
41;86.09;84.89;84.29;83.09;91.03;98.37;208;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;460.02;0.75;2.6;15.47;15.47;831.05;825.52;218633.08;110.5;150.7;656.26;656.26;20;30;50;1.2;96.73;92.03;89.69;84.99;93.31;99.29;0
42;128.84;123.08;120.21;114.45;117.67;118.01;209;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;778.9;0.75;4.2;15.43;15.43;851.74;846.22;225214.42;114.2;154.9;671.69;671.69;20;30;50;1.2;86.09;84.89;84.29;83.09;91.03;98.37;36.67
43;118.53;113.11;110.41;104.99;109.53;111.35;210;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;791.38;0.91;4.3;15.38;15.38;872.85;867.33;231924.4;114.5;159.2;687.07;687.07;20;30;50;1.2;128.84;123.08;120.21;114.45;117.67;118.01;3.7
44;107.98;103.46;101.2;96.68;103.31;107.67;211;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;537.95;0.88;3;15.34;15.34;892.19;886.67;236256.78;115.9;162.2;702.41;702.41;20;30;50;1.2;118.53;113.11;110.41;104.99;109.53;111.35;0.3
45;103.32;99.88;98.16;94.72;100.97;105.51;212;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;537.8;1.14;3;15.3;15.3;911.3;905.78;240660.25;116;165.2;717.71;717.71;20;30;50;1.2;107.98;103.46;101.2;96.68;103.31;107.67;1.4
2;85.19;81.23;79.26;75.3;78.71;80.13;169;22.74;22.74;12.2;30.9;61.41;38;92.5;7198.75;842.5;0.88;5;16.2;16.2;42.88;42.88;15705.27;0;10.3;32.39;32.39;20;30;50;1.2;103.32;99.88;98.16;94.72;100.97;105.51;0.1
3;94.1;85.54;81.26;72.7;77.53;78.09;170;24.49;24.49;16.1;32.8;62.07;36.4;91.2;7875.6;917.88;1.01;5.7;16.21;16.21;67.37;67.37;23580.88;0;16;48.6;48.6;20;30;50;1.2;85.19;81.23;79.26;75.3;78.71;80.13;10.67
4;95.29;86.37;81.9;72.98;77.24;77.04;171;25.98;25;15.8;33.7;61.75;41.2;88.5;7664.95;889.55;0.94;5.6;16.22;16.22;93.35;92.37;31245.82;0;21.6;64.82;64.82;20;30;50;1.2;94.1;85.54;81.26;72.7;77.53;78.09;0
5;114.82;96.5;87.35;69.03;77.28;76.36;172;27.32;25;18.1;34.2;60.77;40.7;91.2;6581.27;758.22;0.78;5.1;16.22;16.22;120.67;117.37;37827.1;0;26.7;81.04;81.04;20;30;50;1.2;95.29;86.37;81.9;72.98;77.24;77.04;10.82
6;103.74;91.54;85.44;73.24;77.47;75.61;173;26.93;25;18.4;33;58.75;40.4;87.5;7668.85;906.25;0.99;5.7;16.23;16.23;147.6;142.37;45495.95;0;32.4;97.27;97.27;20;30;50;1.2;114.82;96.5;87.35;69.03;77.28;76.36;0
7;109.99;94.85;87.29;72.15;77.43;75.15;174;25.29;25;19.5;29.2;62.1;45.5;90.4;6055.88;734.58;1.39;4.8;16.23;16.23;172.89;167.37;51551.82;2.8;37.2;113.5;113.5;20;30;50;1.2;103.74;91.54;85.44;73.24;77.47;75.61;10.93
8;115.51;98.15;89.47;72.11;77.57;74.35;175;21.07;21.07;17.2;26.5;71.88;51;92.8;5861;701.48;2.11;4.3;16.23;16.23;193.96;188.44;57412.82;2.9;41.5;129.73;129.73;20;30;50;1.2;109.99;94.85;87.29;72.15;77.43;75.15;2.8
9;132.26;109.74;98.49;75.97;79.66;72.08;176;16.67;16.67;13.8;18.8;83.7;71.7;90.6;2196;300.98;1.23;1.8;16.23;16.23;210.63;205.11;59608.82;7;43.3;145.96;145.96;20;30;50;1.2;115.51;98.15;89.47;72.11;77.57;74.35;0.1
10;116.34;110.7;107.87;102.23;85.56;66.06;177;20.05;20.05;15.2;25.8;73.68;54.1;90.7;6233.75;758.6;1.54;4.2;16.23;16.23;230.68;225.15;65842.57;7.2;47.5;162.19;162.19;20;30;50;1.2;132.26;109.74;98.49;75.97;79.66;72.08;14.92
11;120.22;115.12;112.58;107.48;88.16;66.28;178;17.58;17.58;16;19.1;87.44;80;93.2;1631.1;233.65;0.83;1.4;16.22;16.22;248.26;242.74;67473.68;23.3;48.9;178.41;178.41;20;30;50;1.2;116.34;110.7;107.87;102.23;85.56;66.06;0.2
12;112.53;117.29;119.67;124.43;105.46;88.86;179;18.54;18.54;13.5;23.5;74.13;51.8;90.8;4385.75;538.55;0.97;3;16.22;16.22;266.8;261.28;71859.43;24.1;51.9;194.63;194.63;20;30;50;1.2;120.22;115.12;112.58;107.48;88.16;66.28;16.1
13;105.38;108.44;109.96;113.02;105.06;98.62;180;19.89;19.89;12.4;26.6;66.99;42.4;94;7765.15;910.28;0.73;4.8;16.21;16.21;286.7;281.18;79624.57;24.1;56.7;210.84;210.84;20;30;50;1.2;112.53;117.29;119.67;124.43;105.46;88.86;0.8
14;100.22;103.76;105.52;109.06;103.44;99.6;181;21.91;21.91;14.9;27.7;68.77;47.8;92.4;5073.55;620.98;1;3.7;16.2;16.2;308.61;303.08;84698.12;24.1;60.4;227.04;227.04;20;30;50;1.2;105.38;108.44;109.96;113.02;105.06;98.62;0
15;97.23;101.21;103.2;107.18;102.55;99.91;182;23.21;23.21;16.3;29.8;68.74;41.8;92.6;6556.92;781.12;0.89;4.6;16.19;16.19;331.82;326.29;91255.05;24.1;65;243.23;243.23;20;30;50;1.2;100.22;103.76;105.52;109.06;103.44;99.6;0
16;98.56;101.12;102.39;104.95;101.53;99.39;183;19.47;19.47;14;26.4;80.89;53.8;95.3;4230.18;524.12;0.9;3;16.18;16.18;351.29;345.77;95485.23;33.7;68;259.41;259.41;20;30;50;1.2;97.23;101.21;103.2;107.18;102.55;99.91;0
17;113.71;108.75;106.26;101.3;101.23;98.67;184;16.28;16.28;13.2;20.3;83.93;64.1;95;2647;352.42;1.01;1.9;16.17;16.17;367.57;362.05;98132.23;36.6;69.9;275.58;275.58;20;30;50;1.2;98.56;101.12;102.39;104.95;101.53;99.39;9.6
18;114.87;109.93;107.46;102.52;101.44;97.9;185;16.37;16.37;14.5;19.1;75.3;59.3;92.7;2604.88;349;1.14;2.1;16.15;16.15;383.94;378.42;100737.1;36.7;72;291.73;291.73;20;30;50;1.2;113.71;108.75;106.26;101.3;101.23;98.67;2.9
19;104.33;104.21;104.16;104.04;100.93;97.75;186;18.78;18.78;11.9;25.2;68.03;45.3;92.5;6306.88;739.15;0.99;4;16.14;16.14;402.72;397.2;107043.98;36.7;76;307.87;307.87;20;30;50;1.2;114.87;109.93;107.46;102.52;101.44;97.9;0.1
20;98.43;100.53;101.58;103.68;100.15;97.67;187;20.86;20.86;12.2;28.2;66.11;40.6;94.2;7238.3;857.95;0.67;4.7;16.12;16.12;423.58;418.06;114282.27;36.7;80.7;323.99;323.99;20;30;50;1.2;104.33;104.21;104.16;104.04;100.93;97.75;0
21;102.65;105.57;107.03;109.95;102.83;97.17;188;19.16;19.16;14.8;24.7;80.56;57.4;94.8;3916.07;480.15;0.62;2.7;16.1;16.1;442.74;437.22;118198.35;59;83.4;340.09;340.09;20;30;50;1.2;98.43;100.53;101.58;103.68;100.15;97.67;0
22;118.77;121.63;123.06;125.92;117.34;110.18;189;18.22;18.22;14.1;22.5;86.9;73.3;95.2;3315.18;431.7;0.65;2.3;16.08;16.08;460.96;455.44;121513.52;62.9;85.7;356.17;356.17;20;30;50;1.2;102.65;105.57;107.03;109.95;102.83;97.17;22.3
23;119.98;123.44;125.17;128.63;122.6;118.3;190;17.86;17.86;14.7;20.9;85.17;66;96.8;2211.55;300.15;0.84;1.8;16.06;16.06;478.82;473.3;123725.07;69.8;87.5;372.23;372.23;20;30;50;1.2;118.77;121.63;123.06;125.92;117.34;110.18;3.9
24;110.64;113.94;115.58;118.88;118.42;119.62;191;19.32;19.32;14;25.4;72.38;47;93.4;6424.4;771.28;0.87;4.1;16.04;16.04;498.14;492.62;130149.48;69.8;91.6;388.27;388.27;20;30;50;1.2;119.98;123.44;125.17;128.63;122.6;118.3;6.9
25;103.48;106.94;108.66;112.12;112.79;115.19;192;18.09;18.09;13.6;22.9;79.84;66.7;94;3566.22;461.2;1.03;2.5;16.01;16.01;516.23;510.71;133715.7;70;94.1;404.28;404.28;20;30;50;1.2;110.64;113.94;115.58;118.88;118.42;119.62;0
26;98.8;103.08;105.23;109.51;109.83;112.29;193;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;462.1;1.08;2.7;15.99;15.99;535.06;529.54;137390.85;71.1;96.8;420.27;420.27;20;30;50;1.2;103.48;106.94;108.66;112.12;112.79;115.19;0.2
27;93.33;99.39;102.41;108.47;107.89;110.33;194;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;740.42;0.89;4;15.96;15.96;554.49;548.97;143633.3;78.6;100.8;436.23;436.23;20;30;50;1.2;98.8;103.08;105.23;109.51;109.83;112.29;1.1
28;94.6;99.14;101.42;105.96;106.22;108.76;195;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;590.48;0.66;3.2;15.94;15.94;573.54;568.02;148443.9;78.7;104;452.17;452.17;20;30;50;1.2;93.33;99.39;102.41;108.47;107.89;110.33;7.5
29;88.39;95.57;99.15;106.33;105.04;107.34;196;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;558.2;0.87;3.2;15.91;15.91;593.7;588.18;152989.35;79.4;107.2;468.08;468.08;20;30;50;1.2;94.6;99.14;101.42;105.96;106.22;108.76;0.1
30;96.92;99.24;100.39;102.71;103.77;105.99;197;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;201.95;0.85;1.2;15.88;15.88;612.36;606.84;154353.25;94;108.4;483.96;483.96;20;30;50;1.2;88.39;95.57;99.15;106.33;105.04;107.34;0.7
31;126.15;117.43;113.06;104.34;105.73;102.77;198;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;146.05;0.9;1.1;15.84;15.84;629.19;623.67;155306.05;97.9;109.5;499.8;499.8;20;30;50;1.2;96.92;99.24;100.39;102.71;103.77;105.99;14.6
32;118.93;119.33;119.54;119.94;112.07;104.39;199;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;613.92;0.79;3.3;15.81;15.81;648.64;643.12;160275.83;99.3;112.8;515.61;515.61;20;30;50;1.2;126.15;117.43;113.06;104.34;105.73;102.77;3.9
33;115.76;114.56;113.96;112.76;112.34;111.32;200;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;648.45;2.27;3.3;15.78;15.78;667.82;662.3;165584.45;104.5;116.1;531.39;531.39;20;30;50;1.2;118.93;119.33;119.54;119.94;112.07;104.39;1.4
34;105.34;107.38;108.39;110.43;110.6;111.78;201;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;667.3;1.74;3.7;15.74;15.74;688.25;682.73;171114.7;104.5;119.8;547.13;547.13;20;30;50;1.2;115.76;114.56;113.96;112.76;112.34;111.32;5.2
35;92.57;98.89;102.06;108.38;107.83;110.43;202;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;906.9;1.7;5.4;15.71;15.71;710.77;705.25;178968.15;104.5;125.2;562.84;562.84;20;30;50;1.2;105.34;107.38;108.39;110.43;110.6;111.78;0
36;74.08;87.6;94.37;107.89;104.94;108.76;203;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;783.82;1.63;4.6;15.67;15.67;732;726.48;185634.12;104.5;129.8;578.51;578.51;20;30;50;1.2;92.57;98.89;102.06;108.38;107.83;110.43;0
37;57.95;77.53;87.31;106.89;102.19;107.27;204;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;790.78;0.93;4.4;15.63;15.63;751.25;745.73;192666.4;104.5;134.2;594.14;594.14;20;30;50;1.2;74.08;87.6;94.37;107.89;104.94;108.76;0
38;49.48;71.04;81.83;103.39;99.39;106.17;205;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;880.42;1.05;4.7;15.59;15.59;770.66;765.14;200338.4;104.5;138.9;609.73;609.73;20;30;50;1.2;57.95;77.53;87.31;106.89;102.19;107.27;4.42
39;45.4;65.94;76.2;96.74;96.28;106.1;206;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;792;0.9;4.4;15.55;15.55;790.7;785.18;207285.33;104.5;143.3;625.28;625.28;20;30;50;1.2;49.48;71.04;81.83;103.39;99.39;106.17;0
40;69.93;77.43;81.17;88.67;94.65;104.37;207;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;849.65;0.91;4.8;15.51;15.51;811.69;806.17;214857.55;104.5;148.1;640.79;640.79;20;30;50;1.2;45.4;65.94;76.2;96.74;96.28;106.1;27.9
41;111.99;98.99;92.48;79.48;94.05;102.11;208;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;460.02;0.75;2.6;15.47;15.47;831.05;825.52;218633.08;110.5;150.7;656.26;656.26;20;30;50;1.2;69.93;77.43;81.17;88.67;94.65;104.37;0
42;111.85;98.25;91.46;77.86;92.68;100.7;209;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;778.9;0.75;4.2;15.43;15.43;851.74;846.22;225214.42;114.2;154.9;671.69;671.69;20;30;50;1.2;111.99;98.99;92.48;79.48;94.05;102.11;6
43;110.15;95.43;88.08;73.36;90.3;99.88;210;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;791.38;0.91;4.3;15.38;15.38;872.85;867.33;231924.4;114.5;159.2;687.07;687.07;20;30;50;1.2;111.85;98.25;91.46;77.86;92.68;100.7;3.7
44;98.2;87.24;81.76;70.8;87.87;99.45;211;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;537.95;0.88;3;15.34;15.34;892.19;886.67;236256.78;115.9;162.2;702.41;702.41;20;30;50;1.2;110.15;95.43;88.08;73.36;90.3;99.88;0.3
45;93.31;83.69;78.87;69.25;86.6;99.14;212;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;537.8;1.14;3;15.3;15.3;911.3;905.78;240660.25;116;165.2;717.71;717.71;20;30;50;1.2;98.2;87.24;81.76;70.8;87.87;99.45;1.4
2;86.77;80.05;76.7;69.98;78.26;83.18;169;22.74;22.74;12.2;30.9;61.41;38;92.5;7198.75;842.5;0.88;5;16.2;16.2;42.88;42.88;15705.27;0;10.3;32.39;32.39;20;30;50;1.2;93.31;83.69;78.87;69.25;86.6;99.14;0.1
3;95.77;84.11;78.27;66.61;77.17;81.89;170;24.49;24.49;16.1;32.8;62.07;36.4;91.2;7875.6;917.88;1.01;5.7;16.21;16.21;67.37;67.37;23580.88;0;16;48.6;48.6;20;30;50;1.2;86.77;80.05;76.7;69.98;78.26;83.18;11.07
4;95.42;84.18;78.56;67.32;77.04;81.14;171;25.98;25;15.8;33.7;61.75;41.2;88.5;7664.95;889.55;0.94;5.6;16.22;16.22;93.35;92.37;31245.82;0;21.6;64.82;64.82;20;30;50;1.2;95.77;84.11;78.27;66.61;77.17;81.89;0
5;115.44;94.52;84.05;63.13;77.18;80.76;172;27.32;25;18.1;34.2;60.77;40.7;91.2;6581.27;758.22;0.78;5.1;16.22;16.22;120.67;117.37;37827.1;0;26.7;81.04;81.04;20;30;50;1.2;95.42;84.18;78.56;67.32;77.04;81.14;11.16
6;104.02;89.26;81.88;67.12;77.42;80.34;173;26.93;25;18.4;33;58.75;40.4;87.5;7668.85;906.25;0.99;5.7;16.23;16.23;147.6;142.37;45495.95;0;32.4;97.27;97.27;20;30;50;1.2;115.44;94.52;84.05;63.13;77.18;80.76;0
7;108.73;91.79;83.32;66.38;77.43;80.01;174;25.29;25;19.5;29.2;62.1;45.5;90.4;6055.88;734.58;1.39;4.8;16.23;16.23;172.89;167.37;51551.82;2.8;37.2;113.5;113.5;20;30;50;1.2;104.02;89.26;81.88;67.12;77.42;80.34;11.1
8;113.03;94.61;85.4;66.98;77.75;79.31;175;21.07;21.07;17.2;26.5;71.88;51;92.8;5861;701.48;2.11;4.3;16.23;16.23;193.96;188.44;57412.82;2.9;41.5;129.73;129.73;20;30;50;1.2;108.73;91.79;83.32;66.38;77.43;80.01;2.8
9;126.78;103.6;92.01;68.83;79.13;77.83;176;16.67;16.67;13.8;18.8;83.7;71.7;90.6;2196;300.98;1.23;1.8;16.23;16.23;210.63;205.11;59608.82;7;43.3;145.96;145.96;20;30;50;1.2;113.03;94.61;85.4;66.98;77.75;79.31;0.1
10;114.74;105.2;100.43;90.89;84.21;72.77;177;20.05;20.05;15.2;25.8;73.68;54.1;90.7;6233.75;758.6;1.54;4.2;16.23;16.23;230.68;225.15;65842.57;7.2;47.5;162.19;162.19;20;30;50;1.2;126.78;103.6;92.01;68.83;79.13;77.83;15.19
11;116.73;111.27;108.54;103.08;87.64;69.46;178;17.58;17.58;16;19.1;87.44;80;93.2;1631.1;233.65;0.83;1.4;16.22;16.22;248.26;242.74;67473.68;23.3;48.9;178.41;178.41;20;30;50;1.2;114.74;105.2;100.43;90.89;84.21;72.77;0.2
12;105.73;117.29;123.07;134.63;102.19;75.53;179;18.54;18.54;13.5;23.5;74.13;51.8;90.8;4385.75;538.55;0.97;3;16.22;16.22;266.8;261.28;71859.43;24.1;51.9;194.63;194.63;20;30;50;1.2;116.73;111.27;108.54;103.08;87.64;69.46;16.1
13;100.83;108.47;112.29;119.93;103.19;90.27;180;19.89;19.89;12.4;26.6;66.99;42.4;94;7765.15;910.28;0.73;4.8;16.21;16.21;286.7;281.18;79624.57;24.1;56.7;210.84;210.84;20;30;50;1.2;105.73;117.29;123.07;134.63;102.19;75.53;0.8
14;97.83;104.41;107.7;114.28;101.92;92.86;181;21.91;21.91;14.9;27.7;68.77;47.8;92.4;5073.55;620.98;1;3.7;16.2;16.2;308.61;303.08;84698.12;24.1;60.4;227.04;227.04;20;30;50;1.2;100.83;108.47;112.29;119.93;103.19;90.27;0
15;96.35;102.21;105.13;110.99;100.82;93.58;182;23.21;23.21;16.3;29.8;68.74;41.8;92.6;6556.92;781.12;0.89;4.6;16.19;16.19;331.82;326.29;91255.05;24.1;65;243.23;243.23;20;30;50;1.2;97.83;104.41;107.7;114.28;101.92;92.86;0
16;97.46;101.68;103.78;108;99.69;93.49;183;19.47;19.47;14;26.4;80.89;53.8;95.3;4230.18;524.12;0.9;3;16.18;16.18;351.29;345.77;95485.23;33.7;68;259.41;259.41;20;30;50;1.2;96.35;102.21;105.13;110.99;100.82;93.58;0
17;107.69;107.03;106.7;106.04;99.56;92.76;184;16.28;16.28;13.2;20.3;83.93;64.1;95;2647;352.42;1.01;1.9;16.17;16.17;367.57;362.05;98132.23;36.6;69.9;275.58;275.58;20;30;50;1.2;97.46;101.68;103.78;108;99.69;93.49;9.6
18;108.64;107.74;107.28;106.38;99.58;92.34;185;16.37;16.37;14.5;19.1;75.3;59.3;92.7;2604.88;349;1.14;2.1;16.15;16.15;383.94;378.42;100737.1;36.7;72;291.73;291.73;20;30;50;1.2;107.69;107.03;106.7;106.04;99.56;92.76;2.9
19;100.49;103.13;104.45;107.09;99.1;92.42;186;18.78;18.78;11.9;25.2;68.03;45.3;92.5;6306.88;739.15;0.99;4;16.14;16.14;402.72;397.2;107043.98;36.7;76;307.87;307.87;20;30;50;1.2;108.64;107.74;107.28;106.38;99.58;92.34;0.1
20;95.79;100.05;102.18;106.44;98.44;92.58;187;20.86;20.86;12.2;28.2;66.11;40.6;94.2;7238.3;857.95;0.67;4.7;16.12;16.12;423.58;418.06;114282.27;36.7;80.7;323.99;323.99;20;30;50;1.2;100.49;103.13;104.45;107.09;99.1;92.42;0
21;100.86;104.38;106.14;109.66;99.69;91.49;188;19.16;19.16;14.8;24.7;80.56;57.4;94.8;3916.07;480.15;0.62;2.7;16.1;16.1;442.74;437.22;118198.35;59;83.4;340.09;340.09;20;30;50;1.2;95.79;100.05;102.18;106.44;98.44;92.58;0
22;111.02;119.22;123.31;131.51;111.18;94.94;189;18.22;18.22;14.1;22.5;86.9;73.3;95.2;3315.18;431.7;0.65;2.3;16.08;16.08;460.96;455.44;121513.52;62.9;85.7;356.17;356.17;20;30;50;1.2;100.86;104.38;106.14;109.66;99.69;91.49;22.3
23;112.42;120.96;125.24;133.78;115.17;100.83;190;17.86;17.86;14.7;20.9;85.17;66;96.8;2211.55;300.15;0.84;1.8;16.06;16.06;478.82;473.3;123725.07;69.8;87.5;372.23;372.23;20;30;50;1.2;111.02;119.22;123.31;131.51;111.18;94.94;3.9
24;106.07;112.67;115.96;122.56;112.67;106.07;191;19.32;19.32;14;25.4;72.38;47;93.4;6424.4;771.28;0.87;4.1;16.04;16.04;498.14;492.62;130149.48;69.8;91.6;388.27;388.27;20;30;50;1.2;112.42;120.96;125.24;133.78;115.17;100.83;6.9
25;99.77;106.09;109.24;115.56;108.71;105.03;192;18.09;18.09;13.6;22.9;79.84;66.7;94;3566.22;461.2;1.03;2.5;16.01;16.01;516.23;510.71;133715.7;70;94.1;404.28;404.28;20;30;50;1.2;106.07;112.67;115.96;122.56;112.67;106.07;0
26;95.88;102.48;105.78;112.38;106.45;103.81;193;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;462.1;1.08;2.7;15.99;15.99;535.06;529.54;137390.85;71.1;96.8;420.27;420.27;20;30;50;1.2;99.77;106.09;109.24;115.56;108.71;105.03;0.2
27;90.48;98.62;102.68;110.82;104.66;102.58;194;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;740.42;0.89;4;15.96;15.96;554.49;548.97;143633.3;78.6;100.8;436.23;436.23;20;30;50;1.2;95.88;102.48;105.78;112.38;106.45;103.81;1.1
28;92.56;98.62;101.66;107.72;103.38;102.06;195;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;590.48;0.66;3.2;15.94;15.94;573.54;568.02;148443.9;78.7;104;452.17;452.17;20;30;50;1.2;90.48;98.62;102.68;110.82;104.66;102.58;7.5
29;87.1;95.14;99.15;107.19;102.36;101.56;196;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;558.2;0.87;3.2;15.91;15.91;593.7;588.18;152989.35;79.4;107.2;468.08;468.08;20;30;50;1.2;92.56;98.62;101.66;107.72;103.38;102.06;0.1
30;98.31;99.91;100.71;102.31;101.17;100.83;197;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;201.95;0.85;1.2;15.88;15.88;612.36;606.84;154353.25;94;108.4;483.96;483.96;20;30;50;1.2;87.1;95.14;99.15;107.19;102.36;101.56;0.7
31;120.18;113.36;109.96;103.14;102.45;98.35;198;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;146.05;0.9;1.1;15.84;15.84;629.19;623.67;155306.05;97.9;109.5;499.8;499.8;20;30;50;1.2;98.31;99.91;100.71;102.31;101.17;100.83;14.6
32;113.58;116.26;117.59;120.27;107.08;95.22;199;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;613.92;0.79;3.3;15.81;15.81;648.64;643.12;160275.83;99.3;112.8;515.61;515.61;20;30;50;1.2;120.18;113.36;109.96;103.14;102.45;98.35;3.9
33;110.31;112.57;113.7;115.96;106.54;98.24;200;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;648.45;2.27;3.3;15.78;15.78;667.82;662.3;165584.45;104.5;116.1;531.39;531.39;20;30;50;1.2;113.58;116.26;117.59;120.27;107.08;95.22;1.4
34;102.27;106.77;109.01;113.51;105.31;99.37;201;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;667.3;1.74;3.7;15.74;15.74;688.25;682.73;171114.7;104.5;119.8;547.13;547.13;20;30;50;1.2;110.31;112.57;113.7;115.96;106.54;98.24;5.2
35;93.24;99.98;103.36;110.1;103.36;100;202;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;906.9;1.7;5.4;15.71;15.71;710.77;705.25;178968.15;104.5;125.2;562.84;562.84;20;30;50;1.2;102.27;106.77;109.01;113.51;105.31;99.37;0
36;79.63;91.17;96.93;108.47;101.35;99.99;203;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;783.82;1.63;4.6;15.67;15.67;732;726.48;185634.12;104.5;129.8;578.51;578.51;20;30;50;1.2;93.24;99.98;103.36;110.1;103.36;100;0
37;63.99;81.83;90.75;108.59;99.76;99.84;204;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;790.78;0.93;4.4;15.63;15.63;751.25;745.73;192666.4;104.5;134.2;594.14;594.14;20;30;50;1.2;79.63;91.17;96.93;108.47;101.35;99.99;0
38;52.65;74.87;85.97;108.19;98.37;99.65;205;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;880.42;1.05;4.7;15.59;15.59;770.66;765.14;200338.4;104.5;138.9;609.73;609.73;20;30;50;1.2;63.99;81.83;90.75;108.59;99.76;99.84;4.8
39;44.73;69.47;81.85;106.59;96.74;99.26;206;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;792;0.9;4.4;15.55;15.55;790.7;785.18;207285.33;104.5;143.3;625.28;625.28;20;30;50;1.2;52.65;74.87;85.97;108.19;98.37;99.65;0
40;84.64;87.96;89.63;92.95;95.1;98.92;207;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;849.65;0.91;4.8;15.51;15.51;811.69;806.17;214857.55;104.5;148.1;640.79;640.79;20;30;50;1.2;44.73;69.47;81.85;106.59;96.74;99.26;27.68
41;104.04;96.62;92.92;85.5;93.89;98.57;208;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;460.02;0.75;2.6;15.47;15.47;831.05;825.52;218633.08;110.5;150.7;656.26;656.26;20;30;50;1.2;84.64;87.96;89.63;92.95;95.1;98.92;0
42;104.69;96.21;91.96;83.48;92.85;97.97;209;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;778.9;0.75;4.2;15.43;15.43;851.74;846.22;225214.42;114.2;154.9;671.69;671.69;20;30;50;1.2;104.04;96.62;92.92;85.5;93.89;98.57;6
43;100.71;93.21;89.47;81.97;91.43;97.15;210;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;791.38;0.91;4.3;15.38;15.38;872.85;867.33;231924.4;114.5;159.2;687.07;687.07;20;30;50;1.2;104.69;96.21;91.96;83.48;92.85;97.97;3.7
44;87.14;85.22;84.27;82.35;90.15;96.99;211;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;537.95;0.88;3;15.34;15.34;892.19;886.67;236256.78;115.9;162.2;702.41;702.41;20;30;50;1.2;100.71;93.21;89.47;81.97;91.43;97.15;0.3
