T0020_nFK;T2040_nFK;T4060_nFK;Tmean_gradC;Tmin_gradC;Tmax_gradC;relLuftfeuchte_mean_prozent;relLuftfeuchte_min_prozent;relLuftfeuchte_max_prozent;globalstrahlung_Wh_m2;windgeschwindigkeit_m_s;niederschlag_mm_sum;wasser_input_Vortag;T0020_nFK_Vortag;T2040_nFK_Vortag;T4060_nFK_Vortag;tage_seit_aussaat;Tmean_th9_25_gradC;ibi;irmi
55.4875;85.2825;93.9525;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;0;6.2;57.245;87.3525;94.975;34;16.4;3.70352698326689;19.4661440258555
54.01;83.0325;93.5;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;0;0;55.4875;85.2825;93.9525;35;17.82;3.77456115596788;19.6718968066135
53.235;80.63;92.885;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;3.8;0;54.01;83.0325;93.5;36;18.91;3.83340882250627;19.8900321218419
52.8125;77.765;91.515;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;2.8;8.4;53.235;80.63;92.885;37;16.16;3.88305486648694;20.1288351149029
52.25;75.32;90.4875;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;0;2.8;52.8125;77.765;91.515;38;16.03;3.92631779991446;20.395583514228
51.9375;73.8975;89.35;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;0;0;52.25;75.32;90.4875;39;17.94;3.96582829702842;20.7004491631631
51.7733333333333;70.9225;87.8425;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;0.5;21.675;51.9375;73.8975;89.35;40;16.96;4.00393540483352;21.056639821123
61.2375;69.5575;86.6375;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;0;0.5;51.7733333333333;70.9225;87.8425;41;13.93;4.03948244939446;21.3166005641566
55.6625;68.1;85.61;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;0;0;61.2375;69.5575;86.6375;42;12.72;4.07109412173325;21.5653514236861
53.52;66.0325;84.24;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;0;0;55.6625;68.1;85.61;43;12.59;4.09807039283443;21.798194448902
52.74;65.8425;83.045;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;0;17.125;53.52;66.0325;84.24;44;15.03;4.12367518060877;22.031303650347
57.7275;65.1525;82.035;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;0;0;52.74;65.8425;83.045;45;16.23;4.14903623159795;22.2704007279491
54.7875;64.36;80.8025;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;0;0;57.7275;65.1525;82.035;46;16.21;4.1752812923436;22.5212073816365
53.4866666666667;63.52;79.545;18.53;10.5;25.6;64.68;43.9;91.8;5056.48;0.87;0.7;0;54.7875;64.36;80.8025;47;18.53;4.2035381093874;22.7894453113375
87.885;91.9775;91.9775;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;0.79;0;9.325;89.9475;93.575;92.7625;4;22.21;0.149349826086828;10.1759936806944
88.925;91.37;91.7975;26.13;14;36.5;49.52;25.6;81;7473.08;0.72;0;0;87.885;91.9775;91.9775;5;25;0.151175023638902;10.2327116514621
91.025;91.615;91.8;26.02;17.7;35.6;55.3;36.4;80.9;7631.48;1.94;0;9.475;88.925;91.37;91.7975;6;25;0.162649456407885;10.4336835841706
93.375;91.2525;91.445;16.96;11.1;20.7;74.24;58.9;90;2319.32;1.53;0.6;0;91.025;91.615;91.8;7;16.96;0.183349171718945;10.7547053515139
96.57;90.495;90.9875;18.99;7.4;27.6;60.64;34;95.3;7488.25;1.19;0;10.175;93.375;91.2525;91.445;8;18.99;0.212850216897247;11.1715728261856
97.9525;91.19;90.755;22.75;14.4;29;55.27;34.1;79.8;6844.45;0.98;0;0;96.57;90.495;90.9875;9;22.75;0.253391146263561;11.7347341712472
95.3375;92.17;90.9025;24.76;16.5;31.7;63.18;38;90.9;7630.92;1.18;0;4.95;97.9525;91.19;90.755;10;24.76;0.296473844954302;12.2535940950314
95.36;92.1975;90.5425;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;29.2;0;95.3375;92.17;90.9025;11;20.22;0.344871715861674;12.7251648122314
129.255;95.305;90.7075;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;0.1;29.2;95.36;92.1975;90.5425;12;20.75;0.403739942399929;13.1230670047578
109.325;100.675;91.35;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;7.2;0.1;129.255;95.305;90.7075;13;20.56;0.470907902583582;13.4555648675892
105.9475;99.75;91.945;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;11.7;7.2;109.325;100.675;91.35;14;19.67;0.5435998054348;13.7253880001058
115.8175;109.105;97.32;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;0;11.7;105.9475;99.75;91.945;15;19.86;0.603117014726868;13.9318329436204
105.855;106.69;97.145;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;0;0;115.8175;109.105;97.32;16;23.29;0.658238131711038;14.0648088250421
100.99;104.78;97.285;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;0.3;0;105.855;106.69;97.145;17;23.76;0.71517278399794;14.1089596035708
98.0625;103.1725;97.51;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;0.6;0.3;100.99;104.78;97.285;18;17.69;0.789405198206704;14.1079177153359
98.2375;101.29;97.505;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;0;11.55;98.0625;103.1725;97.51;19;19.95;0.901819099642328;14.3710059974444
100.3225;100.72;97.52;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;0;0;98.2375;101.29;97.505;20;22.68;1.0418867625191;14.7566209193961
95.485;100.38;97.6625;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;0;0;100.3225;100.72;97.52;21;21.68;1.20822382236007;15.2825137937379
89.6425;99.1425;97.6075;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;0;0;95.485;100.38;97.6625;22;21.47;1.3984202835465;15.9544217176304
83.2175;97.2625;97.2525;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;0;10.65;89.6425;99.1425;97.6075;23;17.9;1.60605670747216;16.6309487555782
82.41;95.305;97.1;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;0.4;0;83.2175;97.2625;97.2525;24;17.55;1.82398624691783;17.2393674167655
76.6825;93.075;96.1625;18.02;10;25.6;61.71;41.2;87.9;7477.55;1.12;0;0.4;82.41;95.305;97.1;25;18.02;2.06269098570426;17.8927956354053
69.0866666666667;92.0375;96.2075;19.47;12.6;27;68.47;39.5;91.2;5464.32;1.18;0;0;76.6825;93.075;96.1625;26;19.47;2.31179789032312;18.5466419589941
63.8333333333333;89.6575;95.625;17.19;11;21.5;65.76;47.9;87.4;5971.8;1.7;0;11.8;69.0866666666667;92.0375;96.2075;27;17.19;2.5544028121277;19.1978397836479
63.2;87.75;94.975;20.13;16.7;25.4;66.42;50.3;79.7;5602.62;1.5;0;0;63.8333333333333;89.6575;95.625;28;20.13;2.77677807325459;19.8268123082526
58.9166666666667;85.815;94.3325;21.79;12.3;30;61.43;36.2;92.7;7751.25;0.91;0;5.45;63.2;87.75;94.975;29;21.79;2.96494625982784;20.4179554918221
56.13;84.15;93.8025;26.01;17.3;34.9;49.31;24.7;77.8;6630.12;0.98;0;0;58.9166666666667;85.815;94.3325;30;25;3.13472643307754;20.9555158068052
53.7433333333333;81.455;93.01;23.28;15.7;27.7;53.03;38.6;66.8;5759.2;1.84;0;0;56.13;84.15;93.8025;31;23.28;3.2883340466129;21.4295445954205
52.6066666666667;78.755;92.31;19.07;12;24.8;53.02;33.4;79;6913.48;1.66;0;21.175;53.7433333333333;81.455;93.01;32;19.07;3.42969862267889;21.8337965321266
53.6733333333333;77.045;91.5025;19.49;9.5;26.9;53.21;35.9;85.1;6749.68;1.47;0;0;52.6066666666667;78.755;92.31;33;19.49;3.55690771441219;22.1514918001969
53.8;74.8825;90.5575;21.32;10.6;29.4;45.14;22.1;76.6;7946.3;1.05;0;0;53.6733333333333;77.045;91.5025;34;21.32;3.6696482458468;22.3976916043077
53.465;72.2525;90.005;24.24;11.9;34.7;43.62;22;80.6;7726.8;0.66;0;0;53.8;74.8825;90.5575;35;24.24;3.76898449743498;22.5892430373668
52.695;69.5275;89.07;26.73;13.2;37;42.99;21.8;80.2;7924.97;1;0;0;53.465;72.2525;90.005;36;25;3.85735810604724;22.7447790805134
52.25;66.37;88.23;26.35;16.9;35.2;51.92;32.5;85.8;6284.95;1.43;1;40.5;52.695;69.5275;89.07;37;25;3.94049515563734;22.8889339248646
102.275;81.8925;87.6175;22.96;18.4;28.6;66.26;42.9;91.9;5431.42;1.56;0;1;52.25;66.37;88.23;38;22.96;4.01779643544278;23.0531404103693
88.88;77.905;87.08;23.51;16.4;31;58.14;36.4;85;7364.18;1.12;0;0;102.275;81.8925;87.6175;39;23.51;4.09073213577304;23.2587384152384
71.535;72.485;86.4825;24.07;18.2;29.9;56.96;35.9;82.7;7096.15;1.49;0.4;0;88.88;77.905;87.08;40;24.07;4.16077244693759;23.5270678176834
62.975;66.8875;85.565;25.19;15.9;33.1;50.37;29.4;78.4;7569.55;0.79;0;0.4;71.535;72.485;86.4825;41;25;4.22938755924592;23.8794684959153
58.255;62.2725;84.2375;25.61;15.6;34.2;52.43;34.3;83.7;5766.73;1.41;0;23.525;62.975;66.8875;85.565;42;25;4.29804766300751;24.3372803281454
78.59;59.6275;82.62;21.93;17.1;27.6;57.06;37.9;74.5;5686.42;1.49;0;0;58.255;62.2725;84.2375;43;21.93;4.36822294853182;24.9218431925847
84.98;74.945;65.5725;21.98;16.4;26.1;71.61;51.8;89.2;2617.65;1.77;1.8;0;82.1725;75.18;67.065;12;21.98;0.224647097230363;11.081505391602
88.6125;76.8875;65.5625;19.23;12.8;25.1;50.64;30.2;76.9;7343.6;1.36;0;10.7;84.98;74.945;65.5725;13;19.23;0.26712702991726;11.3576699007274
108.4;76.1675;65.4625;20.6;12.1;28.5;45.14;27.5;65.4;7361.65;1.19;0;8.925;88.6125;76.8875;65.5625;14;20.6;0.3253021866146;11.7021127275527
98.75;76.5075;65.4275;23.48;15.9;30.6;39.04;24.9;57.2;7224.05;1.33;0;0;108.4;76.1675;65.4625;15;23.48;0.399260534855434;12.1083340107924
100.165;76.975;65.24;24.98;16.8;31.1;39.49;27.4;59.5;7073.68;1.55;0;9.05;98.75;76.5075;65.4275;16;24.98;0.487997770473921;12.5652580653435
113.4675;78.1575;65.305;24.46;15.2;31.1;41.69;26.3;68.3;7052.25;1.26;0;9.125;100.165;76.975;65.24;17;24.46;0.589417317605325;13.0572333822849
99.57;79.1225;65.165;23.72;14.2;31.4;45.18;25.9;73.1;6946.98;1.28;0;0;113.4675;78.1575;65.305;18;23.72;0.700330328686021;13.564032628878
93.1925;79.7475;65.265;23.73;15;31;44.86;24.7;76.7;7052.7;1.3;0;0;99.57;79.1225;65.165;19;23.73;0.816455684453484;14.0608526485662
88.515;74.25;65.295;23.34;13.7;31.5;46.56;26.5;75.8;6988.88;1.04;0;0;93.1925;79.7475;65.265;20;23.34;0.93853586070551;14.5780355785937
84.1975;74.0366666666667;65.375;24.47;15.4;32.9;53.24;30.5;85.1;6269.52;0.92;0;10.35;88.515;74.25;65.295;21;24.47;1.06489028638717;15.1153162624519
86.9;74.3333333333333;65.81;22.13;17.5;27;62.99;49.8;80.7;3020.07;0.89;0.1;0;84.1975;74.0366666666667;65.375;22;22.13;1.19416848333987;15.6719126614614
82.64;79.2825;65.815;22.92;14.7;30.6;62.53;36.9;90.3;6588.23;0.77;0;0.1;86.9;74.3333333333333;65.81;23;22.92;1.31463957972112;16.1663511667608
77.305;78.99;65.76;23.17;16.9;30.7;62.21;38.5;83.7;3960.4;1.02;0;0;82.64;79.2825;65.815;24;23.17;1.42691820864797;16.6782695834911
70.7375;78.1125;66.01;22.84;18.9;27.3;63.94;50;76;2875.25;1.26;0;0;77.305;78.99;65.76;25;22.84;1.5380109893821;17.2020345332781
67.8575;78.17;66.0575;24.11;19;30;57.36;39.5;74.8;5776.12;1.73;0;11.075;70.7375;78.1125;66.01;26;24.11;1.65355191280559;17.7182187128676
65.5225;78.1325;66.1475;22.94;14.6;29.4;57.83;28.1;82.5;5689.65;1.21;0;0;67.8575;78.17;66.0575;27;22.94;1.77948283514888;18.2168121251122
62.0125;77.1675;65.985;21.58;11.9;29.9;52.33;29.9;85.1;6519.62;1.06;0;0;65.5225;78.1325;66.1475;28;21.58;1.91879246266163;18.6896298241016
57.7525;76.9125;66.3525;23.99;16.1;31.2;45.56;27.3;66.3;6099.3;0.99;0;0;62.0125;77.1675;65.985;29;23.99;2.07295750515762;19.1302131816686
55.1825;76.575;66.195;23.97;14.2;32.8;47.61;28.6;75.1;5964.73;0.66;0;20.175;57.7525;76.9125;66.3525;30;23.97;2.24260446387436;19.5344455748493
69.7225;76.1475;66.275;24.24;15.1;32.7;50.57;28.1;79.2;5954.9;0.8;0;0;55.1825;76.575;66.195;31;24.24;2.4343668543884;19.9088261881115
65.21;77.6275;66.215;24.15;15.7;32;55.26;35.6;80.8;6095.5;0.94;0;0;69.7225;76.1475;66.275;32;24.15;2.64831363127051;20.2553013759371
59.58;76.445;66.37;23.54;17.3;30.4;64.42;47.3;79.8;4972.1;1.84;0;21.075;65.21;77.6275;66.215;33;23.54;2.87197109631321;20.5640516044704
93.23;77.98;66.6325;20.91;18.6;23.9;72.59;63;78.8;4070.45;2.77;0;0;59.58;76.445;66.37;34;20.91;3.09282404883481;20.8230315134529
82.265;78.04;66.6725;21.96;17.1;27.8;55.06;37.4;74.7;4365.45;1.25;0;0;93.23;77.98;66.6325;35;21.96;3.29863230440738;21.020199689343
71.3925;79.225;66.25;20.37;12.2;28.4;52.41;34.1;76.2;5848.3;0.89;0;0;82.265;78.04;66.6725;36;20.37;3.48229412684992;21.1777799868934
61.6875;70.3;66.19;21.97;11.9;30.2;49.48;28.9;79.1;5474.58;0.96;0;22.55;71.3925;79.225;66.25;37;21.97;3.63718975078808;21.3194581361514
93.2675;69.3466666666667;66.4075;20.64;16;24.6;60.69;46.2;83.4;2664.65;0.92;1.2;0;61.6875;70.3;66.19;38;20.64;3.75718138165415;21.4703817424581
86.935;69.76;66.2025;19.51;12;25.4;59.71;38.7;88.9;4033.57;1.04;0;1.2;93.2675;69.3466666666667;66.4075;39;19.51;3.84799835348651;21.5985789377003
76.8925;69.55;66.0775;20.35;11.6;25.9;47.65;31.2;78.4;5878.68;1.36;0;0;86.935;69.76;66.2025;40;20.35;3.92179659010097;21.7413714561783
65.6025;69.2433333333333;65.805;17.89;13.9;22.9;69.39;44.7;93.4;2541.35;1.04;1.3;0;76.8925;69.55;66.0775;41;17.89;3.98224556644096;21.9120317184733
62.8925;68.78;65.4825;19.49;13.4;28.1;77.55;43.6;95;4075.6;0.43;0;22.45;65.6025;69.2433333333333;65.805;42;19.49;4.03301475744988;22.1238321451665
102.7875;68.6833333333333;64.9575;21.4;12;30.9;62.5;28.6;94.9;5779.88;0.65;0;0;62.8925;68.78;65.4825;43;21.4;4.07777363807114;22.3900451568393
88.365;68.7566666666667;64.6825;21.37;15.4;30.7;70.49;41.5;93.3;4776.38;0.87;4.1;0;102.7875;68.6833333333333;64.9575;44;21.37;4.12019168324814;22.7239431740729
82.645;68.9833333333333;64.49;20.91;15.9;27.2;74.3;51;94.8;3725.3;0.75;2.1;4.1;88.365;68.7566666666667;64.6825;45;20.91;4.16393836792429;23.1387986174485
