"id_all";"satz_id";"wiederholung";"variante_H2O";"T0020_nFK";"T2040_nFK";"T4060_nFK";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input"
48;6;"c";"Wred";95.3172727272727;98.32;100.64;6;13.02;13.02;9.8;16;62.86;54;72.9;3737.72;2.15;14.11;14.11;72.89;72.89;34931.4;0;83.76;83.76;20;30;50;1.2;0.177506972709907;10.6326655312179;0
48;6;"c";"Wred";94.8618181818182;97.79;100.22;7;12.44;12.44;8.2;15.6;60.33;47.3;77.7;1930.2;0.98;14.16;14.16;85.33;85.33;36861.6;0;97.92;97.92;20;30;50;1.2;0.177506972709907;10.6326655312179;0
48;6;"c";"Wred";94.1036363636364;97.42;99.86;8;10.39;10.39;5.7;17.2;73.94;49.3;90.8;4597.82;1.18;14.22;14.22;95.71;95.71;41459.43;0.2;112.14;112.14;20;30;50;1.2;0.177506972709907;10.6326655312179;0.2
48;6;"c";"Wred";93.6222727272727;97.01;99.5;9;8.65;0;5.8;10;85.22;79.8;91;1218;1.18;14.28;0;104.36;95.71;42677.43;8.2;126.42;112.14;20;30;50;1.2;0.177506972709907;10.6326655312179;8
48;6;"c";"Wred";94.0695454545455;97.32;99.39;10;12.48;12.48;7.1;19.3;67.43;33.7;91.4;6808.8;1.59;14.34;14.34;116.84;108.19;49486.22;8.2;140.76;126.48;20;30;50;1.2;0.219781070606701;11.0471155492481;0
48;6;"c";"Wred";96.8463636363636;97.72;99.46;11;13.51;13.51;4.3;20.9;62.18;36.3;92.7;7209.45;0.89;14.39;14.39;130.35;121.7;56695.68;8.2;155.15;140.87;20;30;50;1.2;0.271628252357188;11.4678354451757;7.1
48;6;"c";"Wred";97.3959090909091;97.97;99.53;12;13.8;13.8;6.8;20.6;63.02;34.5;88.9;4472.5;1.52;14.45;14.45;144.15;135.5;61168.18;8.2;169.6;155.32;20;30;50;1.2;0.334945715063043;11.8943719609902;0
48;6;"c";"Wred";100.07;97.99;99.3;13;10.59;10.59;9.5;12;75.34;65.4;82.9;2086.1;1.69;14.5;14.5;154.74;146.09;63254.28;10.3;184.1;169.82;20;30;50;1.2;0.411734564167657;12.3256337856119;2.1
48;6;"c";"Wred";100.73;98.13;99.17;14;12.92;12.92;9.1;17.4;66.27;54.4;76.7;4257.5;1.24;14.56;14.56;167.66;159.01;67511.77;10.3;198.66;184.38;20;30;50;1.2;0.504200041950452;12.7610760260051;0
48;6;"c";"Wred";100.332727272727;98.39;99.39;15;14.99;14.99;9;21.1;63.02;41.2;83.4;6179.88;1.2;14.61;14.61;182.65;174;73691.65;10.3;213.27;198.99;20;30;50;1.2;0.614401699169106;13.1995178043096;7
48;6;"c";"Wred";99.5372727272727;98.61;99.27;16;16.95;16.95;13;22.4;56.63;44.5;68.9;5334.38;1.83;14.67;14.67;199.59;190.94;79026.02;10.3;227.94;213.66;20;30;50;1.2;0.744307903607448;13.640343727359;0
49;6;"d";"Wred";93.81;97.29;96.84;3;11.65;11.65;2.7;17.5;48.04;31.7;75.7;6794.42;1.83;13.93;13.93;34.5;34.5;20294.88;0;41.61;41.61;20;30;50;1.2;0.177506972709907;10.6326655312179;0
49;6;"d";"Wred";91.3277272727273;96.3831818181818;96.41;4;11.81;11.81;4.2;17.6;60.16;41.7;81.5;4797.7;1.66;13.99;13.99;46.31;46.31;25092.58;0;55.6;55.6;20;30;50;1.2;0.177506972709907;10.6326655312179;0
49;6;"d";"Wred";91.0313636363636;95.8036363636364;96.1;5;13.56;13.56;5.8;19.5;58.82;40.9;84.4;6101.1;2.14;14.05;14.05;59.87;59.87;31193.68;0;69.65;69.65;20;30;50;1.2;0.177506972709907;10.6326655312179;7.5
49;6;"d";"Wred";93.3681818181818;95.2231818181818;95.83;6;13.02;13.02;9.8;16;62.86;54;72.9;3737.72;2.15;14.11;14.11;72.89;72.89;34931.4;0;83.76;83.76;20;30;50;1.2;0.177506972709907;10.6326655312179;0
49;6;"d";"Wred";91.9490909090909;94.7309090909091;95.46;7;12.44;12.44;8.2;15.6;60.33;47.3;77.7;1930.2;0.98;14.16;14.16;85.33;85.33;36861.6;0;97.92;97.92;20;30;50;1.2;0.177506972709907;10.6326655312179;0
49;6;"d";"Wred";90.8947727272727;94.3309090909091;95.09;8;10.39;10.39;5.7;17.2;73.94;49.3;90.8;4597.82;1.18;14.22;14.22;95.71;95.71;41459.43;0.2;112.14;112.14;20;30;50;1.2;0.177506972709907;10.6326655312179;0.2
49;6;"d";"Wred";90.8059090909091;94;94.84;9;8.65;0;5.8;10;85.22;79.8;91;1218;1.18;14.28;0;104.36;95.71;42677.43;8.2;126.42;112.14;20;30;50;1.2;0.177506972709907;10.6326655312179;8
49;6;"d";"Wred";95.1911363636364;93.7395454545454;94.6;10;12.48;12.48;7.1;19.3;67.43;33.7;91.4;6808.8;1.59;14.34;14.34;116.84;108.19;49486.22;8.2;140.76;126.48;20;30;50;1.2;0.219781070606701;11.0471155492481;0
49;6;"d";"Wred";96.4536363636364;93.73;94.73;11;13.51;13.51;4.3;20.9;62.18;36.3;92.7;7209.45;0.89;14.39;14.39;130.35;121.7;56695.68;8.2;155.15;140.87;20;30;50;1.2;0.271628252357188;11.4678354451757;7.6
49;6;"d";"Wred";100.153409090909;93.8586363636364;94.68;12;13.8;13.8;6.8;20.6;63.02;34.5;88.9;4472.5;1.52;14.45;14.45;144.15;135.5;61168.18;8.2;169.6;155.32;20;30;50;1.2;0.334945715063043;11.8943719609902;0
49;6;"d";"Wred";100.562272727273;93.8163636363636;94.5;13;10.59;10.59;9.5;12;75.34;65.4;82.9;2086.1;1.69;14.5;14.5;154.74;146.09;63254.28;10.3;184.1;169.82;20;30;50;1.2;0.411734564167657;12.3256337856119;2.1
49;6;"d";"Wred";99.15;93.68;94.32;14;12.92;12.92;9.1;17.4;66.27;54.4;76.7;4257.5;1.24;14.56;14.56;167.66;159.01;67511.77;10.3;198.66;184.38;20;30;50;1.2;0.504200041950452;12.7610760260051;0
49;6;"d";"Wred";97.7481818181818;93.78;94.64;15;14.99;14.99;9;21.1;63.02;41.2;83.4;6179.88;1.2;14.61;14.61;182.65;174;73691.65;10.3;213.27;198.99;20;30;50;1.2;0.614401699169106;13.1995178043096;7.6
49;6;"d";"Wred";100.078409090909;93.9681818181818;94.53;16;16.95;16.95;13;22.4;56.63;44.5;68.9;5334.38;1.83;14.67;14.67;199.59;190.94;79026.02;10.3;227.94;213.66;20;30;50;1.2;0.744307903607448;13.640343727359;0
50;7;"a";"Wfull";95.8;92.43;88.38;2;22.59;22.59;11.3;31.5;47.12;25.3;75.4;8365.7;0.9;16.2;16.2;41.54;41.54;16785.53;0;32.39;32.39;20;30;50;1.2;0.177506972709907;10.6326655312179;0
50;7;"a";"Wfull";92.0848780487805;90.6;87.16;3;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;1.61;16.21;16.21;64.43;64.43;25025.08;0;48.6;48.6;20;30;50;1.2;0.177506972709907;10.6326655312179;9
50;7;"a";"Wfull";90.1536585365854;89.51;86.36;4;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;0.79;16.22;16.22;86.64;86.64;32810.47;0;64.82;64.82;20;30;50;1.2;0.177506972709907;10.6326655312179;0
50;7;"a";"Wfull";89.6375609756098;89.31;86.1;5;26.13;25;14;36.5;49.52;25.6;81;7473.08;0.72;16.22;16.22;112.77;111.64;40283.55;0;81.04;81.04;20;30;50;1.2;0.225983067592473;11.1018231948832;9.1
50;7;"a";"Wfull";90.499512195122;89;85.75;6;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;1.94;16.23;16.23;138.79;136.64;47915.03;0;97.27;97.27;20;30;50;1.2;0.286776615494497;11.5772866276112;0
50;7;"a";"Wfull";93.8243902439024;87.96;85.03;7;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;1.53;16.23;16.23;155.75;153.6;50234.35;0.6;113.5;113.5;20;30;50;1.2;0.362402668482041;12.0576175191647;9.7
50;7;"a";"Wfull";92.9492682926829;87.96;84.81;8;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;1.19;16.23;16.23;174.74;172.59;57722.6;0.6;129.73;129.73;20;30;50;1.2;0.455601725407807;12.5416153434386;0
50;7;"a";"Wfull";94.2360975609756;88.53;84.71;9;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;0.98;16.23;16.23;197.49;195.34;64567.05;0.6;145.96;145.96;20;30;50;1.2;0.569138500454623;13.0280418711172;4.7
50;7;"a";"Wfull";96.4931707317073;88.83;84.69;10;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;1.18;16.23;16.23;222.25;220.11;72197.98;0.6;162.19;162.19;20;30;50;1.2;0.70552137038385;13.5156336636513;0
50;7;"a";"Wfull";96.7107317073171;88.47;84.4;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.866502518999695;14.0028150579057;29.2
50;7;"a";"Wfull";96.4141463414634;91.05;84.39;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;1.05288871197309;14.48861415448;0.1
50;7;"a";"Wfull";98.330243902439;92.96;84.41;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;1.26365640434449;14.9714764450483;7.2
50;7;"a";"Wfull";107.33512195122;95.86;84.55;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;1.49588690480061;15.4501798313751;11.7
50;7;"a";"Wfull";119.061463414634;99.77;85.26;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;1.74472681349658;15.9238367737224;0
51;7;"b";"Wfull";91.74;93.77;90.9;2;22.59;22.59;11.3;31.5;47.12;25.3;75.4;8365.7;0.9;16.2;16.2;41.54;41.54;16785.53;0;32.39;32.39;20;30;50;1.2;0.177506972709907;10.6326655312179;0
51;7;"b";"Wfull";87.64;91.99;90.31;3;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;1.61;16.21;16.21;64.43;64.43;25025.08;0;48.6;48.6;20;30;50;1.2;0.177506972709907;10.6326655312179;9.7
51;7;"b";"Wfull";86.77;90.13;90.06;4;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;0.79;16.22;16.22;86.64;86.64;32810.47;0;64.82;64.82;20;30;50;1.2;0.177506972709907;10.6326655312179;0
51;7;"b";"Wfull";88.17;89.83;90.02;5;26.13;25;14;36.5;49.52;25.6;81;7473.08;0.72;16.22;16.22;112.77;111.64;40283.55;0;81.04;81.04;20;30;50;1.2;0.225983067592473;11.1018231948832;9.8
51;7;"b";"Wfull";93.41;90.19;90.06;6;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;1.94;16.23;16.23;138.79;136.64;47915.03;0;97.27;97.27;20;30;50;1.2;0.286776615494497;11.5772866276112;0
51;7;"b";"Wfull";91.12;90.03;89.77;7;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;1.53;16.23;16.23;155.75;153.6;50234.35;0.6;113.5;113.5;20;30;50;1.2;0.362402668482041;12.0576175191647;10.5
51;7;"b";"Wfull";105.4;90.21;89.53;8;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;1.19;16.23;16.23;174.74;172.59;57722.6;0.6;129.73;129.73;20;30;50;1.2;0.455601725407807;12.5416153434386;0
51;7;"b";"Wfull";97.4;91.61;89.55;9;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;0.98;16.23;16.23;197.49;195.34;64567.05;0.6;145.96;145.96;20;30;50;1.2;0.569138500454623;13.0280418711172;5.1
51;7;"b";"Wfull";97.08;92.28;89.81;10;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;1.18;16.23;16.23;222.25;220.11;72197.98;0.6;162.19;162.19;20;30;50;1.2;0.70552137038385;13.5156336636513;0
51;7;"b";"Wfull";99.12;92.5;89.88;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.866502518999695;14.0028150579057;29.2
51;7;"b";"Wfull";118.88;97.28;89.77;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;1.05288871197309;14.48861415448;0.1
51;7;"b";"Wfull";109.01;98.73;90.01;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;1.26365640434449;14.9714764450483;7.2
51;7;"b";"Wfull";125.04;106.45;90.45;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;1.49588690480061;15.4501798313751;11.7
51;7;"b";"Wfull";112.02;110.04;91.34;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;1.74472681349658;15.9238367737224;0
52;7;"c";"Wfull";92.7;95.05;96.35;2;22.59;22.59;11.3;31.5;47.12;25.3;75.4;8365.7;0.9;16.2;16.2;41.54;41.54;16785.53;0;32.39;32.39;20;30;50;1.2;0.177506972709907;10.6326655312179;0
52;7;"c";"Wfull";90.4560975609756;93.77;95.81;3;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;1.61;16.21;16.21;64.43;64.43;25025.08;0;48.6;48.6;20;30;50;1.2;0.177506972709907;10.6326655312179;9.4
52;7;"c";"Wfull";89.009756097561;92.95;95.37;4;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;0.79;16.22;16.22;86.64;86.64;32810.47;0;64.82;64.82;20;30;50;1.2;0.177506972709907;10.6326655312179;0
52;7;"c";"Wfull";90.4346341463415;93.12;95.27;5;26.13;25;14;36.5;49.52;25.6;81;7473.08;0.72;16.22;16.22;112.77;111.64;40283.55;0;81.04;81.04;20;30;50;1.2;0.225983067592473;11.1018231948832;9.6
52;7;"c";"Wfull";91.3521951219512;93.25;95.28;6;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;1.94;16.23;16.23;138.79;136.64;47915.03;0;97.27;97.27;20;30;50;1.2;0.286776615494497;11.5772866276112;0
52;7;"c";"Wfull";91.610243902439;92.61;94.76;7;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;1.53;16.23;16.23;155.75;153.6;50234.35;0.6;113.5;113.5;20;30;50;1.2;0.362402668482041;12.0576175191647;10.3
52;7;"c";"Wfull";93.9756097560976;92.67;94.41;8;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;1.19;16.23;16.23;174.74;172.59;57722.6;0.6;129.73;129.73;20;30;50;1.2;0.455601725407807;12.5416153434386;0
52;7;"c";"Wfull";97.4648780487805;93.48;94.37;9;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;0.98;16.23;16.23;197.49;195.34;64567.05;0.6;145.96;145.96;20;30;50;1.2;0.569138500454623;13.0280418711172;5
52;7;"c";"Wfull";96.4175609756098;93.88;94.44;10;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;1.18;16.23;16.23;222.25;220.11;72197.98;0.6;162.19;162.19;20;30;50;1.2;0.70552137038385;13.5156336636513;0
52;7;"c";"Wfull";95.5936585365854;93.92;94.21;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.866502518999695;14.0028150579057;29.2
52;7;"c";"Wfull";104.260731707317;98.65;94.33;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;1.05288871197309;14.48861415448;0.1
52;7;"c";"Wfull";108.553658536585;99.54;95.1;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;1.26365640434449;14.9714764450483;7.2
52;7;"c";"Wfull";102.848536585366;102.98;95.7;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;1.49588690480061;15.4501798313751;11.7
52;7;"c";"Wfull";100.181463414634;105.33;97.07;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;1.74472681349658;15.9238367737224;0
53;7;"d";"Wfull";91.03;96.42;97.94;2;22.59;22.59;11.3;31.5;47.12;25.3;75.4;8365.7;0.9;16.2;16.2;41.54;41.54;16785.53;0;32.39;32.39;20;30;50;1.2;0.177506972709907;10.6326655312179;0
53;7;"d";"Wfull";86.19;94.85;96.92;3;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;1.61;16.21;16.21;64.43;64.43;25025.08;0;48.6;48.6;20;30;50;1.2;0.177506972709907;10.6326655312179;9.2
53;7;"d";"Wfull";85.3;93.78;96.41;4;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;0.79;16.22;16.22;86.64;86.64;32810.47;0;64.82;64.82;20;30;50;1.2;0.177506972709907;10.6326655312179;0
53;7;"d";"Wfull";86.61;93.64;96.21;5;26.13;25;14;36.5;49.52;25.6;81;7473.08;0.72;16.22;16.22;112.77;111.64;40283.55;0;81.04;81.04;20;30;50;1.2;0.225983067592473;11.1018231948832;9.4
53;7;"d";"Wfull";88.71;93.47;96.06;6;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;1.94;16.23;16.23;138.79;136.64;47915.03;0;97.27;97.27;20;30;50;1.2;0.286776615494497;11.5772866276112;0
53;7;"d";"Wfull";86.42;92.68;95.6;7;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;1.53;16.23;16.23;155.75;153.6;50234.35;0.6;113.5;113.5;20;30;50;1.2;0.362402668482041;12.0576175191647;10.2
53;7;"d";"Wfull";91.31;92.55;95.28;8;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;1.19;16.23;16.23;174.74;172.59;57722.6;0.6;129.73;129.73;20;30;50;1.2;0.455601725407807;12.5416153434386;0
53;7;"d";"Wfull";91.08;93.26;95.2;9;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;0.98;16.23;16.23;197.49;195.34;64567.05;0.6;145.96;145.96;20;30;50;1.2;0.569138500454623;13.0280418711172;5
53;7;"d";"Wfull";90.77;93.7;95.26;10;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;1.18;16.23;16.23;222.25;220.11;72197.98;0.6;162.19;162.19;20;30;50;1.2;0.70552137038385;13.5156336636513;0
53;7;"d";"Wfull";94.62;94.1;95.2;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.866502518999695;14.0028150579057;29.2
53;7;"d";"Wfull";115.43;111.47;95.61;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;1.05288871197309;14.48861415448;0.1
53;7;"d";"Wfull";109.02;109.81;97.31;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;1.26365640434449;14.9714764450483;7.2
53;7;"d";"Wfull";120.38;127.52;113.81;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;1.49588690480061;15.4501798313751;11.7
53;7;"d";"Wfull";109.25;117.22;115.19;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;1.74472681349658;15.9238367737224;0
54;7;"a";"Wfull_plus";93.61;95.72;93.91;2;22.59;22.59;11.3;31.5;47.12;25.3;75.4;8365.7;0.9;16.2;16.2;41.54;41.54;16785.53;0;32.39;32.39;20;30;50;1.2;0.177506972709907;10.6326655312179;0
54;7;"a";"Wfull_plus";90.09;93.26;92.27;3;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;1.61;16.21;16.21;64.43;64.43;25025.08;0;48.6;48.6;20;30;50;1.2;0.177506972709907;10.6326655312179;9.4
54;7;"a";"Wfull_plus";91.74;92.16;91.36;4;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;0.79;16.22;16.22;86.64;86.64;32810.47;0;64.82;64.82;20;30;50;1.2;0.177506972709907;10.6326655312179;0
54;7;"a";"Wfull_plus";93.11;92.04;90.98;5;26.13;25;14;36.5;49.52;25.6;81;7473.08;0.72;16.22;16.22;112.77;111.64;40283.55;0;81.04;81.04;20;30;50;1.2;0.225983067592473;11.1018231948832;9.6
54;7;"a";"Wfull_plus";99.94;92.03;90.74;6;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;1.94;16.23;16.23;138.79;136.64;47915.03;0;97.27;97.27;20;30;50;1.2;0.286776615494497;11.5772866276112;0
54;7;"a";"Wfull_plus";96.9;91.61;90.09;7;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;1.53;16.23;16.23;155.75;153.6;50234.35;0.6;113.5;113.5;20;30;50;1.2;0.362402668482041;12.0576175191647;10.3
54;7;"a";"Wfull_plus";112.85;91.54;89.84;8;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;1.19;16.23;16.23;174.74;172.59;57722.6;0.6;129.73;129.73;20;30;50;1.2;0.455601725407807;12.5416153434386;0
54;7;"a";"Wfull_plus";102.17;92.04;89.69;9;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;0.98;16.23;16.23;197.49;195.34;64567.05;0.6;145.96;145.96;20;30;50;1.2;0.569138500454623;13.0280418711172;5
54;7;"a";"Wfull_plus";102.15;92.34;89.69;10;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;1.18;16.23;16.23;222.25;220.11;72197.98;0.6;162.19;162.19;20;30;50;1.2;0.70552137038385;13.5156336636513;0
54;7;"a";"Wfull_plus";103.87;92.13;89.52;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.866502518999695;14.0028150579057;29.2
54;7;"a";"Wfull_plus";120.54;95.9;89.46;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;1.05288871197309;14.48861415448;0.1
54;7;"a";"Wfull_plus";110.77;98.01;89.78;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;1.26365640434449;14.9714764450483;7.2
54;7;"a";"Wfull_plus";125.3;117.43;93.53;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;1.49588690480061;15.4501798313751;11.7
54;7;"a";"Wfull_plus";112.94;112.9;98.22;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;1.74472681349658;15.9238367737224;0
55;7;"b";"Wfull_plus";90.39;91.96;88.89;2;22.59;22.59;11.3;31.5;47.12;25.3;75.4;8365.7;0.9;16.2;16.2;41.54;41.54;16785.53;0;32.39;32.39;20;30;50;1.2;0.177506972709907;10.6326655312179;0
55;7;"b";"Wfull_plus";86.89;90.66;88.08;3;22.89;22.89;16.7;28.1;47.28;28.8;69.7;8239.55;1.61;16.21;16.21;64.43;64.43;25025.08;0;48.6;48.6;20;30;50;1.2;0.177506972709907;10.6326655312179;9.2
55;7;"b";"Wfull_plus";85.97;89.84;87.69;4;22.21;22.21;11.7;30.8;50.27;26.9;80.8;7785.4;0.79;16.22;16.22;86.64;86.64;32810.47;0;64.82;64.82;20;30;50;1.2;0.177506972709907;10.6326655312179;0
55;7;"b";"Wfull_plus";87.25;89.61;87.57;5;26.13;25;14;36.5;49.52;25.6;81;7473.08;0.72;16.22;16.22;112.77;111.64;40283.55;0;81.04;81.04;20;30;50;1.2;0.225983067592473;11.1018231948832;9.4
55;7;"b";"Wfull_plus";89.58;89.49;87.53;6;26.02;25;17.7;35.6;55.3;36.4;80.9;7631.48;1.94;16.23;16.23;138.79;136.64;47915.03;0;97.27;97.27;20;30;50;1.2;0.286776615494497;11.5772866276112;0
55;7;"b";"Wfull_plus";86.36;88.66;87.12;7;16.96;16.96;11.1;20.7;74.24;58.9;90;2319.32;1.53;16.23;16.23;155.75;153.6;50234.35;0.6;113.5;113.5;20;30;50;1.2;0.362402668482041;12.0576175191647;10.2
55;7;"b";"Wfull_plus";91.69;88.28;86.91;8;18.99;18.99;7.4;27.6;60.64;34;95.3;7488.25;1.19;16.23;16.23;174.74;172.59;57722.6;0.6;129.73;129.73;20;30;50;1.2;0.455601725407807;12.5416153434386;0
55;7;"b";"Wfull_plus";91.65;88.78;86.71;9;22.75;22.75;14.4;29;55.27;34.1;79.8;6844.45;0.98;16.23;16.23;197.49;195.34;64567.05;0.6;145.96;145.96;20;30;50;1.2;0.569138500454623;13.0280418711172;5
55;7;"b";"Wfull_plus";91.42;89.33;86.73;10;24.76;24.76;16.5;31.7;63.18;38;90.9;7630.92;1.18;16.23;16.23;222.25;220.11;72197.98;0.6;162.19;162.19;20;30;50;1.2;0.70552137038385;13.5156336636513;0
55;7;"b";"Wfull_plus";93.66;89.09;86.65;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.866502518999695;14.0028150579057;29.2
55;7;"b";"Wfull_plus";115.95;90.33;86.53;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;1.05288871197309;14.48861415448;0.1
55;7;"b";"Wfull_plus";106.27;92.51;86.44;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;1.26365640434449;14.9714764450483;7.2
