"id_all";"satz_id";"wiederholung";"variante_H2O";"T0020_nFK";"T2040_nFK";"T4060_nFK";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input"
2;2;"b";"Wred";102.44;100.29;102.18;13;27.41;25;17.1;36.4;51.94;28.9;84.7;6830.08;0.68;14.74;14.74;296.25;293.18;79889.85;6.2;195.54;195.54;20;30;50;1.2;1.31452084482056;15.0803048367027;0
2;2;"b";"Wred";100.24;100.26;101.91;14;27.81;25;17.9;37.1;50.07;26.4;79.1;6438.02;1.11;14.69;14.69;324.06;318.18;86327.88;6.2;210.23;210.23;20;30;50;1.2;1.52823805127919;15.5136510126561;0
2;2;"b";"Wred";96.1;99.73;101.86;15;27.31;25;21.5;34.8;53.54;32.8;73.7;4166.65;0.86;14.63;14.63;351.37;343.18;90494.52;6.2;224.86;224.86;20;30;50;1.2;1.75402029430466;15.9409772766785;0
2;2;"b";"Wred";92.05;98.66;101.47;16;26.91;25;20.6;35.5;59.86;34;82.7;4299.68;1.11;14.58;14.58;378.27;368.18;94794.2;6.4;239.44;239.44;20;30;50;1.2;1.98677374148888;16.3617946216891;9.2
2;2;"b";"Wred";93.41;97.48;100.83;17;25.51;25;18.5;34.4;67.13;41.6;89.5;5337.62;1.31;14.53;14.53;403.79;393.18;100131.82;9;253.97;253.97;20;30;50;1.2;2.22061337238934;16.7753748933118;2.6
3;3;"a";"Wfull";93.56;96.93;97.25;11;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;1.33;13.71;0;62.16;9.67;39871.82;10;147.5;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
3;3;"a";"Wfull";92.97;96.72;97.14;12;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;1.32;13.77;0;70.23;9.67;44688.12;10;161.27;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
3;3;"a";"Wfull";92.33;96.51;97.06;13;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;0.81;13.83;0;78.84;9.67;45892.28;12.2;175.1;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;2.2
3;3;"a";"Wfull";92.01;96.26;96.91;14;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;0.63;13.89;13.89;88.87;19.7;48591.12;12.6;188.99;27.24;20;30;50;1.2;0.218320550014105;11.0340328152601;1.16
3;3;"a";"Wfull";92.38;96.3;96.88;15;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;0.82;13.95;13.95;99.51;30.34;55283.32;12.6;202.94;41.19;20;30;50;1.2;0.268115893208874;11.4416890476496;5.3
3;3;"a";"Wfull";93.49;96.64;96.88;16;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;1.23;14.01;14.01;111.57;42.41;61338.57;13.4;216.95;55.2;20;30;50;1.2;0.328596851881896;11.8549648122933;0.8
3;3;"a";"Wfull";94.55;96.69;96.76;17;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;1.98;14.06;14.06;121.62;52.46;68183.52;13.4;231.01;69.26;20;30;50;1.2;0.401583080956858;12.2728447230805;0
3;3;"a";"Wfull";94.76;97.04;96.74;18;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;1.17;14.12;14.12;131.94;62.77;75276.12;13.4;245.13;83.38;20;30;50;1.2;0.489095644950137;12.6948631776341;4.65
3;3;"a";"Wfull";95.06;97.2;96.7;19;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;1.23;14.18;14.18;143.24;74.07;82214.45;13.4;259.31;97.56;20;30;50;1.2;0.593115946183485;13.1202220541195;0
3;3;"a";"Wfull";95.52;97.27;96.66;20;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;1.57;14.24;14.24;153.91;84.74;89459.18;13.4;273.55;111.8;20;30;50;1.2;0.715458231565453;13.5480898899561;0
3;3;"a";"Wfull";95.2;97.43;96.61;21;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;1.75;14.29;14.29;163.67;94.51;96847.75;13.4;287.84;126.09;20;30;50;1.2;0.857435924780109;13.977307869571;5.64
3;3;"a";"Wfull";95.11;97.3;96.49;22;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;1.52;14.35;14.35;174.49;105.32;104061.55;13.4;302.19;140.44;20;30;50;1.2;1.01987440255511;14.4072988057862;0
3;3;"a";"Wfull";95.69;97.29;96.42;23;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;1.09;14.41;14.41;186.32;117.16;110119.88;20.1;316.6;154.85;20;30;50;1.2;1.20255044648633;14.8371715971489;6.7
3;3;"a";"Wfull";100.73;97.5;96.27;24;11.42;11.42;5.6;17.2;70.19;35.9;95.8;5081.62;2.2;14.46;14.46;197.74;128.58;115201.5;24;331.06;169.31;20;30;50;1.2;1.40386139285836;15.2657336536298;3.9
4;3;"b";"Wfull";93.48;96.34;90.86;11;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;1.33;13.71;0;62.16;9.67;39871.82;10;147.5;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
4;3;"b";"Wfull";91.23;95;90.6;12;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;1.32;13.77;0;70.23;9.67;44688.12;10;161.27;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
4;3;"b";"Wfull";90.29;94.64;90.45;13;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;0.81;13.83;0;78.84;9.67;45892.28;12.2;175.1;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;2.2
4;3;"b";"Wfull";90.17;94.26;90.36;14;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;0.63;13.89;13.89;88.87;19.7;48591.12;12.6;188.99;27.24;20;30;50;1.2;0.218320550014105;11.0340328152601;1.09
4;3;"b";"Wfull";90.48;94.32;90.33;15;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;0.82;13.95;13.95;99.51;30.34;55283.32;12.6;202.94;41.19;20;30;50;1.2;0.268115893208874;11.4416890476496;4.8
4;3;"b";"Wfull";91.62;94.56;90.29;16;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;1.23;14.01;14.01;111.57;42.41;61338.57;13.4;216.95;55.2;20;30;50;1.2;0.328596851881896;11.8549648122933;0.8
4;3;"b";"Wfull";92.02;94.41;90.11;17;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;1.98;14.06;14.06;121.62;52.46;68183.52;13.4;231.01;69.26;20;30;50;1.2;0.401583080956858;12.2728447230805;0
4;3;"b";"Wfull";91.82;94.55;90.13;18;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;1.17;14.12;14.12;131.94;62.77;75276.12;13.4;245.13;83.38;20;30;50;1.2;0.489095644950137;12.6948631776341;4.44
4;3;"b";"Wfull";92.31;94.62;90.12;19;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;1.23;14.18;14.18;143.24;74.07;82214.45;13.4;259.31;97.56;20;30;50;1.2;0.593115946183485;13.1202220541195;0
4;3;"b";"Wfull";92.68;94.63;90.08;20;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;1.57;14.24;14.24;153.91;84.74;89459.18;13.4;273.55;111.8;20;30;50;1.2;0.715458231565453;13.5480898899561;0
4;3;"b";"Wfull";92.23;94.62;89.96;21;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;1.75;14.29;14.29;163.67;94.51;96847.75;13.4;287.84;126.09;20;30;50;1.2;0.857435924780109;13.977307869571;5.45
4;3;"b";"Wfull";92.29;94.44;89.85;22;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;1.52;14.35;14.35;174.49;105.32;104061.55;13.4;302.19;140.44;20;30;50;1.2;1.01987440255511;14.4072988057862;0
4;3;"b";"Wfull";92.99;94.38;89.71;23;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;1.09;14.41;14.41;186.32;117.16;110119.88;20.1;316.6;154.85;20;30;50;1.2;1.20255044648633;14.8371715971489;6.7
4;3;"b";"Wfull";98.84;94.32;89.56;24;11.42;11.42;5.6;17.2;70.19;35.9;95.8;5081.62;2.2;14.46;14.46;197.74;128.58;115201.5;24;331.06;169.31;20;30;50;1.2;1.40386139285836;15.2657336536298;3.9
5;3;"c";"Wfull";96.1;98.56;96.71;11;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;1.33;13.71;0;62.16;9.67;39871.82;10;147.5;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
5;3;"c";"Wfull";95.45;97.91;96.54;12;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;1.32;13.77;0;70.23;9.67;44688.12;10;161.27;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
5;3;"c";"Wfull";94.74;97.68;96.47;13;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;0.81;13.83;0;78.84;9.67;45892.28;12.2;175.1;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;2.2
5;3;"c";"Wfull";94.53;97.36;96.35;14;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;0.63;13.89;13.89;88.87;19.7;48591.12;12.6;188.99;27.24;20;30;50;1.2;0.218320550014105;11.0340328152601;1.1
5;3;"c";"Wfull";94.94;97.52;96.27;15;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;0.82;13.95;13.95;99.51;30.34;55283.32;12.6;202.94;41.19;20;30;50;1.2;0.268115893208874;11.4416890476496;4.69
5;3;"c";"Wfull";95.75;97.56;96.26;16;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;1.23;14.01;14.01;111.57;42.41;61338.57;13.4;216.95;55.2;20;30;50;1.2;0.328596851881896;11.8549648122933;0.8
5;3;"c";"Wfull";96.23;97.17;96.22;17;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;1.98;14.06;14.06;121.62;52.46;68183.52;13.4;231.01;69.26;20;30;50;1.2;0.401583080956858;12.2728447230805;0
5;3;"c";"Wfull";96.39;97.34;96.19;18;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;1.17;14.12;14.12;131.94;62.77;75276.12;13.4;245.13;83.38;20;30;50;1.2;0.489095644950137;12.6948631776341;4.36
5;3;"c";"Wfull";96.54;97.42;96.17;19;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;1.23;14.18;14.18;143.24;74.07;82214.45;13.4;259.31;97.56;20;30;50;1.2;0.593115946183485;13.1202220541195;0
5;3;"c";"Wfull";96.59;97.34;96.09;20;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;1.57;14.24;14.24;153.91;84.74;89459.18;13.4;273.55;111.8;20;30;50;1.2;0.715458231565453;13.5480898899561;0
5;3;"c";"Wfull";96.17;97.33;96.04;21;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;1.75;14.29;14.29;163.67;94.51;96847.75;13.4;287.84;126.09;20;30;50;1.2;0.857435924780109;13.977307869571;5.3
5;3;"c";"Wfull";95.76;97.13;95.97;22;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;1.52;14.35;14.35;174.49;105.32;104061.55;13.4;302.19;140.44;20;30;50;1.2;1.01987440255511;14.4072988057862;0
5;3;"c";"Wfull";95.93;96.95;95.83;23;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;1.09;14.41;14.41;186.32;117.16;110119.88;20.1;316.6;154.85;20;30;50;1.2;1.20255044648633;14.8371715971489;6.7
5;3;"c";"Wfull";97.96;96.6;95.8;24;11.42;11.42;5.6;17.2;70.19;35.9;95.8;5081.62;2.2;14.46;14.46;197.74;128.58;115201.5;24;331.06;169.31;20;30;50;1.2;1.40386139285836;15.2657336536298;3.9
6;3;"d";"Wfull";92.29;95.54;94.37;11;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;1.33;13.71;0;62.16;9.67;39871.82;10;147.5;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
6;3;"d";"Wfull";91.49;94.78;94.16;12;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;1.32;13.77;0;70.23;9.67;44688.12;10;161.27;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
6;3;"d";"Wfull";90.7;94.54;94.03;13;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;0.81;13.83;0;78.84;9.67;45892.28;12.2;175.1;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;2.2
6;3;"d";"Wfull";90.34;94.25;93.9;14;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;0.63;13.89;13.89;88.87;19.7;48591.12;12.6;188.99;27.24;20;30;50;1.2;0.218320550014105;11.0340328152601;1.03
6;3;"d";"Wfull";90.83;94.46;93.87;15;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;0.82;13.95;13.95;99.51;30.34;55283.32;12.6;202.94;41.19;20;30;50;1.2;0.268115893208874;11.4416890476496;4.69
6;3;"d";"Wfull";91.93;94.7;93.86;16;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;1.23;14.01;14.01;111.57;42.41;61338.57;13.4;216.95;55.2;20;30;50;1.2;0.328596851881896;11.8549648122933;0.8
6;3;"d";"Wfull";93.04;94.42;93.8;17;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;1.98;14.06;14.06;121.62;52.46;68183.52;13.4;231.01;69.26;20;30;50;1.2;0.401583080956858;12.2728447230805;0
6;3;"d";"Wfull";93.58;94.63;93.75;18;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;1.17;14.12;14.12;131.94;62.77;75276.12;13.4;245.13;83.38;20;30;50;1.2;0.489095644950137;12.6948631776341;4.36
6;3;"d";"Wfull";93.91;94.73;93.66;19;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;1.23;14.18;14.18;143.24;74.07;82214.45;13.4;259.31;97.56;20;30;50;1.2;0.593115946183485;13.1202220541195;0
6;3;"d";"Wfull";94.49;94.65;93.54;20;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;1.57;14.24;14.24;153.91;84.74;89459.18;13.4;273.55;111.8;20;30;50;1.2;0.715458231565453;13.5480898899561;0
6;3;"d";"Wfull";94.38;94.8;93.44;21;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;1.75;14.29;14.29;163.67;94.51;96847.75;13.4;287.84;126.09;20;30;50;1.2;0.857435924780109;13.977307869571;5.28
6;3;"d";"Wfull";94.26;94.7;93.38;22;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;1.52;14.35;14.35;174.49;105.32;104061.55;13.4;302.19;140.44;20;30;50;1.2;1.01987440255511;14.4072988057862;0
6;3;"d";"Wfull";94.98;94.68;93.33;23;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;1.09;14.41;14.41;186.32;117.16;110119.88;20.1;316.6;154.85;20;30;50;1.2;1.20255044648633;14.8371715971489;6.7
6;3;"d";"Wfull";99.98;94.47;93.17;24;11.42;11.42;5.6;17.2;70.19;35.9;95.8;5081.62;2.2;14.46;14.46;197.74;128.58;115201.5;24;331.06;169.31;20;30;50;1.2;1.40386139285836;15.2657336536298;3.9
7;3;"a";"Wfull_plus";91.99;95.06;89.52;11;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;1.33;13.71;0;62.16;9.67;39871.82;10;147.5;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
7;3;"a";"Wfull_plus";90.77;94.02;89.22;12;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;1.32;13.77;0;70.23;9.67;44688.12;10;161.27;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
7;3;"a";"Wfull_plus";89.81;93.73;89.1;13;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;0.81;13.83;0;78.84;9.67;45892.28;12.2;175.1;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;2.2
7;3;"a";"Wfull_plus";89.79;93.39;88.97;14;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;0.63;13.89;13.89;88.87;19.7;48591.12;12.6;188.99;27.24;20;30;50;1.2;0.218320550014105;11.0340328152601;1.12
7;3;"a";"Wfull_plus";90.52;93.6;88.96;15;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;0.82;13.95;13.95;99.51;30.34;55283.32;12.6;202.94;41.19;20;30;50;1.2;0.268115893208874;11.4416890476496;5.01
7;3;"a";"Wfull_plus";92.22;93.78;88.94;16;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;1.23;14.01;14.01;111.57;42.41;61338.57;13.4;216.95;55.2;20;30;50;1.2;0.328596851881896;11.8549648122933;0.8
7;3;"a";"Wfull_plus";93.11;93.4;88.82;17;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;1.98;14.06;14.06;121.62;52.46;68183.52;13.4;231.01;69.26;20;30;50;1.2;0.401583080956858;12.2728447230805;0
7;3;"a";"Wfull_plus";93.23;93.55;88.77;18;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;1.17;14.12;14.12;131.94;62.77;75276.12;13.4;245.13;83.38;20;30;50;1.2;0.489095644950137;12.6948631776341;4.44
7;3;"a";"Wfull_plus";93.81;93.71;88.67;19;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;1.23;14.18;14.18;143.24;74.07;82214.45;13.4;259.31;97.56;20;30;50;1.2;0.593115946183485;13.1202220541195;0
7;3;"a";"Wfull_plus";94.2;93.69;88.57;20;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;1.57;14.24;14.24;153.91;84.74;89459.18;13.4;273.55;111.8;20;30;50;1.2;0.715458231565453;13.5480898899561;0
7;3;"a";"Wfull_plus";93.7;93.7;88.87;21;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;1.75;14.29;14.29;163.67;94.51;96847.75;13.4;287.84;126.09;20;30;50;1.2;0.857435924780109;13.977307869571;5.43
7;3;"a";"Wfull_plus";94.97;93.5;88.48;22;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;1.52;14.35;14.35;174.49;105.32;104061.55;13.4;302.19;140.44;20;30;50;1.2;1.01987440255511;14.4072988057862;13.18
7;3;"a";"Wfull_plus";120.02;95.18;88.31;23;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;1.09;14.41;14.41;186.32;117.16;110119.88;20.1;316.6;154.85;20;30;50;1.2;1.20255044648633;14.8371715971489;6.7
7;3;"a";"Wfull_plus";124.4;103.95;88.13;24;11.42;11.42;5.6;17.2;70.19;35.9;95.8;5081.62;2.2;14.46;14.46;197.74;128.58;115201.5;24;331.06;169.31;20;30;50;1.2;1.40386139285836;15.2657336536298;3.9
8;3;"b";"Wfull_plus";93.15;96.67;96.7;11;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;1.33;13.71;0;62.16;9.67;39871.82;10;147.5;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
8;3;"b";"Wfull_plus";92.24;96.15;96.55;12;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;1.32;13.77;0;70.23;9.67;44688.12;10;161.27;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;0
8;3;"b";"Wfull_plus";91.4;95.93;96.47;13;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;0.81;13.83;0;78.84;9.67;45892.28;12.2;175.1;13.35;20;30;50;1.2;0.177506972709907;10.6326655312179;2.2
8;3;"b";"Wfull_plus";91.02;95.65;96.29;14;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;0.63;13.89;13.89;88.87;19.7;48591.12;12.6;188.99;27.24;20;30;50;1.2;0.218320550014105;11.0340328152601;1.07
8;3;"b";"Wfull_plus";91.52;95.68;96.14;15;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;0.82;13.95;13.95;99.51;30.34;55283.32;12.6;202.94;41.19;20;30;50;1.2;0.268115893208874;11.4416890476496;4.72
8;3;"b";"Wfull_plus";92.45;95.84;96.15;16;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;1.23;14.01;14.01;111.57;42.41;61338.57;13.4;216.95;55.2;20;30;50;1.2;0.328596851881896;11.8549648122933;0.8
8;3;"b";"Wfull_plus";93.43;95.68;95.95;17;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;1.98;14.06;14.06;121.62;52.46;68183.52;13.4;231.01;69.26;20;30;50;1.2;0.401583080956858;12.2728447230805;0
8;3;"b";"Wfull_plus";93.73;95.8;95.94;18;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;1.17;14.12;14.12;131.94;62.77;75276.12;13.4;245.13;83.38;20;30;50;1.2;0.489095644950137;12.6948631776341;4.36
