"satz_id";"variante_H2O";"wiederholung";"zeit_messung";"tage_seit_aussaat";"T0020_nFK";"T2040_nFK";"T4060_nFK";"bewaesserung_mm";"Tempsum";"Tmax_gradC";"Tmin_gradC";"Tmean_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"Gobsum";"globalstrahlung_Mj_m2";"niederschlag_mm";"windgeschwindigkeit_m_s";"FAO56_mm";"xxx";"T0020_Auswaschung_prozent_nFK";"T2040_Auswaschung_prozent_nFK";"T4060_Auswaschung_prozent_nFK";"T0020_Auswaschung_mm";"T2040_Auswaschung_mm";"T4060_Auswaschung_mm";"T0020_mm";"T2040_mm";"T4060_mm";"freier_Speicher_T0020_mm";"freier_Speicher_T2040_mm";"freier_Speicher_T4060_mm";"T0060_mm"
2;"Wred";"b";2020-08-11;16;92.05;98.66;101.47;9;378.27;35.5;20.6;26.91;59.86;34;341.25;15.48;0.2;1.11;4;13;0;0;1.47;0;0;0.45178;30.2537666666667;31.37388;31.1851133333333;2.6129;0.426119999999997;-0.451779999999999;92.81276
2;"Wred";"b";2020-08-12;17;93.41;97.48;100.83;0;403.78;34.4;18.5;25.51;67.13;41.6;360.47;19.22;2.6;1.31;4.3;14;0;0;0.829999999999998;0;0;0.255086666666666;30.7007533333333;30.99864;30.98842;2.16591333333334;0.801359999999995;-0.255086666666667;92.6878133333333
2;"Wred";"b";2020-08-13;18;94.95;96.95;100.1;0;426.24;25.9;18.7;22.46;81.23;61.9;369.62;9.15;3.5;0.75;2.1;15;0;0;0.0999999999999943;0;0;0.0307333333333316;31.2069;30.8301;30.7640666666667;1.65976666666667;0.969899999999999;-0.0307333333333304;92.8010666666667
2;"Wred";"b";2020-08-14;19;95.04;96.85;99.58;0;448.48;29.3;18.8;22.24;78.51;51.3;383.35;13.73;0.3;0.81;2.8;16;0;0;0;0;0;0;31.23648;30.7983;30.6042533333333;1.63018666666666;1.0017;0.129079999999998;92.6390333333333
2;"Wred";"b";2020-08-15;20;90.36;96.44;99.5;0;471.38;28.7;17;22.9;73.56;50.1;400.41;17.06;0;0.84;3.3;17;0;0;0;0;0;0;29.69832;30.66792;30.5796666666667;3.16834666666667;1.13208;0.153666666666666;90.9459066666667
2;"Wred";"b";2020-08-16;21;82.43;95.6;99.19;0;495.98;32.1;17.1;24.6;66.21;38.9;420.45;20.04;0;1.3;4.2;18;0;0;0;0;0;0;27.0919933333333;30.4008;30.4843933333333;5.77467333333333;1.3992;0.248940000000001;87.9771866666667
2;"Wred";"b";2020-08-17;22;73.98;94.28;98.58;0;518.36;28.6;18.4;22.38;66.27;42.9;433.99;13.54;0;1.12;3.1;19;0;0;0;0;0;0;24.31476;29.98104;30.29692;8.55190666666667;1.81896;0.436413333333334;84.59272
2;"Wred";"b";2020-08-18;23;66.38;92.95;98.22;0;539.77;28;15.4;21.41;64.77;39.7;454.2;20.21;0;1.12;3.8;20;0;0;0;0;0;0;21.8168933333333;29.5581;30.18628;11.0497733333333;2.2419;0.547053333333334;81.5612733333333
2;"Wred";"b";2020-08-19;24;60.8;91.23;97.68;0;561.63;28.6;13.3;21.86;64.55;39.2;474.13;19.93;0.4;0.81;3.6;21;0;0;0;0;0;0;19.9829333333333;29.01114;30.02032;12.8837333333333;2.78886;0.713013333333329;79.0143933333333
2;"Wred";"b";2020-08-20;25;56.64;89.56;97.44;0;586.57;32.8;18.4;24.94;68;40.5;494.4;20.27;4.8;0.85;4.1;22;0;0;0;0;0;0;18.61568;28.48008;29.94656;14.2509866666667;3.31992;0.786773333333333;77.04232
2;"Wred";"b";2020-08-21;26;54.25;87.65;97.01;0;612.86;31.9;18.5;26.29;62.37;44.4;509.38;14.98;0;1.07;3.5;23;0;0;0;0;0;0;17.8301666666667;27.8727;29.8144066666667;15.0365;3.9273;0.918926666666664;75.5172733333333
2;"Wred";"b";2020-08-22;27;52.86;85.18;96;0;635.76;27.6;16.5;22.9;64.04;37.7;527.26;17.88;1.6;1.54;3.7;24;0;0;0;0;0;0;17.37332;27.08724;29.504;15.4933466666667;4.71276;1.22933333333333;73.96456
2;"Wred";"b";2020-08-23;28;52.3;82.49;95.17;0;656.02;24.7;16.2;20.26;59.17;38.2;545.47;18.21;0;1.61;3.7;25;0;0;0;0;0;0;17.1892666666667;26.23182;29.2489133333333;15.6774;5.56818;1.48442;72.67
2;"Wred";"b";2020-08-24;29;52.23;79.56;94.28;0;674.65;23.7;13.5;18.63;61.74;42.7;560.86;15.39;0;1.17;3;26;0;0;0;0;0;0;17.16626;25.30008;28.9753866666667;15.7004066666667;6.49992;1.75794666666667;71.4417266666667
2;"Wred";"b";2020-08-25;30;53.37;76.6;93.04;0;693.75;24.9;11.9;19.1;61.73;44.9;571.51;10.65;0;0.82;2.3;27;0;0;0;0;0;0;17.54094;24.3588;28.5942933333333;15.3257266666667;7.4412;2.13904;70.4940333333333
2;"Wred";"b";2020-08-26;31;53.05;72.41;92.07;0;714.49;24.6;15.2;20.74;54.08;41;585.11;13.6;0;2.8;3.9;28;0;0;0;0;0;0;17.4357666666667;23.02638;28.29618;15.4309;8.77362;2.43715333333333;68.7583266666667
2;"Wred";"b";2020-08-27;32;52.33;68.48;90.9;0;732.98;24.8;10.7;18.49;61.9;38.6;601.25;16.14;0;0.82;2.8;29;0;0;0;0;0;0;17.1991266666667;21.77664;27.9366;15.66754;10.02336;2.79673333333333;66.9123666666667
2;"Wred";"b";2020-08-28;33;52.31;64.61;89.94;0;751.89;23.9;13.5;18.91;66.7;42.6;615.35;14.1;0.4;1.18;2.7;30;0;0;0;0;0;0;17.1925533333333;20.54598;27.64156;15.6741133333333;11.25402;3.09177333333333;65.3800933333333
2;"Wred";"b";2020-08-29;34;53.05;60.66;88.48;0;768.68;22.2;11.1;16.79;71.03;49.9;629.11;13.76;0;1.2;2.5;31;0;0;0;0;0;0;17.4357666666667;19.28988;27.1928533333333;15.4309;12.51012;3.54048;63.9185
2;"Wred";"b";2020-08-30;35;52.6;58.03;86.99;0;785.54;21.5;12.4;16.86;71.5;54.3;636.68;7.57;0;1;1.8;32;0;0;0;0;0;0;17.2878666666667;18.45354;26.7349266666667;15.5788;13.34646;3.99840666666667;62.4763333333333
2;"Wred";"b";2020-08-31;36;52.38;56.33;85.58;0;801.57;21.7;12.9;16.03;86.12;62.2;646.89;10.21;26;0.77;1.8;33;0;0;0;0;0;0;17.21556;17.91294;26.3015866666667;15.6511066666667;13.88706;4.43174666666667;61.4300866666667
2;"Wred";"b";2020-09-01;37;53.5233333333333;55.76;84.55;0;818.52;22.6;14;16.95;71.54;45.1;659.2;12.31;0;1.54;2.5;34;0;0;0;0;0;0;17.5913355555556;17.73168;25.9850333333333;15.2753311111111;14.06832;4.7483;61.3080488888889
2;"Wred";"b";2020-09-02;38;54.6666666666667;54.93;82.82;0;835.5;22.9;11.3;16.98;65.71;42.1;676.16;16.96;0;0.89;2.7;35;0;0;0;0;0;0;17.9671111111111;17.46774;25.4533466666667;14.8995555555556;14.33226;5.27998666666667;60.8881977777778
2;"Wred";"b";2020-09-03;39;55.81;54.16;81.49;0;850.71;21.6;8.8;15.21;76.65;50.8;684.63;8.47;0;0.56;1.6;36;0;0;0;0;0;0;18.3428866666667;17.22288;25.0445933333333;14.52378;14.57712;5.68874;60.61036
2;"Wred";"b";2020-09-04;40;55.21;53.89;80.04;0;872.28;28.6;15.6;21.57;62.44;39.5;697.39;12.76;0;0.76;2.6;37;0;0;0;0;0;0;18.1456866666667;17.13702;24.59896;14.72098;14.66298;6.13437333333333;59.8816666666667
2;"Wred";"b";2020-09-05;41;54.2;53.39;77.72;0;890.19;23.2;13.9;17.91;71.94;50.9;710.76;13.37;0;1.39;2.5;38;0;0;0;0;0;0;17.8137333333333;16.97802;23.8859466666667;15.0529333333333;14.82198;6.84738666666667;58.6777
2;"Wred";"b";2020-09-06;42;53.38;52.91;74.85;0;905.04;21.1;8.7;14.85;64.62;37.7;724.9;14.14;0;0.8;2.2;39;0;0;0;0;0;0;17.5442266666667;16.82538;23.0039;15.32244;14.97462;7.72943333333334;57.3735066666667
2;"Wred";"b";2020-09-07;43;53.1;52.71;72.21;0;920.93;24.1;8.4;15.89;62.14;35.3;745.26;20.36;0;0.81;2.9;40;0;0;0;0;0;0;17.4522;16.76178;22.19254;15.4144666666667;15.03822;8.54079333333333;56.40652
2;"Wred";"b";2020-09-08;44;52.86;52.57;67.74;0;938.18;27.7;6.8;17.25;60.64;31;765.1;19.84;0;0.69;3;41;0;0;0;0;0;0;17.37332;16.71726;20.81876;15.4933466666667;15.08274;9.91457333333333;54.90934
2;"Wred";"b";2020-09-09;45;52.51;52.6;64.18;0;957.36;26.7;10.1;19.18;68.12;47.3;781.24;16.14;0;0.87;2.7;42;0;0;0;0;0;0;17.2582866666667;16.7268;19.7246533333333;15.60838;15.0732;11.00868;53.70974
2;"Wred";"b";2020-09-10;46;52.8;52.94;61.66;0;977.48;25;16.7;20.12;63.91;45.5;796.77;15.53;0;1.03;2.8;43;0;0;0;0;0;0;17.3536;16.83492;18.9501733333333;15.5130666666667;14.96508;11.78316;53.1386933333333
3;"Wfull_plus";"a";2021-04-16;11;91.99;95.06;89.52;0;62.16;9.5;1.4;5.88;62.2;43.6;143.54;11.72;0;1.33;1.7;1;0;0;0;0;0;0;30.2340466666667;30.22908;27.51248;2.63262;1.57092;3.22085333333333;87.9756066666667
3;"Wfull_plus";"a";2021-04-17;12;90.77;94.02;89.22;0;70.24;13.2;2.6;8.08;58.52;36;160.88;17.34;0;1.32;2.4;2;0;0;0;0;0;0;29.8330733333333;29.89836;27.42028;3.03359333333334;1.90164;3.31305333333333;87.1517133333333
3;"Wfull_plus";"a";2021-04-18;13;89.81;93.73;89.1;0;78.84;12;7.5;8.6;73.06;56.7;165.21;4.33;2.2;0.81;1.1;3;0;0;0;0;0;0;29.5175533333333;29.80614;27.3834;3.34911333333333;1.99386;3.34993333333333;86.7070933333333
3;"Wfull_plus";"a";2021-04-19;14;89.79;93.39;88.97;0.72;88.87;14.7;5.8;10.03;75.82;52.7;174.93;9.72;0.4;0.63;1.6;4;0;0;0;0;0;0;29.51098;29.69802;27.3434466666667;3.35568666666667;2.10198;3.38988666666667;86.5524466666667
3;"Wfull_plus";"a";2021-04-20;15;90.52;93.6;88.96;5.01;99.51;18.5;1.5;10.64;67.4;36.7;199.02;24.09;0;0.82;3;5;0;0;0;0;0;0;29.7509066666667;29.7648;27.3403733333333;3.11576;2.0352;3.39296;86.85608
3;"Wfull_plus";"a";2021-04-21;16;92.22;93.78;88.94;0;111.57;20;3.9;12.06;63.79;37;220.82;21.8;0.8;1.23;3.1;6;0;0;0;0;0;0;30.30964;29.82204;27.3342266666667;2.55702666666667;1.97796;3.39910666666667;87.4659066666667
