"satz_id";"variante_H2O";"wiederholung";"zeit_messung";"tage_seit_aussaat";"T0020_nFK";"T2040_nFK";"T4060_nFK";"bewaesserung_mm";"Tempsum";"Tmax_gradC";"Tmin_gradC";"Tmean_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"Gobsum";"globalstrahlung_Mj_m2";"niederschlag_mm";"windgeschwindigkeit_m_s";"FAO56_mm";"xxx";"T0020_Auswaschung_prozent_nFK";"T2040_Auswaschung_prozent_nFK";"T4060_Auswaschung_prozent_nFK";"T0020_Auswaschung_mm";"T2040_Auswaschung_mm";"T4060_Auswaschung_mm";"T0020_mm";"T2040_mm";"T4060_mm";"freier_Speicher_T0020_mm";"freier_Speicher_T2040_mm";"freier_Speicher_T4060_mm";"T0060_mm"
2;"Wfull";"a";2020-07-30;4;103.58;105.12;104.21;9;87.77;31.3;12.1;22.54;48.06;25.2;95.03;26.91;0;0.89;5;1;3.58;5.12;4.20999999999999;1.17662666666667;1.62816;1.29387333333333;34.0432933333333;33.42816;32.0272066666667;-1.17662666666667;-1.62816;-1.29387333333334;99.49866
2;"Wfull";"a";2020-07-31;5;106.11;104.07;102.42;0.5;113.03;35.3;13.4;25.26;46.55;25.6;121.93;26.9;0;0.78;5.3;2;6.11;4.06999999999999;2.42;2.00815333333333;1.29426;0.743746666666667;34.87482;33.09426;31.47708;-2.00815333333333;-1.29426;-0.743746666666667;99.44616
2;"Wfull";"a";2020-08-01;6;102.22;103.34;102.13;9;137.84;33.2;15.9;24.81;59.9;39.7;135.24;13.31;0.1;0.78;3.2;3;2.22;3.34;2.13;0.72964;1.06212;0.654619999999999;33.5963066666667;32.86212;31.3879533333333;-0.729640000000003;-1.06212;-0.654619999999998;97.84638
2;"Wfull";"a";2020-08-02;7;114.59;105.83;102.09;0;160.89;28.4;17.5;23.05;61.7;38.4;154.64;19.4;6.1;1.77;4.3;4;14.59;5.83;2.09;4.79524666666667;1.85394;0.642326666666668;37.6619133333333;33.65394;31.37566;-4.79524666666667;-1.85394;-0.642326666666673;102.691513333333
2;"Wfull";"a";2020-08-03;8;107.79;109.84;103.36;0;180.46;24.7;16.6;19.57;62.77;38.6;166.38;11.74;0;1.44;3;5;7.79000000000001;9.84;3.36;2.56031333333334;3.12912;1.03264;35.42698;34.92912;31.7659733333333;-2.56031333333333;-3.12912;-1.03264;102.122073333333
2;"Wfull";"a";2020-08-04;9;104.1;107.24;103.99;0;200.42;26.7;14.9;19.96;55.62;36.2;186.1;19.72;0;1.49;4.1;6;4.09999999999999;7.23999999999999;3.98999999999999;1.34753333333333;2.30232;1.22626;34.2142;34.10232;31.9595933333333;-1.34753333333333;-2.30232;-1.22626;100.276113333333
2;"Wfull";"a";2020-08-05;10;101.75;106.01;103.97;4.8;220.85;28.4;10.4;20.43;52.58;28.4;211.82;25.72;0;0.88;4.5;7;1.75;6.01000000000001;3.97;0.575166666666667;1.91118;1.22011333333333;33.4418333333333;33.71118;31.9534466666667;-0.575166666666668;-1.91118;-1.22011333333333;99.10646
2;"Wfull";"a";2020-08-06;11;100.62;104.75;103.68;0;243.44;31.1;12.2;22.59;53.49;33.3;237.75;25.93;0;0.91;4.8;8;0.620000000000005;4.75;3.68000000000001;0.203773333333335;1.5105;1.13098666666667;33.07044;33.3105;31.86432;-0.203773333333331;-1.5105;-1.13098666666667;98.24526
2;"Wfull";"a";2020-08-07;12;99.83;104.67;103.52;9.3;268.83;34.5;14.4;25.39;52.22;30.1;263;25.25;0;0.89;5;9;0;4.67;3.52;0;1.48506;1.08181333333333;32.8107933333333;33.28506;31.8151466666667;0.0558733333333379;-1.48506;-1.08181333333333;97.911
2;"Wfull";"a";2020-08-08;13;103.75;103.99;103.09;0;296.24;36.4;17.1;27.41;51.94;28.9;287.59;24.59;0;0.68;5;10;3.75;3.98999999999999;3.09;1.2325;1.26882;0.949660000000001;34.0991666666667;33.06882;31.6829933333333;-1.2325;-1.26882;-0.949660000000005;98.85098
2;"Wfull";"a";2020-08-09;14;101.23;103.72;102.28;0;324.05;37.1;17.9;27.81;50.07;26.4;310.77;23.18;0;1.11;5.3;11;1.23;3.72;2.28;0.404260000000001;1.18296;0.70072;33.2709266666667;32.98296;31.4340533333333;-0.404260000000001;-1.18296;-0.700719999999997;97.68794
2;"Wfull";"a";2020-08-10;15;97.38;102.8;102.3;0;351.36;34.8;21.5;27.31;53.54;32.8;325.77;15;0;0.86;3.8;12;0;2.8;2.3;0;0.890399999999999;0.706866666666666;32.00556;32.6904;31.4402;0.861106666666664;-0.890400000000003;-0.706866666666663;96.13616
2;"Wfull";"a";2020-08-11;16;93.51;100.99;101.65;9;378.27;35.5;20.6;26.91;59.86;34;341.25;15.48;0.2;1.11;4;13;0;0.989999999999995;1.65000000000001;0;0.314819999999998;0.507100000000002;30.73362;32.11482;31.2404333333333;2.13304666666667;-0.314820000000001;-0.507100000000005;94.0888733333333
2;"Wfull";"a";2020-08-12;17;94.57;99.62;101.11;0;403.78;34.4;18.5;25.51;67.13;41.6;360.47;19.22;2.6;1.31;4.3;14;0;0;1.11;0;0;0.34114;31.0820066666667;31.67916;31.0744733333333;1.78466;0.120839999999998;-0.341140000000003;93.83564
2;"Wfull";"a";2020-08-13;18;95.87;98.55;100.57;0;426.24;25.9;18.7;22.46;81.23;61.9;369.62;9.15;3.5;0.75;2.1;15;0;0;0.569999999999993;0;0;0.175179999999998;31.5092733333333;31.3389;30.9085133333333;1.35739333333333;0.461099999999998;-0.175180000000001;93.7566866666667
2;"Wfull";"a";2020-08-14;19;96.22;98.34;100.21;0;448.48;29.3;18.8;22.24;78.51;51.3;383.35;13.73;0.3;0.81;2.8;16;0;0;0.209999999999994;0;0;0.0645399999999981;31.6243066666667;31.27212;30.7978733333333;1.24236;0.52788;-0.0645400000000009;93.6943
2;"Wfull";"a";2020-08-15;20;91.94;98.11;100.09;0;471.38;28.7;17;22.9;73.56;50.1;400.41;17.06;0;0.84;3.3;17;0;0;0.0900000000000034;0;0;0.027660000000001;30.2176133333333;31.19898;30.7609933333333;2.64905333333333;0.601020000000002;-0.0276600000000045;92.1775866666667
2;"Wfull";"a";2020-08-16;21;84.94;96.53;99.33;0;495.98;32.1;17.1;24.6;66.21;38.9;420.45;20.04;0;1.3;4.2;18;0;0;0;0;0;0;27.9169466666667;30.69654;30.52742;4.94972;1.10346;0.205913333333335;89.1409066666667
2;"Wfull";"a";2020-08-17;22;77.51;94.04;98.85;0;518.36;28.6;18.4;22.38;66.27;42.9;433.99;13.54;0;1.12;3.1;19;0;0;0;0;0;0;25.4749533333333;29.90472;30.3799;7.39171333333333;1.89528;0.353433333333335;85.7595733333333
2;"Wfull";"a";2020-08-18;23;70.92;91.8;98.46;9.4;539.77;28;15.4;21.41;64.77;39.7;454.2;20.21;0;1.12;3.8;20;0;0;0;0;0;0;23.30904;29.1924;30.26004;9.55762666666666;2.6076;0.473293333333334;82.76148
2;"Wfull";"a";2020-08-19;24;66.25;89.58;97.35;0;561.63;28.6;13.3;21.86;64.55;39.2;474.13;19.93;0.4;0.81;3.6;21;0;0;0;0;0;0;21.7741666666667;28.48644;29.9189;11.0925;3.31356;0.814433333333337;80.1795066666667
2;"Wfull";"a";2020-08-20;25;63.49;87.91;96.74;0;586.57;32.8;18.4;24.94;68;40.5;494.4;20.27;4.8;0.85;4.1;22;0;0;0;0;0;0;20.8670466666667;27.95538;29.7314266666667;11.99962;3.84462;1.00190666666667;78.5538533333333
2;"Wfull";"a";2020-08-21;26;59.88;85.55;96.24;0;612.86;31.9;18.5;26.29;62.37;44.4;509.38;14.98;0;1.07;3.5;23;0;0;0;0;0;0;19.68056;27.2049;29.57776;13.1861066666667;4.5951;1.15557333333334;76.46322
2;"Wfull";"a";2020-08-22;27;56.35;82.32;95.22;0;635.76;27.6;16.5;22.9;64.04;37.7;527.26;17.88;1.6;1.54;3.7;24;0;0;0;0;0;0;18.5203666666667;26.17776;29.26428;14.3463;5.62224;1.46905333333333;73.9624066666667
2;"Wfull";"a";2020-08-23;28;54.46;79.24;94.08;0;656.02;24.7;16.2;20.26;59.17;38.2;545.47;18.21;0;1.61;3.7;25;0;0;0;0;0;0;17.8991866666667;25.19832;28.91392;14.96748;6.60168;1.81941333333333;72.0114266666667
2;"Wfull";"a";2020-08-24;29;53.29;76.02;92.92;19.2;674.65;23.7;13.5;18.63;61.74;42.7;560.86;15.39;0;1.17;3;26;0;0;0;0;0;0;17.5146466666667;24.17436;28.5574133333333;15.35202;7.62564;2.17592;70.24642
2;"Wfull";"a";2020-08-25;30;53.07;75.77;92.02;0;693.75;24.9;11.9;19.1;61.73;44.9;571.51;10.65;0;0.82;2.3;27;0;0;0;0;0;0;17.44234;24.09486;28.2808133333333;15.4243266666667;7.70514;2.45252;69.8180133333333
2;"Wfull";"a";2020-08-26;31;53.83;73.41;90.84;0;714.49;24.6;15.2;20.74;54.08;41;585.11;13.6;0;2.8;3.9;28;0;0;0;0;0;0;17.6921266666667;23.34438;27.91816;15.17454;8.45562;2.81517333333333;68.9546666666667
2;"Wfull";"a";2020-08-27;32;54.45;71.42;89.81;0;732.98;24.8;10.7;18.49;61.9;38.6;601.25;16.14;0;0.82;2.8;29;0;0;0;0;0;0;17.8959;22.71156;27.6016066666667;14.9707666666667;9.08844;3.13172666666667;68.2090666666667
2;"Wfull";"a";2020-08-28;33;55.03;69.91;89.1;0;751.89;23.9;13.5;18.91;66.7;42.6;615.35;14.1;0.4;1.18;2.7;30;0;0;0;0;0;0;18.0865266666667;22.23138;27.3834;14.78014;9.56862;3.34993333333333;67.7013066666667
2;"Wfull";"a";2020-08-29;34;54.64;67.64;87.96;19.4;768.68;22.2;11.1;16.79;71.03;49.9;629.11;13.76;0;1.2;2.5;31;0;0;0;0;0;0;17.9583466666667;21.50952;27.03304;14.90832;10.29048;3.70029333333333;66.5009066666667
2;"Wfull";"a";2020-08-30;35;58.51;68.09;87.3;0;785.54;21.5;12.4;16.86;71.5;54.3;636.68;7.57;0;1;1.8;32;0;0;0;0;0;0;19.2302866666667;21.65262;26.8302;13.63638;10.14738;3.90313333333333;67.7131066666667
2;"Wfull";"a";2020-08-31;36;73.18;69.86;86.62;0;801.57;21.7;12.9;16.03;86.12;62.2;646.89;10.21;26;0.77;1.8;33;0;0;0;0;0;0;24.0518266666667;22.21548;26.6212133333333;8.81484;9.58452;4.11212;72.88852
2;"Wfull";"a";2020-09-01;37;115.36;96.85;87.21;0;818.52;22.6;14;16.95;71.54;45.1;659.2;12.31;0;1.54;2.5;34;15.36;0;0;5.04832;0;0;37.9149866666667;30.7983;26.80254;-5.04832;1.0017;3.93079333333333;95.5158266666667
2;"Wfull";"a";2020-09-02;38;105.34;102.54;89.54;0;835.5;22.9;11.3;16.98;65.71;42.1;676.16;16.96;0;0.89;2.7;35;5.34;2.54000000000001;0;1.75508;0.807720000000002;0;34.6217466666667;32.60772;27.5186266666667;-1.75508000000001;-0.80772;3.21470666666666;94.7480933333333
2;"Wfull";"a";2020-09-03;39;99.21;98.73;91.59;0;850.71;21.6;8.8;15.21;76.65;50.8;684.63;8.47;0;0.56;1.6;36;0;0;0;0;0;0;32.60702;31.39614;28.14866;0.259646666666669;0.403859999999998;2.58467333333333;92.15182
2;"Wfull";"a";2020-09-04;40;91.95;94.92;92.34;0;872.28;28.6;15.6;21.57;62.44;39.5;697.39;12.76;0;0.76;2.6;37;0;0;0;0;0;0;30.2209;30.18456;28.37916;2.64576666666666;1.61544;2.35417333333333;88.78462
2;"Wfull";"a";2020-09-05;41;81.65;89.24;91.8;0;890.19;23.2;13.9;17.91;71.94;50.9;710.76;13.37;0;1.39;2.5;38;0;0;0;0;0;0;26.8356333333333;28.37832;28.2132;6.03103333333333;3.42168;2.52013333333333;83.4271533333333
2;"Wfull";"a";2020-09-06;42;70.77;84.05;90.44;0;905.04;21.1;8.7;14.85;64.62;37.7;724.9;14.14;0;0.8;2.2;39;0;0;0;0;0;0;23.25974;26.7279;27.7952266666667;9.60692666666667;5.0721;2.93810666666667;77.7828666666667
2;"Wfull";"a";2020-09-07;43;63.08;80.88;89.02;0;920.93;24.1;8.4;15.89;62.14;35.3;745.26;20.36;0;0.81;2.9;40;0;0;0;0;0;0;20.7322933333333;25.71984;27.3588133333333;12.1343733333333;6.08016;3.37452;73.8109466666667
2;"Wfull";"a";2020-09-08;44;56.48;76.01;87.38;18.8;938.18;27.7;6.8;17.25;60.64;31;765.1;19.84;0;0.69;3;41;0;0;0;0;0;0;18.5630933333333;24.17118;26.8547866666667;14.3035733333333;7.62882;3.87854666666667;69.58906
2;"Wfull";"a";2020-09-09;45;66.12;72.41;85.72;0;957.36;26.7;10.1;19.18;68.12;47.3;781.24;16.14;0;0.87;2.7;42;0;0;0;0;0;0;21.73144;23.02638;26.3446133333333;11.1352266666667;8.77362;4.38872;71.1024333333333
2;"Wfull";"a";2020-09-10;46;83.14;70.72;85.16;0;977.48;25;16.7;20.12;63.91;45.5;796.77;15.53;0;1.03;2.8;43;0;0;0;0;0;0;27.3253466666667;22.48896;26.1725066666667;5.54132;9.31104;4.56082666666667;75.9868133333333
2;"Wred";"b";2020-07-30;4;102.3;99.71;100.62;9;87.77;31.3;12.1;22.54;48.06;25.2;95.03;26.91;0;0.89;5;1;2.3;0;0.620000000000005;0.755933333333332;0;0.190546666666668;33.6226;31.70778;30.92388;-0.755933333333331;0.0922200000000011;-0.190546666666666;96.25426
2;"Wred";"b";2020-07-31;5;105.05;99.87;99.55;0.5;113.03;35.3;13.4;25.26;46.55;25.6;121.93;26.9;0;0.78;5.3;2;5.05;0;0;1.65976666666667;0;0;34.5264333333333;31.75866;30.5950333333333;-1.65976666666667;0.0413399999999982;0.138300000000001;96.8801266666667
2;"Wred";"b";2020-08-01;6;101.09;99.97;99.43;9;137.84;33.2;15.9;24.81;59.9;39.7;135.24;13.31;0.1;0.78;3.2;3;1.09;0;0;0.358246666666668;0;0;33.2249133333333;31.79046;30.5581533333333;-0.358246666666673;0.00953999999999766;0.175179999999997;95.5735266666667
2;"Wred";"b";2020-08-02;7;113.89;101.86;99.71;0;160.89;28.4;17.5;23.05;61.7;38.4;154.64;19.4;6.1;1.77;4.3;4;13.89;1.86;0;4.56518;0.59148;0;37.4318466666667;32.39148;30.6442066666667;-4.56518;-0.591480000000001;0.0891266666666688;100.467533333333
2;"Wred";"b";2020-08-03;8;106.34;104.61;100.35;0;180.46;24.7;16.6;19.57;62.77;38.6;166.38;11.74;0;1.44;3;5;6.34;4.61;0.349999999999994;2.08374666666667;1.46598;0.107566666666665;34.9504133333333;33.26598;30.8409;-2.08374666666667;-1.46598;-0.107566666666667;99.0572933333333
2;"Wred";"b";2020-08-04;9;102.47;103.25;101.51;0;200.42;26.7;14.9;19.96;55.62;36.2;186.1;19.72;0;1.49;4.1;6;2.47;3.25;1.51000000000001;0.811806666666666;1.0335;0.464073333333335;33.6784733333333;32.8335;31.1974066666667;-0.811806666666662;-1.0335;-0.464073333333335;97.70938
2;"Wred";"b";2020-08-05;10;100.2;102.02;101.9;4.8;220.85;28.4;10.4;20.43;52.58;28.4;211.82;25.72;0;0.88;4.5;7;0.200000000000003;2.02;1.90000000000001;0.0657333333333343;0.642359999999999;0.583933333333335;32.9324;32.44236;31.3172666666667;-0.0657333333333341;-0.64236;-0.583933333333338;96.6920266666667
2;"Wred";"b";2020-08-06;11;99.2;101.04;102.05;0;243.44;31.1;12.2;22.59;53.49;33.3;237.75;25.93;0;0.91;4.8;8;0;1.04000000000001;2.05;0;0.330720000000002;0.630033333333333;32.6037333333333;32.13072;31.3633666666667;0.262933333333329;-0.330720000000003;-0.630033333333333;96.09782
2;"Wred";"b";2020-08-07;12;98.34;100.56;102.18;9.3;268.83;34.5;14.4;25.39;52.22;30.1;263;25.25;0;0.89;5;9;0;0.560000000000002;2.18000000000001;0;0.178080000000001;0.669986666666669;32.32108;31.97808;31.40332;0.545586666666665;-0.178080000000001;-0.669986666666667;95.70248
2;"Wred";"b";2020-08-08;13;102.44;100.29;102.18;0;296.24;36.4;17.1;27.41;51.94;28.9;287.59;24.59;0;0.68;5;10;2.44;0.290000000000006;2.18000000000001;0.801946666666666;0.092220000000002;0.669986666666669;33.6686133333333;31.89222;31.40332;-0.801946666666666;-0.0922200000000046;-0.669986666666667;96.9641533333333
2;"Wred";"b";2020-08-09;14;100.24;100.26;101.91;0;324.05;37.1;17.9;27.81;50.07;26.4;310.77;23.18;0;1.11;5.3;11;0.239999999999995;0.260000000000005;1.91;0.0788799999999983;0.0826800000000016;0.587006666666666;32.9455466666667;31.88268;31.32034;-0.0788799999999981;-0.0826800000000034;-0.587006666666664;96.1485666666667
2;"Wred";"b";2020-08-10;15;96.1;99.73;101.86;0;351.36;34.8;21.5;27.31;53.54;32.8;325.77;15;0;0.86;3.8;12;0;0;1.86;0;0;0.57164;31.5848666666667;31.71414;31.3049733333333;1.2818;0.0858599999999967;-0.571639999999999;94.60398
