satz_id,variante_H2O,wiederholung,zeit_messung,tage_seit_aussaat,B0020_nFK_prozent,B2040_nFK_prozent,B4060_nFK_prozent,Tmean_gradC,Tmean_th9_25_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,globalstrahlung_Wh_m2,par_Wh_m2,niederschlag_mm,windgeschwindigkeit_m_s,FAO56_mm,tageslicht_h,tageslicht_h_th9,Tmean_gradC_sum,Tmean_th9_25_gradC_sum,globalstrahlung_Wh_m2_sum,niederschlag_mm_sum,FAO56_mm_sum,tageslicht_h_sum,tageslicht_h_th9_sum,bewaesserung_mm
2,Wfull,a,2020-07-30,3,109.81,117.16,112.24,22.54,22.54,12.1,31.3,48.06,25.2,83.7,7475.7,856,0,0.89,5,15.19,15.19,87.77,87.77,26398.03,0,18.5,61.04,61.04,9
2,Wfull,a,2020-07-31,4,117.33,112.11,106.55,25.26,25,13.4,35.3,46.55,25.6,77.8,7472.48,848.68,0,0.78,5.3,15.14,15.14,113.04,112.77,33870.5,0,23.8,76.18,76.18,0.5
2,Wfull,a,2020-08-01,5,106.06,109.59,105.78,24.81,24.81,15.9,33.2,59.9,39.7,83.5,3696.62,440.02,0.1,0.78,3.2,15.09,15.09,137.85,137.59,37567.12,0.1,27,91.27,91.27,9
2,Wfull,a,2020-08-02,6,147.83,118.14,105.64,23.05,23.05,17.5,28.4,61.7,38.4,88.1,5390.23,624.62,6.1,1.77,4.3,15.05,15.05,160.9,160.64,42957.35,6.2,31.3,106.32,106.32,0
2,Wfull,a,2020-08-03,7,122.27,128.95,109.2,19.57,19.57,16.6,24.7,62.77,38.6,79,3261.4,409.9,0,1.44,3,15,15,180.47,180.21,46218.75,6.2,34.3,121.32,121.32,0
2,Wfull,a,2020-08-04,8,111.32,120.97,110.97,19.96,19.96,14.9,26.7,55.62,36.2,77,5479.02,615.02,0,1.49,4.1,14.95,14.95,200.43,200.17,51697.78,6.2,38.4,136.27,136.27,0
2,Wfull,a,2020-08-05,9,104.85,118.13,111.01,20.43,20.43,10.4,28.4,52.58,28.4,84,7145.05,808.4,0,0.88,4.5,14.9,14.9,220.86,220.6,58842.82,6.2,42.9,151.17,151.17,4.8
2,Wfull,a,2020-08-06,10,101.88,114.01,110.23,22.59,22.59,12.2,31.1,53.49,33.3,84.5,7203,812.45,0,0.91,4.8,14.84,14.84,243.45,243.18,66045.82,6.2,47.7,166.01,166.01,0
2,Wfull,a,2020-08-07,11,99.72,114.34,109.8,25.39,25,14.4,34.5,52.22,30.1,86.8,7013.95,791.25,0,0.89,5,14.79,14.79,268.84,268.18,73059.77,6.2,52.7,180.8,180.8,9.3
2,Wfull,a,2020-08-08,12,110.94,111.91,108.52,27.41,25,17.1,36.4,51.94,28.9,84.7,6830.08,769.28,0,0.68,5,14.74,14.74,296.25,293.18,79889.85,6.2,57.7,195.54,195.54,0
2,Wfull,a,2020-08-09,13,103.49,111.43,106.42,27.81,25,17.9,37.1,50.07,26.4,79.1,6438.02,722.1,0,1.11,5.3,14.69,14.69,324.06,318.18,86327.88,6.2,63,210.23,210.23,0
2,Wfull,a,2020-08-10,14,93.48,108.61,106.43,27.31,25,21.5,34.8,53.54,32.8,73.7,4166.65,480.72,0,0.86,3.8,14.63,14.63,351.37,343.18,90494.52,6.2,66.8,224.86,224.86,0
2,Wfull,a,2020-08-11,15,84.35,103.48,104.6,26.91,25,20.6,35.5,59.86,34,82.7,4299.68,504.42,0.2,1.11,4,14.58,14.58,378.27,368.18,94794.2,6.4,70.8,239.44,239.44,9
2,Wfull,a,2020-08-12,16,86.84,99.65,103.07,25.51,25,18.5,34.4,67.13,41.6,89.5,5337.62,611.25,2.6,1.31,4.3,14.53,14.53,403.79,393.18,100131.82,9,75.1,253.97,253.97,0
2,Wfull,a,2020-08-13,17,89.8,96.39,101.54,22.46,22.46,18.7,25.9,81.23,61.9,94.5,2541.15,330.8,3.5,0.75,2.1,14.47,14.47,426.25,415.65,102672.98,12.5,77.2,268.44,268.44,0
2,Wfull,a,2020-08-14,18,90.75,96.08,100.62,22.24,22.24,18.8,29.3,78.51,51.3,93.8,3814.6,470.75,0.3,0.81,2.8,14.42,14.42,448.49,437.88,106487.57,12.8,80,282.86,282.86,0
2,Wfull,a,2020-08-15,19,81.23,96.04,100.52,22.9,22.9,17,28.7,73.56,50.1,95.4,4739.68,574.25,0,0.84,3.3,14.36,14.36,471.39,460.78,111227.25,12.8,83.3,297.22,297.22,0
2,Wfull,a,2020-08-16,20,67.29,91.72,98.45,24.6,24.6,17.1,32.1,66.21,38.9,94,5566.32,643.28,0,1.3,4.2,14.3,14.3,495.99,485.39,116793.57,12.8,87.5,311.52,311.52,0
2,Wfull,a,2020-08-17,21,54.15,85.64,97.1,22.38,22.38,18.4,28.6,66.27,42.9,81.5,3760.6,452.18,0,1.12,3.1,14.25,14.25,518.37,507.76,120554.18,12.8,90.6,325.77,325.77,0
2,Wfull,a,2020-08-18,22,44.82,80.65,96.13,21.41,21.41,15.4,28,64.77,39.7,88.6,5614.38,651.65,0,1.12,3.8,14.19,14.19,539.77,529.17,126168.55,12.8,94.4,339.96,339.96,9.4
2,Wfull,a,2020-08-19,23,38.71,75.92,93.35,21.86,21.86,13.3,28.6,64.55,39.2,94,5535.32,634.38,0.4,0.81,3.6,14.14,14.14,561.64,551.03,131703.88,13.2,98,354.1,354.1,0
2,Wfull,a,2020-08-20,24,35.51,72.63,91.86,24.94,24.94,18.4,32.8,68,40.5,94.7,5629.4,662.58,4.8,0.85,4.1,14.08,14.08,586.57,575.97,137333.28,18,102.1,368.18,368.18,0
2,Wfull,a,2020-08-21,25,31.6,68.09,90.65,26.29,25,18.5,31.9,62.37,44.4,92.4,4161.3,494.48,0,1.07,3.5,14.02,14.02,612.87,600.97,141494.58,18,105.6,382.2,382.2,0
2,Wfull,a,2020-08-22,26,28.08,62.09,88.15,22.9,22.9,16.5,27.6,64.04,37.7,92.7,4967.32,579.1,1.6,1.54,3.7,13.96,13.96,635.77,623.87,146461.9,19.6,109.3,396.16,396.16,0
2,Wfull,a,2020-08-23,27,26.36,56.94,85.49,20.26,20.26,16.2,24.7,59.17,38.2,79.8,5058.23,587.48,0,1.61,3.7,13.91,13.91,656.03,644.13,151520.12,19.6,113,410.07,410.07,0
2,Wfull,a,2020-08-24,28,25.33,51.88,82.87,18.63,18.63,13.5,23.7,61.74,42.7,86.6,4274.88,497.48,0,1.17,3,13.85,13.85,674.65,662.76,155795,19.6,116,423.92,423.92,19.2
2,Wfull,a,2020-08-25,29,25.15,51.23,80.84,19.1,19.1,11.9,24.9,61.73,44.9,87,2958.6,358.65,0,0.82,2.3,13.79,13.79,693.75,681.86,158753.6,19.6,118.3,437.71,437.71,0
2,Wfull,a,2020-08-26,30,25.79,47.95,78.3,20.74,20.74,15.2,24.6,54.08,41,74.5,3777.52,428.12,0,2.8,3.9,13.73,13.73,714.49,702.6,162531.12,19.6,122.2,451.44,451.44,0
2,Wfull,a,2020-08-27,31,26.34,45.22,76.12,18.49,18.49,10.7,24.8,61.9,38.6,91.6,4482.3,516.05,0,0.82,2.8,13.67,13.67,732.98,721.08,167013.42,19.6,125,465.11,465.11,0
2,Wfull,a,2020-08-28,32,26.85,43.23,74.64,18.91,18.91,13.5,23.9,66.7,42.6,93.2,3916.05,466.2,0.4,1.18,2.7,13.61,13.61,751.89,740,170929.48,20,127.7,478.72,478.72,0
2,Wfull,a,2020-08-29,33,26.51,40.27,72.32,16.79,16.79,11.1,22.2,71.03,49.9,94.1,3823.07,461.95,0,1.2,2.5,13.55,13.55,768.68,756.79,174752.55,20,130.2,492.27,492.27,19.4
2,Wfull,a,2020-08-30,34,30.83,40.71,71,16.86,16.86,12.4,21.5,71.5,54.3,88,2102.15,272.68,0,1,1.8,13.49,13.49,785.54,773.64,176854.7,20,132,505.76,505.76,0
2,Wfull,a,2020-08-31,35,82.23,43.1,69.67,16.03,16.03,12.9,21.7,86.12,62.2,93.9,2835.7,343.6,26,0.77,1.8,13.43,13.43,801.57,789.67,179690.4,46,133.8,519.19,519.19,0
2,Wfull,a,2020-09-01,36,149.49,97.48,70.83,16.95,16.95,14,22.6,71.54,45.1,90.9,3418.85,407.12,0,1.54,2.5,13.37,13.37,818.52,806.62,183109.25,46,136.3,532.56,532.56,0
2,Wfull,a,2020-09-02,37,115.59,108.02,75.56,16.98,16.98,11.3,22.9,65.71,42.1,83.2,4710.68,539.88,0,0.89,2.7,13.31,13.31,835.49,823.59,187819.92,46,139,545.87,545.87,0
2,Wfull,a,2020-09-03,38,98.18,96.99,79.89,15.21,15.21,8.8,21.6,76.65,50.8,93.3,2353.12,304.8,0,0.56,1.6,13.25,13.25,850.7,838.8,190173.05,46,140.6,559.12,559.12,0
2,Wfull,a,2020-09-04,39,81.91,88.25,81.54,21.57,21.57,15.6,28.6,62.44,39.5,85.8,3545.18,427.1,0,0.76,2.6,13.19,13.19,872.27,860.37,193718.22,46,143.2,572.31,572.31,0
2,Wfull,a,2020-09-05,40,61.93,75.44,80.39,17.91,17.91,13.9,23.2,71.94,50.9,95.9,3714.1,441.8,0,1.39,2.5,13.13,13.13,890.18,878.28,197432.33,46,145.7,585.44,585.44,0
2,Wfull,a,2020-09-06,41,44.94,65.2,77.44,14.85,14.85,8.7,21.1,64.62,37.7,91,3928.95,455.55,0,0.8,2.2,13.07,13.07,905.03,893.14,201361.28,46,147.9,598.51,598.51,0
2,Wfull,a,2020-09-07,42,35.39,59.68,74.53,15.89,15.89,8.4,24.1,62.14,35.3,91.6,5655.45,604.98,0,0.81,2.9,13.01,13.01,920.92,909.03,207016.72,46,150.8,611.52,611.52,0
2,Wfull,a,2020-09-08,43,28.37,52.1,71.54,17.25,17.25,6.8,27.7,60.64,31,93.8,5511.1,609.52,0,0.69,3,12.95,12.95,938.17,926.27,212527.83,46,153.8,624.47,624.47,18.8
2,Wfull,a,2020-09-09,44,39.86,46.4,67.98,19.18,19.18,10.1,26.7,68.12,47.3,91.2,4483.5,507.1,0,0.87,2.7,12.89,12.89,957.35,945.46,217011.33,46,156.5,637.36,637.36,0
2,Wfull,a,2020-09-10,45,63.29,44.03,66.86,20.12,20.12,16.7,25,63.91,45.5,82.5,4313.88,487.3,0,1.03,2.8,12.83,12.83,977.47,965.58,221325.2,46,159.3,650.19,650.19,0
2,Wred,b,2020-07-30,3,106.39,99.28,102.2,22.54,22.54,12.1,31.3,48.06,25.2,83.7,7475.7,856,0,0.89,5,15.19,15.19,87.77,87.77,26398.03,0,18.5,61.04,61.04,9
2,Wred,b,2020-07-31,4,114.16,99.75,98.96,25.26,25,13.4,35.3,46.55,25.6,77.8,7472.48,848.68,0,0.78,5.3,15.14,15.14,113.04,112.77,33870.5,0,23.8,76.18,76.18,0.5
2,Wred,b,2020-08-01,5,102.99,99.97,98.64,24.81,24.81,15.9,33.2,59.9,39.7,83.5,3696.62,440.02,0.1,0.78,3.2,15.09,15.09,137.85,137.59,37567.12,0.1,27,91.27,91.27,9
2,Wred,b,2020-08-02,6,144.81,105.41,99.32,23.05,23.05,17.5,28.4,61.7,38.4,88.1,5390.23,624.62,6.1,1.77,4.3,15.05,15.05,160.9,160.64,42957.35,6.2,31.3,106.32,106.32,0
2,Wred,b,2020-08-03,7,117.92,112.69,100.99,19.57,19.57,16.6,24.7,62.77,38.6,79,3261.4,409.9,0,1.44,3,15,15,180.47,180.21,46218.75,6.2,34.3,121.32,121.32,0
2,Wred,b,2020-08-04,8,106.74,108.84,104.07,19.96,19.96,14.9,26.7,55.62,36.2,77,5479.02,615.02,0,1.49,4.1,14.95,14.95,200.43,200.17,51697.78,6.2,38.4,136.27,136.27,0
2,Wred,b,2020-08-05,9,100.64,105.48,105.25,20.43,20.43,10.4,28.4,52.58,28.4,84,7145.05,808.4,0,0.88,4.5,14.9,14.9,220.86,220.6,58842.82,6.2,42.9,151.17,151.17,4.8
2,Wred,b,2020-08-06,10,98.09,102.82,105.69,22.59,22.59,12.2,31.1,53.49,33.3,84.5,7203,812.45,0,0.91,4.8,14.84,14.84,243.45,243.18,66045.82,6.2,47.7,166.01,166.01,0
2,Wred,b,2020-08-07,11,95.86,101.57,106.03,25.39,25,14.4,34.5,52.22,30.1,86.8,7013.95,791.25,0,0.89,5,14.79,14.79,268.84,268.18,73059.77,6.2,52.7,180.8,180.8,9.3
2,Wred,b,2020-08-08,12,107.27,100.84,106,27.41,25,17.1,36.4,51.94,28.9,84.7,6830.08,769.28,0,0.68,5,14.74,14.74,296.25,293.18,79889.85,6.2,57.7,195.54,195.54,0
2,Wred,b,2020-08-09,13,100.76,100.75,105.2,27.81,25,17.9,37.1,50.07,26.4,79.1,6438.02,722.1,0,1.11,5.3,14.69,14.69,324.06,318.18,86327.88,6.2,63,210.23,210.23,0
2,Wred,b,2020-08-10,14,90.32,99.34,105.06,27.31,25,21.5,34.8,53.54,32.8,73.7,4166.65,480.72,0,0.86,3.8,14.63,14.63,351.37,343.18,90494.52,6.2,66.8,224.86,224.86,0
2,Wred,b,2020-08-11,15,81.05,96.58,103.99,26.91,25,20.6,35.5,59.86,34,82.7,4299.68,504.42,0.2,1.11,4,14.58,14.58,378.27,368.18,94794.2,6.4,70.8,239.44,239.44,9
2,Wred,b,2020-08-12,16,84.19,93.61,102.27,25.51,25,18.5,34.4,67.13,41.6,89.5,5337.62,611.25,2.6,1.31,4.3,14.53,14.53,403.79,393.18,100131.82,9,75.1,253.97,253.97,0
2,Wred,b,2020-08-13,17,87.61,92.28,100.27,22.46,22.46,18.7,25.9,81.23,61.9,94.5,2541.15,330.8,3.5,0.75,2.1,14.47,14.47,426.25,415.65,102672.98,12.5,77.2,268.44,268.44,0
2,Wred,b,2020-08-14,18,87.9,92.03,98.95,22.24,22.24,18.8,29.3,78.51,51.3,93.8,3814.6,470.75,0.3,0.81,2.8,14.42,14.42,448.49,437.88,106487.57,12.8,80,282.86,282.86,0
2,Wred,b,2020-08-15,19,77.82,91.06,98.78,22.9,22.9,17,28.7,73.56,50.1,95.4,4739.68,574.25,0,0.84,3.3,14.36,14.36,471.39,460.78,111227.25,12.8,83.3,297.22,297.22,0
2,Wred,b,2020-08-16,20,63.05,89.06,97.98,24.6,24.6,17.1,32.1,66.21,38.9,94,5566.32,643.28,0,1.3,4.2,14.3,14.3,495.99,485.39,116793.57,12.8,87.5,311.52,311.52,0
2,Wred,b,2020-08-17,21,49.05,85.94,96.38,22.38,22.38,18.4,28.6,66.27,42.9,81.5,3760.6,452.18,0,1.12,3.1,14.25,14.25,518.37,507.76,120554.18,12.8,90.6,325.77,325.77,0
2,Wred,b,2020-08-18,22,39.49,82.9,95.5,21.41,21.41,15.4,28,64.77,39.7,88.6,5614.38,651.65,0,1.12,3.8,14.19,14.19,539.77,529.17,126168.55,12.8,94.4,339.96,339.96,0
2,Wred,b,2020-08-19,23,32.88,79.12,94.11,21.86,21.86,13.3,28.6,64.55,39.2,94,5535.32,634.38,0.4,0.81,3.6,14.14,14.14,561.64,551.03,131703.88,13.2,98,354.1,354.1,0
2,Wred,b,2020-08-20,24,28.39,75.62,93.51,24.94,24.94,18.4,32.8,68,40.5,94.7,5629.4,662.58,4.8,0.85,4.1,14.08,14.08,586.57,575.97,137333.28,18,102.1,368.18,368.18,0
2,Wred,b,2020-08-21,25,26.18,71.75,92.46,26.29,25,18.5,31.9,62.37,44.4,92.4,4161.3,494.48,0,1.07,3.5,14.02,14.02,612.87,600.97,141494.58,18,105.6,382.2,382.2,0
2,Wred,b,2020-08-22,26,24.97,66.99,90,22.9,22.9,16.5,27.6,64.04,37.7,92.7,4967.32,579.1,1.6,1.54,3.7,13.96,13.96,635.77,623.87,146461.9,19.6,109.3,396.16,396.16,0
2,Wred,b,2020-08-23,27,24.49,62.15,88.01,20.26,20.26,16.2,24.7,59.17,38.2,79.8,5058.23,587.48,0,1.61,3.7,13.91,13.91,656.03,644.13,151520.12,19.6,113,410.07,410.07,0
2,Wred,b,2020-08-24,28,24.43,57.22,85.93,18.63,18.63,13.5,23.7,61.74,42.7,86.6,4274.88,497.48,0,1.17,3,13.85,13.85,674.65,662.76,155795,19.6,116,423.92,423.92,0
2,Wred,b,2020-08-25,29,25.4,52.57,83.11,19.1,19.1,11.9,24.9,61.73,44.9,87,2958.6,358.65,0,0.82,2.3,13.79,13.79,693.75,681.86,158753.6,19.6,118.3,437.71,437.71,0
2,Wred,b,2020-08-26,30,25.12,46.57,80.95,20.74,20.74,15.2,24.6,54.08,41,74.5,3777.52,428.12,0,2.8,3.9,13.73,13.73,714.49,702.6,162531.12,19.6,122.2,451.44,451.44,0
2,Wred,b,2020-08-27,31,24.52,41.47,78.42,18.49,18.49,10.7,24.8,61.9,38.6,91.6,4482.3,516.05,0,0.82,2.8,13.67,13.67,732.98,721.08,167013.42,19.6,125,465.11,465.11,0
2,Wred,b,2020-08-28,32,24.5,36.76,76.36,18.91,18.91,13.5,23.9,66.7,42.6,93.2,3916.05,466.2,0.4,1.18,2.7,13.61,13.61,751.89,740,170929.48,20,127.7,478.72,478.72,0
2,Wred,b,2020-08-29,33,25.12,32.36,73.37,16.79,16.79,11.1,22.2,71.03,49.9,94.1,3823.07,461.95,0,1.2,2.5,13.55,13.55,768.68,756.79,174752.55,20,130.2,492.27,492.27,0
2,Wred,b,2020-08-30,34,24.74,29.68,70.39,16.86,16.86,12.4,21.5,71.5,54.3,88,2102.15,272.68,0,1,1.8,13.49,13.49,785.54,773.64,176854.7,20,132,505.76,505.76,0
2,Wred,b,2020-08-31,35,24.56,28.05,67.69,16.03,16.03,12.9,21.7,86.12,62.2,93.9,2835.7,343.6,26,0.77,1.8,13.43,13.43,801.57,789.67,179690.4,46,133.8,519.19,519.19,0
2,Wred,b,2020-09-01,36,,27.52,65.77,16.95,16.95,14,22.6,71.54,45.1,90.9,3418.85,407.12,0,1.54,2.5,13.37,13.37,818.52,806.62,183109.25,46,136.3,532.56,532.56,0
2,Wred,b,2020-09-02,37,,26.77,62.65,16.98,16.98,11.3,22.9,65.71,42.1,83.2,4710.68,539.88,0,0.89,2.7,13.31,13.31,835.49,823.59,187819.92,46,139,545.87,545.87,0
2,Wred,b,2020-09-03,38,27.57,26.08,60.3,15.21,15.21,8.8,21.6,76.65,50.8,93.3,2353.12,304.8,0,0.56,1.6,13.25,13.25,850.7,838.8,190173.05,46,140.6,559.12,559.12,0
2,Wred,b,2020-09-04,39,27.02,25.85,57.92,21.57,21.57,15.6,28.6,62.44,39.5,85.8,3545.18,427.1,0,0.76,2.6,13.19,13.19,872.27,860.37,193718.22,46,143.2,572.31,572.31,0
2,Wred,b,2020-09-05,40,26.12,25.41,54.2,17.91,17.91,13.9,23.2,71.94,50.9,95.9,3714.1,441.8,0,1.39,2.5,13.13,13.13,890.18,878.28,197432.33,46,145.7,585.44,585.44,0
2,Wred,b,2020-09-06,41,25.4,25.01,49.87,14.85,14.85,8.7,21.1,64.62,37.7,91,3928.95,455.55,0,0.8,2.2,13.07,13.07,905.03,893.14,201361.28,46,147.9,598.51,598.51,0
2,Wred,b,2020-09-07,42,25.17,24.84,46.21,15.89,15.89,8.4,24.1,62.14,35.3,91.6,5655.45,604.98,0,0.81,2.9,13.01,13.01,920.92,909.03,207016.72,46,150.8,611.52,611.52,0
2,Wred,b,2020-09-08,43,24.97,24.73,40.64,17.25,17.25,6.8,27.7,60.64,31,93.8,5511.1,609.52,0,0.69,3,12.95,12.95,938.17,926.27,212527.83,46,153.8,624.47,624.47,0
2,Wred,b,2020-09-09,44,24.67,24.74,36.2,19.18,19.18,10.1,26.7,68.12,47.3,91.2,4483.5,507.1,0,0.87,2.7,12.89,12.89,957.35,945.46,217011.33,46,156.5,637.36,637.36,0
2,Wred,b,2020-09-10,45,24.92,25.02,33.31,20.12,20.12,16.7,25,63.91,45.5,82.5,4313.88,487.3,0,1.03,2.8,12.83,12.83,977.47,965.58,221325.2,46,159.3,650.19,650.19,0
3,Wfull_plus,a,2021-04-16,10,80.84,88.4,75.48,5.88,0,1.4,9.5,62.2,43.6,77,3255.98,392.4,0,1.33,1.7,13.71,0,62.16,9.67,39871.82,10,19.3,147.5,13.35,0
3,Wfull_plus,a,2021-04-17,11,78.11,85.33,74.84,8.08,0,2.6,13.2,58.52,36,86.4,4816.3,535.2,0,1.32,2.4,13.77,0,70.23,9.67,44688.12,10,21.7,161.27,13.35,0
3,Wfull_plus,a,2021-04-18,12,76.08,84.64,74.61,8.6,0,7.5,12,73.06,56.7,89.8,1204.15,172.07,2.2,0.81,1.1,13.83,0,78.84,9.67,45892.28,12.2,22.8,175.1,13.35,0
3,Wfull_plus,a,2021-04-19,13,76.06,83.87,74.35,10.03,10.03,5.8,14.7,75.82,52.7,94.7,2698.85,318.95,0.4,0.63,1.6,13.89,13.89,88.87,19.7,48591.12,12.6,24.4,188.99,27.24,0.72
3,Wfull_plus,a,2021-04-20,14,77.67,84.38,74.31,10.64,10.64,1.5,18.5,67.4,36.7,94.9,6692.2,731.88,0,0.82,3,13.95,13.95,99.51,30.34,55283.32,12.6,27.4,202.94,41.19,5.01
3,Wfull_plus,a,2021-04-21,15,81.34,84.78,74.28,12.06,12.06,3.9,20,63.79,37,87.5,6055.25,646.4,0.8,1.23,3.1,14.01,14.01,111.57,42.41,61338.57,13.4,30.5,216.95,55.2,0
3,Wfull_plus,a,2021-04-22,16,83.26,83.91,74.04,10.05,10.05,4,15.5,53.62,28.1,77.6,6844.95,739.1,0,1.98,3.4,14.06,14.06,121.62,52.46,68183.52,13.4,33.9,231.01,69.26,0
3,Wfull_plus,a,2021-04-23,17,83.54,84.27,73.93,10.31,10.31,1.5,17.6,53.17,29.6,84.4,7092.6,770.88,0,1.17,3.3,14.12,14.12,131.94,62.77,75276.12,13.4,37.2,245.13,83.38,4.44
3,Wfull_plus,a,2021-04-24,18,84.86,84.62,73.73,11.3,11.3,3.2,18.4,54.17,32.9,81.2,6938.32,758.8,0,1.23,3.4,14.18,14.18,143.24,74.07,82214.45,13.4,40.6,259.31,97.56,0
3,Wfull_plus,a,2021-04-25,19,85.75,84.57,73.53,10.67,10.67,4.8,16.6,48.3,27.2,67.8,7244.73,790.42,0,1.57,3.6,14.24,14.24,153.91,84.74,89459.18,13.4,44.2,273.55,111.8,0
3,Wfull_plus,a,2021-04-26,20,84.61,84.58,74.14,9.76,9.76,1.9,16.1,43.16,27.7,73.9,7388.58,790.28,0,1.75,3.7,14.29,14.29,163.67,94.51,96847.75,13.4,47.9,287.84,126.09,5.43
3,Wfull_plus,a,2021-04-27,21,90.33,84.14,73.34,10.82,10.82,2.7,17.6,40.61,25.4,59.7,7213.8,784.22,0,1.52,3.7,14.35,14.35,174.49,105.32,104061.55,13.4,51.6,302.19,140.44,13.18
3,Wfull_plus,a,2021-04-28,22,165.87,88.25,72.99,11.83,11.83,1.9,21.9,58.81,29.1,93.9,6058.32,679.02,6.7,1.09,3.3,14.41,14.41,186.32,117.16,110119.88,20.1,54.9,316.6,154.85,0
3,Wfull_plus,a,2021-04-29,23,182.2,113.23,72.64,11.42,11.42,5.6,17.2,70.19,35.9,95.8,5081.62,578.22,3.9,2.2,2.8,14.46,14.46,197.74,128.58,115201.5,24,57.7,331.06,169.31,0
3,Wfull_plus,a,2021-04-30,24,141.69,125.93,72.67,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,418.48,0,0.89,1.8,14.52,0,205.36,128.58,118583.68,24,59.5,345.58,169.31,0
3,Wfull_plus,a,2021-05-01,25,127.12,124.53,73.63,10.02,10.02,2.8,14.8,61.07,37.9,89.8,4033.68,469.82,0,1.44,2.4,14.57,14.57,215.38,138.59,122617.35,24,61.9,360.15,183.88,0
3,Wfull_plus,a,2021-05-02,26,116.46,120.25,74.77,9.27,9.27,3.3,13.4,55.6,37.7,76,5607.25,626.05,0,2.7,3.1,14.63,14.63,224.65,147.86,128224.6,24,65,374.78,198.51,0
3,Wfull_plus,a,2021-05-03,27,109.53,117.99,76.01,8.34,0,-0.2,14.7,60.97,37.2,90.8,4732.32,543.75,0,1.1,2.4,14.68,0,232.99,147.86,132956.92,24,67.4,389.46,198.51,0
3,Wfull_plus,a,2021-05-04,28,104.35,116.04,77.23,9.79,9.79,4.8,14,67.73,47.4,83,2193.3,290.32,0.1,2.94,2,14.73,14.73,242.78,157.65,135150.22,24.1,69.4,404.19,213.24,5.56
3,Wfull_plus,a,2021-05-05,29,112.91,111.66,77.84,7.31,0,3.4,12.2,72.19,45.5,89.8,4149.88,486.65,1.6,2.23,2.2,14.79,0,250.09,157.65,139300.1,25.7,71.6,418.98,213.24,0
3,Wfull_plus,a,2021-05-06,30,112.4,110.8,78.49,6.86,0,2,11.9,81.79,57,93.5,2475.72,318.6,3.7,1.11,1.4,14.84,0,256.94,157.65,141775.83,29.4,73,433.82,213.24,0
3,Wfull_plus,a,2021-05-07,31,123.88,109.53,78.86,8.35,0,3.8,13.3,65.74,39.4,89.8,5855.15,651.28,0,1.96,2.8,14.89,0,265.29,157.65,147630.98,29.4,75.8,448.71,213.24,0
3,Wfull_plus,a,2021-05-08,32,109.77,110.46,79.42,10.29,10.29,0.4,18.3,62.8,42.1,89.4,5233.9,624.02,0,1.12,2.8,14.94,14.94,275.58,167.94,152864.88,29.4,78.6,463.65,228.18,0
3,Wfull_plus,a,2021-05-09,33,101.67,110.86,79.98,18.3,18.3,6.5,28.6,57.11,31.3,89.3,6701.18,782.18,0,1.38,4.5,14.99,14.99,293.87,186.24,159566.05,29.4,83.1,478.64,243.17,0
3,Wfull_plus,a,2021-05-10,34,90.53,106.89,80.21,16.34,16.34,13,20.2,75.5,54.4,95.6,1515.58,212.52,7.2,1.21,1.6,15.04,15.04,310.21,202.57,161081.62,36.6,84.7,493.68,258.21,0
3,Wfull_plus,a,2021-05-11,35,112.36,103.12,80.2,13.55,13.55,12.3,15.1,91.07,85,96.8,1547.03,222.85,4,0.67,1.2,15.09,15.09,323.76,216.12,162628.65,40.6,85.9,508.77,273.3,0
3,Wfull_plus,a,2021-05-12,36,131.21,102.52,80.1,14.16,14.16,8.9,19,72.26,46.9,89.2,4529.52,549.3,0,1.27,2.7,15.14,15.14,337.92,230.28,167158.17,40.6,88.6,523.91,288.44,0
3,Wfull_plus,a,2021-05-13,37,106.63,102.14,80.11,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,687.45,0,1.12,3.1,15.19,15.19,350.79,243.16,172908.83,40.6,91.7,539.1,303.63,0
3,Wfull_plus,a,2021-05-14,38,87.62,98.56,79.89,13.05,13.05,7.1,19.3,68.93,45,88.4,5428.4,645.95,0.3,1.02,3,15.24,15.24,363.84,256.21,178337.22,40.9,94.7,554.34,318.87,0
3,Wfull_plus,a,2021-05-15,39,68.07,92.55,79.66,11.9,11.9,9.2,14.9,75.43,56.3,90.8,3189.2,397.35,2,1.54,2.1,15.28,15.28,375.74,268.1,181526.42,42.9,96.8,569.62,334.15,13.81
3,Wfull_plus,a,2021-05-16,40,171.5,88.86,78.97,11.68,11.68,6.9,18.6,80.23,47.3,95.7,4802.18,584.45,6.6,1.35,2.6,15.33,15.33,387.43,279.79,186328.6,49.5,99.4,584.95,349.48,0
3,Wfull_plus,a,2021-05-17,41,183.03,106.12,78.35,11.93,11.93,8.8,16.4,80.68,62.9,95.5,3797.85,464.98,4.7,1.57,2.2,15.37,15.37,399.36,291.72,190126.45,54.2,101.6,600.32,364.85,0
3,Wfull_plus,a,2021-05-18,42,160.84,127,78.57,11.67,11.67,8.1,16.5,77.5,57.3,92.7,4489.98,544.52,0.8,1.55,2.5,15.42,15.42,411.03,303.39,194616.42,55,104.1,615.74,380.27,0
