satz_id,variante_H2O,wiederholung,zeit_messung,tage_seit_aussaat,B0020_nFK_prozent,B2040_nFK_prozent,B4060_nFK_prozent,Tmean_gradC,Tmean_th9_25_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,globalstrahlung_Wh_m2,par_Wh_m2,niederschlag_mm,windgeschwindigkeit_m_s,FAO56_mm,tageslicht_h,tageslicht_h_th9,Tmean_gradC_sum,Tmean_th9_25_gradC_sum,globalstrahlung_Wh_m2_sum,niederschlag_mm_sum,FAO56_mm_sum,tageslicht_h_sum,tageslicht_h_th9_sum,bewaesserung_mm
4,Wred,c,2021-07-19,35,78.36,104.98,109.82,21.23,21.23,15.8,26.3,66.47,49.1,87.7,6665.98,783.82,0,1.63,4.6,15.67,15.67,732,726.48,185634.12,104.5,129.8,578.51,578.51,0
4,Wred,c,2021-07-20,36,55.03,90.34,104.04,19.24,19.24,11.7,26.2,67.56,44.4,93.8,7032.27,790.78,0,0.93,4.4,15.63,15.63,751.25,745.73,192666.4,104.5,134.2,594.14,594.14,4.69
4,Wred,c,2021-07-21,37,38.42,76.33,99.27,19.41,19.41,11.4,26.4,63.6,41.8,90.2,7672,880.42,0,1.05,4.7,15.59,15.59,770.66,765.14,200338.4,104.5,138.9,609.73,609.73,0
4,Wred,c,2021-07-22,38,29.22,59.64,96.14,20.04,20.04,12.1,27.2,66.19,44.2,92,6946.92,792,0,0.9,4.4,15.55,15.55,790.7,785.18,207285.33,104.5,143.3,625.28,625.28,0
4,Wred,c,2021-07-23,39,26.04,44.65,92.19,20.99,20.99,12.5,28.2,65.23,40.6,94.3,7572.23,849.65,0,0.91,4.8,15.51,15.51,811.69,806.17,214857.55,104.5,148.1,640.79,640.79,0
4,Wred,c,2021-07-24,40,25.03,36.82,87.41,19.36,19.36,14.2,24.1,80.17,62.6,94.4,3775.52,460.02,6,0.75,2.6,15.47,15.47,831.05,825.52,218633.08,110.5,150.7,656.26,656.26,0
4,Wred,c,2021-07-25,41,24.79,33.72,82.92,20.69,20.69,15.4,28.6,78.72,43.7,96.2,6581.35,778.9,3.7,0.75,4.2,15.43,15.43,851.74,846.22,225214.42,114.2,154.9,671.69,671.69,0
4,Wred,c,2021-07-26,42,24.51,29.83,77.91,21.11,21.11,14.7,27.6,73.62,46.7,96.7,6709.98,791.38,0.3,0.91,4.3,15.38,15.38,872.85,867.33,231924.4,114.5,159.2,687.07,687.07,0
4,Wred,c,2021-07-27,43,24.31,27.62,72.89,19.34,19.34,14.7,25.7,78.37,54.9,94.2,4332.38,537.95,1.4,0.88,3,15.34,15.34,892.19,886.67,236256.78,115.9,162.2,702.41,702.41,0
4,Wred,c,2021-07-28,44,24.14,26.64,69.35,19.11,19.11,13.4,25.2,77.19,54,95.9,4403.48,537.8,0.1,1.14,3,15.3,15.3,911.3,905.78,240660.25,116,165.2,717.71,717.71,0
4,Wred,d,2021-06-15,1,61.34,62.9,72.15,22.74,22.74,12.2,30.9,61.41,38,92.5,7198.75,842.5,0,0.88,5,16.2,16.2,42.88,42.88,15705.27,0,10.3,32.39,32.39,11.1
4,Wred,d,2021-06-16,2,67.92,62,70.9,24.49,24.49,16.1,32.8,62.07,36.4,91.2,7875.6,917.88,0,1.01,5.7,16.21,16.21,67.37,67.37,23580.88,0,16,48.6,48.6,0
4,Wred,d,2021-06-17,3,71.29,62.96,70.69,25.98,25,15.8,33.7,61.75,41.2,88.5,7664.95,889.55,0,0.94,5.6,16.22,16.22,93.35,92.37,31245.82,0,21.6,64.82,64.82,11.26
4,Wred,d,2021-06-18,4,109.26,64.29,70.84,27.32,25,18.1,34.2,60.77,40.7,91.2,6581.27,758.22,0,0.78,5.1,16.22,16.22,120.67,117.37,37827.1,0,26.7,81.04,81.04,0
4,Wred,d,2021-06-19,5,86.9,66.06,70.93,26.93,25,18.4,33,58.75,40.4,87.5,7668.85,906.25,0,0.99,5.7,16.23,16.23,147.6,142.37,45495.95,0,32.4,97.27,97.27,11.22
4,Wred,d,2021-06-20,6,99.69,67.1,71.28,25.29,25,19.5,29.2,62.1,45.5,90.4,6055.88,734.58,2.8,1.39,4.8,16.23,16.23,172.89,167.37,51551.82,2.8,37.2,113.5,113.5,0
4,Wred,d,2021-06-21,7,107.42,68.3,70.9,21.07,21.07,17.2,26.5,71.88,51,92.8,5861,701.48,0.1,2.11,4.3,16.23,16.23,193.96,188.44,57412.82,2.9,41.5,129.73,129.73,0
4,Wred,d,2021-06-22,8,170.15,72.44,70.73,16.67,16.67,13.8,18.8,83.7,71.7,90.6,2196,300.98,4.1,1.23,1.8,16.23,16.23,210.63,205.11,59608.82,7,43.3,145.96,145.96,11.22
4,Wred,d,2021-06-23,9,141.95,93.24,70.97,20.05,20.05,15.2,25.8,73.68,54.1,90.7,6233.75,758.6,0.2,1.54,4.2,16.23,16.23,230.68,225.15,65842.57,7.2,47.5,162.19,162.19,0
4,Wred,d,2021-06-24,10,167.12,146.09,72.56,17.58,17.58,16,19.1,87.44,80,93.2,1631.1,233.65,16.1,0.83,1.4,16.22,16.22,248.26,242.74,67473.68,23.3,48.9,178.41,178.41,0
4,Wred,d,2021-06-25,11,149.22,188.33,93.9,18.54,18.54,13.5,23.5,74.13,51.8,90.8,4385.75,538.55,0.8,0.97,3,16.22,16.22,266.8,261.28,71859.43,24.1,51.9,194.63,194.63,0
4,Wred,d,2021-06-26,12,118.05,153.39,104.97,19.89,19.89,12.4,26.6,66.99,42.4,94,7765.15,910.28,0,0.73,4.8,16.21,16.21,286.7,281.18,79624.57,24.1,56.7,210.84,210.84,0
4,Wred,d,2021-06-27,13,103.22,139.06,105.71,21.91,21.91,14.9,27.7,68.77,47.8,92.4,5073.55,620.98,0,1,3.7,16.2,16.2,308.61,303.08,84698.12,24.1,60.4,227.04,227.04,0
4,Wred,d,2021-06-28,14,97.45,130.72,105.62,23.21,23.21,16.3,29.8,68.74,41.8,92.6,6556.92,781.12,0,0.89,4.6,16.19,16.19,331.82,326.29,91255.05,24.1,65,243.23,243.23,0
4,Wred,d,2021-06-29,15,97.84,122.57,105.61,19.47,19.47,14,26.4,80.89,53.8,95.3,4230.18,524.12,9.6,0.9,3,16.18,16.18,351.29,345.77,95485.23,33.7,68,259.41,259.41,0
4,Wred,d,2021-06-30,16,124.07,118.36,103.7,16.28,16.28,13.2,20.3,83.93,64.1,95,2647,352.42,2.9,1.01,1.9,16.17,16.17,367.57,362.05,98132.23,36.6,69.9,275.58,275.58,0
4,Wred,d,2021-07-01,17,131.68,119.37,102,16.37,16.37,14.5,19.1,75.3,59.3,92.7,2604.88,349,0.1,1.14,2.1,16.15,16.15,383.94,378.42,100737.1,36.7,72,291.73,291.73,0
4,Wred,d,2021-07-02,18,108.66,118.44,101.53,18.78,18.78,11.9,25.2,68.03,45.3,92.5,6306.88,739.15,0,0.99,4,16.14,16.14,402.72,397.2,107043.98,36.7,76,307.87,307.87,0
4,Wred,d,2021-07-03,19,97.9,115.82,101.87,20.86,20.86,12.2,28.2,66.11,40.6,94.2,7238.3,857.95,0,0.67,4.7,16.12,16.12,423.58,418.06,114282.27,36.7,80.7,323.99,323.99,0
4,Wred,d,2021-07-04,20,130.75,157.15,118.52,19.16,19.16,14.8,24.7,80.56,57.4,94.8,3916.07,480.15,22.3,0.62,2.7,16.1,16.1,442.74,437.22,118198.35,59,83.4,340.09,340.09,0
4,Wred,d,2021-07-05,21,168.12,194.75,153.29,18.22,18.22,14.1,22.5,86.9,73.3,95.2,3315.18,431.7,3.9,0.65,2.3,16.08,16.08,460.96,455.44,121513.52,62.9,85.7,356.17,356.17,0
4,Wred,d,2021-07-06,22,174.77,204.94,157.85,17.86,17.86,14.7,20.9,85.17,66,96.8,2211.55,300.15,6.9,0.84,1.8,16.06,16.06,478.82,473.3,123725.07,69.8,87.5,372.23,372.23,0
4,Wred,d,2021-07-07,23,142.68,171.08,140.96,19.32,19.32,14,25.4,72.38,47,93.4,6424.4,771.28,0,0.87,4.1,16.04,16.04,498.14,492.62,130149.48,69.8,91.6,388.27,388.27,0
4,Wred,d,2021-07-08,24,117.48,147.52,129.64,18.09,18.09,13.6,22.9,79.84,66.7,94,3566.22,461.2,0.2,1.03,2.5,16.01,16.01,516.23,510.71,133715.7,70,94.1,404.28,404.28,0
4,Wred,d,2021-07-09,25,106.39,136.24,123.37,18.83,18.83,14.2,22.8,77.21,63.1,90.5,3675.15,462.1,1.1,1.08,2.7,15.99,15.99,535.06,529.54,137390.85,71.1,96.8,420.27,420.27,0
4,Wred,d,2021-07-10,26,97.19,127.3,118.91,19.42,19.42,12.3,26.1,74.85,47.5,95.9,6242.45,740.42,7.5,0.89,4,15.96,15.96,554.49,548.97,143633.3,78.6,100.8,436.23,436.23,0
4,Wred,d,2021-07-11,27,106.9,122.08,115.26,19.05,19.05,15,24.7,78.22,52.8,95.3,4810.6,590.48,0.1,0.66,3.2,15.94,15.94,573.54,568.02,148443.9,78.7,104,452.17,452.17,0
4,Wred,d,2021-07-12,28,94.22,118.75,113.03,20.16,20.16,13.2,26.2,75.66,54.4,96.2,4545.45,558.2,0.7,0.87,3.2,15.91,15.91,593.7,588.18,152989.35,79.4,107.2,468.08,468.08,0
4,Wred,d,2021-07-13,29,133.2,115.15,111.73,18.66,18.66,16.2,21.2,92.1,85,96.2,1363.9,201.95,14.6,0.85,1.2,15.88,15.88,612.36,606.84,154353.25,94,108.4,483.96,483.96,0
4,Wred,d,2021-07-14,30,175.69,172.98,119.01,16.83,16.83,15.1,18.4,90.05,82,94.9,952.8,146.05,3.9,0.9,1.1,15.84,15.84,629.19,623.67,155306.05,97.9,109.5,499.8,499.8,0
4,Wred,d,2021-07-15,31,163.88,205.77,137.25,19.45,19.45,16,24.9,81.01,57.7,96.1,4969.77,613.92,1.4,0.79,3.3,15.81,15.81,648.64,643.12,160275.83,99.3,112.8,515.61,515.61,0
4,Wred,d,2021-07-16,32,151.39,164.72,137.5,19.18,19.18,15.9,22.3,84.36,71.6,95.4,5308.62,648.45,5.2,2.27,3.3,15.78,15.78,667.82,662.3,165584.45,104.5,116.1,531.39,531.39,0
4,Wred,d,2021-07-17,33,123.87,148.11,131.68,20.43,20.43,15.7,25.9,78.54,63.7,91.8,5530.25,667.3,0,1.74,3.7,15.74,15.74,688.25,682.73,171114.7,104.5,119.8,547.13,547.13,0
4,Wred,d,2021-07-18,34,95.03,130.78,124,22.52,22.52,15.1,29,66,47.5,90.9,7853.45,906.9,0,1.7,5.4,15.71,15.71,710.77,705.25,178968.15,104.5,125.2,562.84,562.84,0
4,Wred,d,2021-07-19,35,66.56,115.12,118.92,21.23,21.23,15.8,26.3,66.47,49.1,87.7,6665.98,783.82,0,1.63,4.6,15.67,15.67,732,726.48,185634.12,104.5,129.8,578.51,578.51,0
4,Wred,d,2021-07-20,36,47.68,99.69,113.61,19.24,19.24,11.7,26.2,67.56,44.4,93.8,7032.27,790.78,0,0.93,4.4,15.63,15.63,751.25,745.73,192666.4,104.5,134.2,594.14,594.14,4.74
4,Wred,d,2021-07-21,37,37.09,83.05,108.63,19.41,19.41,11.4,26.4,63.6,41.8,90.2,7672,880.42,0,1.05,4.7,15.59,15.59,770.66,765.14,200338.4,104.5,138.9,609.73,609.73,0
4,Wred,d,2021-07-22,38,30.64,65.46,105.15,20.04,20.04,12.1,27.2,66.19,44.2,92,6946.92,792,0,0.9,4.4,15.55,15.55,790.7,785.18,207285.33,104.5,143.3,625.28,625.28,0
4,Wred,d,2021-07-23,39,26.99,50.91,100.92,20.99,20.99,12.5,28.2,65.23,40.6,94.3,7572.23,849.65,0,0.91,4.8,15.51,15.51,811.69,806.17,214857.55,104.5,148.1,640.79,640.79,0
4,Wred,d,2021-07-24,40,25.33,41.83,96.71,19.36,19.36,14.2,24.1,80.17,62.6,94.4,3775.52,460.02,6,0.75,2.6,15.47,15.47,831.05,825.52,218633.08,110.5,150.7,656.26,656.26,0
4,Wred,d,2021-07-25,41,24.98,38.64,92.48,20.69,20.69,15.4,28.6,78.72,43.7,96.2,6581.35,778.9,3.7,0.75,4.2,15.43,15.43,851.74,846.22,225214.42,114.2,154.9,671.69,671.69,0
4,Wred,d,2021-07-26,42,24.59,35.59,88.14,21.11,21.11,14.7,27.6,73.62,46.7,96.7,6709.98,791.38,0.3,0.91,4.3,15.38,15.38,872.85,867.33,231924.4,114.5,159.2,687.07,687.07,0
4,Wred,d,2021-07-27,43,24.31,33.12,84.64,19.34,19.34,14.7,25.7,78.37,54.9,94.2,4332.38,537.95,1.4,0.88,3,15.34,15.34,892.19,886.67,236256.78,115.9,162.2,702.41,702.41,0
4,Wred,d,2021-07-28,44,24.09,31.35,82.24,19.11,19.11,13.4,25.2,77.19,54,95.9,4403.48,537.8,0.1,1.14,3,15.3,15.3,911.3,905.78,240660.25,116,165.2,717.71,717.71,0
5,Wfull_plus,a,2021-07-30,3,104.37,90.21,90.59,19.87,19.87,10.7,27.1,65.76,43.7,93.8,7006,824.02,0,1.09,4.4,15.2,15.2,77.38,77.38,21645.42,1.5,14.3,61.09,61.09,4.72
5,Wfull_plus,a,2021-07-31,4,105.5,88.76,89.69,18.8,18.8,11.9,24.3,63.95,43.6,89.8,5908.35,687.6,0,1.48,3.9,15.16,15.16,96.18,96.18,27553.78,1.5,18.2,76.25,76.25,0
5,Wfull_plus,a,2021-08-01,5,103.25,88.39,89.1,18.92,18.92,13.9,24.5,65.77,44.1,88.5,5844.8,681.48,0,1.19,3.8,15.11,15.11,115.1,115.1,33398.57,1.5,22,91.36,91.36,4.7
5,Wfull_plus,a,2021-08-02,6,103.17,87.61,88.43,16.94,16.94,12,23.8,78.47,47.6,94.1,4888.35,584.62,3.5,0.78,3,15.06,15.06,132.05,132.05,38286.93,5,25,106.42,106.42,0
5,Wfull_plus,a,2021-08-03,7,106.85,86.58,87.83,16.13,16.13,13.4,22.4,86.49,57,95.3,3164.72,400.88,6,0.8,2.1,15.01,15.01,148.18,148.18,41451.65,11,27.1,121.43,121.43,0
5,Wfull_plus,a,2021-08-04,8,124.63,86.62,87.23,17.12,17.12,12.8,21.9,80.68,58.6,96.5,3655.7,451.28,0.3,0.54,2.3,14.96,14.96,165.3,165.3,45107.35,11.3,29.4,136.39,136.39,0
5,Wfull_plus,a,2021-08-05,9,119.01,88.01,86.88,19.06,19.06,13.4,25,75.26,52.3,95.6,5027.05,604.6,0,0.69,3.2,14.91,14.91,184.36,184.36,50134.4,11.3,32.6,151.3,151.3,0
5,Wfull_plus,a,2021-08-06,10,115.07,88.17,86.34,18.21,18.21,13.6,23.1,79.35,55,95.9,4538.88,544.85,4.5,1.27,2.9,14.86,14.86,202.57,202.57,54673.28,15.8,35.5,166.16,166.16,0
5,Wfull_plus,a,2021-08-07,11,111.52,88.3,85.68,17.25,17.25,12.8,23,83.08,58.8,94,2962.98,377.55,1.3,0.67,2,14.81,14.81,219.82,219.82,57636.25,17.1,37.5,180.97,180.97,0
5,Wfull_plus,a,2021-08-08,12,104.6,87.54,85.08,16.35,16.35,11.2,19.9,79.47,57.9,94.6,3804.38,458.02,1.8,1.08,2.4,14.75,14.75,236.17,236.17,61440.62,18.9,39.9,195.72,195.72,0
5,Wfull_plus,a,2021-08-09,13,99.47,87.38,85.08,16.68,16.68,10.3,23.6,74.42,48.2,95.1,4416.58,530.92,0.4,0.83,2.8,14.7,14.7,252.84,252.84,65857.2,19.3,42.7,210.42,210.42,0
5,Wfull_plus,a,2021-08-10,14,92.8,86.46,84.85,18.44,18.44,11.4,25.2,74.1,51.7,92.4,4762.65,573.42,0,0.87,3,14.65,14.65,271.29,271.29,70619.85,19.3,45.7,225.07,225.07,0
5,Wfull_plus,a,2021-08-11,15,81.74,85.42,84.42,20.43,20.43,12.9,28.2,72.53,45.8,95.9,5779.25,675.98,0,0.58,3.6,14.59,14.59,291.71,291.71,76399.1,19.3,49.3,239.66,239.66,11.96
5,Wfull_plus,a,2021-08-12,16,110.34,84.22,84.33,21.6,21.6,13.2,29.4,71.7,46.7,96,5483,632.25,0,0.54,3.6,14.54,14.54,313.32,313.32,81882.1,19.3,52.9,254.2,254.2,0
5,Wfull_plus,a,2021-08-13,17,102.5,82.35,83.68,23.11,23.11,16.5,30.8,71.74,45.8,93.2,5208.55,604.55,0,0.92,3.7,14.49,14.49,336.42,336.42,87090.65,19.3,56.6,268.69,268.69,0
5,Wfull_plus,a,2021-08-14,18,79.03,81.77,83.75,22.76,22.76,14.5,31.2,67.23,41.4,95.6,6538.45,736.48,0,0.79,4.3,14.43,14.43,359.19,359.19,93629.1,19.3,60.9,283.12,283.12,9.18
5,Wfull_plus,a,2021-08-15,19,62.94,80.49,83.05,22.2,22.2,13.5,30.8,63.8,37.6,93,6183.12,705.1,0,0.68,4,14.38,14.38,381.39,381.39,99812.23,19.3,64.9,297.5,297.5,0
5,Wfull_plus,a,2021-08-16,20,51.87,77.4,82.62,17.97,17.97,12,22.9,71.77,54.5,87.7,3201.52,402.98,2.1,1.9,2.6,14.32,14.32,399.35,399.35,103013.75,21.4,67.5,311.82,311.82,0
5,Wfull_plus,a,2021-08-17,21,42.96,74.37,82.17,14.76,14.76,10.5,20.2,76.26,48.6,93.5,3415.02,415.15,3.1,1.15,2.2,14.26,14.26,414.12,414.12,106428.77,24.5,69.7,326.08,326.08,4.51
5,Wfull_plus,a,2021-08-18,22,38.69,71.92,81.13,17.89,17.89,14.1,21.6,76.52,58.8,93.2,2957.48,379.02,0,1.18,2.2,14.21,14.21,432.01,432.01,109386.25,24.5,71.9,340.29,340.29,0
5,Wfull_plus,a,2021-08-19,23,34.83,67.6,80.17,19.1,19.1,16.3,23.3,77.63,62.9,91.2,3355.75,429.92,0.1,1.1,2.4,14.15,14.15,451.11,451.11,112742,24.6,74.3,354.44,354.44,0
5,Wfull_plus,a,2021-08-20,24,30.76,63.02,79.55,19.19,19.19,12.9,26.1,73.51,48.3,95.5,4794.7,566.65,0,0.83,3,14.09,14.09,470.3,470.3,117536.7,24.6,77.3,368.53,368.53,0
5,Wfull_plus,a,2021-08-21,25,27.11,57.01,78.72,20.73,20.73,13.4,28.7,71.26,43.9,94.3,5763.15,654.18,1.8,0.61,3.6,14.04,14.04,491.03,491.03,123299.85,26.4,80.9,382.57,382.57,20.9
5,Wfull_plus,a,2021-08-22,26,102.79,52.64,77.4,18.75,18.75,13.8,24.1,82.64,47.2,95.2,3656.98,435.15,10.6,0.95,2.4,13.98,13.98,509.78,509.78,126956.82,37,83.3,396.55,396.55,0
5,Wfull_plus,a,2021-08-23,27,166.64,54.24,76.23,17.95,17.95,13.1,23.6,80.73,58.8,96.6,3631.93,440.35,0.5,0.88,2.3,13.92,13.92,527.72,527.72,130588.75,37.5,85.6,410.47,410.47,0
5,Wfull_plus,a,2021-08-24,28,129.99,54.89,74.94,16.67,16.67,9.9,21.3,69.57,54,91.2,5031.18,572.82,0,1.26,2.9,13.86,13.86,544.39,544.39,135619.92,37.5,88.5,424.33,424.33,4.84
5,Wfull_plus,a,2021-08-25,29,110.8,50.44,73.78,17.52,17.52,10.3,24.7,68.46,39.6,94.1,6499.32,717.82,0,0.87,3.5,13.8,13.8,561.91,561.91,142119.25,37.5,92,438.13,438.13,0
5,Wfull_plus,a,2021-08-26,30,87.83,45,72.17,17.17,17.17,13.7,20.8,70.2,57.2,91.5,4545.52,511.9,0.2,1.72,2.9,13.74,13.74,579.08,579.08,146664.78,37.7,94.9,451.87,451.87,0
5,Wfull_plus,a,2021-08-27,31,70.57,41.92,70.55,15.05,15.05,10.8,19.6,79.7,60.4,90.7,2603.43,342.18,1.6,1.32,1.8,13.69,13.69,594.14,594.14,149268.2,39.3,96.7,465.56,465.56,0
5,Wfull_plus,a,2021-08-28,32,63.85,41.15,68.88,15.74,15.74,12.2,19.6,81.6,64.3,93.6,2528.43,318.68,0.7,0.68,1.7,13.63,13.63,609.87,609.87,151796.62,40,98.4,479.19,479.19,0
5,Wfull_plus,a,2021-08-29,33,59.99,40.84,67.16,15.7,15.7,14.6,17,85.72,79.3,92,1258.33,186.78,0.7,1.46,1.2,13.57,13.57,625.58,625.58,153054.95,40.7,99.6,492.76,492.76,0
5,Wfull_plus,a,2021-08-30,34,53.66,37.68,65.41,18,18,15.7,21.2,76.33,61.1,88.8,2290.28,292.25,0,1.62,2,13.51,13.51,643.58,643.58,155345.22,40.7,101.6,506.27,506.27,0
5,Wfull_plus,a,2021-08-31,35,43.53,33.04,63.01,17.01,17.01,12.5,20.8,75.47,61.8,92.7,3240.48,389.12,0,1.42,2.2,13.45,13.45,660.58,660.58,158585.7,40.7,103.8,519.72,519.72,21.33
5,Wfull_plus,a,2021-09-01,36,53.46,30.65,60.35,16.97,16.97,11.5,22.6,72.37,50.5,92.4,4370.02,498.3,0,1.48,2.7,13.39,13.39,677.55,677.55,162955.72,40.7,106.5,533.11,533.11,0
5,Wfull_plus,a,2021-09-02,37,66.84,28.63,57.53,17.05,17.05,10.5,24.5,72.24,46.7,92.2,5387.8,601.02,0,1.05,3,13.33,13.33,694.61,694.61,168343.52,40.7,109.5,546.44,546.44,0
5,Wfull_plus,a,2021-09-03,38,54.96,27.29,54.39,18.08,18.08,10.2,26.5,69.7,38.4,95.5,5863.23,647.35,0,0.92,3.3,13.27,13.27,712.69,712.69,174206.75,40.7,112.8,559.71,559.71,0
5,Wfull_plus,a,2021-09-04,39,43.86,26.47,50.77,18.44,18.44,9.6,27.3,68.75,37.1,95.6,5582.9,617.5,0,0.72,3.1,13.21,13.21,731.13,731.13,179789.65,40.7,115.9,572.92,572.92,0
5,Wfull_plus,b,2021-07-30,3,100.84,100.83,96.91,19.87,19.87,10.7,27.1,65.76,43.7,93.8,7006,824.02,0,1.09,4.4,15.2,15.2,77.38,77.38,21645.42,1.5,14.3,61.09,61.09,4.97
5,Wfull_plus,b,2021-07-31,4,102.28,99.74,96.05,18.8,18.8,11.9,24.3,63.95,43.6,89.8,5908.35,687.6,0,1.48,3.9,15.16,15.16,96.18,96.18,27553.78,1.5,18.2,76.25,76.25,0
5,Wfull_plus,b,2021-08-01,5,99.46,100.66,95.83,18.92,18.92,13.9,24.5,65.77,44.1,88.5,5844.8,681.48,0,1.19,3.8,15.11,15.11,115.1,115.1,33398.57,1.5,22,91.36,91.36,5.01
5,Wfull_plus,b,2021-08-02,6,102.24,99.92,95.42,16.94,16.94,12,23.8,78.47,47.6,94.1,4888.35,584.62,3.5,0.78,3,15.06,15.06,132.05,132.05,38286.93,5,25,106.42,106.42,0
5,Wfull_plus,b,2021-08-03,7,106.65,100.95,95.12,16.13,16.13,13.4,22.4,86.49,57,95.3,3164.72,400.88,6,0.8,2.1,15.01,15.01,148.18,148.18,41451.65,11,27.1,121.43,121.43,0
5,Wfull_plus,b,2021-08-04,8,122.29,102.85,94.34,17.12,17.12,12.8,21.9,80.68,58.6,96.5,3655.7,451.28,0.3,0.54,2.3,14.96,14.96,165.3,165.3,45107.35,11.3,29.4,136.39,136.39,0
5,Wfull_plus,b,2021-08-05,9,114.75,106.25,94.22,19.06,19.06,13.4,25,75.26,52.3,95.6,5027.05,604.6,0,0.69,3.2,14.91,14.91,184.36,184.36,50134.4,11.3,32.6,151.3,151.3,0
5,Wfull_plus,b,2021-08-06,10,111.2,106.29,93.83,18.21,18.21,13.6,23.1,79.35,55,95.9,4538.88,544.85,4.5,1.27,2.9,14.86,14.86,202.57,202.57,54673.28,15.8,35.5,166.16,166.16,0
5,Wfull_plus,b,2021-08-07,11,106.8,105.87,93.68,17.25,17.25,12.8,23,83.08,58.8,94,2962.98,377.55,1.3,0.67,2,14.81,14.81,219.82,219.82,57636.25,17.1,37.5,180.97,180.97,0
5,Wfull_plus,b,2021-08-08,12,100.53,104.08,93.62,16.35,16.35,11.2,19.9,79.47,57.9,94.6,3804.38,458.02,1.8,1.08,2.4,14.75,14.75,236.17,236.17,61440.62,18.9,39.9,195.72,195.72,0
5,Wfull_plus,b,2021-08-09,13,96.58,102.47,93.9,16.68,16.68,10.3,23.6,74.42,48.2,95.1,4416.58,530.92,0.4,0.83,2.8,14.7,14.7,252.84,252.84,65857.2,19.3,42.7,210.42,210.42,0
5,Wfull_plus,b,2021-08-10,14,90.59,100.68,93.79,18.44,18.44,11.4,25.2,74.1,51.7,92.4,4762.65,573.42,0,0.87,3,14.65,14.65,271.29,271.29,70619.85,19.3,45.7,225.07,225.07,0
5,Wfull_plus,b,2021-08-11,15,80.35,97.55,93.09,20.43,20.43,12.9,28.2,72.53,45.8,95.9,5779.25,675.98,0,0.58,3.6,14.59,14.59,291.71,291.71,76399.1,19.3,49.3,239.66,239.66,12.38
5,Wfull_plus,b,2021-08-12,16,104.22,96.26,93.04,21.6,21.6,13.2,29.4,71.7,46.7,96,5483,632.25,0,0.54,3.6,14.54,14.54,313.32,313.32,81882.1,19.3,52.9,254.2,254.2,0
5,Wfull_plus,b,2021-08-13,17,98.56,98.96,92.34,23.11,23.11,16.5,30.8,71.74,45.8,93.2,5208.55,604.55,0,0.92,3.7,14.49,14.49,336.42,336.42,87090.65,19.3,56.6,268.69,268.69,0
5,Wfull_plus,b,2021-08-14,18,77.29,97.15,92.71,22.76,22.76,14.5,31.2,67.23,41.4,95.6,6538.45,736.48,0,0.79,4.3,14.43,14.43,359.19,359.19,93629.1,19.3,60.9,283.12,283.12,9.33
5,Wfull_plus,b,2021-08-15,19,71.4,92.32,92.31,22.2,22.2,13.5,30.8,63.8,37.6,93,6183.12,705.1,0,0.68,4,14.38,14.38,381.39,381.39,99812.23,19.3,64.9,297.5,297.5,0
5,Wfull_plus,b,2021-08-16,20,59.49,88.05,91.71,17.97,17.97,12,22.9,71.77,54.5,87.7,3201.52,402.98,2.1,1.9,2.6,14.32,14.32,399.35,399.35,103013.75,21.4,67.5,311.82,311.82,0
5,Wfull_plus,b,2021-08-17,21,49.89,84.79,91.57,14.76,14.76,10.5,20.2,76.26,48.6,93.5,3415.02,415.15,3.1,1.15,2.2,14.26,14.26,414.12,414.12,106428.77,24.5,69.7,326.08,326.08,4.67
5,Wfull_plus,b,2021-08-18,22,51.04,80.71,90.67,17.89,17.89,14.1,21.6,76.52,58.8,93.2,2957.48,379.02,0,1.18,2.2,14.21,14.21,432.01,432.01,109386.25,24.5,71.9,340.29,340.29,0
5,Wfull_plus,b,2021-08-19,23,46.22,77.26,89.64,19.1,19.1,16.3,23.3,77.63,62.9,91.2,3355.75,429.92,0.1,1.1,2.4,14.15,14.15,451.11,451.11,112742,24.6,74.3,354.44,354.44,0
5,Wfull_plus,b,2021-08-20,24,38.76,73.72,89.1,19.19,19.19,12.9,26.1,73.51,48.3,95.5,4794.7,566.65,0,0.83,3,14.09,14.09,470.3,470.3,117536.7,24.6,77.3,368.53,368.53,0
5,Wfull_plus,b,2021-08-21,25,31.46,69.11,88.04,20.73,20.73,13.4,28.7,71.26,43.9,94.3,5763.15,654.18,1.8,0.61,3.6,14.04,14.04,491.03,491.03,123299.85,26.4,80.9,382.57,382.57,21.71
5,Wfull_plus,b,2021-08-22,26,118.32,68.61,86.89,18.75,18.75,13.8,24.1,82.64,47.2,95.2,3656.98,435.15,10.6,0.95,2.4,13.98,13.98,509.78,509.78,126956.82,37,83.3,396.55,396.55,0
5,Wfull_plus,b,2021-08-23,27,164.78,124.75,86.2,17.95,17.95,13.1,23.6,80.73,58.8,96.6,3631.93,440.35,0.5,0.88,2.3,13.92,13.92,527.72,527.72,130588.75,37.5,85.6,410.47,410.47,0
5,Wfull_plus,b,2021-08-24,28,130.16,121.93,88.62,16.67,16.67,9.9,21.3,69.57,54,91.2,5031.18,572.82,0,1.26,2.9,13.86,13.86,544.39,544.39,135619.92,37.5,88.5,424.33,424.33,4.97
