satz_id;variante_H2O;wiederholung;datum_bewaesserung;bewaesserung_mm
8;Wfull;d;2022-07-29;3.7
8;Wred;a;2022-07-29;4.1
8;Wred;b;2022-07-29;4
8;Wred;c;2022-07-29;3.8
8;Wred;d;2022-07-29;3.9
8;Wfull_plus;a;2022-07-30;1.8
8;Wfull_plus;b;2022-07-30;1.7
8;Wfull_plus;c;2022-07-30;1.7
8;Wfull_plus;d;2022-07-30;1.7
8;Wfull;a;2022-07-30;1.7
8;Wfull;b;2022-07-30;1.8
8;Wfull;c;2022-07-30;1.8
8;Wfull;d;2022-07-30;1.7
8;Wred;a;2022-07-30;1.8
8;Wred;b;2022-07-30;1.7
8;Wred;c;2022-07-30;1.7
8;Wred;d;2022-07-30;1.8
8;Wfull_plus;a;2022-07-31;1.3
8;Wfull_plus;b;2022-07-31;1.2
8;Wfull_plus;c;2022-07-31;1.3
8;Wfull_plus;d;2022-07-31;1.3
8;Wfull;a;2022-07-31;1.3
8;Wfull;b;2022-07-31;1.3
8;Wfull;c;2022-07-31;1.3
8;Wfull;d;2022-07-31;1.3
8;Wred;a;2022-07-31;1.3
8;Wred;b;2022-07-31;1.2
8;Wred;c;2022-07-31;1.2
8;Wred;d;2022-07-31;1.3
8;Wfull_plus;a;2022-08-01;11.5
8;Wfull_plus;b;2022-08-01;10.8
8;Wfull_plus;c;2022-08-01;10.9
8;Wfull_plus;d;2022-08-01;10.8
8;Wfull;a;2022-08-01;11
8;Wfull;b;2022-08-01;10.9
8;Wfull;c;2022-08-01;11.4
8;Wfull;d;2022-08-01;10.8
8;Wred;a;2022-08-01;11
8;Wred;b;2022-08-01;10.8
8;Wred;c;2022-08-01;10.8
8;Wred;d;2022-08-01;11.3
8;Wfull_plus;a;2022-08-03;9.2
8;Wfull_plus;b;2022-08-03;8.7
8;Wfull_plus;c;2022-08-03;8.7
8;Wfull_plus;d;2022-08-03;8.7
8;Wfull;a;2022-08-03;8.7
8;Wfull;b;2022-08-03;8.7
8;Wfull;c;2022-08-03;9.1
8;Wfull;d;2022-08-03;8.8
8;Wred;a;2022-08-03;8.8
8;Wred;b;2022-08-03;8.6
8;Wred;c;2022-08-03;8.7
8;Wred;d;2022-08-03;9.1
8;Wfull_plus;a;2022-08-05;9.2
8;Wfull_plus;b;2022-08-05;8.8
8;Wfull_plus;c;2022-08-05;8.8
8;Wfull_plus;d;2022-08-05;8.8
8;Wfull;a;2022-08-05;8.8
8;Wfull;b;2022-08-05;8.8
8;Wfull;c;2022-08-05;9.2
8;Wfull;d;2022-08-05;8.8
8;Wred;a;2022-08-05;8.9
8;Wred;b;2022-08-05;8.7
8;Wred;c;2022-08-05;8.8
8;Wred;d;2022-08-05;9.2
8;Wfull_plus;a;2022-08-06;9.2
8;Wfull_plus;b;2022-08-06;8.8
8;Wfull_plus;c;2022-08-06;8.8
8;Wfull_plus;d;2022-08-06;8.9
8;Wfull;a;2022-08-06;8.9
8;Wfull;b;2022-08-06;8.8
8;Wfull;c;2022-08-06;9.2
8;Wfull;d;2022-08-06;8.8
8;Wred;a;2022-08-06;8.8
8;Wred;b;2022-08-06;8.9
8;Wred;c;2022-08-06;8.8
8;Wred;d;2022-08-06;9.2
8;Wfull_plus;a;2022-08-08;9.2
8;Wfull_plus;b;2022-08-08;8.9
8;Wfull_plus;c;2022-08-08;9
8;Wfull_plus;d;2022-08-08;9.1
8;Wfull;a;2022-08-08;9.2
8;Wfull;b;2022-08-08;9
8;Wfull;c;2022-08-08;9.1
8;Wfull;d;2022-08-08;8.9
8;Wred;a;2022-08-08;9
8;Wred;b;2022-08-08;9.2
8;Wred;c;2022-08-08;8.9
8;Wred;d;2022-08-08;9.1
8;Wfull_plus;a;2022-08-09;9.2
8;Wfull_plus;b;2022-08-09;8.9
8;Wfull_plus;c;2022-08-09;9.1
8;Wfull_plus;d;2022-08-09;9.2
8;Wfull;a;2022-08-09;9.3
8;Wfull;b;2022-08-09;9.1
8;Wfull;c;2022-08-09;9.2
8;Wfull;d;2022-08-09;8.9
8;Wred;a;2022-08-09;9.2
8;Wred;b;2022-08-09;9.3
8;Wred;c;2022-08-09;8.9
8;Wred;d;2022-08-09;9.2
8;Wfull_plus;a;2022-08-12;10.3
8;Wfull_plus;b;2022-08-12;10.2
8;Wfull_plus;c;2022-08-12;10.3
8;Wfull_plus;d;2022-08-12;10.3
8;Wfull;a;2022-08-13;10.5
8;Wfull;b;2022-08-13;10.5
8;Wfull;c;2022-08-13;10.2
8;Wfull;d;2022-08-13;10.2
8;Wfull_plus;a;2022-08-16;16.5
8;Wfull_plus;b;2022-08-16;16.5
8;Wfull_plus;c;2022-08-16;16.7
8;Wfull_plus;d;2022-08-16;16.7
8;Wfull;a;2022-08-18;11.3
8;Wfull;b;2022-08-18;11.2
8;Wfull;c;2022-08-18;10.9
8;Wfull;d;2022-08-18;10.9
8;Wfull_plus;a;2022-08-19;10.4
8;Wfull_plus;b;2022-08-19;10.6
8;Wfull_plus;c;2022-08-19;10.6
8;Wfull_plus;d;2022-08-19;10.7
8;Wred;a;2022-08-20;10.7
8;Wred;b;2022-08-20;10.8
8;Wred;c;2022-08-20;10.6
8;Wred;d;2022-08-20;10.5
8;Wfull_plus;a;2022-08-22;19.9
8;Wfull_plus;b;2022-08-22;20
8;Wfull_plus;c;2022-08-22;20.4
8;Wfull_plus;d;2022-08-22;20.6
8;Wfull;a;2022-08-22;20.5
8;Wfull;b;2022-08-22;20.3
8;Wfull;c;2022-08-22;19.8
8;Wfull;d;2022-08-22;20.1
8;Wred;a;2022-08-22;11
8;Wred;b;2022-08-22;11.2
8;Wred;c;2022-08-22;10.9
8;Wred;d;2022-08-22;10.7
8;Wfull_plus;a;2022-08-25;24.8
8;Wfull_plus;b;2022-08-25;25
8;Wfull_plus;c;2022-08-25;24.9
8;Wfull_plus;d;2022-08-25;25.9
8;Wfull;a;2022-08-25;21.6
8;Wfull;b;2022-08-25;20.8
8;Wfull;c;2022-08-25;20.5
8;Wfull;d;2022-08-25;21.4
8;Wred;d;2022-08-25;0.4
8;Wfull_plus;a;2022-08-29;27.1
8;Wfull_plus;b;2022-08-29;27.7
8;Wfull_plus;c;2022-08-29;27.7
8;Wfull_plus;d;2022-08-29;28.6
8;Wfull;a;2022-08-29;23.1
8;Wfull;b;2022-08-29;22.5
8;Wfull;c;2022-08-29;21.9
8;Wfull;d;2022-08-29;22.7
8;Wred;a;2022-08-29;10.7
8;Wred;b;2022-08-29;11.1
8;Wred;c;2022-08-29;10.9
8;Wred;d;2022-08-29;10.4
8;Wfull_plus;a;2022-09-02;20.6
8;Wfull_plus;b;2022-09-02;21.2
8;Wfull_plus;c;2022-09-02;21
8;Wfull_plus;d;2022-09-02;21.5
8;Wfull;a;2022-09-03;21.7
8;Wfull;b;2022-09-03;21.1
8;Wfull;c;2022-09-03;20.5
8;Wfull;d;2022-09-03;21.3
