"id_all";"T0020_nFK";"T2040_nFK";"T4060_nFK";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"nn";"nx"
28;92.55;95.74;97.75;32;15.05;15.05;10.8;19.6;79.7;60.4;90.7;2603.43;1.32;13.69;13.69;594.14;594.14;149268.2;39.3;465.56;465.56;20;30;50;1.2;3.93303571428571;20.68375;21;12
28;89.89;94.09;97.24;33;15.74;15.74;12.2;19.6;81.6;64.3;93.6;2528.43;0.68;13.63;13.63;609.87;609.87;151796.62;40;479.19;479.19;20;30;50;1.2;3.93785714285714;20.785;21;13
28;88.06;92.61;96.76;34;15.7;15.7;14.6;17;85.72;79.3;92;1258.33;1.46;13.57;13.57;625.58;625.58;153054.95;40.7;492.76;492.76;20;30;50;1.2;3.9447619047619;20.827619047619;21;14
29;73.71;95.18;98.12;21;17.97;17.97;12;22.9;71.77;54.5;87.7;3201.52;1.9;14.32;14.32;399.35;399.35;103013.75;21.4;311.82;311.82;20;30;50;1.2;3.53;19.04;21;1
29;67.84;93.2;97.94;22;14.76;14.76;10.5;20.2;76.26;48.6;93.5;3415.02;1.15;14.26;14.26;414.12;414.12;106428.77;24.5;326.08;326.08;20;30;50;1.2;3.60392857142857;19.3090178571429;21;2
29;66.75;91.3;97.63;23;17.89;17.89;14.1;21.6;76.52;58.8;93.2;2957.48;1.18;14.21;14.21;432.01;432.01;109386.25;24.5;340.29;340.29;20;30;50;1.2;3.67785714285714;19.5780357142857;21;3
29;64.41;89;97.25;24;19.1;19.1;16.3;23.3;77.63;62.9;91.2;3355.75;1.1;14.15;14.15;451.11;451.11;112742;24.6;354.44;354.44;20;30;50;1.2;3.75178571428571;19.8470535714286;21;4
29;59.91;86.37;96.89;25;19.19;19.19;12.9;26.1;73.51;48.3;95.5;4794.7;0.83;14.09;14.09;470.3;470.3;117536.7;24.6;368.53;368.53;20;30;50;1.2;3.82571428571429;20.1160714285714;21;5
29;55.86;82.9;96.46;26;20.73;20.73;13.4;28.7;71.26;43.9;94.3;5763.15;0.61;14.04;14.04;491.03;491.03;123299.85;26.4;382.57;382.57;20;30;50;1.2;3.89080357142857;20.35;21;6
29;96.17;84.73;96.1;27;18.75;18.75;13.8;24.1;82.64;47.2;95.2;3656.98;0.95;13.98;13.98;509.78;509.78;126956.82;37;396.55;396.55;20;30;50;1.2;3.89696428571429;20.35;21;7
29;121.72;108.81;95.97;28;17.95;17.95;13.1;23.6;80.73;58.8;96.6;3631.93;0.88;13.92;13.92;527.72;527.72;130588.75;37.5;410.47;410.47;20;30;50;1.2;3.903125;20.35;21;8
29;115.86;106.75;95.79;29;16.67;16.67;9.9;21.3;69.57;54;91.2;5031.18;1.26;13.86;13.86;544.39;544.39;135619.92;37.5;424.33;424.33;20;30;50;1.2;3.90928571428571;20.35;21;9
29;116.67;101.87;95.59;30;17.52;17.52;10.3;24.7;68.46;39.6;94.1;6499.32;0.87;13.8;13.8;561.91;561.91;142119.25;37.5;438.13;438.13;20;30;50;1.2;3.91544642857143;20.35;21;10
29;106.65;94.62;95.23;31;17.17;17.17;13.7;20.8;70.2;57.2;91.5;4545.52;1.72;13.74;13.74;579.08;579.08;146664.78;37.7;451.87;451.87;20;30;50;1.2;3.92714285714286;20.3957142857143;21;11
29;100.92;88.51;94.7;32;15.05;15.05;10.8;19.6;79.7;60.4;90.7;2603.43;1.32;13.69;13.69;594.14;594.14;149268.2;39.3;465.56;465.56;20;30;50;1.2;3.95452380952381;20.5709523809524;21;12
29;97.84;85.94;94.04;33;15.74;15.74;12.2;19.6;81.6;64.3;93.6;2528.43;0.68;13.63;13.63;609.87;609.87;151796.62;40;479.19;479.19;20;30;50;1.2;3.98190476190476;20.7461904761905;21;13
29;96.05;84.42;93.4;34;15.7;15.7;14.6;17;85.72;79.3;92;1258.33;1.46;13.57;13.57;625.58;625.58;153054.95;40.7;492.76;492.76;20;30;50;1.2;4.00928571428571;20.9214285714286;21;14
30;56.48;86.39;91.55;21;17.97;17.97;12;22.9;71.77;54.5;87.7;3201.52;1.9;14.32;14.32;399.35;399.35;103013.75;21.4;311.82;311.82;20;30;50;1.2;3.35;19.59;18;1
30;54.37;84.47;91.07;22;14.76;14.76;10.5;20.2;76.26;48.6;93.5;3415.02;1.15;14.26;14.26;414.12;414.12;106428.77;24.5;326.08;326.08;20;30;50;1.2;3.41589285714286;19.57875;18;2
30;53.54;82.65;90.52;23;17.89;17.89;14.1;21.6;76.52;58.8;93.2;2957.48;1.18;14.21;14.21;432.01;432.01;109386.25;24.5;340.29;340.29;20;30;50;1.2;3.48178571428571;19.5675;18;3
30;53.18;81.03;89.88;24;19.1;19.1;16.3;23.3;77.63;62.9;91.2;3355.75;1.1;14.15;14.15;451.11;451.11;112742;24.6;354.44;354.44;20;30;50;1.2;3.54767857142857;19.55625;18;4
30;52.77;79.57;89.32;25;19.19;19.19;12.9;26.1;73.51;48.3;95.5;4794.7;0.83;14.09;14.09;470.3;470.3;117536.7;24.6;368.53;368.53;20;30;50;1.2;3.61357142857143;19.545;18;5
30;52.42;78;88.94;26;20.73;20.73;13.4;28.7;71.26;43.9;94.3;5763.15;0.61;14.04;14.04;491.03;491.03;123299.85;26.4;382.57;382.57;20;30;50;1.2;3.67946428571429;19.53375;18;6
30;52.06;76.01;88.23;27;18.75;18.75;13.8;24.1;82.64;47.2;95.2;3656.98;0.95;13.98;13.98;509.78;509.78;126956.82;37;396.55;396.55;20;30;50;1.2;3.74535714285714;19.5225;18;7
30;51.79;74.29;87.74;28;17.95;17.95;13.1;23.6;80.73;58.8;96.6;3631.93;0.88;13.92;13.92;527.72;527.72;130588.75;37.5;410.47;410.47;20;30;50;1.2;3.79125;19.7725;18;8
30;51.6;72.78;87.04;29;16.67;16.67;9.9;21.3;69.57;54;91.2;5031.18;1.26;13.86;13.86;544.39;544.39;135619.92;37.5;424.33;424.33;20;30;50;1.2;3.83142857142857;20.0971428571429;18;9
30;51.63;71.21;86.38;30;17.52;17.52;10.3;24.7;68.46;39.6;94.1;6499.32;0.87;13.8;13.8;561.91;561.91;142119.25;37.5;438.13;438.13;20;30;50;1.2;3.87160714285714;20.4217857142857;18;10
30;51.76;69.19;85.52;31;17.17;17.17;13.7;20.8;70.2;57.2;91.5;4545.52;1.72;13.74;13.74;579.08;579.08;146664.78;37.7;451.87;451.87;20;30;50;1.2;3.91178571428571;20.7464285714286;18;11
30;55.25;67.38;84.72;32;15.05;15.05;10.8;19.6;79.7;60.4;90.7;2603.43;1.32;13.69;13.69;594.14;594.14;149268.2;39.3;465.56;465.56;20;30;50;1.2;3.95196428571429;21.0710714285714;18;12
30;53.63;65.83;83.83;33;15.74;15.74;12.2;19.6;81.6;64.3;93.6;2528.43;0.68;13.63;13.63;609.87;609.87;151796.62;40;479.19;479.19;20;30;50;1.2;3.99214285714286;21.3957142857143;18;13
30;52.78;64.52;83.09;34;15.7;15.7;14.6;17;85.72;79.3;92;1258.33;1.46;13.57;13.57;625.58;625.58;153054.95;40.7;492.76;492.76;20;30;50;1.2;4.02071428571429;21.5804761904762;18;14
31;54.6;86.16;96.64;21;17.97;17.97;12;22.9;71.77;54.5;87.7;3201.52;1.9;14.32;14.32;399.35;399.35;103013.75;21.4;311.82;311.82;20;30;50;1.2;3.55;20.5;16;1
31;53.19;82.61;96.47;22;14.76;14.76;10.5;20.2;76.26;48.6;93.5;3415.02;1.15;14.26;14.26;414.12;414.12;106428.77;24.5;326.08;326.08;20;30;50;1.2;3.59339285714286;20.4533928571429;16;2
31;52.72;79.02;96.06;23;17.89;17.89;14.1;21.6;76.52;58.8;93.2;2957.48;1.18;14.21;14.21;432.01;432.01;109386.25;24.5;340.29;340.29;20;30;50;1.2;3.63678571428571;20.4067857142857;16;3
31;52.48;74.71;95.57;24;19.1;19.1;16.3;23.3;77.63;62.9;91.2;3355.75;1.1;14.15;14.15;451.11;451.11;112742;24.6;354.44;354.44;20;30;50;1.2;3.68017857142857;20.3601785714286;16;4
31;52.2;70.25;95.19;25;19.19;19.19;12.9;26.1;73.51;48.3;95.5;4794.7;0.83;14.09;14.09;470.3;470.3;117536.7;24.6;368.53;368.53;20;30;50;1.2;3.72357142857143;20.3135714285714;16;5
31;51.99;64.12;94.81;26;20.73;20.73;13.4;28.7;71.26;43.9;94.3;5763.15;0.61;14.04;14.04;491.03;491.03;123299.85;26.4;382.57;382.57;20;30;50;1.2;3.76696428571429;20.2669642857143;16;6
31;51.8;59.25;94.3;27;18.75;18.75;13.8;24.1;82.64;47.2;95.2;3656.98;0.95;13.98;13.98;509.78;509.78;126956.82;37;396.55;396.55;20;30;50;1.2;3.81035714285714;20.2203571428571;16;7
31;51.65;58.04;93.76;28;17.95;17.95;13.1;23.6;80.73;58.8;96.6;3631.93;0.88;13.92;13.92;527.72;527.72;130588.75;37.5;410.47;410.47;20;30;50;1.2;3.84;20.35375;16;8
31;52.865;56.68;93.08;29;16.67;16.67;9.9;21.3;69.57;54;91.2;5031.18;1.26;13.86;13.86;544.39;544.39;135619.92;37.5;424.33;424.33;20;30;50;1.2;3.86571428571429;20.5385714285714;16;9
31;54.08;55.31;92.54;30;17.52;17.52;10.3;24.7;68.46;39.6;94.1;6499.32;0.87;13.8;13.8;561.91;561.91;142119.25;37.5;438.13;438.13;20;30;50;1.2;3.89142857142857;20.7233928571429;16;10
31;53.11;54.15;91.81;31;17.17;17.17;13.7;20.8;70.2;57.2;91.5;4545.52;1.72;13.74;13.74;579.08;579.08;146664.78;37.7;451.87;451.87;20;30;50;1.2;3.91714285714286;20.9082142857143;16;11
31;52.51;53.39;90.96;32;15.05;15.05;10.8;19.6;79.7;60.4;90.7;2603.43;1.32;13.69;13.69;594.14;594.14;149268.2;39.3;465.56;465.56;20;30;50;1.2;3.94285714285714;21.0930357142857;16;12
31;52.31;53.13;89.89;33;15.74;15.74;12.2;19.6;81.6;64.3;93.6;2528.43;0.68;13.63;13.63;609.87;609.87;151796.62;40;479.19;479.19;20;30;50;1.2;3.96857142857143;21.2778571428571;16;13
31;52.24;53.02;88.93;34;15.7;15.7;14.6;17;85.72;79.3;92;1258.33;1.46;13.57;13.57;625.58;625.58;153054.95;40.7;492.76;492.76;20;30;50;1.2;3.99666666666667;21.4552380952381;16;14
32;58.26;87.48;93.12;21;17.97;17.97;12;22.9;71.77;54.5;87.7;3201.52;1.9;14.32;14.32;399.35;399.35;103013.75;21.4;311.82;311.82;20;30;50;1.2;3.46;20.73;19;1
32;55.52;86.12;92.73;22;14.76;14.76;10.5;20.2;76.26;48.6;93.5;3415.02;1.15;14.26;14.26;414.12;414.12;106428.77;24.5;326.08;326.08;20;30;50;1.2;3.50258928571429;20.7854464285714;19;2
32;54.17;84.74;92.38;23;17.89;17.89;14.1;21.6;76.52;58.8;93.2;2957.48;1.18;14.21;14.21;432.01;432.01;109386.25;24.5;340.29;340.29;20;30;50;1.2;3.54517857142857;20.8408928571429;19;3
32;53.47;83.1;91.84;24;19.1;19.1;16.3;23.3;77.63;62.9;91.2;3355.75;1.1;14.15;14.15;451.11;451.11;112742;24.6;354.44;354.44;20;30;50;1.2;3.58776785714286;20.8963392857143;19;4
32;52.94;81.37;91.28;25;19.19;19.19;12.9;26.1;73.51;48.3;95.5;4794.7;0.83;14.09;14.09;470.3;470.3;117536.7;24.6;368.53;368.53;20;30;50;1.2;3.63035714285714;20.9517857142857;19;5
32;52.57;79.13;90.71;26;20.73;20.73;13.4;28.7;71.26;43.9;94.3;5763.15;0.61;14.04;14.04;491.03;491.03;123299.85;26.4;382.57;382.57;20;30;50;1.2;3.67294642857143;21.0072321428571;19;6
32;52.25;76.64;89.75;27;18.75;18.75;13.8;24.1;82.64;47.2;95.2;3656.98;0.95;13.98;13.98;509.78;509.78;126956.82;37;396.55;396.55;20;30;50;1.2;3.71553571428571;21.0626785714286;19;7
32;52.01;74.68;89.07;28;17.95;17.95;13.1;23.6;80.73;58.8;96.6;3631.93;0.88;13.92;13.92;527.72;527.72;130588.75;37.5;410.47;410.47;20;30;50;1.2;3.758125;21.118125;19;8
32;51.85;72.45;88.06;29;16.67;16.67;9.9;21.3;69.57;54;91.2;5031.18;1.26;13.86;13.86;544.39;544.39;135619.92;37.5;424.33;424.33;20;30;50;1.2;3.80071428571429;21.1735714285714;19;9
32;51.79;69.8;86.89;30;17.52;17.52;10.3;24.7;68.46;39.6;94.1;6499.32;0.87;13.8;13.8;561.91;561.91;142119.25;37.5;438.13;438.13;20;30;50;1.2;3.84330357142857;21.2290178571429;19;10
32;56.09;66.2;85.3;31;17.17;17.17;13.7;20.8;70.2;57.2;91.5;4545.52;1.72;13.74;13.74;579.08;579.08;146664.78;37.7;451.87;451.87;20;30;50;1.2;3.88589285714286;21.2844642857143;19;11
32;54.48;63.26;83.5;32;15.05;15.05;10.8;19.6;79.7;60.4;90.7;2603.43;1.32;13.69;13.69;594.14;594.14;149268.2;39.3;465.56;465.56;20;30;50;1.2;3.92848214285714;21.3399107142857;19;12
32;53.6;61.75;81.8;33;15.74;15.74;12.2;19.6;81.6;64.3;93.6;2528.43;0.68;13.63;13.63;609.87;609.87;151796.62;40;479.19;479.19;20;30;50;1.2;3.97107142857143;21.3953571428571;19;13
32;53.32;60.47;80.22;34;15.7;15.7;14.6;17;85.72;79.3;92;1258.33;1.46;13.57;13.57;625.58;625.58;153054.95;40.7;492.76;492.76;20;30;50;1.2;4.00190476190476;21.4783333333333;19;14
33;56.29;84.88;96.81;21;17.97;17.97;12;22.9;71.77;54.5;87.7;3201.52;1.9;14.32;14.32;399.35;399.35;103013.75;21.4;311.82;311.82;20;30;50;1.2;3.21;19.08;18;1
33;54.51;82.26;96.14;22;14.76;14.76;10.5;20.2;76.26;48.6;93.5;3415.02;1.15;14.26;14.26;414.12;414.12;106428.77;24.5;326.08;326.08;20;30;50;1.2;3.31767857142857;19.3001785714286;18;2
33;53.74;80.07;95.19;23;17.89;17.89;14.1;21.6;76.52;58.8;93.2;2957.48;1.18;14.21;14.21;432.01;432.01;109386.25;24.5;340.29;340.29;20;30;50;1.2;3.42535714285714;19.5203571428571;18;3
33;53.41;78.05;94.39;24;19.1;19.1;16.3;23.3;77.63;62.9;91.2;3355.75;1.1;14.15;14.15;451.11;451.11;112742;24.6;354.44;354.44;20;30;50;1.2;3.53303571428571;19.7405357142857;18;4
33;52.94;76.22;93.95;25;19.19;19.19;12.9;26.1;73.51;48.3;95.5;4794.7;0.83;14.09;14.09;470.3;470.3;117536.7;24.6;368.53;368.53;20;30;50;1.2;3.64071428571429;19.9607142857143;18;5
33;52.48;74.29;93.42;26;20.73;20.73;13.4;28.7;71.26;43.9;94.3;5763.15;0.61;14.04;14.04;491.03;491.03;123299.85;26.4;382.57;382.57;20;30;50;1.2;3.74839285714286;20.1808928571429;18;6
33;52.09;72.2;92.91;27;18.75;18.75;13.8;24.1;82.64;47.2;95.2;3656.98;0.95;13.98;13.98;509.78;509.78;126956.82;37;396.55;396.55;20;30;50;1.2;3.85607142857143;20.4010714285714;18;7
33;51.8;70.42;92.2;28;17.95;17.95;13.1;23.6;80.73;58.8;96.6;3631.93;0.88;13.92;13.92;527.72;527.72;130588.75;37.5;410.47;410.47;20;30;50;1.2;3.87;20.3675;18;8
33;51.62;68.86;91.48;29;16.67;16.67;9.9;21.3;69.57;54;91.2;5031.18;1.26;13.86;13.86;544.39;544.39;135619.92;37.5;424.33;424.33;20;30;50;1.2;3.85714285714286;20.2614285714286;18;9
33;51.64;67.21;91.02;30;17.52;17.52;10.3;24.7;68.46;39.6;94.1;6499.32;0.87;13.8;13.8;561.91;561.91;142119.25;37.5;438.13;438.13;20;30;50;1.2;3.84428571428571;20.1553571428571;18;10
33;51.72;65.3;90.38;31;17.17;17.17;13.7;20.8;70.2;57.2;91.5;4545.52;1.72;13.74;13.74;579.08;579.08;146664.78;37.7;451.87;451.87;20;30;50;1.2;3.83142857142857;20.0492857142857;18;11
33;55.62;63.66;89.83;32;15.05;15.05;10.8;19.6;79.7;60.4;90.7;2603.43;1.32;13.69;13.69;594.14;594.14;149268.2;39.3;465.56;465.56;20;30;50;1.2;3.81857142857143;19.9432142857143;18;12
33;53.84;62.64;88.97;33;15.74;15.74;12.2;19.6;81.6;64.3;93.6;2528.43;0.68;13.63;13.63;609.87;609.87;151796.62;40;479.19;479.19;20;30;50;1.2;3.80571428571429;19.8371428571429;18;13
33;52.89;61.61;88.23;34;15.7;15.7;14.6;17;85.72;79.3;92;1258.33;1.46;13.57;13.57;625.58;625.58;153054.95;40.7;492.76;492.76;20;30;50;1.2;3.83095238095238;19.9959523809524;18;14
34;55.17;89.62;96.14;33;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;1.46;15.49;15.49;511.84;503.19;184921.58;35.1;484.99;470.71;20;30;50;1.2;3.63;18.65;15;1
34;53.69;87.71;95.61;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.69;19;15;2
34;53.05;85.64;94.81;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.75;19.35;15;3
34;52.61;82.97;93.78;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.81;19.7;15;4
34;52.15;80.45;92.66;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.87;20.05;15;5
34;51.8;80.47;91.68;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;3.93;20.4;15;6
34;51.58;81.01;90.58;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;3.962;20.676;15;7
34;90.92;82.23;89.45;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;3.994;20.952;15;8
34;74.59;83.12;88.46;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;4.026;21.228;15;9
34;62.64;83.11;87.14;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;4.058;21.504;15;10
34;57.22;81.73;85.99;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.09;21.78;15;11
34;63.18;86.97;84.9;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.1225;22.0875;15;12
34;71.23;87.04;83.85;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.155;22.395;15;13
34;61.06;87.6;82.58;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.1875;22.7025;15;14
35;57.43;81.72;91.89;33;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;1.46;15.49;15.49;511.84;503.19;184921.58;35.1;484.99;470.71;20;30;50;1.2;3.66;18.82;15;1
35;55.28;78.98;90.59;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.712;19.13;15;2
35;54.03;76.51;89.75;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.764;19.44;15;3
35;53.23;73.6;88.65;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.816;19.75;15;4
35;52.59;70.71;86.63;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.868;20.06;15;5
35;52.15;68.29;85.41;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;3.92;20.37;15;6
35;51.79;65.24;83.85;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;3.954;20.644;15;7
35;51.68;63.04;82.6;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;3.988;20.918;15;8
35;51.71;61.93;81.62;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;4.022;21.192;15;9
35;51.81;60.43;80.31;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;4.056;21.466;15;10
35;51.79;59.07;79.39;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.09;21.74;15;11
35;51.78;58.03;78.53;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.125;22.0625;15;12
35;51.77;57.26;77.66;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.16;22.385;15;13
35;51.68;56.26;76.76;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.195;22.7075;15;14
36;56.66;85.03;94.19;33;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;1.46;15.49;15.49;511.84;503.19;184921.58;35.1;484.99;470.71;20;30;50;1.2;3.62;18.72;15;1
36;55.06;82.99;93.55;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.698;19.18;15;2
36;54.2;80.7;92.77;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.776;19.64;15;3
36;53.62;77.96;91.79;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.854;20.1;15;4
36;53.04;75.61;90.19;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.932;20.56;15;5
36;52.62;73.48;88.99;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;4.01;21.02;15;6
36;52.24;70.38;87.12;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;4.038;21.254;15;7
36;52.1;68.47;85.47;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;4.066;21.488;15;8
36;52.17;67.53;84.19;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;4.094;21.722;15;9
36;52.31;65.97;82.44;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;4.122;21.956;15;10
36;52.31;64.3;80.98;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.15;22.19;15;11
36;52.28;62.97;79.82;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.1875;22.54;15;12
36;52.26;61.76;78.51;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.225;22.89;15;13
36;52.16;60.17;76.9;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.2625;23.24;15;14
37;74.85;101.86;104.72;33;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;1.46;15.49;15.49;511.84;503.19;184921.58;35.1;484.99;470.71;20;30;50;1.2;3.56;17.99;15;1
37;68.47;97.37;103.19;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.636;18.472;15;2
37;62;92.94;101.62;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.712;18.954;15;3
37;56.74;88.68;100.19;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.788;19.436;15;4
37;54.89;84.45;98.02;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.864;19.918;15;5
37;53.92;81.34;96.56;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;3.94;20.4;15;6
37;85.26;103.04;96.92;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;3.962;20.586;15;7
37;102.24;106.2;98.72;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;3.984;20.772;15;8
