"T0020_nFK";"T2040_nFK";"T4060_nFK";"T0020_nFK_Vortag";"T2040_nFK_Vortag";"T4060_nFK_Vortag";"tage_seit_aussaat";"bodensaugspannung_0020_hPa";"bodensaugspannung_2040_hPa";"bodensaugspannung_4060_hPa";"pf_0020";"pf_2040";"pf_4060";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input_Vortag"
52.97;60.78;84.85;53.58;62.85;85.47;50;848.68;551.22;145.75;2.93;2.74;2.16;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.98528846153846;21.0105769230769;1.5
52.81;59.99;84.37;52.97;60.78;84.85;51;856.26;575.85;149.66;2.93;2.76;2.18;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.06;21.58;2.2
102.27;99.1;96;52.81;59.99;84.37;25;55.66;66.31;78.72;1.75;1.82;1.9;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;0.89;14.52;0;205.36;128.58;118583.68;24;345.58;169.31;20;30;50;1.2;1.25;10.8;5.3
100.12;100.15;95.96;102.27;99.1;96;26;62.69;62.59;78.9;1.8;1.8;1.9;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.39619230769231;11.325;0
98.28;100.27;95.9;100.12;100.15;95.96;27;69.39;62.17;79.15;1.84;1.79;1.9;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.54238461538462;11.85;0
96.41;99.76;95.94;98.28;100.27;95.9;28;76.95;63.94;78.98;1.89;1.81;1.9;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.68857692307692;12.375;0
93.85;98.73;96.03;96.41;99.76;95.94;29;88.63;67.69;78.56;1.95;1.83;1.9;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;1.83476923076923;12.9;0
92.67;97.38;95.8;93.85;98.73;96.03;30;94.63;72.91;79.6;1.98;1.86;1.9;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;1.98096153846154;13.425;5.78
93.48;96.8;95.7;92.67;97.38;95.8;31;90.48;75.31;80;1.96;1.88;1.9;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.12715384615385;13.95;1.6
95.4;96.79;95.51;93.48;96.8;95.7;32;81.36;75.36;80.87;1.91;1.88;1.91;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.27334615384615;14.475;3.7
94.89;96.94;95.56;95.4;96.79;95.51;33;83.67;74.71;80.65;1.92;1.87;1.91;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.41953846153846;15;0
90.78;96.3;95.68;94.89;96.94;95.56;34;105;77.39;80.09;2.02;1.89;1.9;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.56573076923077;15.525;0
83.75;94.29;95.69;90.78;96.3;95.68;35;154.86;86.51;80.06;2.19;1.94;1.9;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.71192307692308;16.05;0
85.78;92.44;95.62;83.75;94.29;95.69;36;138.45;95.81;80.39;2.14;1.98;1.91;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.85811538461538;16.575;7.2
96.44;93.02;95.4;85.78;92.44;95.62;37;76.81;92.8;81.35;1.89;1.97;1.91;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;3.00430769230769;17.1;4
90.91;92.69;95.34;96.44;93.02;95.4;38;104.27;94.49;81.63;2.02;1.98;1.91;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.11375;17.41125;0
81.65;90.17;95.34;90.91;92.69;95.34;39;173.9;108.61;81.64;2.24;2.04;1.91;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;1.02;15.24;15.24;363.84;256.21;178337.22;40.9;554.34;318.87;20;30;50;1.2;3.20057692307692;17.5909615384615;0
74.58;87.12;95.2;81.65;90.17;95.34;40;257.02;128.54;82.25;2.41;2.11;1.92;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;1.54;15.28;15.28;375.74;268.1;181526.42;42.9;569.62;334.15;20;30;50;1.2;3.28740384615385;17.7706730769231;0.3
70.32;84.21;94.9;74.58;87.12;95.2;41;325.26;150.96;83.66;2.51;2.18;1.92;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;1.35;15.33;15.33;387.43;279.79;186328.6;49.5;584.95;349.48;20;30;50;1.2;3.37423076923077;17.9503846153846;2
70.9;81.88;94.56;70.32;84.21;94.9;42;314.99;171.75;85.24;2.5;2.23;1.93;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;1.57;15.37;15.37;399.36;291.72;190126.45;54.2;600.32;364.85;20;30;50;1.2;3.46105769230769;18.1300961538462;6.6
75.92;80.89;94.41;70.9;81.88;94.56;43;238.73;181.42;85.93;2.38;2.26;1.93;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;1.55;15.42;15.42;411.03;303.39;194616.42;55;615.74;380.27;20;30;50;1.2;3.53666666666667;18.3676923076923;4.7
73.44;79.65;94.34;75.92;80.89;94.41;44;273.86;194.24;86.27;2.44;2.29;1.94;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;1.43;15.46;15.46;422.78;315.14;200448.85;56.5;631.2;395.73;20;30;50;1.2;3.60666666666667;18.6342307692308;0.8
67.67;77.4;94.05;73.44;79.65;94.34;45;376.73;219.99;87.65;2.58;2.34;1.94;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;1.01;15.5;15.5;435.96;328.32;204784.2;56.5;646.7;411.23;20;30;50;1.2;3.67666666666667;18.9007692307692;1.5
61.68;74.64;93.85;67.67;77.4;94.05;46;524.47;256.22;88.63;2.72;2.41;1.95;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;2.06;15.54;15.54;449.83;342.2;210047.7;59.2;662.24;426.77;20;30;50;1.2;3.74666666666667;19.1673076923077;0
57.66;71.44;93.41;61.68;74.64;93.85;47;654.76;305.82;90.84;2.82;2.49;1.96;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;2.47;15.59;15.59;462.06;354.42;214762.83;60.4;677.83;442.36;20;30;50;1.2;3.80192307692308;19.6146153846154;2.7
55.22;68.26;92.98;57.66;71.44;93.41;48;749.27;364.64;92.98;2.87;2.56;1.97;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;1.86;15.62;15.62;474.26;366.62;219660.88;60.4;693.45;457.98;20;30;50;1.2;3.85644230769231;20.0709615384615;1.2
53.79;65.08;92.73;55.22;68.26;92.98;49;811.14;434.63;94.31;2.91;2.64;1.97;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;1.3;15.66;15.66;486.12;378.48;224559.33;61.9;709.11;473.64;20;30;50;1.2;3.91096153846154;20.5273076923077;0
52.94;62.67;92.35;53.79;65.08;92.73;50;849.96;496.49;96.31;2.93;2.7;1.98;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;2.26;15.7;15.7;496.43;388.8;227062.25;64.1;724.81;489.34;20;30;50;1.2;3.96548076923077;20.9836538461538;1.5
52.71;61.85;92.1;52.94;62.67;92.35;51;860.98;519.66;97.66;2.93;2.72;1.99;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;1.31;15.74;15.74;507.11;399.47;229938.65;69.4;740.55;505.08;20;30;50;1.2;4.02;21.44;2.2
103.33;111.49;106.41;52.71;61.85;92.1;26;52.5;33.44;44.28;1.72;1.52;1.65;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.63;16.89;5.3
98.5;107.32;104.39;103.33;111.49;106.41;27;68.53;42.11;49.51;1.84;1.62;1.69;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.72245614035088;17.4208771929825;1.1
96.17;104.05;103.26;98.5;107.32;104.39;28;77.95;50.44;52.69;1.89;1.7;1.72;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.81491228070175;17.9517543859649;7.5
91.02;101.19;102.48;96.17;104.05;103.26;29;103.62;59.09;55.03;2.02;1.77;1.74;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.90736842105263;18.4826315789474;0.1
95.97;98.65;101.57;91.02;101.19;102.48;30;78.85;67.99;57.84;1.9;1.83;1.76;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;3.04614035087719;18.6912280701754;0.7
121.19;106.63;100.82;95.97;98.65;101.57;31;19.56;43.75;60.29;1.29;1.64;1.78;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.21017543859649;18.7240350877193;14.6
120.06;120.87;100.63;121.19;106.63;100.82;32;20.82;19.91;60.95;1.32;1.3;1.78;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.37421052631579;18.7568421052632;3.9
115.99;116.33;101.5;120.06;120.87;100.63;33;26.07;25.59;58.08;1.42;1.41;1.76;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.50118421052632;18.8464473684211;1.4
106.9;109.27;101.94;115.99;116.33;101.5;34;43.09;37.8;56.69;1.63;1.58;1.75;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.53921052631579;19.0723684210526;5.2
91.76;98.4;101.39;106.9;109.27;101.94;35;99.51;68.94;58.43;2;1.84;1.77;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.57723684210526;19.2982894736842;0
75.66;87.52;100.21;91.76;98.4;101.39;36;242.25;125.72;62.38;2.38;2.1;1.8;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.61526315789474;19.5242105263158;0
63.87;79.64;99.16;75.66;87.52;100.21;37;464.7;194.39;66.11;2.67;2.29;1.82;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.65328947368421;19.7501315789474;0
105.26;104.02;99.7;63.87;79.64;99.16;38;47.18;50.54;64.14;1.67;1.7;1.81;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.70666666666667;20.0356140350877;29.6
101.57;99.78;99.81;105.26;104.02;99.7;39;57.85;63.88;63.76;1.76;1.81;1.8;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.76333333333333;20.3338596491228;0
88.51;87.54;98.82;101.57;99.78;99.81;40;119.08;125.6;67.34;2.08;2.1;1.83;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;3.82;20.6321052631579;0
80.42;83.22;97.7;88.51;87.54;98.82;41;186.21;159.45;71.63;2.27;2.2;1.86;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;0.75;15.47;15.47;831.05;825.52;218633.08;110.5;656.26;656.26;20;30;50;1.2;3.86684210526316;20.9152631578947;0
121.76;122.83;116.16;80.42;83.22;97.7;42;18.96;17.87;25.83;1.28;1.25;1.41;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;0.75;15.43;15.43;851.74;846.22;225214.42;114.2;671.69;671.69;20;30;50;1.2;3.90263157894737;21.1814473684211;36.46
113.88;114.89;107.47;121.76;122.83;116.16;43;29.3;27.71;41.76;1.47;1.44;1.62;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;0.91;15.38;15.38;872.85;867.33;231924.4;114.5;687.07;687.07;20;30;50;1.2;3.93842105263158;21.4476315789474;3.7
105.31;104.47;104.13;113.88;114.89;107.47;44;47.06;49.28;50.21;1.67;1.69;1.7;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;0.88;15.34;15.34;892.19;886.67;236256.78;115.9;702.41;702.41;20;30;50;1.2;3.97421052631579;21.7138157894737;0.3
102.04;101.19;102.72;105.31;104.47;104.13;45;56.36;59.07;54.29;1.75;1.77;1.73;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;1.14;15.3;15.3;911.3;905.78;240660.25;116;717.71;717.71;20;30;50;1.2;4.01;21.98;1.4
103.18;109.5;111.91;102.04;101.19;102.72;26;52.92;37.32;32.67;1.72;1.57;1.51;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.41;16.1;0.1
98.96;107.18;110.18;103.18;109.5;111.91;27;66.84;42.43;35.94;1.83;1.63;1.56;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.55315789473684;16.7263157894737;1.1
96.4;105.18;109.3;98.96;107.18;110.18;28;76.98;47.38;37.73;1.89;1.68;1.58;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.69631578947368;17.3526315789474;7.5
92.13;104.19;108.21;96.4;105.18;109.3;29;97.45;50.05;40.08;1.99;1.7;1.6;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.83947368421053;17.9789473684211;0.1
98.85;102.89;106.82;92.13;104.19;108.21;30;67.23;53.79;43.29;1.83;1.73;1.64;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;3.0019298245614;18.2771929824561;0.7
122.99;107.95;106.1;98.85;102.89;106.82;31;17.71;40.67;45.05;1.25;1.61;1.65;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.17491228070175;18.3964912280702;14.6
120.74;118.02;108.22;122.99;107.95;106.1;32;20.06;23.31;40.05;1.3;1.37;1.6;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.3478947368421;18.5157894736842;3.9
116.46;113.84;110.55;120.74;118.02;108.22;33;25.41;29.36;35.22;1.41;1.47;1.55;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.46539473684211;18.6342105263158;1.4
108.4;110.33;110.18;116.46;113.84;110.55;34;39.66;35.65;35.95;1.6;1.55;1.56;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.44973684210526;18.7505263157895;5.2
98.47;105.89;108.96;108.4;110.33;110.18;35;68.66;45.57;38.45;1.84;1.66;1.58;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.43407894736842;18.8668421052632;0
86.34;101.32;107.14;98.47;105.89;108.96;36;134.2;58.67;42.53;2.13;1.77;1.63;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.41842105263158;18.9831578947368;0
76.39;97.76;105.2;86.34;101.32;107.14;37;232.66;71.4;47.34;2.37;1.85;1.68;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.40276315789474;19.0994736842105;0
113.82;106.13;104.33;76.39;97.76;105.2;38;29.4;44.97;49.67;1.47;1.65;1.7;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.5080701754386;19.5473684210526;29.28
106.99;101.93;103.85;113.82;106.13;104.33;39;42.87;56.72;51.01;1.63;1.75;1.71;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.63929824561404;20.0663157894737;0
97.86;96.42;102.76;106.99;101.93;103.85;40;71.03;76.9;54.18;1.85;1.89;1.73;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;3.77052631578947;20.5852631578947;0
89.84;92.38;101.75;97.86;96.42;102.76;41;110.65;96.14;57.29;2.04;1.98;1.76;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;0.75;15.47;15.47;831.05;825.52;218633.08;110.5;656.26;656.26;20;30;50;1.2;3.86631578947368;21.0442105263158;0
123.45;123.32;121.3;89.84;92.38;101.75;42;17.27;17.39;19.45;1.24;1.24;1.29;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;0.75;15.43;15.43;851.74;846.22;225214.42;114.2;671.69;671.69;20;30;50;1.2;3.92223684210526;21.4356578947368;36.3
115.26;113.44;115.03;123.45;123.32;121.3;43;27.15;30.03;27.5;1.43;1.48;1.44;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;0.91;15.38;15.38;872.85;867.33;231924.4;114.5;687.07;687.07;20;30;50;1.2;3.97815789473684;21.8271052631579;3.7
106.84;105.9;111.17;115.26;113.44;115.03;44;43.24;45.55;34.04;1.64;1.66;1.53;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;0.88;15.34;15.34;892.19;886.67;236256.78;115.9;702.41;702.41;20;30;50;1.2;4.03407894736842;22.2185526315789;0.3
103.37;103.4;109.19;106.84;105.9;111.17;45;52.38;52.28;37.96;1.72;1.72;1.58;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;1.14;15.3;15.3;911.3;905.78;240660.25;116;717.71;717.71;20;30;50;1.2;4.09;22.61;1.4
101.32;108.94;110.06;103.37;103.4;109.19;26;58.67;38.49;36.18;1.77;1.59;1.56;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.54;16.69;0.1
96.24;106.59;107.66;101.32;108.94;110.06;27;77.68;43.83;41.32;1.89;1.64;1.62;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.48035087719298;16.7914035087719;1.1
95.43;104.23;106.07;96.24;106.59;107.66;28;81.22;49.95;45.11;1.91;1.7;1.65;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.42070175438597;16.8928070175439;7.5
90.77;102.69;104.94;95.43;104.23;106.07;29;105.08;54.39;48.02;2.02;1.74;1.68;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.36105263157895;16.9942105263158;0.1
97.87;100.69;103.65;90.77;102.69;104.94;30;70.99;60.75;51.56;1.85;1.78;1.71;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;2.50982456140351;17.1959649122807;0.7
124.9;102.45;102.52;97.87;100.69;103.65;31;15.94;55.1;54.89;1.2;1.74;1.74;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;2.77228070175439;17.4524561403509;14.6
121.84;112.71;103.44;124.9;102.45;102.52;32;18.87;31.26;52.17;1.28;1.49;1.72;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.03473684210526;17.7089473684211;3.9
117.1;111.73;106.1;121.84;112.71;103.44;33;24.53;32.99;45.03;1.39;1.52;1.65;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.23973684210526;17.9965789473684;1.4
107.59;108.32;105.99;117.1;111.73;106.1;34;41.48;39.83;45.32;1.62;1.6;1.66;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.30684210526316;18.3589473684211;5.2
95.58;102.65;104.24;107.59;108.32;105.99;35;80.55;54.5;49.91;1.91;1.74;1.7;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.37394736842105;18.7213157894737;0
81.25;96.53;102.01;95.58;102.65;104.24;36;177.79;76.44;56.47;2.25;1.88;1.75;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.44105263157895;19.0836842105263;0
69.33;91.46;99.9;81.25;96.53;102.01;37;343.58;101.14;63.43;2.54;2;1.8;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.50815789473684;19.446052631579;0
118.55;98.88;98.24;69.33;91.46;99.9;38;22.63;67.14;69.53;1.35;1.83;1.84;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.53964912280702;19.6082456140351;28.99
105.23;94.74;97.67;118.55;98.88;98.24;39;47.27;84.36;71.78;1.67;1.93;1.86;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.56350877192982;19.7275438596491;0
94.38;87.34;96.3;105.23;94.74;97.67;40;86.09;127.03;77.4;1.93;2.1;1.89;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;0.91;15.51;15.51;811.69;806.17;214857.55;104.5;640.79;640.79;20;30;50;1.2;3.58736842105263;19.8468421052632;0
85.49;83.69;94.7;94.38;87.34;96.3;41;140.69;155.42;84.58;2.15;2.19;1.93;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;0.75;15.47;15.47;831.05;825.52;218633.08;110.5;656.26;656.26;20;30;50;1.2;3.64105263157895;20.1363157894737;0
125.96;117.33;117.84;85.49;83.69;94.7;42;15.03;24.21;23.54;1.18;1.38;1.37;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;0.75;15.43;15.43;851.74;846.22;225214.42;114.2;671.69;671.69;20;30;50;1.2;3.72828947368421;20.6172368421053;36.67
115.82;107.7;110.44;125.96;117.33;117.84;43;26.32;41.24;35.44;1.42;1.62;1.55;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;0.91;15.38;15.38;872.85;867.33;231924.4;114.5;687.07;687.07;20;30;50;1.2;3.81552631578947;21.0981578947368;3.7
105.72;98.94;105.49;115.82;107.7;110.44;44;45.99;66.91;46.59;1.66;1.83;1.67;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;0.88;15.34;15.34;892.19;886.67;236256.78;115.9;702.41;702.41;20;30;50;1.2;3.90276315789474;21.5790789473684;0.3
101.6;96.44;103.24;105.72;98.94;105.49;45;57.77;76.83;52.76;1.76;1.89;1.72;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;1.14;15.3;15.3;911.3;905.78;240660.25;116;717.71;717.71;20;30;50;1.2;3.99;22.06;1.4
100.94;107.37;111.06;101.6;96.44;103.24;26;59.89;41.98;34.24;1.78;1.62;1.53;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.61;16.89;0.1
96.36;105.44;109.11;100.94;107.37;111.06;27;77.17;46.72;38.13;1.89;1.67;1.58;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.71140350877193;17.3075438596491;1.1
96.87;103.69;107.49;96.36;105.44;109.11;28;74.99;51.45;41.7;1.88;1.71;1.62;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.81280701754386;17.7250877192982;7.5
