m,s
13.3052282290223,5.10574105616276
8.56201355797372,4.64039887967315
18.0786985723257,6.3536594773873
73.3273888921093,13.5750589517616
3716.38894049561,2240.45422437417
2.05897687252091,4.8111493673194
1.65734969644041,3.32157169698334
56.108748792263,37.4518075174964
68.2622930796081,31.7141917235192
94.5298868916098,9.29566334853516
25.44688384271,14.4095666077246
11.4775595020909,7.58266918914537
1.816578611547,1.57167547873019
15.9002206532905,4.61033556439017
338.058513038861,225.993038193129
291.314671988812,241.234787999298
93943.2340111297,71666.6581963384
337.826662198503,204.418896443725
266.057967916871,211.229129641613
