satz_id,variante_H2O,wiederholung,zeit_messung,tage_seit_aussaat,B0020_nFK_prozent,B2040_nFK_prozent,B4060_nFK_prozent,Tmean_gradC,Tmean_th9_25_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,globalstrahlung_Wh_m2,par_Wh_m2,niederschlag_mm,windgeschwindigkeit_m_s,FAO56_mm,tageslicht_h,tageslicht_h_th9,Tmean_gradC_sum,Tmean_th9_25_gradC_sum,globalstrahlung_Wh_m2_sum,niederschlag_mm_sum,FAO56_mm_sum,tageslicht_h_sum,tageslicht_h_th9_sum,bewaesserung_id,bewaesserung_mm
9,Wred,c,2022-04-23,10,76.52,68.79,65.75,11.83,11.83,6.2,15.4,74.46,59.1,99.7,3468.7,482.5,0,1.71,2.1,14.11,14.11,136.11,136.11,64245.9,0,34.6,151.95,151.95,,0
9,Wred,c,2022-04-24,11,72.37,67.56,64.92,10.46,10.46,7.4,13,87.71,73.6,99.9,1361,214.1,0.95,1.67,1.17,14.16,14.16,146.57,146.57,65606.9,0.95,35.77,166.11,166.11,,0
9,Wred,c,2022-04-25,12,71.39,66.53,65.2,9.7,9.7,4,15.3,84.8,55.6,100,4575.7,600.1,0.14,1.42,2.4,14.22,14.22,156.27,156.27,70182.6,1.09,38.17,180.33,180.33,,0
9,Wred,c,2022-04-26,13,67.92,66.22,64.25,9.55,9.55,8.1,12.4,93.98,77.2,100,2810.9,392.2,3.13,2.38,1.6,14.28,14.28,165.82,165.82,72993.5,4.22,39.77,194.61,194.61,,0
9,Wred,c,2022-04-27,14,69.43,66.08,65.49,11.65,11.65,5.7,17,79.05,49.5,100,5605.5,718,0,1.41,2.93,14.34,14.34,177.47,177.47,78599,4.22,42.7,208.95,208.95,,0
9,Wred,c,2022-04-28,15,71.19,67.77,65.37,13.24,13.24,5,20.5,67.66,35.3,100,7230.5,898,0,1.15,3.82,14.39,14.39,190.71,190.71,85829.5,4.22,46.52,223.34,223.34,,0
9,Wred,c,2022-04-29,16,69.23,67.89,64.34,13.56,13.56,6.9,19.3,69.09,42.8,99.1,5158.6,657.9,0,1.58,3.2,14.45,14.45,204.27,204.27,90988.1,4.22,49.72,237.79,237.79,,0
9,Wred,c,2022-04-30,17,64.15,63.33,62.14,9.89,9.89,9,11.5,97.66,90.1,100,1134,186.4,9,3.03,0.84,14.5,14.5,214.16,214.16,92122.1,13.22,50.56,252.29,252.29,,0
9,Wred,c,2022-05-01,18,73.93,64.16,63.68,11.38,11.38,8.4,15.6,85.47,62.5,100,3655.9,497.5,0,1.26,2.16,14.56,14.56,225.54,225.54,95778,13.22,52.72,266.85,266.85,,0
9,Wred,c,2022-05-02,19,82.39,66.82,63.81,13.47,13.47,6.8,19,78.94,52.1,100,6205.6,781.7,0,1.38,3.34,14.61,14.61,239.01,239.01,101983.6,13.22,56.06,281.46,281.46,,0
9,Wred,c,2022-05-03,20,78.89,67.68,63.31,15.52,15.52,10,21,74.55,50.7,98,6595.8,835.2,0,1.81,3.9,14.67,14.67,254.53,254.53,108579.4,13.22,59.96,296.13,296.13,,0
9,Wred,c,2022-05-04,21,72.76,67.12,62.94,14.95,14.95,10.8,20.7,75.38,47.8,93.8,5449.6,712.2,0,1.85,3.57,14.72,14.72,269.48,269.48,114029,13.22,63.53,310.85,310.85,,0
9,Wred,c,2022-05-05,22,65.79,64.27,61.67,13.07,13.07,11.4,15.4,89.8,73.5,100,1249.5,197.8,1.55,1.91,1.27,14.77,14.77,282.55,282.55,115278.5,14.77,64.8,325.62,325.62,,0
9,Wred,c,2022-05-06,23,65.03,65.26,63.66,15.56,15.56,10.4,20.8,67.58,43,93.4,6734.9,875.4,0,2.18,4.22,14.83,14.83,298.11,298.11,122013.4,14.77,69.02,340.45,340.45,,0
9,Wred,c,2022-05-07,24,62.06,66.49,63.13,16.01,16.01,7.2,22.4,65.4,39.8,100,6707.8,863.5,0,0.95,3.84,14.88,14.88,314.12,314.12,128721.2,14.77,72.86,355.33,355.33,,0
9,Wred,c,2022-05-08,25,56.46,65.43,61.93,16.49,16.49,11.1,21.3,75.17,55.1,98.7,5798,752.2,0,2.3,3.78,14.93,14.93,330.61,330.61,134519.2,14.77,76.64,370.26,370.26,,0
9,Wred,c,2022-05-09,26,53.27,65.77,62.71,17.57,17.57,10.3,24.2,72.54,41.5,100,7364.5,937.8,0,1.65,4.62,14.98,14.98,348.18,348.18,141883.7,14.77,81.26,385.24,385.24,,0
9,Wred,c,2022-05-10,27,49.79,64.35,61.79,19.15,19.15,10.3,26.1,68.06,42,100,5779.6,754.8,0,1.45,4.09,15.03,15.03,367.33,367.33,147663.3,14.77,85.35,400.27,400.27,,0
9,Wred,c,2022-05-11,28,46.73,63.71,62.05,22.65,22.65,15.3,29.6,57.68,31.1,87,7663.6,982.7,0.92,3.49,6.85,15.08,15.08,389.98,389.98,155326.9,15.69,92.2,415.35,415.35,,0
9,Wred,c,2022-05-12,29,42.66,58.89,61.53,20.26,20.26,16.4,23.6,61.73,48.8,79.5,6392.3,847.2,0,3,4.92,15.13,15.13,410.24,410.24,161719.2,15.69,97.12,430.48,430.48,,0
9,Wred,c,2022-05-13,30,40.36,56.4,61.36,18.4,18.4,13.7,23,57,35.8,83.7,7882.9,1008.6,0,1.94,5.14,15.18,15.18,428.64,428.64,169602.1,15.69,102.26,445.66,445.66,116,18
9,Wred,c,2022-05-14,31,40.15,56.16,59.79,16.98,16.98,8,23.8,61.42,35.7,98,7952.3,1017.3,0,0.9,4.51,15.22,15.22,445.62,445.62,177554.4,15.69,106.77,460.88,460.88,,0
9,Wred,c,2022-05-15,32,,,,19.57,19.57,11.1,26.8,59.2,36.4,89.4,8094.5,1040.3,0,1.47,5.31,15.27,15.27,465.19,465.19,185648.9,15.69,112.08,476.15,476.15,,0
9,Wred,c,2022-05-16,33,,,,19.35,19.35,14.6,25.8,70.94,50.5,93.2,4046.5,558.9,0.06,2.13,3.7,15.32,15.32,484.54,484.54,189695.4,15.75,115.78,491.47,491.47,,0
9,Wred,c,2022-05-17,34,,,,19.66,19.66,11.8,25.8,68.68,39.9,100,7450.4,979.8,0,0.88,4.62,15.36,15.36,504.2,504.2,197145.8,15.75,120.4,506.83,506.83,,0
9,Wred,c,2022-05-18,35,37.19,47.52,60.21,22.05,22.05,12.6,28.6,61.23,37,100,7958.7,1039.4,0,1.53,5.49,15.41,15.41,526.25,526.25,205104.5,15.75,125.89,522.24,522.24,,0
9,Wred,c,2022-05-19,36,36.04,44.03,57.94,23.31,23.31,16,31.5,60.12,39.2,93.8,7067.6,930.5,0.13,2.34,6.07,15.45,15.45,549.56,549.56,212172.1,15.88,131.96,537.69,537.69,121,18
9,Wred,c,2022-05-20,37,35.48,41.97,57.36,22.25,22.25,16.8,30.1,74.52,43.1,100,5660,756.4,2.08,2.37,5.07,15.49,15.49,571.81,571.81,217832.1,17.96,137.03,553.18,553.18,,0
9,Wred,c,2022-05-21,38,34.85,39.52,56.01,17.15,17.15,12,21.9,67.48,45.3,93.6,6249.9,826.6,0,1.99,4.24,15.53,15.53,588.96,588.96,224082,17.96,141.27,568.71,568.71,,0
9,Wred,c,2022-05-22,39,34.76,38.4,55.96,17.75,17.75,9.2,24,68.25,37,100,7021.8,916.3,0.17,0.94,4.3,15.57,15.57,606.71,606.71,231103.8,18.13,145.57,584.28,584.28,,0
9,Wred,c,2022-05-23,40,34.83,37.84,52.65,19.18,19.18,14.2,25.4,81.27,61.1,99.7,5105.1,696.6,2.41,2.85,3.85,15.61,15.61,625.89,625.89,236208.9,20.54,149.42,599.89,599.89,,0
9,Wred,c,2022-05-24,41,34.21,36.44,49.43,,,,,,,,,,,,,,,,,,,,,,,0
9,Wred,c,2022-05-25,42,33.52,35.13,51.36,,,,,,,,,,,,,,,,,,,,,,,0
9,Wred,c,2022-05-26,43,32.91,34.66,46.66,,,,,,,,,,,,,,,,,,,,,,,0
9,Wred,c,2022-05-27,44,32.61,34.64,45.01,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull_plus,c,2022-08-19,16,73.97,83.43,63.69,23.54,23.54,19.5,28.4,65.27,42.9,88.1,5228,680.4,0,1.9,4.42,14.16,14.16,394.33,389.47,108455.2,12.81,84.89,248.23,248.23,142,9
10,Wfull_plus,c,2022-08-20,17,78.41,90.9,65.31,22.69,22.69,18.2,28.6,65.61,32.2,99.5,5447.2,722.3,0.06,1.33,4.2,14.11,14.11,417.02,412.16,113902.4,12.87,89.09,262.34,262.34,,0
10,Wfull_plus,c,2022-08-21,18,83.06,88.34,65.19,20.75,20.75,12.7,28.2,63.48,35,100,6670.6,845.4,0,0.73,4.1,14.05,14.05,437.77,432.91,120573,12.87,93.19,276.39,276.39,,0
10,Wfull_plus,c,2022-08-22,19,84.97,102.63,66.86,22.84,22.84,15.1,29.9,52.42,28.8,83.8,6547.6,830.3,0,0.96,4.44,13.99,13.99,460.61,455.75,127120.6,12.87,97.63,290.38,290.38,143,9
10,Wfull_plus,c,2022-08-23,20,90.14,105.86,68.14,23.36,23.36,15.2,31,55.02,30.9,86.5,6583.7,828.9,0,1,4.56,13.94,13.94,483.97,479.11,133704.3,12.87,102.19,304.32,304.32,,0
10,Wfull_plus,c,2022-08-24,21,100.47,110.19,70.29,23.61,23.61,15.2,31.7,57.16,31.6,92.4,6210.8,786.6,0,0.76,4.21,13.88,13.88,507.58,502.72,139915.1,12.87,106.4,318.2,318.2,,0
10,Wfull_plus,c,2022-08-25,22,114.21,95.13,73.83,24.03,24.03,16.6,31,60.02,37.4,84.3,6226.2,801.9,0,1.14,4.56,13.82,13.82,531.61,526.75,146141.3,12.87,110.96,332.02,332.02,144,18
10,Wfull_plus,c,2022-08-26,23,147.84,81.27,65.4,23.28,23.28,17.4,31.1,70.3,41.4,94.1,5245.4,681.8,0.2,1.51,4.33,13.76,13.76,554.89,550.03,151386.7,13.07,115.29,345.78,345.78,,0
10,Wfull_plus,c,2022-08-27,24,116.54,66.73,56.47,21.26,21.26,19.3,25.3,83.05,60,100,2595.5,366.5,0.25,1.95,2.5,13.7,13.7,576.15,571.29,153982.2,13.32,117.79,359.48,359.48,147,18
10,Wfull_plus,c,2022-08-28,25,89.67,79.25,57.44,21.36,21.36,16.4,26.8,68.3,45.3,94.2,5512.8,719.7,0.39,1.83,4.05,13.64,13.64,597.51,592.65,159495,13.71,121.84,373.12,373.12,,0
10,Wfull_plus,c,2022-08-29,26,100.87,86.36,58.9,20.66,20.66,13.1,28,58.07,37.1,85.6,6184.9,792.5,0,1.55,4.41,13.58,13.58,618.17,613.31,165679.9,13.71,126.25,386.7,386.7,,0
10,Wfull_plus,c,2022-08-30,27,115.97,86.17,58.43,22.6,22.6,14.1,29.9,52.33,35.5,77.6,5537.9,714.2,0,1.29,4.21,13.52,13.52,640.77,635.91,171217.8,13.71,130.46,400.22,400.22,,0
10,Wfull_plus,c,2022-08-31,28,135.98,73.43,54.85,18.9,18.9,14.9,21.7,83.56,58.2,100,1827.6,278.5,3.91,1.45,1.89,13.46,13.46,659.67,654.81,173045.4,17.62,132.35,413.68,413.68,149,18
10,Wfull_plus,c,2022-09-01,29,106.17,65.63,53.11,18.54,18.54,12.5,24.9,74.26,46,100,5412.4,694.7,0,1.51,3.51,13.4,13.4,678.21,673.35,178457.8,17.62,135.86,427.08,427.08,151,9
10,Wfull_plus,c,2022-09-02,30,97.83,60.66,52.91,18.96,18.96,11.6,25.3,62.82,34.2,100,6241.9,791,0,1.56,3.97,13.34,13.34,697.17,692.31,184699.7,17.62,139.83,440.42,440.42,,0
10,Wfull_plus,c,2022-09-03,31,93.42,56.65,53.18,17.54,17.54,14.6,22.4,84.54,60.6,100,3507.4,486.3,6.61,1.15,2.38,13.28,13.28,714.71,709.85,188207.1,24.23,142.21,453.7,453.7,,0
10,Wfull_plus,c,2022-09-04,32,98.32,61.32,53.3,19.07,19.07,13.6,26.7,83.03,45.1,100,4826.5,649.9,0,0.63,2.99,13.22,13.22,733.78,728.92,193033.6,24.23,145.2,466.92,466.92,,0
10,Wfull_plus,c,2022-09-05,33,44.26,65.86,53.7,20.7,20.7,13.1,29.2,73.93,36.2,100,5654.2,737.7,0,0.76,3.58,13.16,13.16,754.48,749.62,198687.8,24.23,148.78,480.08,480.08,153,18
10,Wfull_plus,c,2022-09-06,34,42.76,66.88,54,20.95,20.95,16.4,29.1,83.67,48,100,4362.3,589.3,1.43,1.22,3.28,13.1,13.1,775.43,770.57,203050.1,25.66,152.06,493.18,493.18,,0
10,Wfull_plus,c,2022-09-07,35,39.16,71.05,53.77,21.49,21.49,17,27.8,77.65,46.7,100,4458,595.2,0.71,1.53,3.38,13.04,13.04,796.92,792.06,207508.1,26.37,155.44,506.22,506.22,,0
10,Wfull_plus,c,2022-09-08,36,40.57,80.71,54.45,17.98,17.98,14.8,21.9,85.85,60.4,100,3184,445.5,7.75,2.23,2.46,12.98,12.98,814.9,810.04,210692.1,34.12,157.9,519.2,519.2,,0
10,Wfull_plus,c,2022-09-09,37,34.66,83.79,54.92,16.58,16.58,14.6,20.4,92.5,72,100,3462.8,477.1,14.71,2.51,2.22,12.92,12.92,831.48,826.62,214154.9,48.83,160.12,532.12,532.12,,0
10,Wfull_plus,c,2022-09-10,38,28.38,60.4,52.95,16.33,16.33,14.2,18.7,92.4,80.1,100,1990.9,292.6,1.4,3.01,1.49,12.86,12.86,847.81,842.95,216145.8,50.23,161.61,544.98,544.98,,0
10,Wfull_plus,c,2022-09-11,39,30.01,80.9,54.76,18.05,18.05,13.6,21.9,84.45,57.8,100,3992.7,543.4,0,1.17,2.48,12.8,12.8,865.86,861,220138.5,50.23,164.09,557.78,557.78,,0
10,Wfull_plus,c,2022-09-12,40,34.72,78.16,57.22,17.39,17.39,10.6,25.3,79.95,40,100,5492,699.8,0,0.74,3,12.74,12.74,883.25,878.39,225630.5,50.23,167.09,570.52,570.52,,0
10,Wfull_plus,c,2022-09-13,41,28.41,70.98,55.7,17.84,17.84,12.1,24.1,86.14,57.9,100,2803.3,399.7,0.13,1,2.05,12.68,12.68,901.09,896.23,228433.8,50.36,169.14,583.2,583.2,,0
10,Wfull_plus,c,2022-09-14,42,28.76,69.07,55.2,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull_plus,c,2022-09-15,43,29.51,72.31,56.35,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull_plus,c,2022-09-16,44,30.53,75.63,56.75,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull_plus,c,2022-09-17,45,32.8,77.63,56.92,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull_plus,c,2022-09-18,46,38.3,84.08,58.15,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull_plus,c,2022-09-19,47,41.76,88.99,59.64,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull_plus,c,2022-09-20,48,43.2,80.44,57.81,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull_plus,c,2022-09-21,49,48.61,68.75,57.33,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull_plus,c,2022-09-22,50,52.88,74.79,59.45,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull,c,2022-08-19,16,75.76,65.05,71.38,23.54,23.54,19.5,28.4,65.27,42.9,88.1,5228,680.4,0,1.9,4.42,14.16,14.16,394.33,389.47,108455.2,12.81,84.89,248.23,248.23,,0
10,Wfull,c,2022-08-20,17,80.07,68.61,75.96,22.69,22.69,18.2,28.6,65.61,32.2,99.5,5447.2,722.3,0.06,1.33,4.2,14.11,14.11,417.02,412.16,113902.4,12.87,89.09,262.34,262.34,,0
10,Wfull,c,2022-08-21,18,83.47,68.62,76.35,20.75,20.75,12.7,28.2,63.48,35,100,6670.6,845.4,0,0.73,4.1,14.05,14.05,437.77,432.91,120573,12.87,93.19,276.39,276.39,,0
10,Wfull,c,2022-08-22,19,86.03,74.28,82.09,22.84,22.84,15.1,29.9,52.42,28.8,83.8,6547.6,830.3,0,0.96,4.44,13.99,13.99,460.61,455.75,127120.6,12.87,97.63,290.38,290.38,,0
10,Wfull,c,2022-08-23,20,91.38,77.67,83.22,23.36,23.36,15.2,31,55.02,30.9,86.5,6583.7,828.9,0,1,4.56,13.94,13.94,483.97,479.11,133704.3,12.87,102.19,304.32,304.32,,0
10,Wfull,c,2022-08-24,21,102.21,83.32,79.08,23.61,23.61,15.2,31.7,57.16,31.6,92.4,6210.8,786.6,0,0.76,4.21,13.88,13.88,507.58,502.72,139915.1,12.87,106.4,318.2,318.2,,0
10,Wfull,c,2022-08-25,22,115.02,83.06,70.32,24.03,24.03,16.6,31,60.02,37.4,84.3,6226.2,801.9,0,1.14,4.56,13.82,13.82,531.61,526.75,146141.3,12.87,110.96,332.02,332.02,145,13.5
10,Wfull,c,2022-08-26,23,146.11,59.19,58.52,23.28,23.28,17.4,31.1,70.3,41.4,94.1,5245.4,681.8,0.2,1.51,4.33,13.76,13.76,554.89,550.03,151386.7,13.07,115.29,345.78,345.78,,0
10,Wfull,c,2022-08-27,24,102.26,53.91,59.96,21.26,21.26,19.3,25.3,83.05,60,100,2595.5,366.5,0.25,1.95,2.5,13.7,13.7,576.15,571.29,153982.2,13.32,117.79,359.48,359.48,148,18
10,Wfull,c,2022-08-28,25,79.2,55.38,61.81,21.36,21.36,16.4,26.8,68.3,45.3,94.2,5512.8,719.7,0.39,1.83,4.05,13.64,13.64,597.51,592.65,159495,13.71,121.84,373.12,373.12,,0
10,Wfull,c,2022-08-29,26,90.6,55.25,62.03,20.66,20.66,13.1,28,58.07,37.1,85.6,6184.9,792.5,0,1.55,4.41,13.58,13.58,618.17,613.31,165679.9,13.71,126.25,386.7,386.7,,0
10,Wfull,c,2022-08-30,27,100.15,53.58,60.76,22.6,22.6,14.1,29.9,52.33,35.5,77.6,5537.9,714.2,0,1.29,4.21,13.52,13.52,640.77,635.91,171217.8,13.71,130.46,400.22,400.22,,0
10,Wfull,c,2022-08-31,28,60.78,52.7,58.82,18.9,18.9,14.9,21.7,83.56,58.2,100,1827.6,278.5,3.91,1.45,1.89,13.46,13.46,659.67,654.81,173045.4,17.62,132.35,413.68,413.68,150,18
10,Wfull,c,2022-09-01,29,35.76,51.43,58.35,18.54,18.54,12.5,24.9,74.26,46,100,5412.4,694.7,0,1.51,3.51,13.4,13.4,678.21,673.35,178457.8,17.62,135.86,427.08,427.08,152,9
10,Wfull,c,2022-09-02,30,34.84,49.74,60.78,18.96,18.96,11.6,25.3,62.82,34.2,100,6241.9,791,0,1.56,3.97,13.34,13.34,697.17,692.31,184699.7,17.62,139.83,440.42,440.42,,0
10,Wfull,c,2022-09-03,31,35.76,50.46,61.72,17.54,17.54,14.6,22.4,84.54,60.6,100,3507.4,486.3,6.61,1.15,2.38,13.28,13.28,714.71,709.85,188207.1,24.23,142.21,453.7,453.7,,0
10,Wfull,c,2022-09-04,32,37.04,51.25,62.53,19.07,19.07,13.6,26.7,83.03,45.1,100,4826.5,649.9,0,0.63,2.99,13.22,13.22,733.78,728.92,193033.6,24.23,145.2,466.92,466.92,,0
10,Wfull,c,2022-09-05,33,39.33,53.34,65.1,20.7,20.7,13.1,29.2,73.93,36.2,100,5654.2,737.7,0,0.76,3.58,13.16,13.16,754.48,749.62,198687.8,24.23,148.78,480.08,480.08,,0
10,Wfull,c,2022-09-06,34,38.78,53.52,64.85,20.95,20.95,16.4,29.1,83.67,48,100,4362.3,589.3,1.43,1.22,3.28,13.1,13.1,775.43,770.57,203050.1,25.66,152.06,493.18,493.18,,0
10,Wfull,c,2022-09-07,35,39.71,53.07,64.12,21.49,21.49,17,27.8,77.65,46.7,100,4458,595.2,0.71,1.53,3.38,13.04,13.04,796.92,792.06,207508.1,26.37,155.44,506.22,506.22,,0
10,Wfull,c,2022-09-08,36,43.3,54.81,65.41,17.98,17.98,14.8,21.9,85.85,60.4,100,3184,445.5,7.75,2.23,2.46,12.98,12.98,814.9,810.04,210692.1,34.12,157.9,519.2,519.2,,0
10,Wfull,c,2022-09-09,37,36.54,54,62.9,16.58,16.58,14.6,20.4,92.5,72,100,3462.8,477.1,14.71,2.51,2.22,12.92,12.92,831.48,826.62,214154.9,48.83,160.12,532.12,532.12,,0
10,Wfull,c,2022-09-10,38,31.04,48.29,58.58,16.33,16.33,14.2,18.7,92.4,80.1,100,1990.9,292.6,1.4,3.01,1.49,12.86,12.86,847.81,842.95,216145.8,50.23,161.61,544.98,544.98,,0
10,Wfull,c,2022-09-11,39,34,53.19,63.81,18.05,18.05,13.6,21.9,84.45,57.8,100,3992.7,543.4,0,1.17,2.48,12.8,12.8,865.86,861,220138.5,50.23,164.09,557.78,557.78,,0
10,Wfull,c,2022-09-12,40,39.3,61.05,67.7,17.39,17.39,10.6,25.3,79.95,40,100,5492,699.8,0,0.74,3,12.74,12.74,883.25,878.39,225630.5,50.23,167.09,570.52,570.52,,0
10,Wfull,c,2022-09-13,41,34.05,54.1,60.71,17.84,17.84,12.1,24.1,86.14,57.9,100,2803.3,399.7,0.13,1,2.05,12.68,12.68,901.09,896.23,228433.8,50.36,169.14,583.2,583.2,,0
10,Wfull,c,2022-09-14,42,34.52,54.93,60.76,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull,c,2022-09-15,43,32.93,58.34,62.61,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull,c,2022-09-16,44,33.62,60.67,63.75,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull,c,2022-09-17,45,36.34,63.68,65.61,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull,c,2022-09-18,46,44.01,70.23,70.41,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull,c,2022-09-19,47,51.66,72.95,71.13,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull,c,2022-09-20,48,54.22,63.54,66.88,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull,c,2022-09-21,49,57.98,60.28,65.06,,,,,,,,,,,,,,,,,,,,,,,0
10,Wfull,c,2022-09-22,50,65.53,64.13,67.28,,,,,,,,,,,,,,,,,,,,,,,0
10,Wred,c,2022-08-19,16,79.26,94.31,56.21,23.54,23.54,19.5,28.4,65.27,42.9,88.1,5228,680.4,0,1.9,4.42,14.16,14.16,394.33,389.47,108455.2,12.81,84.89,248.23,248.23,,0
10,Wred,c,2022-08-20,17,83.17,107.65,56.92,22.69,22.69,18.2,28.6,65.61,32.2,99.5,5447.2,722.3,0.06,1.33,4.2,14.11,14.11,417.02,412.16,113902.4,12.87,89.09,262.34,262.34,,0
10,Wred,c,2022-08-21,18,87.57,105.77,56.15,20.75,20.75,12.7,28.2,63.48,35,100,6670.6,845.4,0,0.73,4.1,14.05,14.05,437.77,432.91,120573,12.87,93.19,276.39,276.39,,0
10,Wred,c,2022-08-22,19,89.31,117.28,56.26,22.84,22.84,15.1,29.9,52.42,28.8,83.8,6547.6,830.3,0,0.96,4.44,13.99,13.99,460.61,455.75,127120.6,12.87,97.63,290.38,290.38,,0
10,Wred,c,2022-08-23,20,93.75,117.32,55.82,23.36,23.36,15.2,31,55.02,30.9,86.5,6583.7,828.9,0,1,4.56,13.94,13.94,483.97,479.11,133704.3,12.87,102.19,304.32,304.32,,0
10,Wred,c,2022-08-24,21,105.89,102.67,55,23.61,23.61,15.2,31.7,57.16,31.6,92.4,6210.8,786.6,0,0.76,4.21,13.88,13.88,507.58,502.72,139915.1,12.87,106.4,318.2,318.2,,0
10,Wred,c,2022-08-25,22,124.43,68.45,51.5,24.03,24.03,16.6,31,60.02,37.4,84.3,6226.2,801.9,0,1.14,4.56,13.82,13.82,531.61,526.75,146141.3,12.87,110.96,332.02,332.02,146,9
10,Wred,c,2022-08-26,23,122.47,68.41,49.62,23.28,23.28,17.4,31.1,70.3,41.4,94.1,5245.4,681.8,0.2,1.51,4.33,13.76,13.76,554.89,550.03,151386.7,13.07,115.29,345.78,345.78,,0
10,Wred,c,2022-08-27,24,42.18,79.67,49.25,21.26,21.26,19.3,25.3,83.05,60,100,2595.5,366.5,0.25,1.95,2.5,13.7,13.7,576.15,571.29,153982.2,13.32,117.79,359.48,359.48,,0
10,Wred,c,2022-08-28,25,29.32,90.56,49.28,21.36,21.36,16.4,26.8,68.3,45.3,94.2,5512.8,719.7,0.39,1.83,4.05,13.64,13.64,597.51,592.65,159495,13.71,121.84,373.12,373.12,,0
10,Wred,c,2022-08-29,26,28.69,95.45,49.95,20.66,20.66,13.1,28,58.07,37.1,85.6,6184.9,792.5,0,1.55,4.41,13.58,13.58,618.17,613.31,165679.9,13.71,126.25,386.7,386.7,,0
10,Wred,c,2022-08-30,27,28.13,105.17,49.82,22.6,22.6,14.1,29.9,52.33,35.5,77.6,5537.9,714.2,0,1.29,4.21,13.52,13.52,640.77,635.91,171217.8,13.71,130.46,400.22,400.22,,0
10,Wred,c,2022-08-31,28,27.75,99.71,49.7,18.9,18.9,14.9,21.7,83.56,58.2,100,1827.6,278.5,3.91,1.45,1.89,13.46,13.46,659.67,654.81,173045.4,17.62,132.35,413.68,413.68,,0
10,Wred,c,2022-09-01,29,27.71,81.11,49.33,18.54,18.54,12.5,24.9,74.26,46,100,5412.4,694.7,0,1.51,3.51,13.4,13.4,678.21,673.35,178457.8,17.62,135.86,427.08,427.08,,0
10,Wred,c,2022-09-02,30,27.79,66.43,49.19,18.96,18.96,11.6,25.3,62.82,34.2,100,6241.9,791,0,1.56,3.97,13.34,13.34,697.17,692.31,184699.7,17.62,139.83,440.42,440.42,,0
10,Wred,c,2022-09-03,31,27.89,71.16,49.67,17.54,17.54,14.6,22.4,84.54,60.6,100,3507.4,486.3,6.61,1.15,2.38,13.28,13.28,714.71,709.85,188207.1,24.23,142.21,453.7,453.7,,0
10,Wred,c,2022-09-04,32,27.96,74.49,49.81,19.07,19.07,13.6,26.7,83.03,45.1,100,4826.5,649.9,0,0.63,2.99,13.22,13.22,733.78,728.92,193033.6,24.23,145.2,466.92,466.92,,0
10,Wred,c,2022-09-05,33,28.05,92.16,50.73,20.7,20.7,13.1,29.2,73.93,36.2,100,5654.2,737.7,0,0.76,3.58,13.16,13.16,754.48,749.62,198687.8,24.23,148.78,480.08,480.08,,0
10,Wred,c,2022-09-06,34,28.25,91.45,51.21,20.95,20.95,16.4,29.1,83.67,48,100,4362.3,589.3,1.43,1.22,3.28,13.1,13.1,775.43,770.57,203050.1,25.66,152.06,493.18,493.18,,0
10,Wred,c,2022-09-07,35,28.61,83.22,51.2,21.49,21.49,17,27.8,77.65,46.7,100,4458,595.2,0.71,1.53,3.38,13.04,13.04,796.92,792.06,207508.1,26.37,155.44,506.22,506.22,,0
10,Wred,c,2022-09-08,36,30.32,91.04,52.05,17.98,17.98,14.8,21.9,85.85,60.4,100,3184,445.5,7.75,2.23,2.46,12.98,12.98,814.9,810.04,210692.1,34.12,157.9,519.2,519.2,,0
10,Wred,c,2022-09-09,37,32.34,86.48,52.84,16.58,16.58,14.6,20.4,92.5,72,100,3462.8,477.1,14.71,2.51,2.22,12.92,12.92,831.48,826.62,214154.9,48.83,160.12,532.12,532.12,,0
10,Wred,c,2022-09-10,38,31.64,63.53,52.16,16.33,16.33,14.2,18.7,92.4,80.1,100,1990.9,292.6,1.4,3.01,1.49,12.86,12.86,847.81,842.95,216145.8,50.23,161.61,544.98,544.98,,0
10,Wred,c,2022-09-11,39,34.75,77.01,53.15,18.05,18.05,13.6,21.9,84.45,57.8,100,3992.7,543.4,0,1.17,2.48,12.8,12.8,865.86,861,220138.5,50.23,164.09,557.78,557.78,,0
10,Wred,c,2022-09-12,40,40.11,76.31,54.1,17.39,17.39,10.6,25.3,79.95,40,100,5492,699.8,0,0.74,3,12.74,12.74,883.25,878.39,225630.5,50.23,167.09,570.52,570.52,,0
