satz_id,variante_H2O,wiederholung,zeit_messung,tage_seit_aussaat,B0020_nFK_prozent,B2040_nFK_prozent,B4060_nFK_prozent,Tmean_gradC,Tmean_th9_25_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,globalstrahlung_Wh_m2,par_Wh_m2,niederschlag_mm,windgeschwindigkeit_m_s,FAO56_mm,tageslicht_h,tageslicht_h_th9,Tmean_gradC_sum,Tmean_th9_25_gradC_sum,globalstrahlung_Wh_m2_sum,niederschlag_mm_sum,FAO56_mm_sum,tageslicht_h_sum,tageslicht_h_th9_sum,bewaesserung_id,bewaesserung_mm
6,Wfull,c,2021-09-14,29,,49.78,63.65,19.4,19.4,12.1,26.4,83.83,56.4,100,4119.2,547.3,0,0.8,2.5,12.6,12.6,539.61,539.61,129778,27.6,83.16,404.16,404.16,,0
6,Wfull,c,2021-09-15,30,,48.3,63.1,19.48,19.48,18,22,98.6,91,100,1326.1,214,11.86,1.45,1.06,12.54,12.54,559.09,559.09,131104.1,39.46,84.22,416.7,416.7,,0
6,Wfull,c,2021-09-16,31,,47.12,62.66,17.2,17.2,15.4,19.1,91.09,71.3,100,2067.6,299.8,0.69,1.88,1.57,12.48,12.48,576.29,576.29,133171.7,40.15,85.79,429.18,429.18,,0
6,Wfull,c,2021-09-17,32,82.5,46.61,62.86,15.75,15.75,10.7,20.3,86.42,61.9,100,3223.1,420.8,0,0.44,1.72,12.41,12.41,592.04,592.04,136394.8,40.15,87.51,441.59,441.59,,0
6,Wfull,c,2021-09-18,33,74.92,46.04,63.65,15.68,15.68,8.9,22.6,82.55,51.8,100,4912.9,608.3,0,0.53,2.3,12.35,12.35,607.72,607.72,141307.7,40.15,89.81,453.94,453.94,,0
6,Wfull,c,2021-09-19,34,65.48,45.16,63.23,15.24,15.24,10.2,21.1,84.64,58.9,100,4515.6,565.3,0,1.43,2.38,12.29,12.29,622.96,622.96,145823.3,40.15,92.19,466.23,466.23,,0
6,Wfull,c,2021-09-20,35,58.96,44.21,61.27,14.7,14.7,12.9,17.5,88.24,73.4,100,1999.4,281.5,0,1.15,1.33,12.23,12.23,637.66,637.66,147822.7,40.15,93.52,478.46,478.46,,0
6,Wfull,c,2021-09-21,36,53.78,43.24,58.04,13.79,13.79,9.1,18,74.23,47.1,96.9,3896.1,503.2,0,1.55,2.22,12.17,12.17,651.45,651.45,151718.8,40.15,95.74,490.63,490.63,,0
6,Wfull,c,2021-09-22,37,48.97,42.52,57.75,12.27,12.27,6.4,19.8,83.61,49,100,4021.9,522.9,0,0.5,1.82,12.11,12.11,663.72,663.72,155740.7,40.15,97.56,502.74,502.74,,0
6,Wfull,c,2021-09-23,38,45.49,42.31,57.76,14.7,14.7,6.1,23.6,78.95,47.1,100,5018.3,618,0,1.35,2.68,12.04,12.04,678.42,678.42,160759,40.15,100.24,514.78,514.78,,0
6,Wfull,c,2021-09-24,39,42.25,41.44,55.78,16.4,16.4,10.9,23.2,80.46,51.1,100,3736.6,492.5,0,1.27,2.28,11.98,11.98,694.82,694.82,164495.6,40.15,102.52,526.76,526.76,87,18
6,Wfull,c,2021-09-25,40,51.94,40.94,56.02,16.57,16.57,9.1,24.1,81.13,46.2,100,4689.7,584.8,4.66,0.59,2.19,11.92,11.92,711.39,711.39,169185.3,44.81,104.71,538.68,538.68,,0
6,Wfull,c,2021-09-26,41,67.61,40.47,54.99,17.51,17.51,13.5,22,96.72,80.7,100,2025.2,283.8,1.02,0.85,1.29,11.86,11.86,728.9,728.9,171210.5,45.83,106,550.54,550.54,,0
6,Wfull,c,2021-09-27,42,82.86,40.5,54.26,17.73,17.73,13.4,22.7,88.94,58.6,100,2746,375.5,2.22,1.37,1.93,11.8,11.8,746.63,746.63,173956.5,48.05,107.93,562.34,562.34,,0
6,Wfull,c,2021-09-28,43,88.38,39.99,54.99,13.85,13.85,10.1,18.2,86.88,56.4,100,3317.7,432.4,0.18,0.7,1.59,11.73,11.73,760.48,760.48,177274.2,48.23,109.52,574.07,574.07,,0
6,Wfull,c,2021-09-29,44,87.45,40.43,54.94,13.33,13.33,10,17.4,87.19,64.1,100,2388.7,319.3,1.48,2.13,1.64,11.67,11.67,773.81,773.81,179662.9,49.71,111.16,585.74,585.74,,0
6,Wred,c,2021-08-27,11,77.06,68.72,60.1,15.42,15.42,11.9,19.3,86.06,61.1,100,3077.9,416.2,0.6,1.9,2.26,13.69,13.69,213.18,213.18,47499.9,19.97,32.93,168.06,168.06,,0
6,Wred,c,2021-08-28,12,73.04,64.97,59.22,15.25,15.25,12.7,19.2,87.42,60.7,100,2926.7,407.1,0.96,1.03,1.99,13.63,13.63,228.43,228.43,50426.6,20.93,34.92,181.69,181.69,,0
6,Wred,c,2021-08-29,13,72.1,62.49,58.53,14.97,14.97,13.1,16.1,99.34,94.6,100,1090.9,179.1,4.5,2.1,0.83,13.57,13.57,243.4,243.4,51517.5,25.43,35.75,195.26,195.26,,0
6,Wred,c,2021-08-30,14,78.18,61.65,58.12,16.78,16.78,14.7,19.3,93.78,78.2,100,2270.2,337.5,0.31,2.5,1.68,13.51,13.51,260.18,260.18,53787.7,25.74,37.43,208.77,208.77,,0
6,Wred,c,2021-08-31,15,75.62,60.61,57.6,16.55,16.55,12.1,21.1,85.54,62.5,100,4194.6,543.1,0,1.96,2.67,13.45,13.45,276.73,276.73,57982.3,25.74,40.1,222.22,222.22,,0
6,Wred,c,2021-09-01,16,69.75,60.42,57.42,16.48,16.48,10.6,22.2,81.97,58.1,100,5440.9,684.3,0,2.11,3.24,13.39,13.39,293.21,293.21,63423.2,25.74,43.34,235.61,235.61,,0
6,Wred,c,2021-09-02,17,63.69,60.63,57.66,17.58,17.58,10.8,24.4,76.76,46.7,100,6252,786.4,0,1.55,3.7,13.33,13.33,310.79,310.79,69675.2,25.74,47.04,248.94,248.94,,0
6,Wred,c,2021-09-03,18,57.07,60.04,59.07,17.9,17.9,10.5,25.5,76.46,40.5,100,6200.1,784.8,0,0.79,3.43,13.27,13.27,328.69,328.69,75875.3,25.74,50.47,262.21,262.21,78,4.5
6,Wred,c,2021-09-04,19,50.93,59.38,59.14,18.29,18.29,10.2,26.2,75.84,38.9,100,6024.9,764.8,0,0.72,3.34,13.21,13.21,346.98,346.98,81900.2,25.74,53.81,275.42,275.42,,0
6,Wred,c,2021-09-05,20,44.48,57.99,59.06,19.75,19.75,13.4,27,75.73,41.9,100,5808.3,743.4,0,1.25,3.69,13.15,13.15,366.73,366.73,87708.5,25.74,57.5,288.57,288.57,,0
6,Wred,c,2021-09-06,21,39.17,56.95,58.44,19.72,19.72,12.4,27.4,73.69,35.4,100,5781.8,734.3,0,0.72,3.39,13.09,13.09,386.45,386.45,93490.3,25.74,60.89,301.66,301.66,,0
6,Wred,c,2021-09-07,22,35.52,55.37,59.25,18.86,18.86,12.4,26.4,78.36,41.8,100,4471.1,587.6,0,0.63,2.75,13.03,13.03,405.31,405.31,97961.4,25.74,63.64,314.69,314.69,81,4.5
6,Wred,c,2021-09-08,23,33.49,54.89,59.6,19.57,19.57,11.8,27.1,73.3,39.7,100,5745.6,723.4,0,0.93,3.4,12.97,12.97,424.88,424.88,103707,25.74,67.04,327.66,327.66,,0
6,Wred,c,2021-09-09,24,31.88,53.29,59.81,20.53,20.53,13.4,27.2,79.51,59.8,100,5140,671.7,0,1.57,3.28,12.9,12.9,445.41,445.41,108847,25.74,70.32,340.56,340.56,,0
6,Wred,c,2021-09-10,25,30.63,51.56,57.07,21,21,17.2,24.8,79.58,61.2,100,4436,596.3,0.5,1.55,2.89,12.84,12.84,466.41,466.41,113283,26.24,73.21,353.4,353.4,,0
6,Wred,c,2021-09-11,26,29.68,50.38,57.53,19,19,14.1,23.6,92.17,63.5,100,2520.9,360.6,1.36,1.13,1.92,12.78,12.78,485.41,485.41,115803.9,27.6,75.13,366.18,366.18,,0
6,Wred,c,2021-09-12,27,29.2,49.47,56.98,16.93,16.93,10.6,23.4,83.3,52.7,100,4759.7,623.9,0,0.58,2.5,12.72,12.72,502.34,502.34,120563.6,27.6,77.63,378.9,378.9,,0
6,Wred,c,2021-09-13,28,,48.63,57.5,17.87,17.87,11.1,24.9,80,48.8,100,5095.2,649,0,1.33,3.03,12.66,12.66,520.21,520.21,125658.8,27.6,80.66,391.56,391.56,85,9
6,Wred,c,2021-09-14,29,,47.63,55.67,19.4,19.4,12.1,26.4,83.83,56.4,100,4119.2,547.3,0,0.8,2.5,12.6,12.6,539.61,539.61,129778,27.6,83.16,404.16,404.16,,0
6,Wred,c,2021-09-15,30,,49.83,54.43,19.48,19.48,18,22,98.6,91,100,1326.1,214,11.86,1.45,1.06,12.54,12.54,559.09,559.09,131104.1,39.46,84.22,416.7,416.7,,0
6,Wred,c,2021-09-16,31,,51.97,56.72,17.2,17.2,15.4,19.1,91.09,71.3,100,2067.6,299.8,0.69,1.88,1.57,12.48,12.48,576.29,576.29,133171.7,40.15,85.79,429.18,429.18,,0
6,Wred,c,2021-09-17,32,40.52,51.84,58.52,15.75,15.75,10.7,20.3,86.42,61.9,100,3223.1,420.8,0,0.44,1.72,12.41,12.41,592.04,592.04,136394.8,40.15,87.51,441.59,441.59,,0
6,Wred,c,2021-09-18,33,39.28,51.06,58.96,15.68,15.68,8.9,22.6,82.55,51.8,100,4912.9,608.3,0,0.53,2.3,12.35,12.35,607.72,607.72,141307.7,40.15,89.81,453.94,453.94,,0
6,Wred,c,2021-09-19,34,37.55,50.12,58.68,15.24,15.24,10.2,21.1,84.64,58.9,100,4515.6,565.3,0,1.43,2.38,12.29,12.29,622.96,622.96,145823.3,40.15,92.19,466.23,466.23,,0
6,Wred,c,2021-09-20,35,35.69,48.57,57.91,14.7,14.7,12.9,17.5,88.24,73.4,100,1999.4,281.5,0,1.15,1.33,12.23,12.23,637.66,637.66,147822.7,40.15,93.52,478.46,478.46,,0
6,Wred,c,2021-09-21,36,34.44,47.44,57.52,13.79,13.79,9.1,18,74.23,47.1,96.9,3896.1,503.2,0,1.55,2.22,12.17,12.17,651.45,651.45,151718.8,40.15,95.74,490.63,490.63,,0
6,Wred,c,2021-09-22,37,33.41,46.89,57.59,12.27,12.27,6.4,19.8,83.61,49,100,4021.9,522.9,0,0.5,1.82,12.11,12.11,663.72,663.72,155740.7,40.15,97.56,502.74,502.74,,0
6,Wred,c,2021-09-23,38,32.9,46.89,58.11,14.7,14.7,6.1,23.6,78.95,47.1,100,5018.3,618,0,1.35,2.68,12.04,12.04,678.42,678.42,160759,40.15,100.24,514.78,514.78,,0
6,Wred,c,2021-09-24,39,31.83,45.92,49.94,16.4,16.4,10.9,23.2,80.46,51.1,100,3736.6,492.5,0,1.27,2.28,11.98,11.98,694.82,694.82,164495.6,40.15,102.52,526.76,526.76,,0
6,Wred,c,2021-09-25,40,30.88,45,45.07,16.57,16.57,9.1,24.1,81.13,46.2,100,4689.7,584.8,4.66,0.59,2.19,11.92,11.92,711.39,711.39,169185.3,44.81,104.71,538.68,538.68,,0
6,Wred,c,2021-09-26,41,30.13,44.61,44.12,17.51,17.51,13.5,22,96.72,80.7,100,2025.2,283.8,1.02,0.85,1.29,11.86,11.86,728.9,728.9,171210.5,45.83,106,550.54,550.54,,0
6,Wred,c,2021-09-27,42,29.74,44.21,44.39,17.73,17.73,13.4,22.7,88.94,58.6,100,2746,375.5,2.22,1.37,1.93,11.8,11.8,746.63,746.63,173956.5,48.05,107.93,562.34,562.34,,0
6,Wred,c,2021-09-28,43,29.28,43.84,43.6,13.85,13.85,10.1,18.2,86.88,56.4,100,3317.7,432.4,0.18,0.7,1.59,11.73,11.73,760.48,760.48,177274.2,48.23,109.52,574.07,574.07,,0
6,Wred,c,2021-09-29,44,29.19,44.16,43.96,13.33,13.33,10,17.4,87.19,64.1,100,2388.7,319.3,1.48,2.13,1.64,11.67,11.67,773.81,773.81,179662.9,49.71,111.16,585.74,585.74,,0
9,Wfull_plus,c,2022-04-22,9,101.78,69.84,68.92,12.95,12.95,5.8,19.1,68.6,42.2,100,6591,806.7,0,2.02,3.65,14.05,14.05,124.28,124.28,60777.2,0,32.5,137.84,137.84,106,22.5
9,Wfull_plus,c,2022-04-23,10,97.8,72.14,67.03,11.83,11.83,6.2,15.4,74.46,59.1,99.7,3468.7,482.5,0,1.71,2.1,14.11,14.11,136.11,136.11,64245.9,0,34.6,151.95,151.95,,0
9,Wfull_plus,c,2022-04-24,11,89.8,74.14,68.46,10.46,10.46,7.4,13,87.71,73.6,99.9,1361,214.1,0.95,1.67,1.17,14.16,14.16,146.57,146.57,65606.9,0.95,35.77,166.11,166.11,,0
9,Wfull_plus,c,2022-04-25,12,86.45,73.55,68.86,9.7,9.7,4,15.3,84.8,55.6,100,4575.7,600.1,0.14,1.42,2.4,14.22,14.22,156.27,156.27,70182.6,1.09,38.17,180.33,180.33,,0
9,Wfull_plus,c,2022-04-26,13,84.43,71.95,68.12,9.55,9.55,8.1,12.4,93.98,77.2,100,2810.9,392.2,3.13,2.38,1.6,14.28,14.28,165.82,165.82,72993.5,4.22,39.77,194.61,194.61,,0
9,Wfull_plus,c,2022-04-27,14,84.24,71.77,68.73,11.65,11.65,5.7,17,79.05,49.5,100,5605.5,718,0,1.41,2.93,14.34,14.34,177.47,177.47,78599,4.22,42.7,208.95,208.95,,0
9,Wfull_plus,c,2022-04-28,15,80.85,71.01,68.48,13.24,13.24,5,20.5,67.66,35.3,100,7230.5,898,0,1.15,3.82,14.39,14.39,190.71,190.71,85829.5,4.22,46.52,223.34,223.34,,0
9,Wfull_plus,c,2022-04-29,16,80.42,69.91,67.51,13.56,13.56,6.9,19.3,69.09,42.8,99.1,5158.6,657.9,0,1.58,3.2,14.45,14.45,204.27,204.27,90988.1,4.22,49.72,237.79,237.79,109,13.5
9,Wfull_plus,c,2022-04-30,17,106.13,68.45,65.58,9.89,9.89,9,11.5,97.66,90.1,100,1134,186.4,9,3.03,0.84,14.5,14.5,214.16,214.16,92122.1,13.22,50.56,252.29,252.29,,0
9,Wfull_plus,c,2022-05-01,18,108.59,79.76,70.19,11.38,11.38,8.4,15.6,85.47,62.5,100,3655.9,497.5,0,1.26,2.16,14.56,14.56,225.54,225.54,95778,13.22,52.72,266.85,266.85,,0
9,Wfull_plus,c,2022-05-02,19,95.64,81.99,74.07,13.47,13.47,6.8,19,78.94,52.1,100,6205.6,781.7,0,1.38,3.34,14.61,14.61,239.01,239.01,101983.6,13.22,56.06,281.46,281.46,,0
9,Wfull_plus,c,2022-05-03,20,86.84,78.48,72.96,15.52,15.52,10,21,74.55,50.7,98,6595.8,835.2,0,1.81,3.9,14.67,14.67,254.53,254.53,108579.4,13.22,59.96,296.13,296.13,,0
9,Wfull_plus,c,2022-05-04,21,79.38,75.54,71.42,14.95,14.95,10.8,20.7,75.38,47.8,93.8,5449.6,712.2,0,1.85,3.57,14.72,14.72,269.48,269.48,114029,13.22,63.53,310.85,310.85,,0
9,Wfull_plus,c,2022-05-05,22,72.51,72.1,69.02,13.07,13.07,11.4,15.4,89.8,73.5,100,1249.5,197.8,1.55,1.91,1.27,14.77,14.77,282.55,282.55,115278.5,14.77,64.8,325.62,325.62,,0
9,Wfull_plus,c,2022-05-06,23,70.42,70.87,69.29,15.56,15.56,10.4,20.8,67.58,43,93.4,6734.9,875.4,0,2.18,4.22,14.83,14.83,298.11,298.11,122013.4,14.77,69.02,340.45,340.45,111,13.5
9,Wfull_plus,c,2022-05-07,24,73.1,69.48,68.19,16.01,16.01,7.2,22.4,65.4,39.8,100,6707.8,863.5,0,0.95,3.84,14.88,14.88,314.12,314.12,128721.2,14.77,72.86,355.33,355.33,,0
9,Wfull_plus,c,2022-05-08,25,65.65,68.14,66.82,16.49,16.49,11.1,21.3,75.17,55.1,98.7,5798,752.2,0,2.3,3.78,14.93,14.93,330.61,330.61,134519.2,14.77,76.64,370.26,370.26,,0
9,Wfull_plus,c,2022-05-09,26,57.98,67.69,67.13,17.57,17.57,10.3,24.2,72.54,41.5,100,7364.5,937.8,0,1.65,4.62,14.98,14.98,348.18,348.18,141883.7,14.77,81.26,385.24,385.24,,0
9,Wfull_plus,c,2022-05-10,27,49.55,66.06,66.15,19.15,19.15,10.3,26.1,68.06,42,100,5779.6,754.8,0,1.45,4.09,15.03,15.03,367.33,367.33,147663.3,14.77,85.35,400.27,400.27,,0
9,Wfull_plus,c,2022-05-11,28,42.75,65.01,66.01,22.65,22.65,15.3,29.6,57.68,31.1,87,7663.6,982.7,0.92,3.49,6.85,15.08,15.08,389.98,389.98,155326.9,15.69,92.2,415.35,415.35,112,22.5
9,Wfull_plus,c,2022-05-12,29,38.97,62.28,63.76,20.26,20.26,16.4,23.6,61.73,48.8,79.5,6392.3,847.2,0,3,4.92,15.13,15.13,410.24,410.24,161719.2,15.69,97.12,430.48,430.48,,0
9,Wfull_plus,c,2022-05-13,30,35.82,60.85,63.24,18.4,18.4,13.7,23,57,35.8,83.7,7882.9,1008.6,0,1.94,5.14,15.18,15.18,428.64,428.64,169602.1,15.69,102.26,445.66,445.66,114,18
9,Wfull_plus,c,2022-05-14,31,34.52,60.99,63.95,16.98,16.98,8,23.8,61.42,35.7,98,7952.3,1017.3,0,0.9,4.51,15.22,15.22,445.62,445.62,177554.4,15.69,106.77,460.88,460.88,,0
9,Wfull_plus,c,2022-05-15,32,,,,19.57,19.57,11.1,26.8,59.2,36.4,89.4,8094.5,1040.3,0,1.47,5.31,15.27,15.27,465.19,465.19,185648.9,15.69,112.08,476.15,476.15,,0
9,Wfull_plus,c,2022-05-16,33,,,,19.35,19.35,14.6,25.8,70.94,50.5,93.2,4046.5,558.9,0.06,2.13,3.7,15.32,15.32,484.54,484.54,189695.4,15.75,115.78,491.47,491.47,117,22.5
9,Wfull_plus,c,2022-05-17,34,,,,19.66,19.66,11.8,25.8,68.68,39.9,100,7450.4,979.8,0,0.88,4.62,15.36,15.36,504.2,504.2,197145.8,15.75,120.4,506.83,506.83,,0
9,Wfull_plus,c,2022-05-18,35,30.32,55.4,61.65,22.05,22.05,12.6,28.6,61.23,37,100,7958.7,1039.4,0,1.53,5.49,15.41,15.41,526.25,526.25,205104.5,15.75,125.89,522.24,522.24,119,22.5
9,Wfull_plus,c,2022-05-19,36,30.14,53.9,59.66,23.31,23.31,16,31.5,60.12,39.2,93.8,7067.6,930.5,0.13,2.34,6.07,15.45,15.45,549.56,549.56,212172.1,15.88,131.96,537.69,537.69,,0
9,Wfull_plus,c,2022-05-20,37,29.97,52.7,58.74,22.25,22.25,16.8,30.1,74.52,43.1,100,5660,756.4,2.08,2.37,5.07,15.49,15.49,571.81,571.81,217832.1,17.96,137.03,553.18,553.18,122,27
9,Wfull_plus,c,2022-05-21,38,29.89,51.58,57.61,17.15,17.15,12,21.9,67.48,45.3,93.6,6249.9,826.6,0,1.99,4.24,15.53,15.53,588.96,588.96,224082,17.96,141.27,568.71,568.71,,0
9,Wfull_plus,c,2022-05-22,39,30.22,51.7,58.43,17.75,17.75,9.2,24,68.25,37,100,7021.8,916.3,0.17,0.94,4.3,15.57,15.57,606.71,606.71,231103.8,18.13,145.57,584.28,584.28,,0
9,Wfull_plus,c,2022-05-23,40,30.57,51.17,58.16,19.18,19.18,14.2,25.4,81.27,61.1,99.7,5105.1,696.6,2.41,2.85,3.85,15.61,15.61,625.89,625.89,236208.9,20.54,149.42,599.89,599.89,,0
9,Wfull_plus,c,2022-05-24,41,30.27,49.24,56.54,,,,,,,,,,,,,,,,,,,,,,,0
9,Wfull_plus,c,2022-05-25,42,30.18,47.04,56.02,,,,,,,,,,,,,,,,,,,,,,,0
9,Wfull_plus,c,2022-05-26,43,30,43.82,54.18,,,,,,,,,,,,,,,,,,,,,,,0
9,Wfull_plus,c,2022-05-27,44,29.42,41.88,52.07,,,,,,,,,,,,,,,,,,,,,,,0
9,Wfull,c,2022-04-22,9,104.33,69.94,65.05,12.95,12.95,5.8,19.1,68.6,42.2,100,6591,806.7,0,2.02,3.65,14.05,14.05,124.28,124.28,60777.2,0,32.5,137.84,137.84,107,13.5
9,Wfull,c,2022-04-23,10,96.56,69.21,63.52,11.83,11.83,6.2,15.4,74.46,59.1,99.7,3468.7,482.5,0,1.71,2.1,14.11,14.11,136.11,136.11,64245.9,0,34.6,151.95,151.95,,0
9,Wfull,c,2022-04-24,11,88.44,70.15,63.88,10.46,10.46,7.4,13,87.71,73.6,99.9,1361,214.1,0.95,1.67,1.17,14.16,14.16,146.57,146.57,65606.9,0.95,35.77,166.11,166.11,,0
9,Wfull,c,2022-04-25,12,84.66,70.08,64.08,9.7,9.7,4,15.3,84.8,55.6,100,4575.7,600.1,0.14,1.42,2.4,14.22,14.22,156.27,156.27,70182.6,1.09,38.17,180.33,180.33,,0
9,Wfull,c,2022-04-26,13,81.99,68.81,63.67,9.55,9.55,8.1,12.4,93.98,77.2,100,2810.9,392.2,3.13,2.38,1.6,14.28,14.28,165.82,165.82,72993.5,4.22,39.77,194.61,194.61,,0
9,Wfull,c,2022-04-27,14,81.42,69.08,63.69,11.65,11.65,5.7,17,79.05,49.5,100,5605.5,718,0,1.41,2.93,14.34,14.34,177.47,177.47,78599,4.22,42.7,208.95,208.95,,0
9,Wfull,c,2022-04-28,15,79.35,69.02,63.29,13.24,13.24,5,20.5,67.66,35.3,100,7230.5,898,0,1.15,3.82,14.39,14.39,190.71,190.71,85829.5,4.22,46.52,223.34,223.34,,0
9,Wfull,c,2022-04-29,16,77.94,67.44,62.89,13.56,13.56,6.9,19.3,69.09,42.8,99.1,5158.6,657.9,0,1.58,3.2,14.45,14.45,204.27,204.27,90988.1,4.22,49.72,237.79,237.79,110,9
9,Wfull,c,2022-04-30,17,103.62,65.67,61.84,9.89,9.89,9,11.5,97.66,90.1,100,1134,186.4,9,3.03,0.84,14.5,14.5,214.16,214.16,92122.1,13.22,50.56,252.29,252.29,,0
9,Wfull,c,2022-05-01,18,112.22,77.05,64.37,11.38,11.38,8.4,15.6,85.47,62.5,100,3655.9,497.5,0,1.26,2.16,14.56,14.56,225.54,225.54,95778,13.22,52.72,266.85,266.85,,0
9,Wfull,c,2022-05-02,19,98.49,81.62,68.59,13.47,13.47,6.8,19,78.94,52.1,100,6205.6,781.7,0,1.38,3.34,14.61,14.61,239.01,239.01,101983.6,13.22,56.06,281.46,281.46,,0
9,Wfull,c,2022-05-03,20,89.79,78.85,69.14,15.52,15.52,10,21,74.55,50.7,98,6595.8,835.2,0,1.81,3.9,14.67,14.67,254.53,254.53,108579.4,13.22,59.96,296.13,296.13,,0
9,Wfull,c,2022-05-04,21,82.46,75.81,68.31,14.95,14.95,10.8,20.7,75.38,47.8,93.8,5449.6,712.2,0,1.85,3.57,14.72,14.72,269.48,269.48,114029,13.22,63.53,310.85,310.85,,0
9,Wfull,c,2022-05-05,22,74.92,71.56,66.45,13.07,13.07,11.4,15.4,89.8,73.5,100,1249.5,197.8,1.55,1.91,1.27,14.77,14.77,282.55,282.55,115278.5,14.77,64.8,325.62,325.62,,0
9,Wfull,c,2022-05-06,23,70.61,71.4,65.72,15.56,15.56,10.4,20.8,67.58,43,93.4,6734.9,875.4,0,2.18,4.22,14.83,14.83,298.11,298.11,122013.4,14.77,69.02,340.45,340.45,,0
9,Wfull,c,2022-05-07,24,64.66,68.9,64.47,16.01,16.01,7.2,22.4,65.4,39.8,100,6707.8,863.5,0,0.95,3.84,14.88,14.88,314.12,314.12,128721.2,14.77,72.86,355.33,355.33,,0
9,Wfull,c,2022-05-08,25,57.83,66.03,63.46,16.49,16.49,11.1,21.3,75.17,55.1,98.7,5798,752.2,0,2.3,3.78,14.93,14.93,330.61,330.61,134519.2,14.77,76.64,370.26,370.26,,0
9,Wfull,c,2022-05-09,26,51.94,65,63.47,17.57,17.57,10.3,24.2,72.54,41.5,100,7364.5,937.8,0,1.65,4.62,14.98,14.98,348.18,348.18,141883.7,14.77,81.26,385.24,385.24,,0
9,Wfull,c,2022-05-10,27,45.39,62.73,62.3,19.15,19.15,10.3,26.1,68.06,42,100,5779.6,754.8,0,1.45,4.09,15.03,15.03,367.33,367.33,147663.3,14.77,85.35,400.27,400.27,,0
9,Wfull,c,2022-05-11,28,40.3,60.97,61.16,22.65,22.65,15.3,29.6,57.68,31.1,87,7663.6,982.7,0.92,3.49,6.85,15.08,15.08,389.98,389.98,155326.9,15.69,92.2,415.35,415.35,113,22.5
9,Wfull,c,2022-05-12,29,38.2,60.93,59.32,20.26,20.26,16.4,23.6,61.73,48.8,79.5,6392.3,847.2,0,3,4.92,15.13,15.13,410.24,410.24,161719.2,15.69,97.12,430.48,430.48,,0
9,Wfull,c,2022-05-13,30,36.24,56.74,58.56,18.4,18.4,13.7,23,57,35.8,83.7,7882.9,1008.6,0,1.94,5.14,15.18,15.18,428.64,428.64,169602.1,15.69,102.26,445.66,445.66,115,18
9,Wfull,c,2022-05-14,31,35.81,61.01,58.88,16.98,16.98,8,23.8,61.42,35.7,98,7952.3,1017.3,0,0.9,4.51,15.22,15.22,445.62,445.62,177554.4,15.69,106.77,460.88,460.88,,0
9,Wfull,c,2022-05-15,32,,,,19.57,19.57,11.1,26.8,59.2,36.4,89.4,8094.5,1040.3,0,1.47,5.31,15.27,15.27,465.19,465.19,185648.9,15.69,112.08,476.15,476.15,,0
9,Wfull,c,2022-05-16,33,,,,19.35,19.35,14.6,25.8,70.94,50.5,93.2,4046.5,558.9,0.06,2.13,3.7,15.32,15.32,484.54,484.54,189695.4,15.75,115.78,491.47,491.47,118,22.5
9,Wfull,c,2022-05-17,34,,,,19.66,19.66,11.8,25.8,68.68,39.9,100,7450.4,979.8,0,0.88,4.62,15.36,15.36,504.2,504.2,197145.8,15.75,120.4,506.83,506.83,,0
9,Wfull,c,2022-05-18,35,31.85,55.02,55.79,22.05,22.05,12.6,28.6,61.23,37,100,7958.7,1039.4,0,1.53,5.49,15.41,15.41,526.25,526.25,205104.5,15.75,125.89,522.24,522.24,,0
9,Wfull,c,2022-05-19,36,30.98,52.66,54.25,23.31,23.31,16,31.5,60.12,39.2,93.8,7067.6,930.5,0.13,2.34,6.07,15.45,15.45,549.56,549.56,212172.1,15.88,131.96,537.69,537.69,120,18
9,Wfull,c,2022-05-20,37,30.48,48.84,53.38,22.25,22.25,16.8,30.1,74.52,43.1,100,5660,756.4,2.08,2.37,5.07,15.49,15.49,571.81,571.81,217832.1,17.96,137.03,553.18,553.18,123,18
9,Wfull,c,2022-05-21,38,30.27,50.14,52.21,17.15,17.15,12,21.9,67.48,45.3,93.6,6249.9,826.6,0,1.99,4.24,15.53,15.53,588.96,588.96,224082,17.96,141.27,568.71,568.71,,0
9,Wfull,c,2022-05-22,39,30.54,47.66,51.99,17.75,17.75,9.2,24,68.25,37,100,7021.8,916.3,0.17,0.94,4.3,15.57,15.57,606.71,606.71,231103.8,18.13,145.57,584.28,584.28,,0
9,Wfull,c,2022-05-23,40,30.76,45.94,51.31,19.18,19.18,14.2,25.4,81.27,61.1,99.7,5105.1,696.6,2.41,2.85,3.85,15.61,15.61,625.89,625.89,236208.9,20.54,149.42,599.89,599.89,,0
9,Wfull,c,2022-05-24,41,30.32,47.52,49.99,,,,,,,,,,,,,,,,,,,,,,,0
9,Wfull,c,2022-05-25,42,29.6,43.82,48.95,,,,,,,,,,,,,,,,,,,,,,,0
9,Wfull,c,2022-05-26,43,29.01,42.62,46.59,,,,,,,,,,,,,,,,,,,,,,,0
9,Wfull,c,2022-05-27,44,28.75,42.23,44.69,,,,,,,,,,,,,,,,,,,,,,,0
9,Wred,c,2022-04-22,9,83.37,73.3,70.02,12.95,12.95,5.8,19.1,68.6,42.2,100,6591,806.7,0,2.02,3.65,14.05,14.05,124.28,124.28,60777.2,0,32.5,137.84,137.84,108,4.5
