"id";"satz_id";"variante_H2O";"wiederholung";"B0020_nFK_prozent";"B2040_nFK_prozent";"B4060_nFK_prozent";"B0020_nFK_prozent_Vortag";"B2040_nFK_prozent_Vortag";"B4060_nFK_prozent_Vortag";"zeit_messung";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input";"wasser_input_Vortag"
15;5;"Wfull";"c";49.5;51.8;53.79;44.3;52.03;53.85;2021-05-26;48;11.18;11.18;9.2;13.9;89.88;71.5;100;2537.4;3.34;15.74;15.74;509.6;421.93;234122.4;46.72;714.28;534.17;38.643;38.654;22.67;1.2;3.97;21.0833333333333;5.26;4.91
15;5;"Wfull";"c";43.72;51.26;53.33;49.5;51.8;53.79;2021-05-27;49;11.94;11.94;7.6;16.2;84.43;58.1;100;2891.2;2.02;15.77;15.77;521.54;433.87;237013.6;47.27;730.05;549.94;38.643;38.654;22.67;1.2;4;21.3666666666667;0.55;5.26
15;5;"Wfull";"c";45.08;51.04;53.12;43.72;51.26;53.33;2021-05-28;50;13.88;13.88;8.8;18.2;74.19;47.8;100;6431.9;1.38;15.81;15.81;535.42;447.75;243445.5;47.27;745.86;565.75;38.643;38.654;22.67;1.2;4.03;21.65;0;0.55
15;5;"Wfull";"c";38.48;50.13;52.59;45.08;51.04;53.12;2021-05-29;51;15.51;15.51;7.3;20.7;64.87;37.6;100;8419.7;1.97;15.84;15.84;550.93;463.26;251865.2;47.27;761.7;581.59;38.643;38.654;22.67;1.2;4.06;21.9333333333333;0;0
15;5;"Wfull";"c";34.56;48.42;51.82;38.48;50.13;52.59;2021-05-30;52;16.19;16.19;8.2;21.5;59.6;36.4;99.8;7776.6;1.72;15.87;15.87;567.12;479.45;259641.8;47.27;777.57;597.46;38.643;38.654;22.67;1.2;4.09;22.2166666666667;0;0
15;5;"Wfull";"c";32.9;45.45;48.73;34.56;48.42;51.82;2021-05-31;53;16.16;16.16;6.9;22.2;57.38;35.2;97.6;8807.8;1.52;15.9;15.9;583.28;495.61;268449.6;47.27;793.47;613.36;38.643;38.654;22.67;1.2;4.12;22.5;0;0
16;5;"Wfull_plus";"c";74.08;64.29;60.09;76.84;74.57;63.57;2021-04-29;21;12.23;12.23;7;16.3;76.64;46.9;100;4758.9;3.24;14.46;14.46;192.05;127.92;114876.6;17.05;304.79;168.83;38.643;38.654;22.67;1.2;0.272184636256454;11.4719497735641;1.57;5.45
16;5;"Wfull_plus";"c";83.2;60.67;58.1;74.08;64.29;60.09;2021-04-30;22;7;0;1.9;9.5;78.84;58.7;100;2128.7;1.33;14.52;0;199.05;127.92;117005.3;17.18;319.31;168.83;38.643;38.654;22.67;1.2;0.272184636256454;11.4719497735641;13.63;1.57
16;5;"Wfull_plus";"c";97.33;63.73;58.72;83.2;60.67;58.1;2021-05-01;23;9.18;9.18;2.9;13.8;74;54.4;100;3713.9;1.52;14.57;14.57;208.23;137.1;120719.2;17.18;333.88;183.4;38.643;38.654;22.67;1.2;0.33619984143818;11.9020788381585;0;13.63
16;5;"Wfull_plus";"c";87.92;64.29;58.79;97.33;63.73;58.72;2021-05-02;24;10.26;10.26;6.6;13.1;58.2;46;73.8;5087.4;2.77;14.63;14.63;218.49;147.36;125806.6;17.18;348.51;198.03;38.643;38.654;22.67;1.2;0.414001789050704;12.3372701060372;0;0
16;5;"Wfull_plus";"c";81.38;64.96;59.87;87.92;64.29;58.79;2021-05-03;25;9.58;9.58;4.1;14.8;63.19;39.8;92.3;5019.4;1.71;14.68;14.68;228.07;156.94;130826;17.18;363.19;212.71;38.643;38.654;22.67;1.2;0.507742196446721;12.7763609332914;0;0
16;5;"Wfull_plus";"c";75.95;64.77;60.39;81.38;64.96;59.87;2021-05-04;26;10.77;10.77;6.7;14.5;71;43.4;87.9;3786.5;5.71;14.73;14.73;238.84;167.71;134612.5;17.63;377.92;227.44;38.643;38.654;22.67;1.2;0.619573454962124;13.218443666716;0.45;0
16;5;"Wfull_plus";"c";71;63.1;59.85;75.95;64.77;60.39;2021-05-05;27;8.99;0;7.3;12.3;75.08;51.9;98.5;5541.6;4.48;14.79;0;247.83;167.71;140154.1;19.46;392.71;227.44;38.643;38.654;22.67;1.2;0.619573454962124;13.218443666716;1.83;0.45
16;5;"Wfull_plus";"c";68.48;62.65;59.94;71;63.1;59.85;2021-05-06;28;7.55;0;5.4;9.7;92.22;75.3;100;1711.5;2.53;14.84;0;255.38;167.71;141865.6;22.51;407.55;227.44;38.643;38.654;22.67;1.2;0.619573454962124;13.218443666716;12.05;1.83
16;5;"Wfull_plus";"c";79.87;62.02;59.54;68.48;62.65;59.94;2021-05-07;29;9.25;9.25;4.1;13.3;71.88;45.9;96.4;6490.9;2.71;14.89;14.89;264.63;176.96;148356.5;22.51;422.44;242.33;38.643;38.654;22.67;1.2;0.752454161884528;13.665883923904;0;12.05
16;5;"Wfull_plus";"c";79.9;63.18;59.92;79.87;62.02;59.54;2021-05-08;30;10.15;10.15;1;17.7;67.79;41.4;100;4879;1.6;14.94;14.94;274.78;187.11;153235.5;22.51;437.38;257.27;38.643;38.654;22.67;1.2;0.907007292560122;14.114399402563;0;0
16;5;"Wfull_plus";"c";76.46;65.77;61.4;79.9;63.18;59.92;2021-05-09;31;19.26;19.26;7.7;29.6;59.66;32.1;96.7;7418.6;1.97;14.99;14.99;294.04;206.37;160654.1;22.51;452.37;272.26;38.643;38.654;22.67;1.2;1.08372015369959;14.5629885743012;0;0
16;5;"Wfull_plus";"c";68.02;60.96;59.69;76.46;65.77;61.4;2021-05-10;32;16.39;16.39;12.8;19.8;79.32;56.9;100;1955;1.98;15.04;15.04;310.43;222.76;162609.1;24.95;467.41;287.3;38.643;38.654;22.67;1.2;1.28182481138462;15.0106426462676;2.44;0
16;5;"Wfull_plus";"c";67.34;60.93;60.5;68.02;60.96;59.69;2021-05-11;33;13.21;13.21;11.4;15.4;99.12;92.6;100;1708.3;1.57;15.09;15.09;323.64;235.97;164317.4;27.42;482.5;302.39;38.643;38.654;22.67;1.2;2.11;16.77;11.47;2.44
16;5;"Wfull_plus";"c";88.61;61.47;59.66;67.34;60.93;60.5;2021-05-12;34;13.1;13.1;9.3;15.9;85.46;65.1;100;3057.3;1.55;15.14;15.14;336.74;249.07;167374.7;27.58;497.64;317.53;38.643;38.654;22.67;1.2;2.23428571428571;16.7357142857143;0.16;11.47
17;5;"Wfull_plus";"c";79.9;63.18;59.92;79.87;62.02;59.54;2021-05-08;30;10.15;10.15;1;17.7;67.79;41.4;100;4879;1.6;14.94;14.94;274.78;187.11;153235.5;22.51;437.38;257.27;38.643;38.654;22.67;1.2;0.907007292560122;14.114399402563;0;0
17;5;"Wfull_plus";"c";76.46;65.77;61.4;79.9;63.18;59.92;2021-05-09;31;19.26;19.26;7.7;29.6;59.66;32.1;96.7;7418.6;1.97;14.99;14.99;294.04;206.37;160654.1;22.51;452.37;272.26;38.643;38.654;22.67;1.2;1.08372015369959;14.5629885743012;0;0
17;5;"Wfull_plus";"c";68.02;60.96;59.69;76.46;65.77;61.4;2021-05-10;32;16.39;16.39;12.8;19.8;79.32;56.9;100;1955;1.98;15.04;15.04;310.43;222.76;162609.1;24.95;467.41;287.3;38.643;38.654;22.67;1.2;1.28182481138462;15.0106426462676;2.44;0
17;5;"Wfull_plus";"c";67.34;60.93;60.5;68.02;60.96;59.69;2021-05-11;33;13.21;13.21;11.4;15.4;99.12;92.6;100;1708.3;1.57;15.09;15.09;323.64;235.97;164317.4;27.42;482.5;302.39;38.643;38.654;22.67;1.2;2.11;16.77;11.47;2.44
17;5;"Wfull_plus";"c";88.61;61.47;59.66;67.34;60.93;60.5;2021-05-12;34;13.1;13.1;9.3;15.9;85.46;65.1;100;3057.3;1.55;15.14;15.14;336.74;249.07;167374.7;27.58;497.64;317.53;38.643;38.654;22.67;1.2;2.23428571428571;16.7357142857143;0.16;11.47
17;5;"Wfull_plus";"c";85.77;63;59.67;88.61;61.47;59.66;2021-05-13;35;12.06;12.06;6.8;17.7;81.79;53.6;100;5043.2;1.84;15.19;15.19;348.8;261.13;172417.9;28.58;512.83;332.72;38.643;38.654;22.67;1.2;2.35857142857143;16.7014285714286;1;0.16
17;5;"Wfull_plus";"c";78.8;63.12;59.89;85.77;63;59.67;2021-05-14;36;11.94;11.94;8.7;16.6;83.42;59.2;98;4022.6;2.26;15.24;15.24;360.74;273.07;176440.5;29.44;528.07;347.96;38.643;38.654;22.67;1.2;2.48285714285714;16.6671428571429;0.86;1
17;5;"Wfull_plus";"c";72.82;62.56;59.93;78.8;63.12;59.89;2021-05-15;37;11.4;11.4;8.4;14.9;88.66;68.6;100;3584.4;3.2;15.28;15.28;372.14;284.47;180024.9;32.11;543.35;363.24;38.643;38.654;22.67;1.2;2.60714285714286;16.6328571428571;2.67;0.86
17;5;"Wfull_plus";"c";69.46;62.7;60.45;72.82;62.56;59.93;2021-05-16;38;13.17;13.17;9;18.5;82.19;52.9;100;5964.7;3.76;15.33;15.33;385.31;297.64;185989.6;32.61;558.68;378.57;38.643;38.654;22.67;1.2;2.73142857142857;16.5985714285714;0.5;2.67
17;5;"Wfull_plus";"c";69.78;61.52;59.33;69.46;62.7;60.45;2021-05-17;39;12.49;12.49;10.1;15.6;86.29;69.5;100;5371.5;3.89;15.37;15.37;397.8;310.13;191361.1;35.33;574.05;393.94;38.643;38.654;22.67;1.2;2.85571428571429;16.5642857142857;11.72;0.5
17;5;"Wfull_plus";"c";75.37;65.42;60.92;69.78;61.52;59.33;2021-05-18;40;12.41;12.41;10;16.7;83.59;58.4;100;5433;2.61;15.42;15.42;410.21;322.54;196794.1;36.26;589.47;409.36;38.643;38.654;22.67;1.2;2.98;16.53;0.93;11.72
17;5;"Wfull_plus";"c";68.5;63.63;61.43;75.37;65.42;60.92;2021-05-19;41;11.64;11.64;7.2;16;80.41;50.2;100;4607.7;1.92;15.46;15.46;421.85;334.18;201401.8;38.54;604.93;424.82;38.643;38.654;22.67;1.2;3.07666666666667;17.1766666666667;2.28;0.93
17;5;"Wfull_plus";"c";63.31;62.44;61.36;68.5;63.63;61.43;2021-05-20;42;12.95;12.95;9;16.9;76.2;56.1;100;4784.4;2.06;15.5;15.5;434.8;347.13;206186.2;39.14;620.43;440.32;38.643;38.654;22.67;1.2;3.17333333333333;17.8233333333333;0.6;2.28
17;5;"Wfull_plus";"c";61.5;62.8;61.31;63.31;62.44;61.36;2021-05-21;43;14.06;14.06;11.4;17.6;71.04;55.6;88.1;3823.4;4.46;15.54;15.54;448.86;361.19;210009.6;39.14;635.97;455.86;38.643;38.654;22.67;1.2;3.27;18.47;13.5;0.6
18;5;"Wfull_plus";"c";75.37;65.42;60.92;69.78;61.52;59.33;2021-05-18;40;12.41;12.41;10;16.7;83.59;58.4;100;5433;2.61;15.42;15.42;410.21;322.54;196794.1;36.26;589.47;409.36;38.643;38.654;22.67;1.2;2.98;16.53;0.93;11.72
18;5;"Wfull_plus";"c";68.5;63.63;61.43;75.37;65.42;60.92;2021-05-19;41;11.64;11.64;7.2;16;80.41;50.2;100;4607.7;1.92;15.46;15.46;421.85;334.18;201401.8;38.54;604.93;424.82;38.643;38.654;22.67;1.2;3.07666666666667;17.1766666666667;2.28;0.93
18;5;"Wfull_plus";"c";63.31;62.44;61.36;68.5;63.63;61.43;2021-05-20;42;12.95;12.95;9;16.9;76.2;56.1;100;4784.4;2.06;15.5;15.5;434.8;347.13;206186.2;39.14;620.43;440.32;38.643;38.654;22.67;1.2;3.17333333333333;17.8233333333333;0.6;2.28
18;5;"Wfull_plus";"c";61.5;62.8;61.31;63.31;62.44;61.36;2021-05-21;43;14.06;14.06;11.4;17.6;71.04;55.6;88.1;3823.4;4.46;15.54;15.54;448.86;361.19;210009.6;39.14;635.97;455.86;38.643;38.654;22.67;1.2;3.27;18.47;13.5;0.6
18;5;"Wfull_plus";"c";60.73;64.11;63.14;61.5;62.8;61.31;2021-05-22;44;13.14;13.14;8;18.4;71.49;40.8;100;6626;4.34;15.59;15.59;462;374.33;216635.6;42.1;651.56;471.45;38.643;38.654;22.67;1.2;3.36;18.585;2.96;13.5
18;5;"Wfull_plus";"c";53.97;61.56;62.55;60.73;64.11;63.14;2021-05-23;45;12.88;12.88;8.8;17.2;72.45;49.8;96;5762.1;2.85;15.62;15.62;474.88;387.21;222397.7;43.82;667.18;487.07;38.643;38.654;22.67;1.2;3.45;18.7;1.72;2.96
18;5;"Wfull_plus";"c";49.27;60.15;61.86;53.97;61.56;62.55;2021-05-24;46;12.34;12.34;5.8;21.1;76.81;40.7;100;6035.9;2.81;15.66;15.66;487.22;399.55;228433.6;45.55;682.84;502.73;38.643;38.654;22.67;1.2;3.54;18.815;1.73;1.72
18;5;"Wfull_plus";"c";44.78;57.21;61.33;49.27;60.15;61.86;2021-05-25;47;11.2;11.2;8.8;15;74.65;49.7;92.7;3151.4;4.5;15.7;15.7;498.42;410.75;231585;45.96;698.54;518.43;38.643;38.654;22.67;1.2;3.63;18.93;4.91;1.73
18;5;"Wfull_plus";"c";56.63;64.09;64.66;44.78;57.21;61.33;2021-05-26;48;11.18;11.18;9.2;13.9;89.88;71.5;100;2537.4;3.34;15.74;15.74;509.6;421.93;234122.4;46.72;714.28;534.17;38.643;38.654;22.67;1.2;3.67666666666667;19.1466666666667;9.76;4.91
18;5;"Wfull_plus";"c";53.37;65.04;60.52;56.63;64.09;64.66;2021-05-27;49;11.94;11.94;7.6;16.2;84.43;58.1;100;2891.2;2.02;15.77;15.77;521.54;433.87;237013.6;47.27;730.05;549.94;38.643;38.654;22.67;1.2;3.72333333333333;19.3633333333333;0.55;9.76
18;5;"Wfull_plus";"c";49.46;59.72;61.22;53.37;65.04;60.52;2021-05-28;50;13.88;13.88;8.8;18.2;74.19;47.8;100;6431.9;1.38;15.81;15.81;535.42;447.75;243445.5;47.27;745.86;565.75;38.643;38.654;22.67;1.2;3.77;19.58;0;0.55
18;5;"Wfull_plus";"c";43.25;59.04;60.75;49.46;59.72;61.22;2021-05-29;51;15.51;15.51;7.3;20.7;64.87;37.6;100;8419.7;1.97;15.84;15.84;550.93;463.26;251865.2;47.27;761.7;581.59;38.643;38.654;22.67;1.2;3.81666666666667;19.7966666666667;18;0
18;5;"Wfull_plus";"c";41.24;58.01;62.41;43.25;59.04;60.75;2021-05-30;52;16.19;16.19;8.2;21.5;59.6;36.4;99.8;7776.6;1.72;15.87;15.87;567.12;479.45;259641.8;47.27;777.57;597.46;38.643;38.654;22.67;1.2;3.86333333333333;20.0133333333333;0;18
18;5;"Wfull_plus";"c";39.54;54.04;60.41;41.24;58.01;62.41;2021-05-31;53;16.16;16.16;6.9;22.2;57.38;35.2;97.6;8807.8;1.52;15.9;15.9;583.28;495.61;268449.6;47.27;793.47;613.36;38.643;38.654;22.67;1.2;3.91;20.23;0;0
19;5;"Wred";"c";71.12;60.41;56.78;67.17;66.55;58.5;2021-04-29;21;12.23;12.23;7;16.3;76.64;46.9;100;4758.9;3.24;14.46;14.46;192.05;127.92;114876.6;17.05;304.79;168.83;38.643;38.654;22.67;1.2;0.272184636256454;11.4719497735641;1.57;5.45
19;5;"Wred";"c";69.39;57.48;55.7;71.12;60.41;56.78;2021-04-30;22;7;0;1.9;9.5;78.84;58.7;100;2128.7;1.33;14.52;0;199.05;127.92;117005.3;17.18;319.31;168.83;38.643;38.654;22.67;1.2;0.272184636256454;11.4719497735641;0.13;1.57
19;5;"Wred";"c";66.36;58.27;56.17;69.39;57.48;55.7;2021-05-01;23;9.18;9.18;2.9;13.8;74;54.4;100;3713.9;1.52;14.57;14.57;208.23;137.1;120719.2;17.18;333.88;183.4;38.643;38.654;22.67;1.2;0.33619984143818;11.9020788381585;0;0.13
19;5;"Wred";"c";63.15;57.3;55.73;66.36;58.27;56.17;2021-05-02;24;10.26;10.26;6.6;13.1;58.2;46;73.8;5087.4;2.77;14.63;14.63;218.49;147.36;125806.6;17.18;348.51;198.03;38.643;38.654;22.67;1.2;0.414001789050704;12.3372701060372;0;0
19;5;"Wred";"c";61.51;57.54;56.08;63.15;57.3;55.73;2021-05-03;25;9.58;9.58;4.1;14.8;63.19;39.8;92.3;5019.4;1.71;14.68;14.68;228.07;156.94;130826;17.18;363.19;212.71;38.643;38.654;22.67;1.2;0.507742196446721;12.7763609332914;0;0
19;5;"Wred";"c";59.35;57.41;56.06;61.51;57.54;56.08;2021-05-04;26;10.77;10.77;6.7;14.5;71;43.4;87.9;3786.5;5.71;14.73;14.73;238.84;167.71;134612.5;17.63;377.92;227.44;38.643;38.654;22.67;1.2;0.619573454962124;13.218443666716;0.45;0
19;5;"Wred";"c";56.74;56.06;55.36;59.35;57.41;56.06;2021-05-05;27;8.99;0;7.3;12.3;75.08;51.9;98.5;5541.6;4.48;14.79;0;247.83;167.71;140154.1;19.46;392.71;227.44;38.643;38.654;22.67;1.2;0.619573454962124;13.218443666716;1.83;0.45
19;5;"Wred";"c";55.24;55.86;55.45;56.74;56.06;55.36;2021-05-06;28;7.55;0;5.4;9.7;92.22;75.3;100;1711.5;2.53;14.84;0;255.38;167.71;141865.6;22.51;407.55;227.44;38.643;38.654;22.67;1.2;0.619573454962124;13.218443666716;3.05;1.83
19;5;"Wred";"c";54.24;55.35;55.08;55.24;55.86;55.45;2021-05-07;29;9.25;9.25;4.1;13.3;71.88;45.9;96.4;6490.9;2.71;14.89;14.89;264.63;176.96;148356.5;22.51;422.44;242.33;38.643;38.654;22.67;1.2;0.752454161884528;13.665883923904;0;3.05
19;5;"Wred";"c";54.48;55.97;55.55;54.24;55.35;55.08;2021-05-08;30;10.15;10.15;1;17.7;67.79;41.4;100;4879;1.6;14.94;14.94;274.78;187.11;153235.5;22.51;437.38;257.27;38.643;38.654;22.67;1.2;0.907007292560122;14.114399402563;0;0
19;5;"Wred";"c";54.18;57.98;56.71;54.48;55.97;55.55;2021-05-09;31;19.26;19.26;7.7;29.6;59.66;32.1;96.7;7418.6;1.97;14.99;14.99;294.04;206.37;160654.1;22.51;452.37;272.26;38.643;38.654;22.67;1.2;1.08372015369959;14.5629885743012;0;0
19;5;"Wred";"c";49.38;53.98;54.4;54.18;57.98;56.71;2021-05-10;32;16.39;16.39;12.8;19.8;79.32;56.9;100;1955;1.98;15.04;15.04;310.43;222.76;162609.1;24.95;467.41;287.3;38.643;38.654;22.67;1.2;1.28182481138462;15.0106426462676;2.44;0
19;5;"Wred";"c";47.7;53.83;54.88;49.38;53.98;54.4;2021-05-11;33;13.21;13.21;11.4;15.4;99.12;92.6;100;1708.3;1.57;15.09;15.09;323.64;235.97;164317.4;27.42;482.5;302.39;38.643;38.654;22.67;1.2;2.25;16.3;2.47;2.44
19;5;"Wred";"c";47.4;53.86;54.92;47.7;53.83;54.88;2021-05-12;34;13.1;13.1;9.3;15.9;85.46;65.1;100;3057.3;1.55;15.14;15.14;336.74;249.07;167374.7;27.58;497.64;317.53;38.643;38.654;22.67;1.2;2.32571428571429;16.4;0.16;2.47
20;5;"Wred";"c";54.48;55.97;55.55;54.24;55.35;55.08;2021-05-08;30;10.15;10.15;1;17.7;67.79;41.4;100;4879;1.6;14.94;14.94;274.78;187.11;153235.5;22.51;437.38;257.27;38.643;38.654;22.67;1.2;0.907007292560122;14.114399402563;0;0
20;5;"Wred";"c";54.18;57.98;56.71;54.48;55.97;55.55;2021-05-09;31;19.26;19.26;7.7;29.6;59.66;32.1;96.7;7418.6;1.97;14.99;14.99;294.04;206.37;160654.1;22.51;452.37;272.26;38.643;38.654;22.67;1.2;1.08372015369959;14.5629885743012;0;0
20;5;"Wred";"c";49.38;53.98;54.4;54.18;57.98;56.71;2021-05-10;32;16.39;16.39;12.8;19.8;79.32;56.9;100;1955;1.98;15.04;15.04;310.43;222.76;162609.1;24.95;467.41;287.3;38.643;38.654;22.67;1.2;1.28182481138462;15.0106426462676;2.44;0
20;5;"Wred";"c";47.7;53.83;54.88;49.38;53.98;54.4;2021-05-11;33;13.21;13.21;11.4;15.4;99.12;92.6;100;1708.3;1.57;15.09;15.09;323.64;235.97;164317.4;27.42;482.5;302.39;38.643;38.654;22.67;1.2;2.25;16.3;2.47;2.44
20;5;"Wred";"c";47.4;53.86;54.92;47.7;53.83;54.88;2021-05-12;34;13.1;13.1;9.3;15.9;85.46;65.1;100;3057.3;1.55;15.14;15.14;336.74;249.07;167374.7;27.58;497.64;317.53;38.643;38.654;22.67;1.2;2.32571428571429;16.4;0.16;2.47
20;5;"Wred";"c";47.33;53.74;54.76;47.4;53.86;54.92;2021-05-13;35;12.06;12.06;6.8;17.7;81.79;53.6;100;5043.2;1.84;15.19;15.19;348.8;261.13;172417.9;28.58;512.83;332.72;38.643;38.654;22.67;1.2;2.40142857142857;16.5;1;0.16
20;5;"Wred";"c";45.61;53.2;54.48;47.33;53.74;54.76;2021-05-14;36;11.94;11.94;8.7;16.6;83.42;59.2;98;4022.6;2.26;15.24;15.24;360.74;273.07;176440.5;29.44;528.07;347.96;38.643;38.654;22.67;1.2;2.47714285714286;16.6;0.86;1
20;5;"Wred";"c";43.89;52.73;54.23;45.61;53.2;54.48;2021-05-15;37;11.4;11.4;8.4;14.9;88.66;68.6;100;3584.4;3.2;15.28;15.28;372.14;284.47;180024.9;32.11;543.35;363.24;38.643;38.654;22.67;1.2;2.55285714285714;16.7;2.67;0.86
20;5;"Wred";"c";42.79;53.04;54.47;43.89;52.73;54.23;2021-05-16;38;13.17;13.17;9;18.5;82.19;52.9;100;5964.7;3.76;15.33;15.33;385.31;297.64;185989.6;32.61;558.68;378.57;38.643;38.654;22.67;1.2;2.62857142857143;16.8;0.5;2.67
20;5;"Wred";"c";40.53;51.69;53.64;42.79;53.04;54.47;2021-05-17;39;12.49;12.49;10.1;15.6;86.29;69.5;100;5371.5;3.89;15.37;15.37;397.8;310.13;191361.1;35.33;574.05;393.94;38.643;38.654;22.67;1.2;2.70428571428571;16.9;2.72;0.5
20;5;"Wred";"c";38.79;51.15;53.58;40.53;51.69;53.64;2021-05-18;40;12.41;12.41;10;16.7;83.59;58.4;100;5433;2.61;15.42;15.42;410.21;322.54;196794.1;36.26;589.47;409.36;38.643;38.654;22.67;1.2;2.78;17;0.93;2.72
20;5;"Wred";"c";37.09;50.51;53.33;38.79;51.15;53.58;2021-05-19;41;11.64;11.64;7.2;16;80.41;50.2;100;4607.7;1.92;15.46;15.46;421.85;334.18;201401.8;38.54;604.93;424.82;38.643;38.654;22.67;1.2;2.92333333333333;17.5666666666667;2.28;0.93
20;5;"Wred";"c";35.74;50.12;53.27;37.09;50.51;53.33;2021-05-20;42;12.95;12.95;9;16.9;76.2;56.1;100;4784.4;2.06;15.5;15.5;434.8;347.13;206186.2;39.14;620.43;440.32;38.643;38.654;22.67;1.2;3.06666666666667;18.1333333333333;0.6;2.28
20;5;"Wred";"c";34.64;49.7;53.23;35.74;50.12;53.27;2021-05-21;43;14.06;14.06;11.4;17.6;71.04;55.6;88.1;3823.4;4.46;15.54;15.54;448.86;361.19;210009.6;39.14;635.97;455.86;38.643;38.654;22.67;1.2;3.21;18.7;0;0.6
21;5;"Wred";"c";38.79;51.15;53.58;40.53;51.69;53.64;2021-05-18;40;12.41;12.41;10;16.7;83.59;58.4;100;5433;2.61;15.42;15.42;410.21;322.54;196794.1;36.26;589.47;409.36;38.643;38.654;22.67;1.2;2.78;17;0.93;2.72
21;5;"Wred";"c";37.09;50.51;53.33;38.79;51.15;53.58;2021-05-19;41;11.64;11.64;7.2;16;80.41;50.2;100;4607.7;1.92;15.46;15.46;421.85;334.18;201401.8;38.54;604.93;424.82;38.643;38.654;22.67;1.2;2.92333333333333;17.5666666666667;2.28;0.93
21;5;"Wred";"c";35.74;50.12;53.27;37.09;50.51;53.33;2021-05-20;42;12.95;12.95;9;16.9;76.2;56.1;100;4784.4;2.06;15.5;15.5;434.8;347.13;206186.2;39.14;620.43;440.32;38.643;38.654;22.67;1.2;3.06666666666667;18.1333333333333;0.6;2.28
21;5;"Wred";"c";34.64;49.7;53.23;35.74;50.12;53.27;2021-05-21;43;14.06;14.06;11.4;17.6;71.04;55.6;88.1;3823.4;4.46;15.54;15.54;448.86;361.19;210009.6;39.14;635.97;455.86;38.643;38.654;22.67;1.2;3.21;18.7;0;0.6
21;5;"Wred";"c";33.32;48.25;52.6;34.64;49.7;53.23;2021-05-22;44;13.14;13.14;8;18.4;71.49;40.8;100;6626;4.34;15.59;15.59;462;374.33;216635.6;42.1;651.56;471.45;38.643;38.654;22.67;1.2;3.31;18.8675;2.96;0
21;5;"Wred";"c";32.03;46.47;52.02;33.32;48.25;52.6;2021-05-23;45;12.88;12.88;8.8;17.2;72.45;49.8;96;5762.1;2.85;15.62;15.62;474.88;387.21;222397.7;43.82;667.18;487.07;38.643;38.654;22.67;1.2;3.41;19.035;1.72;2.96
21;5;"Wred";"c";31.26;45.64;51.9;32.03;46.47;52.02;2021-05-24;46;12.34;12.34;5.8;21.1;76.81;40.7;100;6035.9;2.81;15.66;15.66;487.22;399.55;228433.6;45.55;682.84;502.73;38.643;38.654;22.67;1.2;3.51;19.2025;1.73;1.72
21;5;"Wred";"c";30.44;43.65;50.83;31.26;45.64;51.9;2021-05-25;47;11.2;11.2;8.8;15;74.65;49.7;92.7;3151.4;4.5;15.7;15.7;498.42;410.75;231585;45.96;698.54;518.43;38.643;38.654;22.67;1.2;3.61;19.37;0.41;1.73
21;5;"Wred";"c";30;44.31;50.63;30.44;43.65;50.83;2021-05-26;48;11.18;11.18;9.2;13.9;89.88;71.5;100;2537.4;3.34;15.74;15.74;509.6;421.93;234122.4;46.72;714.28;534.17;38.643;38.654;22.67;1.2;3.66333333333333;19.6033333333333;0.76;0.41
21;5;"Wred";"c";29.9;45.04;50.05;30;44.31;50.63;2021-05-27;49;11.94;11.94;7.6;16.2;84.43;58.1;100;2891.2;2.02;15.77;15.77;521.54;433.87;237013.6;47.27;730.05;549.94;38.643;38.654;22.67;1.2;3.71666666666667;19.8366666666667;0.55;0.76
21;5;"Wred";"c";30.26;44.21;49.78;29.9;45.04;50.05;2021-05-28;50;13.88;13.88;8.8;18.2;74.19;47.8;100;6431.9;1.38;15.81;15.81;535.42;447.75;243445.5;47.27;745.86;565.75;38.643;38.654;22.67;1.2;3.77;20.07;0;0.55
21;5;"Wred";"c";29.84;42.83;49.15;30.26;44.21;49.78;2021-05-29;51;15.51;15.51;7.3;20.7;64.87;37.6;100;8419.7;1.97;15.84;15.84;550.93;463.26;251865.2;47.27;761.7;581.59;38.643;38.654;22.67;1.2;3.82333333333333;20.3033333333333;0;0
21;5;"Wred";"c";28.97;40.53;48.21;29.84;42.83;49.15;2021-05-30;52;16.19;16.19;8.2;21.5;59.6;36.4;99.8;7776.6;1.72;15.87;15.87;567.12;479.45;259641.8;47.27;777.57;597.46;38.643;38.654;22.67;1.2;3.87666666666667;20.5366666666667;0;0
21;5;"Wred";"c";27.96;37.81;45.56;28.97;40.53;48.21;2021-05-31;53;16.16;16.16;6.9;22.2;57.38;35.2;97.6;8807.8;1.52;15.9;15.9;583.28;495.61;268449.6;47.27;793.47;613.36;38.643;38.654;22.67;1.2;3.93;20.77;0;0
