"id";"satz_id";"variante_H2O";"wiederholung";"B0020_nFK_prozent";"B2040_nFK_prozent";"B4060_nFK_prozent";"B0020_nFK_prozent_Vortag";"B2040_nFK_prozent_Vortag";"B4060_nFK_prozent_Vortag";"zeit_messung";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input";"wasser_input_Vortag"
1;1;"Wfull";"c";75.7;64.07;63.46;83.9;64.12;62.45;2020-05-29;10;16.08;16.08;8.2;21.2;50.39;33.8;77.9;7509.1;1.28;15.85;15.85;187.58;187.58;70280.7;3.21;172.34;172.34;38.643;38.654;22.67;1.2;0.283495614608032;11.5540210799118;13.5;0
1;1;"Wfull";"c";73.04;63.22;63.51;75.7;64.07;63.46;2020-05-30;11;16.28;16.28;8.9;21;49.65;32.3;76.9;7663;1.96;15.88;15.88;203.86;203.86;77943.7;3.21;188.22;188.22;38.643;38.654;22.67;1.2;0.356549433717672;12.0237449728439;0;13.5
1;1;"Wfull";"c";69.17;63.04;63.38;73.04;63.22;63.51;2020-05-31;12;16.28;16.28;9.9;21;50.33;36.5;78.6;7379.3;1.19;15.91;15.91;220.14;220.14;85323;3.21;204.13;204.13;38.643;38.654;22.67;1.2;0.446425652798408;12.497958370243;0;0
1;1;"Wfull";"c";65.57;62.93;63.4;69.17;63.04;63.38;2020-06-01;13;19.47;19.47;10.5;25.3;50.68;33.9;80.1;8145;1.2;15.94;15.94;239.61;239.61;93468;3.21;220.07;220.07;38.643;38.654;22.67;1.2;0.55583818622109;12.975514284593;0;0
1;1;"Wfull";"c";60.49;62.09;63.02;65.57;62.93;63.4;2020-06-02;14;20.13;20.13;11.9;26.6;52.84;31.6;79;7991.1;0.88;15.97;15.97;259.74;259.74;101459.1;3.21;236.04;236.04;38.643;38.654;22.67;1.2;0.687319799017976;13.4552280062052;9;0
1;1;"Wfull";"c";55.38;61.46;62.76;60.49;62.09;63.02;2020-06-03;15;19.27;19.27;12.7;26.7;64.13;36.3;88.5;6175.7;1.28;15.99;15.99;279.01;279.01;107634.8;4.28;252.03;252.03;38.643;38.654;22.67;1.2;0.842760474579726;13.9355884045389;1.07;9
1;1;"Wfull";"c";50.19;60.52;62.18;55.38;61.46;62.76;2020-06-04;16;15.43;15.43;12.2;18.5;88.41;75.3;99.8;2558.6;1.7;16.02;16.02;294.44;294.44;110193.4;25.83;268.05;268.05;38.643;38.654;22.67;1.2;1.02324064604621;14.4156727622966;21.55;1.07
1;1;"Wfull";"c";59.26;60.86;62.06;50.19;60.52;62.18;2020-06-05;17;12.56;12.56;11;15.3;82.49;67.6;92.6;2995.8;3.23;16.04;16.04;307;307;113189.2;28.28;284.09;284.09;38.643;38.654;22.67;1.2;2.09;15.09;2.45;21.55
1;1;"Wfull";"c";81.32;61.53;62.28;59.26;60.86;62.06;2020-06-06;18;13.2;13.2;10.3;16.5;88.67;72.2;100;3946.7;2.91;16.06;16.06;320.2;320.2;117135.9;31.47;300.15;300.15;38.643;38.654;22.67;1.2;2.30857142857143;15.52;3.19;2.45
1;1;"Wfull";"c";90.41;61.68;62.08;81.32;61.53;62.28;2020-06-07;19;15.05;15.05;12.3;17.8;75.22;50.4;97.8;3925.8;1.89;16.09;16.09;335.25;335.25;121061.7;31.47;316.24;316.24;38.643;38.654;22.67;1.2;2.52714285714286;15.95;0;3.19
1;1;"Wfull";"c";82.4;62.28;62.47;90.41;61.68;62.08;2020-06-08;20;15.5;15.5;10.5;19.9;70.08;39.9;99.6;5851.8;0.76;16.11;16.11;350.75;350.75;126913.5;31.47;332.35;332.35;38.643;38.654;22.67;1.2;2.74571428571429;16.38;0;0
1;1;"Wfull";"c";70.74;61.8;62.4;82.4;62.28;62.47;2020-06-09;21;15.2;15.2;12.3;18.5;73.65;57;86.3;2691.4;2.12;16.12;16.12;365.95;365.95;129604.9;31.47;348.47;348.47;38.643;38.654;22.67;1.2;2.96428571428571;16.81;0;0
1;1;"Wfull";"c";61.98;61.01;62.14;70.74;61.8;62.4;2020-06-10;22;14.64;14.64;13.4;16.6;88.81;81.8;98.7;1401.4;2.18;16.14;16.14;380.59;380.59;131006.3;33.38;364.61;364.61;38.643;38.654;22.67;1.2;3.18285714285714;17.24;1.91;0
1;1;"Wfull";"c";57.36;60.58;61.87;61.98;61.01;62.14;2020-06-11;23;14.89;14.89;12.4;17.6;85.96;70.9;99.7;2655.7;1;16.16;16.16;395.48;395.48;133662;33.38;380.77;380.77;38.643;38.654;22.67;1.2;3.40142857142857;17.67;0;1.91
2;1;"Wfull";"c";50.19;60.52;62.18;55.38;61.46;62.76;2020-06-04;16;15.43;15.43;12.2;18.5;88.41;75.3;99.8;2558.6;1.7;16.02;16.02;294.44;294.44;110193.4;25.83;268.05;268.05;38.643;38.654;22.67;1.2;1.02324064604621;14.4156727622966;21.55;1.07
2;1;"Wfull";"c";59.26;60.86;62.06;50.19;60.52;62.18;2020-06-05;17;12.56;12.56;11;15.3;82.49;67.6;92.6;2995.8;3.23;16.04;16.04;307;307;113189.2;28.28;284.09;284.09;38.643;38.654;22.67;1.2;2.09;15.09;2.45;21.55
2;1;"Wfull";"c";81.32;61.53;62.28;59.26;60.86;62.06;2020-06-06;18;13.2;13.2;10.3;16.5;88.67;72.2;100;3946.7;2.91;16.06;16.06;320.2;320.2;117135.9;31.47;300.15;300.15;38.643;38.654;22.67;1.2;2.30857142857143;15.52;3.19;2.45
2;1;"Wfull";"c";90.41;61.68;62.08;81.32;61.53;62.28;2020-06-07;19;15.05;15.05;12.3;17.8;75.22;50.4;97.8;3925.8;1.89;16.09;16.09;335.25;335.25;121061.7;31.47;316.24;316.24;38.643;38.654;22.67;1.2;2.52714285714286;15.95;0;3.19
2;1;"Wfull";"c";82.4;62.28;62.47;90.41;61.68;62.08;2020-06-08;20;15.5;15.5;10.5;19.9;70.08;39.9;99.6;5851.8;0.76;16.11;16.11;350.75;350.75;126913.5;31.47;332.35;332.35;38.643;38.654;22.67;1.2;2.74571428571429;16.38;0;0
2;1;"Wfull";"c";70.74;61.8;62.4;82.4;62.28;62.47;2020-06-09;21;15.2;15.2;12.3;18.5;73.65;57;86.3;2691.4;2.12;16.12;16.12;365.95;365.95;129604.9;31.47;348.47;348.47;38.643;38.654;22.67;1.2;2.96428571428571;16.81;0;0
2;1;"Wfull";"c";61.98;61.01;62.14;70.74;61.8;62.4;2020-06-10;22;14.64;14.64;13.4;16.6;88.81;81.8;98.7;1401.4;2.18;16.14;16.14;380.59;380.59;131006.3;33.38;364.61;364.61;38.643;38.654;22.67;1.2;3.18285714285714;17.24;1.91;0
2;1;"Wfull";"c";57.36;60.58;61.87;61.98;61.01;62.14;2020-06-11;23;14.89;14.89;12.4;17.6;85.96;70.9;99.7;2655.7;1;16.16;16.16;395.48;395.48;133662;33.38;380.77;380.77;38.643;38.654;22.67;1.2;3.40142857142857;17.67;0;1.91
2;1;"Wfull";"c";49.61;60.72;62.14;57.36;60.58;61.87;2020-06-12;24;19.57;19.57;9.8;27.5;70.1;38.4;100;8102.3;1.22;16.17;16.17;415.05;415.05;141764.3;33.38;396.94;396.94;38.643;38.654;22.67;1.2;3.62;18.1;0;0
2;1;"Wfull";"c";39.01;58.89;61.31;49.61;60.72;62.14;2020-06-13;25;20.43;20.43;14.2;25.7;63.11;42.5;88.7;5283.9;1.58;16.18;16.18;435.48;435.48;147048.2;33.38;413.12;413.12;38.643;38.654;22.67;1.2;3.67142857142857;18.4742857142857;0;0
2;1;"Wfull";"c";34.17;57.43;60.53;39.01;58.89;61.31;2020-06-14;26;17.18;17.18;15.5;19.2;84.93;71.4;98.9;872.3;1.72;16.19;16.19;452.66;452.66;147920.5;33.97;429.31;429.31;38.643;38.654;22.67;1.2;3.72285714285714;18.8485714285714;0.59;0
2;1;"Wfull";"c";32.73;57.1;60.21;34.17;57.43;60.53;2020-06-15;27;17.77;17.77;15.3;21.8;82.89;59.9;99.6;2657.5;1.08;16.2;16.2;470.43;470.43;150578;34.64;445.51;445.51;38.643;38.654;22.67;1.2;3.77428571428571;19.2228571428571;0.67;0.59
2;1;"Wfull";"c";31.77;56.54;59.73;32.73;57.1;60.21;2020-06-16;28;17.17;17.17;14.8;20;88.85;66.5;100;3503.4;0.33;16.21;16.21;487.6;487.6;154081.4;40.67;461.72;461.72;38.643;38.654;22.67;1.2;3.82571428571429;19.5971428571429;6.03;0.67
2;1;"Wfull";"c";31.34;55.98;59.17;31.77;56.54;59.73;2020-06-17;29;16.93;16.93;13.7;21.3;91.63;69.5;100;3576.3;1.83;16.22;16.22;504.53;504.53;157657.7;54.77;477.94;477.94;38.643;38.654;22.67;1.2;3.87714285714286;19.9714285714286;18.6;6.03
3;1;"Wfull";"c";61.98;61.01;62.14;70.74;61.8;62.4;2020-06-10;22;14.64;14.64;13.4;16.6;88.81;81.8;98.7;1401.4;2.18;16.14;16.14;380.59;380.59;131006.3;33.38;364.61;364.61;38.643;38.654;22.67;1.2;3.18285714285714;17.24;1.91;0
3;1;"Wfull";"c";57.36;60.58;61.87;61.98;61.01;62.14;2020-06-11;23;14.89;14.89;12.4;17.6;85.96;70.9;99.7;2655.7;1;16.16;16.16;395.48;395.48;133662;33.38;380.77;380.77;38.643;38.654;22.67;1.2;3.40142857142857;17.67;0;1.91
3;1;"Wfull";"c";49.61;60.72;62.14;57.36;60.58;61.87;2020-06-12;24;19.57;19.57;9.8;27.5;70.1;38.4;100;8102.3;1.22;16.17;16.17;415.05;415.05;141764.3;33.38;396.94;396.94;38.643;38.654;22.67;1.2;3.62;18.1;0;0
3;1;"Wfull";"c";39.01;58.89;61.31;49.61;60.72;62.14;2020-06-13;25;20.43;20.43;14.2;25.7;63.11;42.5;88.7;5283.9;1.58;16.18;16.18;435.48;435.48;147048.2;33.38;413.12;413.12;38.643;38.654;22.67;1.2;3.67142857142857;18.4742857142857;0;0
3;1;"Wfull";"c";34.17;57.43;60.53;39.01;58.89;61.31;2020-06-14;26;17.18;17.18;15.5;19.2;84.93;71.4;98.9;872.3;1.72;16.19;16.19;452.66;452.66;147920.5;33.97;429.31;429.31;38.643;38.654;22.67;1.2;3.72285714285714;18.8485714285714;0.59;0
3;1;"Wfull";"c";32.73;57.1;60.21;34.17;57.43;60.53;2020-06-15;27;17.77;17.77;15.3;21.8;82.89;59.9;99.6;2657.5;1.08;16.2;16.2;470.43;470.43;150578;34.64;445.51;445.51;38.643;38.654;22.67;1.2;3.77428571428571;19.2228571428571;0.67;0.59
3;1;"Wfull";"c";31.77;56.54;59.73;32.73;57.1;60.21;2020-06-16;28;17.17;17.17;14.8;20;88.85;66.5;100;3503.4;0.33;16.21;16.21;487.6;487.6;154081.4;40.67;461.72;461.72;38.643;38.654;22.67;1.2;3.82571428571429;19.5971428571429;6.03;0.67
3;1;"Wfull";"c";31.34;55.98;59.17;31.77;56.54;59.73;2020-06-17;29;16.93;16.93;13.7;21.3;91.63;69.5;100;3576.3;1.83;16.22;16.22;504.53;504.53;157657.7;54.77;477.94;477.94;38.643;38.654;22.67;1.2;3.87714285714286;19.9714285714286;18.6;6.03
3;1;"Wfull";"c";31.76;56.25;59.1;31.34;55.98;59.17;2020-06-18;30;17.65;17.65;11.6;23.3;74.75;44.7;100;7278.6;1.51;16.22;16.22;522.18;522.18;164936.3;54.77;494.16;494.16;38.643;38.654;22.67;1.2;3.92857142857143;20.3457142857143;18;18.6
3;1;"Wfull";"c";36.42;56.98;59.14;31.76;56.25;59.1;2020-06-19;31;17.7;17.7;12.6;23.1;73.89;47.8;96.3;4746.8;1.16;16.23;16.23;539.88;539.88;169683.1;56.2;510.39;510.39;38.643;38.654;22.67;1.2;3.98;20.72;1.43;18
3;1;"Wfull";"c";53.76;57.36;58.69;36.42;56.98;59.14;2020-06-20;32;17.58;17.58;13;22.1;76.02;54.6;100;4612.6;1.03;16.23;16.23;557.46;557.46;174295.7;56.2;526.62;526.62;38.643;38.654;22.67;1.2;3.97;20.59;0;1.43
3;1;"Wfull";"c";55.73;57.62;59.37;53.76;57.36;58.69;2020-06-21;33;19.02;19.02;11.1;24.9;66.84;41.2;100;7140.3;0.53;16.23;16.23;576.48;576.48;181436;56.2;542.85;542.85;38.643;38.654;22.67;1.2;3.96;20.46;0;0
3;1;"Wfull";"c";47.24;55.34;56.36;55.73;57.62;59.37;2020-06-22;34;20.3;20.3;16.3;24.1;67.49;46.4;86.2;7311.6;1.8;16.23;16.23;596.78;596.78;188747.6;56.2;559.08;559.08;38.643;38.654;22.67;1.2;3.95;20.33;4.5;0
3;1;"Wfull";"c";39.42;53.5;54.3;47.24;55.34;56.36;2020-06-23;35;20.93;20.93;13.5;26.5;59.2;35.7;92.1;8231.7;1.33;16.23;16.23;617.71;617.71;196979.3;56.2;575.31;575.31;38.643;38.654;22.67;1.2;3.95;20.33;0;4.5
4;1;"Wred";"c";75.67;62.82;60.73;79.32;63.99;60.06;2020-05-29;10;16.08;16.08;8.2;21.2;50.39;33.8;77.9;7509.1;1.28;15.85;15.85;187.58;187.58;70280.7;3.21;172.34;172.34;38.643;38.654;22.67;1.2;0.283495614608032;11.5540210799118;13.5;0
4;1;"Wred";"c";75.04;60.72;60.7;75.67;62.82;60.73;2020-05-30;11;16.28;16.28;8.9;21;49.65;32.3;76.9;7663;1.96;15.88;15.88;203.86;203.86;77943.7;3.21;188.22;188.22;38.643;38.654;22.67;1.2;0.356549433717672;12.0237449728439;0;13.5
4;1;"Wred";"c";71.08;60.47;60.52;75.04;60.72;60.7;2020-05-31;12;16.28;16.28;9.9;21;50.33;36.5;78.6;7379.3;1.19;15.91;15.91;220.14;220.14;85323;3.21;204.13;204.13;38.643;38.654;22.67;1.2;0.446425652798408;12.497958370243;0;0
4;1;"Wred";"c";67.54;60.48;60.59;71.08;60.47;60.52;2020-06-01;13;19.47;19.47;10.5;25.3;50.68;33.9;80.1;8145;1.2;15.94;15.94;239.61;239.61;93468;3.21;220.07;220.07;38.643;38.654;22.67;1.2;0.55583818622109;12.975514284593;0;0
4;1;"Wred";"c";62.22;59.41;60.3;67.54;60.48;60.59;2020-06-02;14;20.13;20.13;11.9;26.6;52.84;31.6;79;7991.1;0.88;15.97;15.97;259.74;259.74;101459.1;3.21;236.04;236.04;38.643;38.654;22.67;1.2;0.687319799017976;13.4552280062052;0;0
4;1;"Wred";"c";55.42;58.26;60.03;62.22;59.41;60.3;2020-06-03;15;19.27;19.27;12.7;26.7;64.13;36.3;88.5;6175.7;1.28;15.99;15.99;279.01;279.01;107634.8;4.28;252.03;252.03;38.643;38.654;22.67;1.2;0.842760474579726;13.9355884045389;1.07;0
4;1;"Wred";"c";48.92;56.74;59.6;55.42;58.26;60.03;2020-06-04;16;15.43;15.43;12.2;18.5;88.41;75.3;99.8;2558.6;1.7;16.02;16.02;294.44;294.44;110193.4;25.83;268.05;268.05;38.643;38.654;22.67;1.2;1.02324064604621;14.4156727622966;21.55;1.07
4;1;"Wred";"c";59.1;56.3;59.66;48.92;56.74;59.6;2020-06-05;17;12.56;12.56;11;15.3;82.49;67.6;92.6;2995.8;3.23;16.04;16.04;307;307;113189.2;28.28;284.09;284.09;38.643;38.654;22.67;1.2;2.17;15.17;2.45;21.55
4;1;"Wred";"c";86.88;57.2;59.85;59.1;56.3;59.66;2020-06-06;18;13.2;13.2;10.3;16.5;88.67;72.2;100;3946.7;2.91;16.06;16.06;320.2;320.2;117135.9;31.47;300.15;300.15;38.643;38.654;22.67;1.2;2.38142857142857;15.61;3.19;2.45
4;1;"Wred";"c";90.73;57.95;59.13;86.88;57.2;59.85;2020-06-07;19;15.05;15.05;12.3;17.8;75.22;50.4;97.8;3925.8;1.89;16.09;16.09;335.25;335.25;121061.7;31.47;316.24;316.24;38.643;38.654;22.67;1.2;2.59285714285714;16.05;0;3.19
4;1;"Wred";"c";80.97;58.94;59.53;90.73;57.95;59.13;2020-06-08;20;15.5;15.5;10.5;19.9;70.08;39.9;99.6;5851.8;0.76;16.11;16.11;350.75;350.75;126913.5;31.47;332.35;332.35;38.643;38.654;22.67;1.2;2.80428571428571;16.49;0;0
4;1;"Wred";"c";68.58;58.43;59.37;80.97;58.94;59.53;2020-06-09;21;15.2;15.2;12.3;18.5;73.65;57;86.3;2691.4;2.12;16.12;16.12;365.95;365.95;129604.9;31.47;348.47;348.47;38.643;38.654;22.67;1.2;3.01571428571429;16.93;0;0
4;1;"Wred";"c";59.37;57.54;59.22;68.58;58.43;59.37;2020-06-10;22;14.64;14.64;13.4;16.6;88.81;81.8;98.7;1401.4;2.18;16.14;16.14;380.59;380.59;131006.3;33.38;364.61;364.61;38.643;38.654;22.67;1.2;3.22714285714286;17.37;1.91;0
4;1;"Wred";"c";54.78;56.84;59.07;59.37;57.54;59.22;2020-06-11;23;14.89;14.89;12.4;17.6;85.96;70.9;99.7;2655.7;1;16.16;16.16;395.48;395.48;133662;33.38;380.77;380.77;38.643;38.654;22.67;1.2;3.43857142857143;17.81;0;1.91
5;1;"Wred";"c";48.92;56.74;59.6;55.42;58.26;60.03;2020-06-04;16;15.43;15.43;12.2;18.5;88.41;75.3;99.8;2558.6;1.7;16.02;16.02;294.44;294.44;110193.4;25.83;268.05;268.05;38.643;38.654;22.67;1.2;1.02324064604621;14.4156727622966;21.55;1.07
5;1;"Wred";"c";59.1;56.3;59.66;48.92;56.74;59.6;2020-06-05;17;12.56;12.56;11;15.3;82.49;67.6;92.6;2995.8;3.23;16.04;16.04;307;307;113189.2;28.28;284.09;284.09;38.643;38.654;22.67;1.2;2.17;15.17;2.45;21.55
5;1;"Wred";"c";86.88;57.2;59.85;59.1;56.3;59.66;2020-06-06;18;13.2;13.2;10.3;16.5;88.67;72.2;100;3946.7;2.91;16.06;16.06;320.2;320.2;117135.9;31.47;300.15;300.15;38.643;38.654;22.67;1.2;2.38142857142857;15.61;3.19;2.45
5;1;"Wred";"c";90.73;57.95;59.13;86.88;57.2;59.85;2020-06-07;19;15.05;15.05;12.3;17.8;75.22;50.4;97.8;3925.8;1.89;16.09;16.09;335.25;335.25;121061.7;31.47;316.24;316.24;38.643;38.654;22.67;1.2;2.59285714285714;16.05;0;3.19
5;1;"Wred";"c";80.97;58.94;59.53;90.73;57.95;59.13;2020-06-08;20;15.5;15.5;10.5;19.9;70.08;39.9;99.6;5851.8;0.76;16.11;16.11;350.75;350.75;126913.5;31.47;332.35;332.35;38.643;38.654;22.67;1.2;2.80428571428571;16.49;0;0
5;1;"Wred";"c";68.58;58.43;59.37;80.97;58.94;59.53;2020-06-09;21;15.2;15.2;12.3;18.5;73.65;57;86.3;2691.4;2.12;16.12;16.12;365.95;365.95;129604.9;31.47;348.47;348.47;38.643;38.654;22.67;1.2;3.01571428571429;16.93;0;0
5;1;"Wred";"c";59.37;57.54;59.22;68.58;58.43;59.37;2020-06-10;22;14.64;14.64;13.4;16.6;88.81;81.8;98.7;1401.4;2.18;16.14;16.14;380.59;380.59;131006.3;33.38;364.61;364.61;38.643;38.654;22.67;1.2;3.22714285714286;17.37;1.91;0
5;1;"Wred";"c";54.78;56.84;59.07;59.37;57.54;59.22;2020-06-11;23;14.89;14.89;12.4;17.6;85.96;70.9;99.7;2655.7;1;16.16;16.16;395.48;395.48;133662;33.38;380.77;380.77;38.643;38.654;22.67;1.2;3.43857142857143;17.81;0;1.91
5;1;"Wred";"c";47.61;56.96;59.48;54.78;56.84;59.07;2020-06-12;24;19.57;19.57;9.8;27.5;70.1;38.4;100;8102.3;1.22;16.17;16.17;415.05;415.05;141764.3;33.38;396.94;396.94;38.643;38.654;22.67;1.2;3.65;18.25;0;0
5;1;"Wred";"c";37.84;54.64;58.5;47.61;56.96;59.48;2020-06-13;25;20.43;20.43;14.2;25.7;63.11;42.5;88.7;5283.9;1.58;16.18;16.18;435.48;435.48;147048.2;33.38;413.12;413.12;38.643;38.654;22.67;1.2;3.69285714285714;18.5885714285714;0;0
5;1;"Wred";"c";33.46;52.59;57.95;37.84;54.64;58.5;2020-06-14;26;17.18;17.18;15.5;19.2;84.93;71.4;98.9;872.3;1.72;16.19;16.19;452.66;452.66;147920.5;33.97;429.31;429.31;38.643;38.654;22.67;1.2;3.73571428571429;18.9271428571429;0.59;0
5;1;"Wred";"c";31.99;51.91;57.81;33.46;52.59;57.95;2020-06-15;27;17.77;17.77;15.3;21.8;82.89;59.9;99.6;2657.5;1.08;16.2;16.2;470.43;470.43;150578;34.64;445.51;445.51;38.643;38.654;22.67;1.2;3.77857142857143;19.2657142857143;0.67;0.59
5;1;"Wred";"c";31.02;51.06;57.48;31.99;51.91;57.81;2020-06-16;28;17.17;17.17;14.8;20;88.85;66.5;100;3503.4;0.33;16.21;16.21;487.6;487.6;154081.4;40.67;461.72;461.72;38.643;38.654;22.67;1.2;3.82142857142857;19.6042857142857;6.03;0.67
5;1;"Wred";"c";30.49;50.28;57.03;31.02;51.06;57.48;2020-06-17;29;16.93;16.93;13.7;21.3;91.63;69.5;100;3576.3;1.83;16.22;16.22;504.53;504.53;157657.7;54.77;477.94;477.94;38.643;38.654;22.67;1.2;3.86428571428571;19.9428571428571;14.1;6.03
6;1;"Wred";"c";59.37;57.54;59.22;68.58;58.43;59.37;2020-06-10;22;14.64;14.64;13.4;16.6;88.81;81.8;98.7;1401.4;2.18;16.14;16.14;380.59;380.59;131006.3;33.38;364.61;364.61;38.643;38.654;22.67;1.2;3.22714285714286;17.37;1.91;0
6;1;"Wred";"c";54.78;56.84;59.07;59.37;57.54;59.22;2020-06-11;23;14.89;14.89;12.4;17.6;85.96;70.9;99.7;2655.7;1;16.16;16.16;395.48;395.48;133662;33.38;380.77;380.77;38.643;38.654;22.67;1.2;3.43857142857143;17.81;0;1.91
6;1;"Wred";"c";47.61;56.96;59.48;54.78;56.84;59.07;2020-06-12;24;19.57;19.57;9.8;27.5;70.1;38.4;100;8102.3;1.22;16.17;16.17;415.05;415.05;141764.3;33.38;396.94;396.94;38.643;38.654;22.67;1.2;3.65;18.25;0;0
6;1;"Wred";"c";37.84;54.64;58.5;47.61;56.96;59.48;2020-06-13;25;20.43;20.43;14.2;25.7;63.11;42.5;88.7;5283.9;1.58;16.18;16.18;435.48;435.48;147048.2;33.38;413.12;413.12;38.643;38.654;22.67;1.2;3.69285714285714;18.5885714285714;0;0
6;1;"Wred";"c";33.46;52.59;57.95;37.84;54.64;58.5;2020-06-14;26;17.18;17.18;15.5;19.2;84.93;71.4;98.9;872.3;1.72;16.19;16.19;452.66;452.66;147920.5;33.97;429.31;429.31;38.643;38.654;22.67;1.2;3.73571428571429;18.9271428571429;0.59;0
6;1;"Wred";"c";31.99;51.91;57.81;33.46;52.59;57.95;2020-06-15;27;17.77;17.77;15.3;21.8;82.89;59.9;99.6;2657.5;1.08;16.2;16.2;470.43;470.43;150578;34.64;445.51;445.51;38.643;38.654;22.67;1.2;3.77857142857143;19.2657142857143;0.67;0.59
6;1;"Wred";"c";31.02;51.06;57.48;31.99;51.91;57.81;2020-06-16;28;17.17;17.17;14.8;20;88.85;66.5;100;3503.4;0.33;16.21;16.21;487.6;487.6;154081.4;40.67;461.72;461.72;38.643;38.654;22.67;1.2;3.82142857142857;19.6042857142857;6.03;0.67
6;1;"Wred";"c";30.49;50.28;57.03;31.02;51.06;57.48;2020-06-17;29;16.93;16.93;13.7;21.3;91.63;69.5;100;3576.3;1.83;16.22;16.22;504.53;504.53;157657.7;54.77;477.94;477.94;38.643;38.654;22.67;1.2;3.86428571428571;19.9428571428571;14.1;6.03
6;1;"Wred";"c";30.38;50.52;57.03;30.49;50.28;57.03;2020-06-18;30;17.65;17.65;11.6;23.3;74.75;44.7;100;7278.6;1.51;16.22;16.22;522.18;522.18;164936.3;54.77;494.16;494.16;38.643;38.654;22.67;1.2;3.90714285714286;20.2814285714286;0;14.1
6;1;"Wred";"c";30.64;50.55;56.92;30.38;50.52;57.03;2020-06-19;31;17.7;17.7;12.6;23.1;73.89;47.8;96.3;4746.8;1.16;16.23;16.23;539.88;539.88;169683.1;56.2;510.39;510.39;38.643;38.654;22.67;1.2;3.95;20.62;1.43;0
6;1;"Wred";"c";31.02;50.4;56.13;30.64;50.55;56.92;2020-06-20;32;17.58;17.58;13;22.1;76.02;54.6;100;4612.6;1.03;16.23;16.23;557.46;557.46;174295.7;56.2;526.62;526.62;38.643;38.654;22.67;1.2;3.95666666666667;20.6433333333333;0;1.43
6;1;"Wred";"c";30.99;50.17;56.54;31.02;50.4;56.13;2020-06-21;33;19.02;19.02;11.1;24.9;66.84;41.2;100;7140.3;0.53;16.23;16.23;576.48;576.48;181436;56.2;542.85;542.85;38.643;38.654;22.67;1.2;3.96333333333333;20.6666666666667;0;0
6;1;"Wred";"c";30.28;47.25;53.49;30.99;50.17;56.54;2020-06-22;34;20.3;20.3;16.3;24.1;67.49;46.4;86.2;7311.6;1.8;16.23;16.23;596.78;596.78;188747.6;56.2;559.08;559.08;38.643;38.654;22.67;1.2;3.97;20.69;0;0
6;1;"Wred";"c";35.15;44.49;51.4;30.28;47.25;53.49;2020-06-23;35;20.93;20.93;13.5;26.5;59.2;35.7;92.1;8231.7;1.33;16.23;16.23;617.71;617.71;196979.3;56.2;575.31;575.31;38.643;38.654;22.67;1.2;3.97;20.69;0;0
7;2;"Wfull";"c";88.34;54.68;57.58;58.06;55.44;58.04;2020-08-15;12;22.45;22.45;17.1;28.4;78.77;46.1;100;6427.7;0.54;14.36;14.36;300.61;293.01;72647.4;39.05;190.9;190.9;38.643;38.654;22.67;1.2;0.271826839442533;11.4693048043025;0;27.82
7;2;"Wfull";"c";72.39;56.18;56.47;88.34;54.68;57.58;2020-08-16;13;24.07;24.07;17.7;30.5;70.68;38.7;100;6315.7;0.74;14.3;14.3;324.68;317.08;78963.1;39.05;205.2;205.2;38.643;38.654;22.67;1.2;0.334464495223808;11.8914080561366;0;0
7;2;"Wfull";"c";69.94;56.21;54.96;72.39;56.18;56.47;2020-08-17;14;21.3;21.3;17.3;26.5;76.67;45.5;100;5161.2;1.83;14.25;14.25;345.98;338.38;84124.3;40.75;219.45;219.45;38.643;38.654;22.67;1.2;0.40970927954983;12.3151924018036;1.7;0
7;2;"Wfull";"c";61.82;59.22;61.93;69.94;56.21;54.96;2020-08-18;15;19.95;19.95;16.4;24.3;77.03;53.6;97.9;4271.9;1.25;14.19;14.19;365.93;358.33;88396.2;40.75;233.64;233.64;38.643;38.654;22.67;1.2;0.499235572263385;12.7395004726727;0;1.7
7;2;"Wfull";"c";53.56;57.48;60.92;61.82;59.22;61.93;2020-08-19;16;20.77;20.77;14;26.3;74.76;47.9;100;5867.2;0.97;14.14;14.14;386.7;379.1;94263.4;40.97;247.78;247.78;38.643;38.654;22.67;1.2;0.604730013858805;13.1637719644082;0.22;0
7;2;"Wfull";"c";47.58;55.83;59.17;53.56;57.48;60.92;2020-08-20;17;24.62;24.62;18.7;31.8;66.96;37.5;93.7;6223;0.87;14.08;14.08;411.32;403.72;100486.4;41.22;261.86;261.86;38.643;38.654;22.67;1.2;1.78;15.93;18.25;0.22
7;2;"Wfull";"c";43.54;54.38;58.49;47.58;55.83;59.17;2020-08-21;18;26.3;25;19;32;60.23;40.3;90.3;4387.7;1.74;14.02;14.02;437.62;428.72;104874.1;41.22;275.88;275.88;38.643;38.654;22.67;1.2;2.006;16.252;0;18.25
