satz_id;variante_H2O;zeit_messung;bodensaugspannung_0020_hPa;bodensaugspannung_2040_hPa;bodensaugspannung_4060_hPa;pf_0020;pf_2040;pf_4060;T0020_nFK;T2040_nFK;T4060_nFK
5;Wred;2021-08-12;151.35;82.58;80.59;2.18;1.92;1.91;84.17;95.13;95.57
5;Wred;2021-08-13;234.38;91.09;81.25;2.37;1.96;1.91;76.25;93.36;95.42
5;Wred;2021-08-14;365.22;101.32;82.23;2.56;2.01;1.92;68.23;91.43;95.21
5;Wred;2021-08-15;538.95;116.11;84.35;2.73;2.06;1.93;61.19;88.96;94.75
5;Wred;2021-08-16;703.7;135.23;86.04;2.85;2.13;1.93;56.36;86.21;94.39
5;Wred;2021-08-17;785.06;154.45;88.1;2.89;2.19;1.94;54.38;83.8;93.96
5;Wred;2021-08-18;822.51;175.56;90.85;2.92;2.24;1.96;53.54;81.48;93.4
5;Wred;2021-08-19;841.12;202;94.01;2.92;2.31;1.97;53.13;78.94;92.78
5;Wred;2021-08-20;860.89;233.31;96.61;2.93;2.37;1.99;52.71;76.34;92.29
5;Wred;2021-08-21;877.56;283.06;99.13;2.94;2.45;2;52.36;72.84;91.82
5;Wred;2021-08-22;892.84;340.03;102.99;2.95;2.53;2.01;52.05;69.52;91.13
5;Wred;2021-08-23;904.35;370.44;106.46;2.96;2.57;2.03;51.82;67.97;90.53
5;Wred;2021-08-24;910.8;404.34;111.18;2.96;2.61;2.05;51.69;66.39;89.75
5;Wred;2021-08-25;878.94;444.16;115.76;2.94;2.65;2.06;52.34;64.69;89.02
5;Wred;2021-08-26;853.12;494.81;122.3;2.93;2.69;2.09;52.87;62.73;88.02
5;Wred;2021-08-27;801.29;540.65;129.64;2.9;2.73;2.11;54.01;61.13;86.97
5;Wred;2021-08-28;831.78;569.41;138.25;2.92;2.76;2.14;53.33;60.19;85.81
5;Wred;2021-08-29;856.4;595.38;146.53;2.93;2.77;2.17;52.81;59.38;84.75
5;Wred;2021-08-30;868.37;627.86;157.91;2.94;2.8;2.2;52.55;58.42;83.4
5;Wred;2021-08-31;887.56;683.67;177.21;2.95;2.83;2.25;52.16;56.88;81.31
5;Wred;2021-09-01;900.09;731.34;205.56;2.95;2.86;2.31;51.9;55.66;78.63
5;Wred;2021-09-02;903.44;770.08;246.81;2.96;2.89;2.39;51.84;54.73;75.32
5;Wred;2021-09-03;887.28;797.41;302.87;2.95;2.9;2.48;52.16;54.1;71.61
5;Wred;2021-09-04;;821.9;377.01;;2.91;2.58;;53.55;67.65
5;Wred;2021-09-05;;841.85;459.54;;2.93;2.66;;53.12;64.07
5;Wred;2021-09-06;;847.46;530.92;;2.93;2.73;;53;61.46
5;Wred;2021-09-07;;863.13;581.92;;2.94;2.76;;52.66;59.8
5;Wred;2021-09-08;;865.73;612.74;;2.94;2.79;;52.61;58.86
5;Wred;2021-09-09;;866.6;642.12;;2.94;2.81;;52.59;58.02
5;Wred;2021-09-10;;872.26;668.74;;2.94;2.83;;52.47;57.28
5;Wred;2021-09-11;;878.77;686.24;;2.94;2.84;;52.34;56.81
5;Wred;2021-09-12;;883.16;703.45;;2.95;2.85;;52.25;56.37
5;Wred;2021-09-13;;886.78;719.89;;2.95;2.86;;52.17;55.95
