"T0020_nFK";"T2040_nFK";"T4060_nFK";"T0020_nFK_Vortag";"T2040_nFK_Vortag";"T4060_nFK_Vortag";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input_Vortag"
68.1;95.91;102.86;77.35;98.09;103.9;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.696;18.97;0
60.8;93.37;101.6;68.1;95.91;102.86;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.764;19.34;0
57.51;90.84;100.06;60.8;93.37;101.6;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.832;19.71;8.2
55.72;88.86;98.68;57.51;90.84;100.06;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;3.9;20.08;2.8
77.89;89.66;97.6;55.72;88.86;98.68;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;3.94;20.354;28.2
101.04;95.69;98.31;77.89;89.66;97.6;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;3.98;20.628;0
88.7;95.87;98.73;101.04;95.69;98.31;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;4.02;20.902;0.5
100.33;94.41;98.11;88.7;95.87;98.73;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;4.06;21.176;20.2
100.04;96.39;98.42;100.33;94.41;98.11;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.1;21.45;0
89.79;95.85;98.65;100.04;96.39;98.42;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.125;21.73;0
71.07;93.2;98.04;89.79;95.85;98.65;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.15;22.01;0
56.01;88.43;96.91;71.07;93.2;98.04;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.175;22.29;0
77.35;98.09;103.9;83.43;100.36;105.6;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.628;18.6;6.2
68.1;95.91;102.86;77.35;98.09;103.9;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.696;18.97;0
60.8;93.37;101.6;68.1;95.91;102.86;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.764;19.34;0
57.51;90.84;100.06;60.8;93.37;101.6;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.832;19.71;8.2
55.72;88.86;98.68;57.51;90.84;100.06;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;3.9;20.08;2.8
77.89;89.66;97.6;55.72;88.86;98.68;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;3.94;20.354;28.2
101.04;95.69;98.31;77.89;89.66;97.6;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;3.98;20.628;0
88.7;95.87;98.73;101.04;95.69;98.31;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;4.02;20.902;0.5
100.33;94.41;98.11;88.7;95.87;98.73;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;4.06;21.176;20.2
100.04;96.39;98.42;100.33;94.41;98.11;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.1;21.45;0
89.79;95.85;98.65;100.04;96.39;98.42;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.125;21.73;0
71.07;93.2;98.04;89.79;95.85;98.65;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.15;22.01;0
56.01;88.43;96.91;71.07;93.2;98.04;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.175;22.29;0
52.52;85.3;96.04;56.01;88.43;96.91;47;18.53;18.53;10.5;25.6;64.68;43.9;91.8;5056.48;0.87;15.98;15.98;737.32;728.67;270966.1;42.9;705.76;691.48;20;30;50;1.2;4.2;22.57;0
78.75;101.17;107.62;52.52;85.3;96.04;33;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;1.46;15.49;15.49;511.84;503.19;184921.58;35.1;484.99;470.71;20;30;50;1.2;3.62;18.49;0.7
73.09;98.51;106.42;78.75;101.17;107.62;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.69;18.884;6.2
64.99;96.06;105.35;73.09;98.51;106.42;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.76;19.278;0
58.84;93.76;104.41;64.99;96.06;105.35;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.83;19.672;0
55.74;91.11;103.33;58.84;93.76;104.41;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.9;20.066;8.3
53.97;88.8;102.4;55.74;91.11;103.33;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;3.97;20.46;2.8
65.41;92.91;101.86;53.97;88.8;102.4;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;3.992;20.652;28.9
94.34;99.15;103.13;65.41;92.91;101.86;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;4.014;20.844;0
82.16;97.74;103.48;94.34;99.15;103.13;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;4.036;21.036;0.5
105.57;98.06;103.07;82.16;97.74;103.48;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;4.058;21.228;20.7
103.77;101.99;104.11;105.57;98.06;103.07;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.08;21.42;0
94.59;100.37;104.34;103.77;101.99;104.11;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.1225;21.8375;0
82.28;97.01;103.72;94.59;100.37;104.34;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.165;22.255;0
66.42;92.17;102.69;82.28;97.01;103.72;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.2075;22.6725;0
73.09;98.51;106.42;78.75;101.17;107.62;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.69;18.884;6.2
64.99;96.06;105.35;73.09;98.51;106.42;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.76;19.278;0
58.84;93.76;104.41;64.99;96.06;105.35;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.83;19.672;0
55.74;91.11;103.33;58.84;93.76;104.41;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.9;20.066;8.3
53.97;88.8;102.4;55.74;91.11;103.33;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;3.97;20.46;2.8
65.41;92.91;101.86;53.97;88.8;102.4;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;3.992;20.652;28.9
94.34;99.15;103.13;65.41;92.91;101.86;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;4.014;20.844;0
82.16;97.74;103.48;94.34;99.15;103.13;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;4.036;21.036;0.5
105.57;98.06;103.07;82.16;97.74;103.48;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;4.058;21.228;20.7
103.77;101.99;104.11;105.57;98.06;103.07;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.08;21.42;0
94.59;100.37;104.34;103.77;101.99;104.11;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.1225;21.8375;0
82.28;97.01;103.72;94.59;100.37;104.34;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.165;22.255;0
66.42;92.17;102.69;82.28;97.01;103.72;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.2075;22.6725;0
57.99;88.18;101.97;66.42;92.17;102.69;47;18.53;18.53;10.5;25.6;64.68;43.9;91.8;5056.48;0.87;15.98;15.98;737.32;728.67;270966.1;42.9;705.76;691.48;20;30;50;1.2;4.25;23.09;0
85.98;102.53;110.11;57.99;88.18;101.97;33;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;1.46;15.49;15.49;511.84;503.19;184921.58;35.1;484.99;470.71;20;30;50;1.2;3.61;18.27;0.7
81.16;99.38;108.09;85.98;102.53;110.11;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.656;18.566;6.2
73.6;95.67;106.01;81.16;99.38;108.09;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.702;18.862;0
67.07;91.61;104;73.6;95.67;106.01;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.748;19.158;0
65.38;88.24;101.66;67.07;91.61;104;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.794;19.454;8.5
62.65;84.93;100.15;65.38;88.24;101.66;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;3.84;19.75;2.8
100.48;95.03;102.03;62.65;84.93;100.15;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;3.876;19.994;29.8
103.99;102.62;106.91;100.48;95.03;102.03;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;3.912;20.238;0
94.12;98.28;105.29;103.99;102.62;106.91;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;3.948;20.482;0.5
114.07;98.37;103.8;94.12;98.28;105.29;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;3.984;20.726;21.2
106.9;101.1;105.05;114.07;98.37;103.8;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.02;20.97;0
98.5;97.63;103.85;106.9;101.1;105.05;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.07;21.4125;0
86.85;91.68;101.49;98.5;97.63;103.85;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.12;21.855;0
71.9;83.81;98.91;86.85;91.68;101.49;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.17;22.2975;0
81.16;99.38;108.09;85.98;102.53;110.11;34;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;1.49;15.53;15.53;528.24;519.59;190875.78;35.1;500.52;486.24;20;30;50;1.2;3.656;18.566;6.2
73.6;95.67;106.01;81.16;99.38;108.09;35;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;0.9;15.57;15.57;546.06;537.41;198202.45;35.1;516.09;501.81;20;30;50;1.2;3.702;18.862;0
67.07;91.61;104;73.6;95.67;106.01;36;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;1.36;15.61;15.61;564.97;556.32;203180.78;38.9;531.7;517.42;20;30;50;1.2;3.748;19.158;0
65.38;88.24;101.66;67.07;91.61;104;37;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;1.67;15.65;15.65;581.13;572.48;209507.62;41.7;547.35;533.07;20;30;50;1.2;3.794;19.454;8.5
62.65;84.93;100.15;65.38;88.24;101.66;38;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;1.34;15.69;15.69;597.16;588.51;216615.98;41.7;563.04;548.76;20;30;50;1.2;3.84;19.75;2.8
100.48;95.03;102.03;62.65;84.93;100.15;39;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;1.43;15.73;15.73;615.1;606.45;221946.9;41.7;578.77;564.49;20;30;50;1.2;3.876;19.994;29.8
103.99;102.62;106.91;100.48;95.03;102.03;40;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;2.1;15.76;15.76;632.06;623.41;226499.4;42.2;594.53;580.25;20;30;50;1.2;3.912;20.238;0
94.12;98.28;105.29;103.99;102.62;106.91;41;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;1.81;15.8;15.8;645.99;637.35;233930.4;42.2;610.33;596.05;20;30;50;1.2;3.948;20.482;0.5
114.07;98.37;103.8;94.12;98.28;105.29;42;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;1.66;15.83;15.83;658.72;650.07;240198.38;42.2;626.16;611.88;20;30;50;1.2;3.984;20.726;21.2
106.9;101.1;105.05;114.07;98.37;103.8;43;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;0.95;15.86;15.86;671.31;662.66;245119.22;42.2;642.02;627.74;20;30;50;1.2;4.02;20.97;0
98.5;97.63;103.85;106.9;101.1;105.05;44;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;1.02;15.89;15.89;686.34;677.69;251110.55;42.2;657.91;643.63;20;30;50;1.2;4.07;21.4125;0
86.85;91.68;101.49;98.5;97.63;103.85;45;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;1.57;15.92;15.92;702.57;693.92;257932.7;42.2;673.83;659.55;20;30;50;1.2;4.12;21.855;0
71.9;83.81;98.91;86.85;91.68;101.49;46;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;1.09;15.95;15.95;718.78;710.14;265909.62;42.2;689.78;675.5;20;30;50;1.2;4.17;22.2975;0
62.57;79.92;97.39;71.9;83.81;98.91;47;18.53;18.53;10.5;25.6;64.68;43.9;91.8;5056.48;0.87;15.98;15.98;737.32;728.67;270966.1;42.9;705.76;691.48;20;30;50;1.2;4.22;22.74;0
99.74;88.47;84.4;54.12;60.52;87.5;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.45;14.36;0
120.5;91.05;84.39;99.74;88.47;84.4;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;0.476666666666667;14.5666666666667;29.2
110.67;92.96;84.41;120.5;91.05;84.39;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;0.503333333333333;14.7733333333333;0.1
125.33;95.86;84.55;110.67;92.96;84.41;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;0.53;14.98;7.2
113.84;99.77;85.26;125.33;95.86;84.55;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;0.595;13.82;11.7
105.3;99.75;86.37;113.84;99.77;85.26;16;23.29;23.29;17.9;30;58.78;43.3;80.1;6448.05;0.75;16.18;16.18;346.61;344.46;104881.18;48.8;259.42;259.42;20;30;50;1.2;0.66;12.66;0
100.22;98.9;87.28;105.3;99.75;86.37;17;23.76;23.76;16.2;32.1;63.81;31.6;93.6;7657.85;1.31;16.17;16.17;370.37;368.22;112539.02;49.1;275.59;275.59;20;30;50;1.2;0.745;13.16;0
97.14;97.1;87.77;100.22;98.9;87.28;18;17.69;17.69;12.8;22.8;66.46;42.8;87.6;3714.02;0.98;16.16;16.16;388.06;385.91;116253.05;49.7;291.75;291.75;20;30;50;1.2;0.83;13.66;0.3
98.81;96.99;88.44;97.14;97.1;87.77;19;19.95;19.95;9.8;27.8;58.49;35.1;91.4;8394.23;1;16.14;16.14;408.01;405.86;124647.27;49.7;307.89;307.89;20;30;50;1.2;0.94;14.48;11
97.74;97.03;88.92;98.81;96.99;88.44;20;22.68;22.68;12.3;30.8;55.42;31.3;90.4;7895.32;1.23;16.13;16.13;430.68;428.54;132542.6;49.7;324.02;324.02;20;30;50;1.2;1.05;15.3;0
94.84;96.36;89.25;97.74;97.03;88.92;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;1.16;16.12;0
89.85;95.51;89.55;94.84;96.36;89.25;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;1.40333333333333;16.5066666666667;0
84.64;93.96;89.62;89.85;95.51;89.55;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;1.64666666666667;16.8933333333333;10.3
78.85;92.42;89.52;84.64;93.96;89.62;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;1.89;17.28;0
94.84;96.36;89.25;97.74;97.03;88.92;21;21.68;21.68;14.7;28;51.16;33.4;77.4;8356.2;1.36;16.11;16.11;452.36;450.22;140898.8;49.7;340.13;340.13;20;30;50;1.2;1.16;16.12;0
89.85;95.51;89.55;94.84;96.36;89.25;22;21.47;21.47;12.5;28.3;52.84;34.2;85.1;8217.95;1.38;16.09;16.09;473.83;471.69;149116.75;49.7;356.22;356.22;20;30;50;1.2;1.40333333333333;16.5066666666667;0
84.64;93.96;89.62;89.85;95.51;89.55;23;17.9;17.9;13.8;22;56.57;42;74.4;7558.27;2.08;16.07;16.07;491.74;489.59;156675.02;49.7;372.29;372.29;20;30;50;1.2;1.64666666666667;16.8933333333333;10.3
78.85;92.42;89.52;84.64;93.96;89.62;24;17.55;17.55;13.8;20.2;67.9;61.9;79.7;2846.05;1.46;16.04;16.04;509.28;507.14;159521.08;50.1;388.33;388.33;20;30;50;1.2;1.89;17.28;0
72.84;91.07;89.43;78.85;92.42;89.52;25;18.02;18.02;10;25.6;61.71;41.2;87.9;7477.55;1.12;16.02;16.02;527.31;525.16;166998.62;50.1;404.35;404.35;20;30;50;1.2;2.1125;17.85;0.4
65.21;89.67;89.17;72.84;91.07;89.43;26;19.47;19.47;12.6;27;68.47;39.5;91.2;5464.32;1.18;16;16;546.78;544.63;172462.95;50.1;420.35;420.35;20;30;50;1.2;2.335;18.42;0
61.53;87.8;88.68;65.21;89.67;89.17;27;17.19;17.19;11;21.5;65.76;47.9;87.4;5971.8;1.7;15.97;15.97;563.97;561.82;178434.75;50.1;436.32;436.32;20;30;50;1.2;2.5575;18.99;11.5
57.53;86.12;88.11;61.53;87.8;88.68;28;20.13;20.13;16.7;25.4;66.42;50.3;79.7;5602.62;1.5;15.94;15.94;584.1;581.96;184037.38;50.1;452.26;452.26;20;30;50;1.2;2.78;19.56;0
55.24;84.73;87.64;57.53;86.12;88.11;29;21.79;21.79;12.3;30;61.43;36.2;92.7;7751.25;0.91;15.91;15.91;605.89;603.75;191788.62;50.1;468.17;468.17;20;30;50;1.2;3.00666666666667;20.41;5.3
53.89;83.28;87.25;55.24;84.73;87.64;30;26.01;25;17.3;34.9;49.31;24.7;77.8;6630.12;0.98;15.88;15.88;631.9;628.75;198418.75;50.1;484.05;484.05;20;30;50;1.2;3.23333333333333;21.26;0
52.85;80.87;86.32;53.89;83.28;87.25;31;23.28;23.28;15.7;27.7;53.03;38.6;66.8;5759.2;1.84;15.85;15.85;655.19;652.03;204177.95;50.1;499.9;499.9;20;30;50;1.2;3.46;22.11;0
52.32;78.85;85.59;52.85;80.87;86.32;32;19.07;19.07;12;24.8;53.02;33.4;79;6913.48;1.66;15.82;15.82;674.25;671.1;211091.42;50.1;515.72;515.72;20;30;50;1.2;3.54625;22.2575;20.7
52.11;76.84;84.85;52.32;78.85;85.59;33;19.49;19.49;9.5;26.9;53.21;35.9;85.1;6749.68;1.47;15.79;15.79;693.74;690.58;217841.1;50.1;531.51;531.51;20;30;50;1.2;3.6325;22.405;0
51.96;74.67;84.09;52.11;76.84;84.85;34;21.32;21.32;10.6;29.4;45.14;22.1;76.6;7946.3;1.05;15.75;15.75;715.06;711.9;225787.4;50.1;547.26;547.26;20;30;50;1.2;3.71875;22.5525;0
102.13;93.92;94.21;96.69;54.21;78.77;11;20.22;20.22;16.8;28.4;80.51;44.8;95.9;3915.98;0.92;16.22;16.22;242.47;240.33;76113.95;29.8;178.41;178.41;20;30;50;1.2;0.42;14.25;0
118.31;98.65;94.33;102.13;93.92;94.21;12;20.75;20.75;13.9;27.9;73.28;45.6;96.9;5992.8;0.77;16.22;16.22;263.22;261.08;82106.75;29.9;194.63;194.63;20;30;50;1.2;0.47;14.2966666666667;29.2
108.96;99.54;95.1;118.31;98.65;94.33;13;20.56;20.56;16.8;25.2;75.11;56.6;92.3;4365.7;1.55;16.21;16.21;283.78;281.64;86472.45;37.1;210.84;210.84;20;30;50;1.2;0.52;14.3433333333333;0.1
123.7;102.98;95.7;108.96;99.54;95.1;14;19.67;19.67;14.2;24.6;79.42;56.4;96.1;3712.45;1.02;16.2;16.2;303.45;301.31;90184.9;48.8;227.04;227.04;20;30;50;1.2;0.57;14.39;7.2
111.74;105.33;97.07;123.7;102.98;95.7;15;19.86;19.86;11.7;26.6;61.26;34.3;94.5;8248.23;1.07;16.2;16.2;323.32;321.17;98433.12;48.8;243.24;243.24;20;30;50;1.2;0.605;14.085;11.7
