m,s
9.6426859106399,7.41813217836151
5.47909707455471,6.60680171437327
13.8671536330613,8.7581778048748
76.8478952300785,13.8414256956808
65.6902411680851,18.4167160063063
3023.20811430949,2369.57879406327
3.63917407581823,2.00446043505297
1.95708099245357,4.55577742707938
1.95708099245357,4.55577742707938
67.5378536690563,37.9004835666914
88.4472435897436,14.5798578603239
26.2820512820513,11.7898961280329
17.8873076923077,5.12823941538279
2.20988661901269,1.5067855189093
16.8661061693401,4.14432833341895
