"satz_id";"variante_H2O";"wiederholung";"zeit_messung";"tage_seit_aussaat";"T0020_nFK";"T2040_nFK";"T4060_nFK";"bewaesserung_mm";"Tempsum";"Tmax_gradC";"Tmin_gradC";"Tmean_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"Gobsum";"globalstrahlung_Mj_m2";"niederschlag_mm";"windgeschwindigkeit_m_s";"FAO56_mm";"xxx";"T0020_Auswaschung_prozent_nFK";"T2040_Auswaschung_prozent_nFK";"T4060_Auswaschung_prozent_nFK";"T0020_Auswaschung_mm";"T2040_Auswaschung_mm";"T4060_Auswaschung_mm";"T0020_mm";"T2040_mm";"T4060_mm";"freier_Speicher_T0020_mm";"freier_Speicher_T2040_mm";"freier_Speicher_T4060_mm";"T0060_mm"
2;"Wfull";"a";2020-07-30;4;103.58;105.12;104.21;9;87.77;31.3;12.1;22.54;48.06;25.2;95.03;26.91;0;0.89;5;1;3.58;5.12;4.20999999999999;1.17662666666667;1.57354666666667;1.33878;34.0432933333333;32.30688;33.13878;-1.17662666666667;-1.57354666666667;-1.33878;99.4889533333333
2;"Wfull";"a";2020-07-31;5;106.11;104.07;102.42;0.5;113.03;35.3;13.4;25.26;46.55;25.6;121.93;26.9;0;0.78;5.3;2;6.11;4.06999999999999;2.42;2.00815333333333;1.25084666666666;0.769560000000001;34.87482;31.98418;32.56956;-2.00815333333333;-1.25084666666666;-0.769560000000002;99.42856
2;"Wfull";"a";2020-08-01;6;102.22;103.34;102.13;9;137.84;33.2;15.9;24.81;59.9;39.7;135.24;13.31;0.1;0.78;3.2;3;2.22;3.34;2.13;0.72964;1.02649333333333;0.677339999999999;33.5963066666667;31.7598266666667;32.47734;-0.729640000000003;-1.02649333333333;-0.677339999999997;97.8334733333333
2;"Wfull";"a";2020-08-02;7;114.59;105.83;102.09;0;160.89;28.4;17.5;23.05;61.7;38.4;154.64;19.4;6.1;1.77;4.3;4;14.59;5.83;2.09;4.79524666666667;1.79175333333333;0.664620000000001;37.6619133333333;32.5250866666667;32.46462;-4.79524666666667;-1.79175333333333;-0.664620000000003;102.65162
2;"Wfull";"a";2020-08-03;8;107.79;109.84;103.36;0;180.46;24.7;16.6;19.57;62.77;38.6;166.38;11.74;0;1.44;3;5;7.79000000000001;9.84;3.36;2.56031333333334;3.02416;1.06848;35.42698;33.7574933333333;32.86848;-2.56031333333333;-3.02416;-1.06848;102.052953333333
2;"Wfull";"a";2020-08-04;9;104.1;107.24;103.99;0;200.42;26.7;14.9;19.96;55.62;36.2;186.1;19.72;0;1.49;4.1;6;4.09999999999999;7.23999999999999;3.98999999999999;1.34753333333333;2.22509333333333;1.26882;34.2142;32.9584266666667;33.06882;-1.34753333333333;-2.22509333333333;-1.26882;100.241446666667
2;"Wfull";"a";2020-08-05;10;101.75;106.01;103.97;4.8;220.85;28.4;10.4;20.43;52.58;28.4;211.82;25.72;0;0.88;4.5;7;1.75;6.01000000000001;3.97;0.575166666666667;1.84707333333333;1.26246;33.4418333333333;32.5804066666667;33.06246;-0.575166666666668;-1.84707333333333;-1.26246;99.0847
2;"Wfull";"a";2020-08-06;11;100.62;104.75;103.68;0;243.44;31.1;12.2;22.59;53.49;33.3;237.75;25.93;0;0.91;4.8;8;0.620000000000005;4.75;3.68000000000001;0.203773333333335;1.45983333333333;1.17024;33.07044;32.1931666666667;32.97024;-0.203773333333331;-1.45983333333334;-1.17024;98.2338466666667
2;"Wfull";"a";2020-08-07;12;99.83;104.67;103.52;9.3;268.83;34.5;14.4;25.39;52.22;30.1;263;25.25;0;0.89;5;9;0;4.67;3.52;0;1.43524666666667;1.11936;32.8107933333333;32.16858;32.91936;0.0558733333333379;-1.43524666666666;-1.11936;97.8987333333333
2;"Wfull";"a";2020-08-08;13;103.75;103.99;103.09;0;296.24;36.4;17.1;27.41;51.94;28.9;287.59;24.59;0;0.68;5;10;3.75;3.98999999999999;3.09;1.2325;1.22626;0.982620000000001;34.0991666666667;31.9595933333333;32.78262;-1.2325;-1.22626;-0.982620000000008;98.84138
2;"Wfull";"a";2020-08-09;14;101.23;103.72;102.28;0;324.05;37.1;17.9;27.81;50.07;26.4;310.77;23.18;0;1.11;5.3;11;1.23;3.72;2.28;0.404260000000001;1.14328;0.72504;33.2709266666667;31.8766133333333;32.52504;-0.404260000000001;-1.14328;-0.725039999999996;97.67258
2;"Wfull";"a";2020-08-10;15;97.38;102.8;102.3;0;351.36;34.8;21.5;27.31;53.54;32.8;325.77;15;0;0.86;3.8;12;0;2.8;2.3;0;0.860533333333332;0.731399999999999;32.00556;31.5938666666667;32.5314;0.861106666666664;-0.860533333333333;-0.731399999999997;96.1308266666667
2;"Wfull";"a";2020-08-11;16;93.51;100.99;101.65;9;378.27;35.5;20.6;26.91;59.86;34;341.25;15.48;0.2;1.11;4;13;0;0.989999999999995;1.65000000000001;0;0.304259999999998;0.524700000000002;30.73362;31.0375933333333;32.3247;2.13304666666667;-0.304259999999999;-0.524700000000006;94.0959133333333
2;"Wfull";"a";2020-08-12;17;94.57;99.62;101.11;0;403.78;34.4;18.5;25.51;67.13;41.6;360.47;19.22;2.6;1.31;4.3;14;0;0;1.11;0;0;0.35298;31.0820066666667;30.6165466666667;32.15298;1.78466;0.116786666666663;-0.352980000000006;93.8515333333334
2;"Wfull";"a";2020-08-13;18;95.87;98.55;100.57;0;426.24;25.9;18.7;22.46;81.23;61.9;369.62;9.15;3.5;0.75;2.1;15;0;0;0.569999999999993;0;0;0.181259999999998;31.5092733333333;30.2877;31.98126;1.35739333333333;0.445633333333333;-0.181260000000002;93.7782333333333
2;"Wfull";"a";2020-08-14;19;96.22;98.34;100.21;0;448.48;29.3;18.8;22.24;78.51;51.3;383.35;13.73;0.3;0.81;2.8;16;0;0;0.209999999999994;0;0;0.066779999999998;31.6243066666667;30.22316;31.86678;1.24236;0.510173333333331;-0.0667800000000014;93.7142466666667
2;"Wfull";"a";2020-08-15;20;91.94;98.11;100.09;0;471.38;28.7;17;22.9;73.56;50.1;400.41;17.06;0;0.84;3.3;17;0;0;0.0900000000000034;0;0;0.0286200000000011;30.2176133333333;30.1524733333333;31.82862;2.64905333333333;0.580860000000001;-0.0286200000000036;92.1987066666667
2;"Wfull";"a";2020-08-16;21;84.94;96.53;99.33;0;495.98;32.1;17.1;24.6;66.21;38.9;420.45;20.04;0;1.3;4.2;18;0;0;0;0;0;0;27.9169466666667;29.6668866666667;31.58694;4.94972;1.06644666666666;0.213060000000002;89.1707733333333
2;"Wfull";"a";2020-08-17;22;77.51;94.04;98.85;0;518.36;28.6;18.4;22.38;66.27;42.9;433.99;13.54;0;1.12;3.1;19;0;0;0;0;0;0;25.4749533333333;28.9016266666667;31.4343;7.39171333333333;1.83170666666666;0.3657;85.81088
2;"Wfull";"a";2020-08-18;23;70.92;91.8;98.46;9.4;539.77;28;15.4;21.41;64.77;39.7;454.2;20.21;0;1.12;3.8;20;0;0;0;0;0;0;23.30904;28.2132;31.31028;9.55762666666666;2.52013333333333;0.489720000000002;82.83252
2;"Wfull";"a";2020-08-19;24;66.25;89.58;97.35;0;561.63;28.6;13.3;21.86;64.55;39.2;474.13;19.93;0.4;0.81;3.6;21;0;0;0;0;0;0;21.7741666666667;27.53092;30.9573;11.0925;3.20241333333333;0.842700000000004;80.2623866666667
2;"Wfull";"a";2020-08-20;25;63.49;87.91;96.74;0;586.57;32.8;18.4;24.94;68;40.5;494.4;20.27;4.8;0.85;4.1;22;0;0;0;0;0;0;20.8670466666667;27.0176733333333;30.76332;11.99962;3.71566;1.03668;78.64804
2;"Wfull";"a";2020-08-21;26;59.88;85.55;96.24;0;612.86;31.9;18.5;26.29;62.37;44.4;509.38;14.98;0;1.07;3.5;23;0;0;0;0;0;0;19.68056;26.2923666666667;30.60432;13.1861066666667;4.44096666666666;1.19568;76.5772466666667
2;"Wfull";"a";2020-08-22;27;56.35;82.32;95.22;0;635.76;27.6;16.5;22.9;64.04;37.7;527.26;17.88;1.6;1.54;3.7;24;0;0;0;0;0;0;18.5203666666667;25.29968;30.27996;14.3463;5.43365333333334;1.52004;74.1000066666667
2;"Wfull";"a";2020-08-23;28;54.46;79.24;94.08;0;656.02;24.7;16.2;20.26;59.17;38.2;545.47;18.21;0;1.61;3.7;25;0;0;0;0;0;0;17.8991866666667;24.3530933333333;29.91744;14.96748;6.38024;1.88256;72.16972
2;"Wfull";"a";2020-08-24;29;53.29;76.02;92.92;19.2;674.65;23.7;13.5;18.63;61.74;42.7;560.86;15.39;0;1.17;3;26;0;0;0;0;0;0;17.5146466666667;23.36348;29.54856;15.35202;7.36985333333334;2.25144;70.4266866666667
2;"Wfull";"a";2020-08-25;30;53.07;75.77;92.02;0;693.75;24.9;11.9;19.1;61.73;44.9;571.51;10.65;0;0.82;2.3;27;0;0;0;0;0;0;17.44234;23.2866466666667;29.26236;15.4243266666667;7.44668666666667;2.53764;69.9913466666667
2;"Wfull";"a";2020-08-26;31;53.83;73.41;90.84;0;714.49;24.6;15.2;20.74;54.08;41;585.11;13.6;0;2.8;3.9;28;0;0;0;0;0;0;17.6921266666667;22.56134;28.88712;15.17454;8.17199333333333;2.91288;69.1405866666667
2;"Wfull";"a";2020-08-27;32;54.45;71.42;89.81;0;732.98;24.8;10.7;18.49;61.9;38.6;601.25;16.14;0;0.82;2.8;29;0;0;0;0;0;0;17.8959;21.9497466666667;28.55958;14.9707666666667;8.78358666666666;3.24042;68.4052266666667
2;"Wfull";"a";2020-08-28;33;55.03;69.91;89.1;0;751.89;23.9;13.5;18.91;66.7;42.6;615.35;14.1;0.4;1.18;2.7;30;0;0;0;0;0;0;18.0865266666667;21.4856733333333;28.3338;14.78014;9.24766;3.4662;67.906
2;"Wfull";"a";2020-08-29;34;54.64;67.64;87.96;19.4;768.68;22.2;11.1;16.79;71.03;49.9;629.11;13.76;0;1.2;2.5;31;0;0;0;0;0;0;17.9583466666667;20.7880266666667;27.97128;14.90832;9.94530666666667;3.82872;66.7176533333333
2;"Wfull";"a";2020-08-30;35;58.51;68.09;87.3;0;785.54;21.5;12.4;16.86;71.5;54.3;636.68;7.57;0;1;1.8;32;0;0;0;0;0;0;19.2302866666667;20.9263266666667;27.7614;13.63638;9.80700666666667;4.0386;67.9180133333333
2;"Wfull";"a";2020-08-31;36;73.18;69.86;86.62;0;801.57;21.7;12.9;16.03;86.12;62.2;646.89;10.21;26;0.77;1.8;33;0;0;0;0;0;0;24.0518266666667;21.4703066666667;27.54516;8.81484;9.26302666666667;4.25484;73.0672933333333
2;"Wfull";"a";2020-09-01;37;115.36;96.85;87.21;0;818.52;22.6;14;16.95;71.54;45.1;659.2;12.31;0;1.54;2.5;34;15.36;0;0;5.04832;0;0;37.9149866666667;29.7652333333333;27.73278;-5.04832;0.968100000000003;4.06722;95.413
2;"Wfull";"a";2020-09-02;38;105.34;102.54;89.54;0;835.5;22.9;11.3;16.98;65.71;42.1;676.16;16.96;0;0.89;2.7;35;5.34;2.54000000000001;0;1.75508;0.780626666666669;0;34.6217466666667;31.51396;28.47372;-1.75508000000001;-0.78062666666667;3.32628;94.6094266666667
2;"Wfull";"a";2020-09-03;39;99.21;98.73;91.59;0;850.71;21.6;8.8;15.21;76.65;50.8;684.63;8.47;0;0.56;1.6;36;0;0;0;0;0;0;32.60702;30.34302;29.12562;0.259646666666669;0.390313333333332;2.67438;92.07566
2;"Wfull";"a";2020-09-04;40;91.95;94.92;92.34;0;872.28;28.6;15.6;21.57;62.44;39.5;697.39;12.76;0;0.76;2.6;37;0;0;0;0;0;0;30.2209;29.17208;29.36412;2.64576666666666;1.56125333333333;2.43588;88.7571
2;"Wfull";"a";2020-09-05;41;81.65;89.24;91.8;0;890.19;23.2;13.9;17.91;71.94;50.9;710.76;13.37;0;1.39;2.5;38;0;0;0;0;0;0;26.8356333333333;27.4264266666667;29.1924;6.03103333333333;3.30690666666667;2.6076;83.45446
2;"Wfull";"a";2020-09-06;42;70.77;84.05;90.44;0;905.04;21.1;8.7;14.85;64.62;37.7;724.9;14.14;0;0.8;2.2;39;0;0;0;0;0;0;23.25974;25.8313666666667;28.75992;9.60692666666667;4.90196666666667;3.04008;77.8510266666667
2;"Wfull";"a";2020-09-07;43;63.08;80.88;89.02;0;920.93;24.1;8.4;15.89;62.14;35.3;745.26;20.36;0;0.81;2.9;40;0;0;0;0;0;0;20.7322933333333;24.85712;28.30836;12.1343733333333;5.87621333333334;3.49164;73.8977733333333
2;"Wfull";"a";2020-09-08;44;56.48;76.01;87.38;18.8;938.18;27.7;6.8;17.25;60.64;31;765.1;19.84;0;0.69;3;41;0;0;0;0;0;0;18.5630933333333;23.3604066666667;27.78684;14.3035733333333;7.37292666666666;4.01316;69.71034
2;"Wfull";"a";2020-09-09;45;66.12;72.41;85.72;0;957.36;26.7;10.1;19.18;68.12;47.3;781.24;16.14;0;0.87;2.7;42;0;0;0;0;0;0;21.73144;22.2540066666667;27.25896;11.1352266666667;8.47932666666667;4.54104;71.2444066666667
2;"Wfull";"a";2020-09-10;46;83.14;70.72;85.16;0;977.48;25;16.7;20.12;63.91;45.5;796.77;15.53;0;1.03;2.8;43;0;0;0;0;0;0;27.3253466666667;21.7346133333333;27.08088;5.54132;8.99872;4.71912;76.14084
2;"Wred";"b";2020-07-30;4;102.3;99.71;100.62;9;87.77;31.3;12.1;22.54;48.06;25.2;95.03;26.91;0;0.89;5;1;2.3;0;0.620000000000005;0.755933333333332;0;0.197160000000001;33.6226;30.6442066666667;31.99716;-0.755933333333331;0.0891266666666688;-0.19716;96.2639666666667
2;"Wred";"b";2020-07-31;5;105.05;99.87;99.55;0.5;113.03;35.3;13.4;25.26;46.55;25.6;121.93;26.9;0;0.78;5.3;2;5.05;0;0;1.65976666666667;0;0;34.5264333333333;30.69338;31.6569;-1.65976666666667;0.0399533333333331;0.1431;96.8767133333333
2;"Wred";"b";2020-08-01;6;101.09;99.97;99.43;9;137.84;33.2;15.9;24.81;59.9;39.7;135.24;13.31;0.1;0.78;3.2;3;1.09;0;0;0.358246666666668;0;0;33.2249133333333;30.7241133333333;31.61874;-0.358246666666673;0.00921999999999912;0.181259999999998;95.5677666666667
2;"Wred";"b";2020-08-02;7;113.89;101.86;99.71;0;160.89;28.4;17.5;23.05;61.7;38.4;154.64;19.4;6.1;1.77;4.3;4;13.89;1.86;0;4.56518;0.57164;0;37.4318466666667;31.3049733333333;31.70778;-4.56518;-0.571639999999999;0.0922200000000011;100.4446
2;"Wred";"b";2020-08-03;8;106.34;104.61;100.35;0;180.46;24.7;16.6;19.57;62.77;38.6;166.38;11.74;0;1.44;3;5;6.34;4.61;0.349999999999994;2.08374666666667;1.41680666666667;0.111299999999998;34.9504133333333;32.15014;31.9113;-2.08374666666667;-1.41680666666667;-0.111300000000004;99.0118533333333
2;"Wred";"b";2020-08-04;9;102.47;103.25;101.51;0;200.42;26.7;14.9;19.96;55.62;36.2;186.1;19.72;0;1.49;4.1;6;2.47;3.25;1.51000000000001;0.811806666666666;0.998833333333333;0.480180000000002;33.6784733333333;31.7321666666667;32.28018;-0.811806666666662;-0.998833333333334;-0.480180000000001;97.69082
2;"Wred";"b";2020-08-05;10;100.2;102.02;101.9;4.8;220.85;28.4;10.4;20.43;52.58;28.4;211.82;25.72;0;0.88;4.5;7;0.200000000000003;2.02;1.90000000000001;0.0657333333333343;0.620813333333332;0.604200000000002;32.9324;31.3541466666667;32.4042;-0.0657333333333341;-0.620813333333334;-0.604200000000002;96.6907466666667
2;"Wred";"b";2020-08-06;11;99.2;101.04;102.05;0;243.44;31.1;12.2;22.59;53.49;33.3;237.75;25.93;0;0.91;4.8;8;0;1.04000000000001;2.05;0;0.319626666666669;0.651899999999999;32.6037333333333;31.05296;32.4519;0.262933333333329;-0.319626666666672;-0.651900000000001;96.1085933333333
2;"Wred";"b";2020-08-07;12;98.34;100.56;102.18;9.3;268.83;34.5;14.4;25.39;52.22;30.1;263;25.25;0;0.89;5;9;0;0.560000000000002;2.18000000000001;0;0.172106666666667;0.693240000000002;32.32108;30.90544;32.49324;0.545586666666665;-0.172106666666668;-0.693239999999999;95.71976
2;"Wred";"b";2020-08-08;13;102.44;100.29;102.18;0;296.24;36.4;17.1;27.41;51.94;28.9;287.59;24.59;0;0.68;5;10;2.44;0.290000000000006;2.18000000000001;0.801946666666666;0.0891266666666686;0.693240000000002;33.6686133333333;30.82246;32.49324;-0.801946666666666;-0.0891266666666688;-0.693239999999999;96.9843133333333
2;"Wred";"b";2020-08-09;14;100.24;100.26;101.91;0;324.05;37.1;17.9;27.81;50.07;26.4;310.77;23.18;0;1.11;5.3;11;0.239999999999995;0.260000000000005;1.91;0.0788799999999983;0.0799066666666682;0.607379999999999;32.9455466666667;30.81324;32.40738;-0.0788799999999981;-0.0799066666666732;-0.607379999999996;96.1661666666667
2;"Wred";"b";2020-08-10;15;96.1;99.73;101.86;0;351.36;34.8;21.5;27.31;53.54;32.8;325.77;15;0;0.86;3.8;12;0;0;1.86;0;0;0.59148;31.5848666666667;30.6503533333333;32.39148;1.2818;0.0829799999999992;-0.591480000000001;94.6267
2;"Wred";"b";2020-08-11;16;92.05;98.66;101.47;9;378.27;35.5;20.6;26.91;59.86;34;341.25;15.48;0.2;1.11;4;13;0;0;1.47;0;0;0.46746;30.2537666666667;30.3215066666667;32.26746;2.6129;0.411826666666666;-0.467459999999999;92.8427333333333
2;"Wred";"b";2020-08-12;17;93.41;97.48;100.83;0;403.78;34.4;18.5;25.51;67.13;41.6;360.47;19.22;2.6;1.31;4.3;14;0;0;0.829999999999998;0;0;0.263939999999999;30.7007533333333;29.9588533333333;32.06394;2.16591333333334;0.774479999999997;-0.263940000000002;92.7235466666667
2;"Wred";"b";2020-08-13;18;94.95;96.95;100.1;0;426.24;25.9;18.7;22.46;81.23;61.9;369.62;9.15;3.5;0.75;2.1;15;0;0;0.0999999999999943;0;0;0.0317999999999982;31.2069;29.7959666666667;31.8318;1.65976666666667;0.937366666666666;-0.0317999999999969;92.8346666666667
2;"Wred";"b";2020-08-14;19;95.04;96.85;99.58;0;448.48;29.3;18.8;22.24;78.51;51.3;383.35;13.73;0.3;0.81;2.8;16;0;0;0;0;0;0;31.23648;29.7652333333333;31.66644;1.63018666666666;0.968100000000003;0.133559999999999;92.6681533333333
2;"Wred";"b";2020-08-15;20;90.36;96.44;99.5;0;471.38;28.7;17;22.9;73.56;50.1;400.41;17.06;0;0.84;3.3;17;0;0;0;0;0;0;29.69832;29.6392266666667;31.641;3.16834666666667;1.09410666666667;0.158999999999999;90.9785466666667
2;"Wred";"b";2020-08-16;21;82.43;95.6;99.19;0;495.98;32.1;17.1;24.6;66.21;38.9;420.45;20.04;0;1.3;4.2;18;0;0;0;0;0;0;27.0919933333333;29.3810666666667;31.54242;5.77467333333333;1.35226666666667;0.257580000000001;88.01548
2;"Wred";"b";2020-08-17;22;73.98;94.28;98.58;0;518.36;28.6;18.4;22.38;66.27;42.9;433.99;13.54;0;1.12;3.1;19;0;0;0;0;0;0;24.31476;28.9753866666667;31.34844;8.55190666666667;1.75794666666667;0.451560000000001;84.6385866666667
2;"Wred";"b";2020-08-18;23;66.38;92.95;98.22;0;539.77;28;15.4;21.41;64.77;39.7;454.2;20.21;0;1.12;3.8;20;0;0;0;0;0;0;21.8168933333333;28.5666333333333;31.23396;11.0497733333333;2.1667;0.566040000000001;81.6174866666667
2;"Wred";"b";2020-08-19;24;60.8;91.23;97.68;0;561.63;28.6;13.3;21.86;64.55;39.2;474.13;19.93;0.4;0.81;3.6;21;0;0;0;0;0;0;19.9829333333333;28.03802;31.06224;12.8837333333333;2.69531333333333;0.737759999999998;79.0831933333333
2;"Wred";"b";2020-08-20;25;56.64;89.56;97.44;0;586.57;32.8;18.4;24.94;68;40.5;494.4;20.27;4.8;0.85;4.1;22;0;0;0;0;0;0;18.61568;27.5247733333333;30.98592;14.2509866666667;3.20856;0.814079999999997;77.1263733333333
2;"Wred";"b";2020-08-21;26;54.25;87.65;97.01;0;612.86;31.9;18.5;26.29;62.37;44.4;509.38;14.98;0;1.07;3.5;23;0;0;0;0;0;0;17.8301666666667;26.9377666666667;30.84918;15.0365;3.79556666666667;0.950819999999997;75.6171133333333
2;"Wred";"b";2020-08-22;27;52.86;85.18;96;0;635.76;27.6;16.5;22.9;64.04;37.7;527.26;17.88;1.6;1.54;3.7;24;0;0;0;0;0;0;17.37332;26.1786533333333;30.528;15.4933466666667;4.55468;1.272;74.0799733333333
2;"Wred";"b";2020-08-23;28;52.3;82.49;95.17;0;656.02;24.7;16.2;20.26;59.17;38.2;545.47;18.21;0;1.61;3.7;25;0;0;0;0;0;0;17.1892666666667;25.3519266666667;30.26406;15.6774;5.38140666666667;1.53594;72.8052533333333
2;"Wred";"b";2020-08-24;29;52.23;79.56;94.28;0;674.65;23.7;13.5;18.63;61.74;42.7;560.86;15.39;0;1.17;3;26;0;0;0;0;0;0;17.16626;24.45144;29.98104;15.7004066666667;6.28189333333333;1.81896;71.59874
2;"Wred";"b";2020-08-25;30;53.37;76.6;93.04;0;693.75;24.9;11.9;19.1;61.73;44.9;571.51;10.65;0;0.82;2.3;27;0;0;0;0;0;0;17.54094;23.5417333333333;29.58672;15.3257266666667;7.1916;2.21328;70.6693933333333
2;"Wred";"b";2020-08-26;31;53.05;72.41;92.07;0;714.49;24.6;15.2;20.74;54.08;41;585.11;13.6;0;2.8;3.9;28;0;0;0;0;0;0;17.4357666666667;22.2540066666667;29.27826;15.4309;8.47932666666667;2.52174;68.9680333333333
2;"Wred";"b";2020-08-27;32;52.33;68.48;90.9;0;732.98;24.8;10.7;18.49;61.9;38.6;601.25;16.14;0;0.82;2.8;29;0;0;0;0;0;0;17.1991266666667;21.0461866666667;28.9062;15.66754;9.68714666666666;2.8938;67.1515133333333
2;"Wred";"b";2020-08-28;33;52.31;64.61;89.94;0;751.89;23.9;13.5;18.91;66.7;42.6;615.35;14.1;0.4;1.18;2.7;30;0;0;0;0;0;0;17.1925533333333;19.8568066666667;28.60092;15.6741133333333;10.8765266666667;3.19908;65.65028
2;"Wred";"b";2020-08-29;34;53.05;60.66;88.48;0;768.68;22.2;11.1;16.79;71.03;49.9;629.11;13.76;0;1.2;2.5;31;0;0;0;0;0;0;17.4357666666667;18.64284;28.13664;15.4309;12.0904933333333;3.66336;64.2152466666667
2;"Wred";"b";2020-08-30;35;52.6;58.03;86.99;0;785.54;21.5;12.4;16.86;71.5;54.3;636.68;7.57;0;1;1.8;32;0;0;0;0;0;0;17.2878666666667;17.8345533333333;27.66282;15.5788;12.89878;4.13718;62.78524
2;"Wred";"b";2020-08-31;36;52.38;56.33;85.58;0;801.57;21.7;12.9;16.03;86.12;62.2;646.89;10.21;26;0.77;1.8;33;0;0;0;0;0;0;17.21556;17.3120866666667;27.21444;15.6511066666667;13.4212466666667;4.58556;61.7420866666667
2;"Wred";"b";2020-09-01;37;53.5233333333333;55.76;84.55;0;818.52;22.6;14;16.95;71.54;45.1;659.2;12.31;0;1.54;2.5;34;0;0;0;0;0;0;17.5913355555556;17.1369066666667;26.8869;15.2753311111111;13.5964266666667;4.9131;61.6151422222222
2;"Wred";"b";2020-09-02;38;54.6666666666667;54.93;82.82;0;835.5;22.9;11.3;16.98;65.71;42.1;676.16;16.96;0;0.89;2.7;35;0;0;0;0;0;0;17.9671111111111;16.88182;26.33676;14.8995555555556;13.8515133333333;5.46324;61.1856911111111
2;"Wred";"b";2020-09-03;39;55.81;54.16;81.49;0;850.71;21.6;8.8;15.21;76.65;50.8;684.63;8.47;0;0.56;1.6;36;0;0;0;0;0;0;18.3428866666667;16.6451733333333;25.91382;14.52378;14.08816;5.88618;60.90188
2;"Wred";"b";2020-09-04;40;55.21;53.89;80.04;0;872.28;28.6;15.6;21.57;62.44;39.5;697.39;12.76;0;0.76;2.6;37;0;0;0;0;0;0;18.1456866666667;16.5621933333333;25.45272;14.72098;14.17114;6.34728;60.1606
2;"Wred";"b";2020-09-05;41;54.2;53.39;77.72;0;890.19;23.2;13.9;17.91;71.94;50.9;710.76;13.37;0;1.39;2.5;38;0;0;0;0;0;0;17.8137333333333;16.4085266666667;24.71496;15.0529333333333;14.3248066666667;7.08504;58.93722
2;"Wred";"b";2020-09-06;42;53.38;52.91;74.85;0;905.04;21.1;8.7;14.85;64.62;37.7;724.9;14.14;0;0.8;2.2;39;0;0;0;0;0;0;17.5442266666667;16.2610066666667;23.8023;15.32244;14.4723266666667;7.9977;57.6075333333333
2;"Wred";"b";2020-09-07;43;53.1;52.71;72.21;0;920.93;24.1;8.4;15.89;62.14;35.3;745.26;20.36;0;0.81;2.9;40;0;0;0;0;0;0;17.4522;16.19954;22.96278;15.4144666666667;14.5337933333333;8.83722;56.61452
2;"Wred";"b";2020-09-08;44;52.86;52.57;67.74;0;938.18;27.7;6.8;17.25;60.64;31;765.1;19.84;0;0.69;3;41;0;0;0;0;0;0;17.37332;16.1565133333333;21.54132;15.4933466666667;14.57682;10.25868;55.0711533333333
2;"Wred";"b";2020-09-09;45;52.51;52.6;64.18;0;957.36;26.7;10.1;19.18;68.12;47.3;781.24;16.14;0;0.87;2.7;42;0;0;0;0;0;0;17.2582866666667;16.1657333333333;20.40924;15.60838;14.5676;11.39076;53.83326
2;"Wred";"b";2020-09-10;46;52.8;52.94;61.66;0;977.48;25;16.7;20.12;63.91;45.5;796.77;15.53;0;1.03;2.8;43;0;0;0;0;0;0;17.3536;16.2702266666667;19.60788;15.5130666666667;14.4631066666667;12.19212;53.2317066666667
3;"Wfull_plus";"a";2021-04-16;11;91.99;95.06;89.52;0;62.16;9.5;1.4;5.88;62.2;43.6;143.54;11.72;0;1.33;1.7;1;0;0;0;0;0;0;30.2340466666667;29.2151066666667;28.46736;2.63262;1.51822666666667;3.33264;87.9165133333333
3;"Wfull_plus";"a";2021-04-17;12;90.77;94.02;89.22;0;70.24;13.2;2.6;8.08;58.52;36;160.88;17.34;0;1.32;2.4;2;0;0;0;0;0;0;29.8330733333333;28.89548;28.37196;3.03359333333334;1.83785333333334;3.42804;87.1005133333333
3;"Wfull_plus";"a";2021-04-18;13;89.81;93.73;89.1;0;78.84;12;7.5;8.6;73.06;56.7;165.21;4.33;2.2;0.81;1.1;3;0;0;0;0;0;0;29.5175533333333;28.8063533333333;28.3338;3.34911333333333;1.92698;3.4662;86.6577066666667
3;"Wfull_plus";"a";2021-04-19;14;89.79;93.39;88.97;0.72;88.87;14.7;5.8;10.03;75.82;52.7;174.93;9.72;0.4;0.63;1.6;4;0;0;0;0;0;0;29.51098;28.70186;28.29246;3.35568666666667;2.03147333333333;3.50754;86.5053
3;"Wfull_plus";"a";2021-04-20;15;90.52;93.6;88.96;5.01;99.51;18.5;1.5;10.64;67.4;36.7;199.02;24.09;0;0.82;3;5;0;0;0;0;0;0;29.7509066666667;28.7664;28.28928;3.11576;1.96693333333333;3.51072;86.8065866666667
3;"Wfull_plus";"a";2021-04-21;16;92.22;93.78;88.94;0;111.57;20;3.9;12.06;63.79;37;220.82;21.8;0.8;1.23;3.1;6;0;0;0;0;0;0;30.30964;28.82172;28.28292;2.55702666666667;1.91161333333333;3.51708;87.41428
3;"Wfull_plus";"a";2021-04-22;17;93.11;93.4;88.82;0;121.62;15.5;4;10.05;53.62;28.1;245.46;24.64;0;1.98;3.4;7;0;0;0;0;0;0;30.6021533333333;28.7049333333333;28.24476;2.26451333333333;2.0284;3.55524;87.5518466666667
3;"Wfull_plus";"a";2021-04-23;18;93.23;93.55;88.77;4.44;131.93;17.6;1.5;10.31;53.17;29.6;270.99;25.53;0;1.17;3.3;8;0;0;0;0;0;0;30.6415933333333;28.7510333333333;28.22886;2.22507333333333;1.9823;3.57114;87.6214866666667
