m,s
56.7054518211157,37.5996475806338
54.4114735413145,39.1889679640684
68.5454734644742,31.7856701497651
83.1154365811178,20.2104049963667
91.0633164284617,12.2167051211252
94.7358165565289,9.19763092554171
25.5065666461759,14.4387945792695
13.3338356769634,5.10833847157569
11.5198001511195,7.57520772251766
8.62210792223763,4.63778870461686
18.1015291224838,6.36530484476932
73.5347235028926,13.627835817589
60.9953575636494,17.5271847946061
86.9904205727166,10.669426434418
3730.28809551254,2312.29486211465
3.57625794016702,1.9429777333267
13.297022565442,2.64306116508161
10.5131195251266,6.44548158951539
340.326831681265,228.02177489374
294.023860522001,243.356227031314
95178.9753086434,74164.8616932721
2.1292393448078,4.98177176511698
339.225685735874,205.444977364849
268.126175656986,212.563253056728
20,1
35,1
45,1
1.70000000000753,1
1.82836027380457,1.57514243332592
15.9381809293521,4.63000598754612
2.07051892833322,4.86641948200525
