"tensio_id";"parzelle_id";"bodensaugspannung_0020_hPa";"bodensaugspannung_2040_hPa";"bodensaugspannung_4060_hPa";"messgenauigkeit_id";"zeit_messung"
15261;40;510.710584752035;211.578362356428;105.250092626899;10;1621548000
15262;41;539.253620497586;329.13108057928;87.6994434137291;10;1621548000
15263;42;453.667409057164;199.258160237389;86.2152133580705;10;1621548000
15264;43;613.520237653175;201.39043381535;105.510204081633;10;1621548000
15265;44;593.516320474777;309.896219421794;113.937823834197;10;1621548000
15266;45;419.108469539376;191.174284652546;104.526550315633;10;1621548000
15267;46;500.044510385757;200.649832900111;96.2337662337662;10;1621548000
15268;47;540.425138632163;265.906562847608;126.885428253615;10;1621548000
15269;48;452.707326143548;234.864261807363;87.9925650557621;10;1621548000
15270;33;70.111234705228;50.5939123979213;94.5053723601334;10;1621551600
15271;34;55.7142857142857;43.8427299703264;60.2411873840446;10;1621551600
15272;35;61.1786508524833;47.5519287833828;65.2853965900667;10;1621551600
15273;36;50.4597701149425;43.9123979213066;72.3804226918799;10;1621551600
15274;37;377.640949554896;213.997033741194;87.7579806978471;10;1621551600
15275;38;433.703703703704;229.62962962963;132.817945865777;10;1621551600
15276;39;431.853368068478;231.099145933903;94.3175074183976;10;1621551600
15277;40;507.749814951887;210.466839570211;105.620600222305;10;1621551600
15278;41;536.654288897141;322.818418121055;86.9573283858998;10;1621551600
15279;42;450.697847067558;197.774480712166;85.8441558441559;10;1621551600
15280;43;611.663572224285;200.27808676307;105.510204081633;10;1621551600
15281;44;586.46884272997;307.672349888806;113.937823834197;10;1621551600
15282;45;416.508172362556;188.944630248978;104.526550315633;10;1621551600
15283;46;497.077151335312;201.392499071667;96.2337662337662;10;1621551600
15284;47;535.249537892791;265.906562847608;127.256210604375;10;1621551600
15285;48;447.872815172927;234.864261807363;87.6208178438662;10;1621551600
15286;33;70.8527994067482;50.9651076466221;94.5053723601334;10;1621555200
15287;34;56.456400742115;44.2136498516321;60.6122448979592;10;1621555200
15288;35;61.9199406968125;48.293768545994;65.2853965900667;10;1621555200
15289;36;50.4597701149425;44.2835931700074;72.3804226918799;10;1621555200
15290;37;375.786350148368;214.367816091954;88.1291759465479;10;1621555200
15291;38;431.111111111111;231.481481481481;133.559510567297;10;1621555200
15292;39;429.992556754745;231.099145933903;94.6884272997032;10;1621555200
15293;40;505.899333826795;210.837347165617;105.620600222305;10;1621555200
15294;41;532.940958039361;317.991088005941;87.6994434137291;10;1621555200
15295;42;448.841870824053;197.032640949555;86.2152133580705;10;1621555200
15296;43;609.06424062384;199.53652206155;105.881261595547;10;1621555200
15297;44;579.421364985163;308.042994810971;113.937823834197;10;1621555200
15298;45;415.393759286775;188.201412114456;104.897883401411;10;1621555200
15299;46;494.851632047478;201.763832157445;96.6048237476809;10;1621555200
15300;47;530.813308687616;266.648127549129;127.626992955135;10;1621555200
15301;48;443.410189661584;235.979918185199;88.364312267658;10;1621555200
15302;33;70.4820170559881;50.9651076466221;94.5053723601334;10;1621558800
15303;34;56.0853432282004;44.2136498516321;59.8701298701299;10;1621558800
15304;35;61.9199406968125;48.293768545994;64.9147516679022;10;1621558800
15305;36;50.4597701149425;43.5412026726058;72.3804226918799;10;1621558800
15306;37;373.560830860534;213.255469039674;87.0155902004454;10;1621558800
15307;38;426.296296296296;231.851851851852;132.817945865777;10;1621558800
15308;39;426.643096390026;229.242480505013;94.3175074183976;10;1621558800
15309;40;503.678756476684;210.096331974805;105.250092626899;10;1621558800
15310;41;529.59896026736;313.163757890828;87.3283858998145;10;1621558800
15311;42;445.872308834447;195.919881305638;86.2152133580705;10;1621558800
15312;43;606.093575937616;198.053392658509;105.510204081633;10;1621558800
15313;44;572.373887240356;306.931060044477;113.937823834197;10;1621558800
15314;45;413.907875185735;186.714975845411;104.526550315633;10;1621558800
15315;46;490.771513353116;201.763832157445;96.2337662337662;10;1621558800
15316;47;526.746765249538;265.535780496848;127.256210604375;10;1621558800
15317;48;438.575678690963;236.723689103756;87.6208178438662;10;1621558800
15318;33;70.4820170559881;50.9651076466221;93.764357169322;10;1621562400
15319;34;56.0853432282004;44.2136498516321;59.4990723562152;10;1621562400
15320;35;62.290585618977;48.293768545994;64.9147516679022;10;1621562400
