datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-09-20,1,21.434,18.01,26.35,49.6,34,66,2.926,0
2023-09-21,2,19.31,15.99,25.78,62.5,40,91,3.0075,6.73
2023-09-22,3,15.70125,13.22,19.42,75.125,54,89,3.85,3.21
2023-09-23,4,14.81125,13.01,17.47,69.25,57,81,2.05625,0.31
2023-09-24,5,14.695,10.5,19.61,55.375,34,73,1.3175,0
