datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-08-25,1,24.15,21.17,27.67,72.3333333333333,65,87,4.55333333333333,0
2023-08-26,2,20.56625,17.5700000000001,24.2000000000001,67.625,44,92,2.9475,0
2023-08-27,3,17.42375,15.79,19.66,66.875,62,72,2.0675,0
2023-08-28,4,16.6025,12.77,20.29,61,43,79,1.695,0
2023-08-29,5,16.7375,12.92,20.5100000000001,62.875,42,84,1.4975,0
