datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-05-23,1,16.485,13.16,17.95,65,65,65,2.83,0
2023-05-24,2,12.355,8.17000000000002,17.12,59.375,59.375,59.375,2.9325,0.15
2023-05-25,3,15.24,7.32000000000005,22.38,60.25,60.25,60.25,3.465,0
2023-05-26,4,15.64125,10.49,20.93,58.375,58.375,58.375,3.96375,0
2023-05-27,5,15.43875,8.69,21.5700000000001,57.125,57.125,57.125,2.87,0
