datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-05-24,1,13.795,10.39,16.83,56.75,56.75,56.75,3.3625,0
2023-05-25,2,15.0675,7.42000000000002,21.98,61.125,61.125,61.125,3.56375,0
2023-05-26,3,15.865,10.27,21.73,60.875,60.875,60.875,3.98375,0
2023-05-27,4,15.895,8.72000000000003,22.49,57.625,57.625,57.625,3.55625,0
2023-05-28,5,17.2175,10.33,23.68,60.375,60.375,60.375,2.54125,0
