datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-05-23,1,16.255,12.5,17.89,65.5,65.5,65.5,2.965,0
2023-05-24,2,11.93125,7.65000000000003,16.69,62.25,62.25,62.25,3.08375,0.25
2023-05-25,3,14.91,7.08000000000004,22.0700000000001,63.125,63.125,63.125,3.64125,0
2023-05-26,4,15.31375,10.2,20.61,61.125,61.125,61.125,4.1125,0
2023-05-27,5,15.1475,8.47000000000003,21.3200000000001,59.125,59.125,59.125,3.09375,0
