datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-05-21,1,22.5333333333334,18.6,25.84,58.3333333333333,58.3333333333333,58.3333333333333,2.22333333333333,0
2023-05-22,2,20.4675,15.09,26.15,69.75,69.75,69.75,1.8875,2.4
2023-05-23,3,14.6575,13.23,16.13,82,82,82,3.7675,0.32
2023-05-24,4,14.06,9.07000000000005,19.94,59.25,59.25,59.25,3.09125,0
2023-05-25,5,15.32375,9.39000000000004,20.49,69.125,69.125,69.125,3.1825,0
2023-05-26,6,12.504,9.01000000000005,17.49,56.2,56.2,56.2,4.308,0
