datum,tag_prognose,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,windgeschwindigkeit_m_s,wasser_input_mm
2023-05-22,1,22.1625,18.11,26.31,67.75,67.75,67.75,2.745,0.55
2023-05-23,2,14.99625,10.87,17.49,78.375,78.375,78.375,4.09,0.44
2023-05-24,3,12.4925,7.72000000000003,17.84,64.25,64.25,64.25,3.04625,0
2023-05-25,4,12.8125,9.29000000000002,15.68,74.75,74.75,74.75,2.23,0.85
2023-05-26,5,13.02,9.89000000000004,17.92,60.375,60.375,60.375,4.5,0.12
