tage_seit_aussaat,depth,predicted_nFK
1,nFK_0010,100
1,nFK_1020,100
1,nFK_2030,100
1,nFK_3040,100
1,nFK_4050,100
1,nFK_5060,100
2,nFK_0010,104.14
2,nFK_1020,104.54
2,nFK_2030,103.01
2,nFK_3040,100.45
2,nFK_4050,95.89
2,nFK_5060,90.96
3,nFK_0010,103.39
3,nFK_1020,103.27
3,nFK_2030,101.41
3,nFK_3040,98.35
3,nFK_4050,93.58
3,nFK_5060,88.16
4,nFK_0010,102.46
4,nFK_1020,102.25
4,nFK_2030,100.31
4,nFK_3040,97.15
4,nFK_4050,92.27
4,nFK_5060,86.71
5,nFK_0010,102.3
5,nFK_1020,102.14
5,nFK_2030,100.23
5,nFK_3040,97.1
5,nFK_4050,92.2
5,nFK_5060,86.7
6,nFK_0010,101.81
6,nFK_1020,101.32
6,nFK_2030,99.22
6,nFK_3040,95.83
6,nFK_4050,90.83
6,nFK_5060,85.05
7,nFK_0010,101.36
7,nFK_1020,100.76
7,nFK_2030,98.61
7,nFK_3040,95.13
7,nFK_4050,90.09
7,nFK_5060,84.21
8,nFK_0010,100.85
8,nFK_1020,100.15
8,nFK_2030,97.94
8,nFK_3040,94.4
8,nFK_4050,89.34
8,nFK_5060,83.37
9,nFK_0010,100.79
9,nFK_1020,100.11
9,nFK_2030,97.88
9,nFK_3040,94.32
9,nFK_4050,89.2
9,nFK_5060,83.2
10,nFK_0010,99.59
10,nFK_1020,98.83
10,nFK_2030,96.58
10,nFK_3040,93.04
10,nFK_4050,87.89
10,nFK_5060,81.77
11,nFK_0010,96.15
11,nFK_1020,96.47
11,nFK_2030,95.13
11,nFK_3040,93.22
11,nFK_4050,88.66
11,nFK_5060,83.76
12,nFK_0010,100.24
12,nFK_1020,99.55
12,nFK_2030,97.33
12,nFK_3040,93.78
12,nFK_4050,88.68
12,nFK_5060,82.77
13,nFK_0010,101.19
13,nFK_1020,100.58
13,nFK_2030,98.38
13,nFK_3040,94.84
13,nFK_4050,89.75
13,nFK_5060,83.8
14,nFK_0010,97.83
14,nFK_1020,97.67
14,nFK_2030,95.93
14,nFK_3040,93.29
14,nFK_4050,88.48
14,nFK_5060,82.97
15,nFK_0010,98.25
15,nFK_1020,97.98
15,nFK_2030,96.12
15,nFK_3040,93.29
15,nFK_4050,88.41
15,nFK_5060,82.86
16,nFK_0010,100.59
16,nFK_1020,99.8
16,nFK_2030,97.53
16,nFK_3040,93.84
16,nFK_4050,88.7
16,nFK_5060,82.68
17,nFK_0010,100.86
17,nFK_1020,100.21
17,nFK_2030,97.97
17,nFK_3040,94.37
17,nFK_4050,89.25
17,nFK_5060,83.25
18,nFK_0010,100.97
18,nFK_1020,100.23
18,nFK_2030,97.92
18,nFK_3040,94.23
18,nFK_4050,89.08
18,nFK_5060,82.97
19,nFK_0010,97.45
19,nFK_1020,96.72
19,nFK_2030,94.51
19,nFK_3040,91.02
19,nFK_4050,85.87
19,nFK_5060,79.66
20,nFK_0010,96.22
20,nFK_1020,95.24
20,nFK_2030,92.88
20,nFK_3040,89.15
20,nFK_4050,83.87
20,nFK_5060,77.5
21,nFK_0010,94.42
21,nFK_1020,93.37
21,nFK_2030,91.02
21,nFK_3040,87.3
21,nFK_4050,82.01
21,nFK_5060,75.67
22,nFK_0010,94.41
22,nFK_1020,93.11
22,nFK_2030,90.58
22,nFK_3040,86.52
22,nFK_4050,81.16
22,nFK_5060,74.71
23,nFK_0010,93.29
23,nFK_1020,92.29
23,nFK_2030,90.02
23,nFK_3040,86.51
23,nFK_4050,81.36
23,nFK_5060,75.21
24,nFK_0010,92.96
24,nFK_1020,91.71
24,nFK_2030,89.3
24,nFK_3040,85.52
24,nFK_4050,80.33
24,nFK_5060,74.05
25,nFK_0010,91.76
25,nFK_1020,90.89
25,nFK_2030,88.78
25,nFK_3040,85.64
25,nFK_4050,80.73
25,nFK_5060,74.95
26,nFK_0010,91.18
26,nFK_1020,90.8
26,nFK_2030,89.05
26,nFK_3040,86.63
26,nFK_4050,82.03
26,nFK_5060,76.87
27,nFK_0010,97.71
27,nFK_1020,96.19
27,nFK_2030,93.54
27,nFK_3040,89.18
27,nFK_4050,83.86
27,nFK_5060,77.33
28,nFK_0010,98.66
