tage_seit_aussaat,depth,predicted_nFK
1,nFK_0010,95.73
1,nFK_1020,98.67
1,nFK_2030,99.33
1,nFK_3040,100.46
1,nFK_4050,97.87
1,nFK_5060,96.42
2,nFK_0010,96.12
2,nFK_1020,98.68
2,nFK_2030,99.05
2,nFK_3040,99.72
2,nFK_4050,96.94
2,nFK_5060,95.16
3,nFK_0010,96.41
3,nFK_1020,98.78
3,nFK_2030,99.06
3,nFK_3040,99.41
3,nFK_4050,96.48
3,nFK_5060,94.45
4,nFK_0010,98.87
4,nFK_1020,100.62
4,nFK_2030,100.36
4,nFK_3040,99.65
4,nFK_4050,96.25
4,nFK_5060,93.46
5,nFK_0010,99.4
5,nFK_1020,100.66
5,nFK_2030,100.04
5,nFK_3040,98.8
5,nFK_4050,95.22
5,nFK_5060,92.03
6,nFK_0010,98.95
6,nFK_1020,100.33
6,nFK_2030,99.81
6,nFK_3040,98.8
6,nFK_4050,95.28
6,nFK_5060,92.16
7,nFK_0010,95.74
7,nFK_1020,97.76
7,nFK_2030,97.75
7,nFK_3040,97.92
7,nFK_4050,94.85
7,nFK_5060,92.47
8,nFK_0010,97.08
8,nFK_1020,98.89
8,nFK_2030,98.73
8,nFK_3040,98.41
8,nFK_4050,95.12
8,nFK_5060,92.43
9,nFK_0010,87.53
9,nFK_1020,90.97
9,nFK_2030,92.33
9,nFK_3040,95.02
9,nFK_4050,92.96
9,nFK_5060,92.3
10,nFK_0010,67.85
10,nFK_1020,75.6
10,nFK_2030,80.44
10,nFK_3040,90.07
10,nFK_4050,91.29
10,nFK_5060,96.25
11,nFK_0010,72.29
11,nFK_1020,78.48
11,nFK_2030,82.07
11,nFK_3040,89.03
11,nFK_4050,89.7
11,nFK_5060,93.44
12,nFK_0010,85.82
12,nFK_1020,89.7
12,nFK_2030,91.38
12,nFK_3040,94.42
12,nFK_4050,92.84
12,nFK_5060,93.09
13,nFK_0010,68.71
13,nFK_1020,76.23
13,nFK_2030,80.89
13,nFK_3040,90.24
13,nFK_4050,91.27
13,nFK_5060,95.86
14,nFK_0010,62.2
14,nFK_1020,70.8
14,nFK_2030,76.37
14,nFK_3040,87.22
14,nFK_4050,89.86
14,nFK_5060,96.74
15,nFK_0010,75.14
15,nFK_1020,80.71
15,nFK_2030,83.82
15,nFK_3040,89.7
15,nFK_4050,89.97
15,nFK_5060,93.06
16,nFK_0010,85.33
16,nFK_1020,88.96
16,nFK_2030,90.44
16,nFK_3040,93.13
16,nFK_4050,91.61
16,nFK_5060,91.79
17,nFK_0010,95.46
17,nFK_1020,97.09
17,nFK_2030,96.83
17,nFK_3040,96.31
17,nFK_4050,93.18
17,nFK_5060,90.61
18,nFK_0010,72.54
18,nFK_1020,78.06
18,nFK_2030,81.11
18,nFK_3040,87.71
18,nFK_4050,87.71
18,nFK_5060,90.31
19,nFK_0010,59.58
19,nFK_1020,66.99
19,nFK_2030,71.68
19,nFK_3040,81.28
19,nFK_4050,83.83
19,nFK_5060,90.11
20,nFK_0010,54.06
20,nFK_1020,62.36
20,nFK_2030,67.72
20,nFK_3040,78.35
20,nFK_4050,82.57
20,nFK_5060,90.96
21,nFK_0010,53.08
21,nFK_1020,61.39
21,nFK_2030,66.76
21,nFK_3040,77.3
21,nFK_4050,81.91
21,nFK_5060,90.73
22,nFK_0010,53.59
22,nFK_1020,62.3
22,nFK_2030,67.91
22,nFK_3040,78.93
22,nFK_4050,83.62
22,nFK_5060,92.59
23,nFK_0010,53.25
23,nFK_1020,61.79
23,nFK_2030,67.29
23,nFK_3040,78.21
23,nFK_4050,82.86
23,nFK_5060,91.79
24,nFK_0010,53.72
24,nFK_1020,62.41
24,nFK_2030,68
24,nFK_3040,79.06
24,nFK_4050,83.72
24,nFK_5060,92.67
25,nFK_0010,54.18
25,nFK_1020,63.16
25,nFK_2030,68.96
25,nFK_3040,80.3
25,nFK_4050,85.06
25,nFK_5060,94.23
26,nFK_0010,71.69
26,nFK_1020,77.62
26,nFK_2030,80.98
26,nFK_3040,87.55
26,nFK_4050,88.65
26,nFK_5060,92.67
27,nFK_0010,86.9
27,nFK_1020,89.87
27,nFK_2030,90.7
27,nFK_3040,92.44
27,nFK_4050,90.92
27,nFK_5060,90.77
28,nFK_0010,93.48
28,nFK_1020,95.08
28,nFK_2030,94.78
28,nFK_3040,94.24
28,nFK_4050,91.58
28,nFK_5060,89.5
29,nFK_0010,71.78
29,nFK_1020,77.17
29,nFK_2030,80.1
29,nFK_3040,86.53
29,nFK_4050,86.8
29,nFK_5060,89.59
30,nFK_0010,60.03
30,nFK_1020,67.6
30,nFK_2030,72.4
30,nFK_3040,82.16
30,nFK_4050,84.94
30,nFK_5060,91.43
31,nFK_0010,56.77
31,nFK_1020,65.2
31,nFK_2030,70.62
31,nFK_3040,81.3
31,nFK_4050,85.35
31,nFK_5060,93.54
32,nFK_0010,57.76
32,nFK_1020,65.79
32,nFK_2030,70.89
32,nFK_3040,81.01
32,nFK_4050,84.88
32,nFK_5060,92.76
33,nFK_0010,75.74
33,nFK_1020,80.33
33,nFK_2030,82.51
33,nFK_3040,86.92
33,nFK_4050,87.52
33,nFK_5060,90.46
34,nFK_0010,81.64
34,nFK_1020,84.92
34,nFK_2030,85.99
34,nFK_3040,88.49
34,nFK_4050,87.77
34,nFK_5060,88.6
35,nFK_0010,85.71
35,nFK_1020,87.66
35,nFK_2030,87.61
35,nFK_3040,88
35,nFK_4050,86.56
35,nFK_5060,86.13
36,nFK_0010,88.79
36,nFK_1020,89.75
36,nFK_2030,88.98
36,nFK_3040,87.85
36,nFK_4050,85.76
36,nFK_5060,84.22
37,nFK_0010,94.19
37,nFK_1020,94.57
37,nFK_2030,93.36
37,nFK_3040,91.39
37,nFK_4050,88.36
37,nFK_5060,85.37
38,nFK_0010,98.93
38,nFK_1020,98.31
38,nFK_2030,96.4
38,nFK_3040,92.76
38,nFK_4050,88.74
38,nFK_5060,84.14
39,nFK_0010,76
39,nFK_1020,79.12
39,nFK_2030,80.2
39,nFK_3040,83.25
39,nFK_4050,82.53
39,nFK_5060,83.29
40,nFK_0010,53.32
40,nFK_1020,58.98
40,nFK_2030,62.31
40,nFK_3040,69.8
40,nFK_4050,73.23
40,nFK_5060,79.62
41,nFK_0010,46.53
41,nFK_1020,53.22
41,nFK_2030,57.33
41,nFK_3040,66.06
41,nFK_4050,71.41
41,nFK_5060,80.36
42,nFK_0010,46.49
42,nFK_1020,53.11
42,nFK_2030,57.19
42,nFK_3040,65.67
42,nFK_4050,71.3
42,nFK_5060,80.6
43,nFK_0010,48.6
43,nFK_1020,55.22
43,nFK_2030,59.28
43,nFK_3040,67.62
43,nFK_4050,73.12
43,nFK_5060,82.29
44,nFK_0010,70.53
44,nFK_1020,73.27
44,nFK_2030,73.87
44,nFK_3040,75.77
44,nFK_4050,77.73
44,nFK_5060,81.46
45,nFK_0010,81.27
45,nFK_1020,81.74
45,nFK_2030,80.65
45,nFK_3040,79.02
45,nFK_4050,78.42
45,nFK_5060,78.41
46,nFK_0010,91.9
46,nFK_1020,90.97
46,nFK_2030,88.91
46,nFK_3040,85.23
46,nFK_4050,82.35
46,nFK_5060,79.19
47,nFK_0010,76.79
47,nFK_1020,78.06
47,nFK_2030,77.73
47,nFK_3040,78.01
47,nFK_4050,77.11
47,nFK_5060,77.09
48,nFK_0010,59.69
48,nFK_1020,63.24
