tage_seit_aussaat,depth,predicted_nFK
1,nFK_0010,15.51
1,nFK_1020,27.18
1,nFK_2030,38.84
1,nFK_3040,52.6
1,nFK_4050,66.37
1,nFK_5060,80.13
2,nFK_0010,4.58
2,nFK_1020,11.14
2,nFK_2030,17.69
2,nFK_3040,33.54
2,nFK_4050,49.39
2,nFK_5060,65.23
3,nFK_0010,2.36
3,nFK_1020,9.5
3,nFK_2030,16.63
3,nFK_3040,33.31
3,nFK_4050,49.99
3,nFK_5060,66.66
4,nFK_0010,1.82
4,nFK_1020,8.79
4,nFK_2030,15.76
4,nFK_3040,33.09
4,nFK_4050,50.42
4,nFK_5060,67.74
5,nFK_0010,9.64
5,nFK_1020,12.07
5,nFK_2030,14.51
5,nFK_3040,32.43
5,nFK_4050,50.36
5,nFK_5060,68.28
6,nFK_0010,12.02
6,nFK_1020,12.81
6,nFK_2030,13.6
6,nFK_3040,32.04
6,nFK_4050,50.48
6,nFK_5060,68.91
7,nFK_0010,7.34
7,nFK_1020,10.07
7,nFK_2030,12.8
7,nFK_3040,31.78
7,nFK_4050,50.75
7,nFK_5060,69.73
8,nFK_0010,3.44
8,nFK_1020,7.84
8,nFK_2030,12.23
8,nFK_3040,31.67
8,nFK_4050,51.11
8,nFK_5060,70.55
9,nFK_0010,3.41
9,nFK_1020,7.6
9,nFK_2030,11.79
9,nFK_3040,31.52
9,nFK_4050,51.25
9,nFK_5060,70.98
10,nFK_0010,3.8
10,nFK_1020,7.55
10,nFK_2030,11.31
10,nFK_3040,31.28
10,nFK_4050,51.26
10,nFK_5060,71.24
11,nFK_0010,1.82
11,nFK_1020,6.38
11,nFK_2030,10.95
11,nFK_3040,31.17
11,nFK_4050,51.39
11,nFK_5060,71.6
12,nFK_0010,7.61
12,nFK_1020,9.12
12,nFK_2030,10.63
12,nFK_3040,30.96
12,nFK_4050,51.28
12,nFK_5060,71.6
13,nFK_0010,8.62
13,nFK_1020,9.52
13,nFK_2030,10.43
13,nFK_3040,30.83
13,nFK_4050,51.23
13,nFK_5060,71.63
14,nFK_0010,29.88
14,nFK_1020,20.06
14,nFK_2030,10.25
14,nFK_3040,30.61
14,nFK_4050,50.97
14,nFK_5060,71.33
15,nFK_0010,25.7
15,nFK_1020,18.53
15,nFK_2030,11.36
15,nFK_3040,31.4
15,nFK_4050,51.44
15,nFK_5060,71.48
16,nFK_0010,26.19
16,nFK_1020,18.97
16,nFK_2030,11.75
16,nFK_3040,31.66
16,nFK_4050,51.56
16,nFK_5060,71.47
17,nFK_0010,15.5
17,nFK_1020,13.45
17,nFK_2030,11.4
17,nFK_3040,31.47
17,nFK_4050,51.54
17,nFK_5060,71.6
18,nFK_0010,8.47
18,nFK_1020,9.94
18,nFK_2030,11.41
18,nFK_3040,31.6
18,nFK_4050,51.8
18,nFK_5060,71.99
19,nFK_0010,4.48
19,nFK_1020,7.92
19,nFK_2030,11.35
19,nFK_3040,31.7
19,nFK_4050,52.05
19,nFK_5060,72.4
20,nFK_0010,2.35
20,nFK_1020,6.94
20,nFK_2030,11.53
20,nFK_3040,31.97
20,nFK_4050,52.4
20,nFK_5060,72.84
21,nFK_0010,1.29
21,nFK_1020,6.49
21,nFK_2030,11.7
21,nFK_3040,32.19
21,nFK_4050,52.69
21,nFK_5060,73.18
22,nFK_0010,1.42
22,nFK_1020,6.68
22,nFK_2030,11.94
22,nFK_3040,32.43
22,nFK_4050,52.91
22,nFK_5060,73.4
23,nFK_0010,1.35
23,nFK_1020,6.77
23,nFK_2030,12.19
23,nFK_3040,32.7
23,nFK_4050,53.21
23,nFK_5060,73.72
24,nFK_0010,1.18
24,nFK_1020,6.87
24,nFK_2030,12.57
24,nFK_3040,33.1
24,nFK_4050,53.62
24,nFK_5060,74.15
25,nFK_0010,6.89
25,nFK_1020,9.89
25,nFK_2030,12.88
25,nFK_3040,33.35
25,nFK_4050,53.81
25,nFK_5060,74.27
26,nFK_0010,29.83
26,nFK_1020,21.69
26,nFK_2030,13.56
26,nFK_3040,33.75
26,nFK_4050,53.95
26,nFK_5060,74.14
27,nFK_0010,27.19
27,nFK_1020,20.59
27,nFK_2030,13.99
27,nFK_3040,34.01
27,nFK_4050,54.02
27,nFK_5060,74.03
28,nFK_0010,47.31
28,nFK_1020,31.32
28,nFK_2030,15.33
28,nFK_3040,34.84
28,nFK_4050,54.36
28,nFK_5060,73.87
29,nFK_0010,53.66
29,nFK_1020,35.62
29,nFK_2030,17.57
29,nFK_3040,36.32
29,nFK_4050,55.07
29,nFK_5060,73.82
30,nFK_0010,46.52
30,nFK_1020,32.87
30,nFK_2030,19.22
30,nFK_3040,37.41
30,nFK_4050,55.6
30,nFK_5060,73.79
31,nFK_0010,33.87
31,nFK_1020,27.07
31,nFK_2030,20.27
31,nFK_3040,38.15
31,nFK_4050,56.02
31,nFK_5060,73.9
32,nFK_0010,43.28
32,nFK_1020,32.19
32,nFK_2030,21.1
32,nFK_3040,38.66
32,nFK_4050,56.22
32,nFK_5060,73.78
33,nFK_0010,45.75
33,nFK_1020,34.14
33,nFK_2030,22.53
33,nFK_3040,39.6
33,nFK_4050,56.66
33,nFK_5060,73.73
34,nFK_0010,55.58
34,nFK_1020,39.92
34,nFK_2030,24.25
34,nFK_3040,40.69
34,nFK_4050,57.14
34,nFK_5060,73.58
35,nFK_0010,48.79
35,nFK_1020,37.38
35,nFK_2030,25.97
35,nFK_3040,41.81
35,nFK_4050,57.65
35,nFK_5060,73.49
36,nFK_0010,65.97
36,nFK_1020,47.12
36,nFK_2030,28.28
36,nFK_3040,43.28
36,nFK_4050,58.29
36,nFK_5060,73.29
37,nFK_0010,55.95
37,nFK_1020,43.28
37,nFK_2030,30.61
37,nFK_3040,44.84
37,nFK_4050,59.07
37,nFK_5060,73.3
38,nFK_0010,51.77
38,nFK_1020,42.01
38,nFK_2030,32.26
38,nFK_3040,45.92
38,nFK_4050,59.58
38,nFK_5060,73.25
39,nFK_0010,42.07
39,nFK_1020,37.61
39,nFK_2030,33.14
39,nFK_3040,46.5
39,nFK_4050,59.86
39,nFK_5060,73.23
40,nFK_0010,31.45
40,nFK_1020,32.52
40,nFK_2030,33.6
40,nFK_3040,46.84
40,nFK_4050,60.08
40,nFK_5060,73.32
41,nFK_0010,27.02
41,nFK_1020,30.52
41,nFK_2030,34.02
41,nFK_3040,47.14
41,nFK_4050,60.27
41,nFK_5060,73.4
42,nFK_0010,18.61
42,nFK_1020,26.36
42,nFK_2030,34.11
42,nFK_3040,47.27
42,nFK_4050,60.43
42,nFK_5060,73.59
43,nFK_0010,11
43,nFK_1020,22.67
43,nFK_2030,34.35
43,nFK_3040,47.56
43,nFK_4050,60.78
43,nFK_5060,73.99
44,nFK_0010,30.36
44,nFK_1020,32.71
44,nFK_2030,35.06
44,nFK_3040,48.12
44,nFK_4050,61.17
44,nFK_5060,74.23
45,nFK_0010,30.05
45,nFK_1020,32.89
45,nFK_2030,35.73
45,nFK_3040,48.65
45,nFK_4050,61.56
45,nFK_5060,74.48
46,nFK_0010,24.32
46,nFK_1020,30.37
46,nFK_2030,36.43
46,nFK_3040,49.24
46,nFK_4050,62.06
46,nFK_5060,74.87
47,nFK_0010,19.99
47,nFK_1020,28.51
47,nFK_2030,37.02
47,nFK_3040,49.8
47,nFK_4050,62.58
47,nFK_5060,75.35
48,nFK_0010,58.08
48,nFK_1020,47.79
48,nFK_2030,37.5
48,nFK_3040,50.33
48,nFK_4050,63.16
48,nFK_5060,75.98
49,nFK_0010,65.1
49,nFK_1020,52.38
49,nFK_2030,39.67
49,nFK_3040,51.98
49,nFK_4050,64.3
49,nFK_5060,76.61
50,nFK_0010,52.34
50,nFK_1020,46.07
50,nFK_2030,39.81
50,nFK_3040,52.23
50,nFK_4050,64.65
50,nFK_5060,77.06
51,nFK_0010,42.41
51,nFK_1020,41.18
51,nFK_2030,39.95
51,nFK_3040,52.52
51,nFK_4050,65.09
51,nFK_5060,77.66
52,nFK_0010,34.56
52,nFK_1020,37.07
52,nFK_2030,39.59
52,nFK_3040,52.46
52,nFK_4050,65.34
52,nFK_5060,78.22
53,nFK_0010,31.89
53,nFK_1020,35.57
53,nFK_2030,39.25
53,nFK_3040,52.43
53,nFK_4050,65.61
53,nFK_5060,78.8
54,nFK_0010,23.01
54,nFK_1020,31
54,nFK_2030,38.98
54,nFK_3040,52.48
54,nFK_4050,65.97
54,nFK_5060,79.46
55,nFK_0010,15.51
55,nFK_1020,27.18
55,nFK_2030,38.84
55,nFK_3040,52.6
55,nFK_4050,66.37
55,nFK_5060,80.13
