tage_seit_aussaat,depth,predicted_nFK
14,nFK_3040,97.31
14,nFK_4050,93.36
14,nFK_5060,89.54
15,nFK_0010,102.91
15,nFK_1020,102.89
15,nFK_2030,101.13
15,nFK_3040,98.13
15,nFK_4050,93.46
15,nFK_5060,88.26
16,nFK_0010,103.27
16,nFK_1020,103.32
16,nFK_2030,101.57
16,nFK_3040,98.58
16,nFK_4050,93.92
16,nFK_5060,88.68
17,nFK_0010,103.41
17,nFK_1020,103.32
17,nFK_2030,101.46
17,nFK_3040,98.36
17,nFK_4050,93.63
17,nFK_5060,88.25
18,nFK_0010,99.46
18,nFK_1020,99.88
18,nFK_2030,98.53
18,nFK_3040,96.41
18,nFK_4050,91.97
18,nFK_5060,87.1
19,nFK_0010,98.97
19,nFK_1020,99.27
19,nFK_2030,97.84
19,nFK_3040,95.61
19,nFK_4050,91.08
19,nFK_5060,86.14
20,nFK_0010,97.57
20,nFK_1020,97.93
20,nFK_2030,96.6
20,nFK_3040,94.54
20,nFK_4050,90.05
20,nFK_5060,85.22
21,nFK_0010,97.16
21,nFK_1020,97.62
21,nFK_2030,96.39
21,nFK_3040,94.44
21,nFK_4050,90.17
21,nFK_5060,85.68
22,nFK_0010,94.79
22,nFK_1020,95.87
22,nFK_2030,95.16
22,nFK_3040,94.3
22,nFK_4050,90.42
22,nFK_5060,86.56
23,nFK_0010,93.78
23,nFK_1020,94.61
23,nFK_2030,93.78
23,nFK_3040,92.79
23,nFK_4050,88.88
23,nFK_5060,84.9
24,nFK_0010,91.05
24,nFK_1020,92.32
24,nFK_2030,91.87
24,nFK_3040,91.71
24,nFK_4050,88.12
24,nFK_5060,84.71
25,nFK_0010,88.61
25,nFK_1020,90.64
25,nFK_2030,90.79
25,nFK_3040,91.76
25,nFK_4050,88.69
25,nFK_5060,86.22
26,nFK_0010,101
26,nFK_1020,100.54
26,nFK_2030,98.55
26,nFK_3040,95.23
26,nFK_4050,90.51
26,nFK_5060,85.05
27,nFK_0010,102.15
27,nFK_1020,101.55
27,nFK_2030,99.49
27,nFK_3040,95.96
27,nFK_4050,91.23
27,nFK_5060,85.68
28,nFK_0010,102.17
28,nFK_1020,101.78
28,nFK_2030,99.82
28,nFK_3040,96.41
28,nFK_4050,91.77
28,nFK_5060,86.39
29,nFK_0010,98.47
29,nFK_1020,98.92
29,nFK_2030,97.62
29,nFK_3040,95.62
29,nFK_4050,91.44
29,nFK_5060,86.89
30,nFK_0010,96.76
30,nFK_1020,97.52
30,nFK_2030,96.55
30,nFK_3040,95.14
30,nFK_4050,91.17
30,nFK_5060,87
31,nFK_0010,96.66
31,nFK_1020,97.49
31,nFK_2030,96.58
31,nFK_3040,95.26
31,nFK_4050,91.38
31,nFK_5060,87.4
32,nFK_0010,99.74
32,nFK_1020,99.72
32,nFK_2030,98.12
32,nFK_3040,95.53
32,nFK_4050,91.24
32,nFK_5060,86.43
33,nFK_0010,102.49
33,nFK_1020,101.99
33,nFK_2030,99.98
33,nFK_3040,96.48
33,nFK_4050,91.81
33,nFK_5060,86.32
34,nFK_0010,102.37
34,nFK_1020,101.91
34,nFK_2030,99.93
34,nFK_3040,96.51
34,nFK_4050,91.9
34,nFK_5060,86.5
35,nFK_0010,102.05
35,nFK_1020,101.49
35,nFK_2030,99.46
35,nFK_3040,95.91
35,nFK_4050,91.32
35,nFK_5060,85.96
36,nFK_0010,101.71
36,nFK_1020,101.09
36,nFK_2030,99.02
36,nFK_3040,95.36
36,nFK_4050,90.77
36,nFK_5060,85.39
37,nFK_0010,102.15
37,nFK_1020,101.53
37,nFK_2030,99.42
37,nFK_3040,95.82
37,nFK_4050,91.13
37,nFK_5060,85.58
38,nFK_0010,102.12
38,nFK_1020,101.37
38,nFK_2030,99.24
38,nFK_3040,95.46
38,nFK_4050,90.74
38,nFK_5060,85.07
39,nFK_0010,97.53
39,nFK_1020,97.54
39,nFK_2030,95.93
39,nFK_3040,93.33
39,nFK_4050,89.07
39,nFK_5060,84.28
40,nFK_0010,94.7
40,nFK_1020,94.77
40,nFK_2030,93.22
40,nFK_3040,90.83
40,nFK_4050,86.76
40,nFK_5060,82.27
41,nFK_0010,83.53
41,nFK_1020,85.81
41,nFK_2030,86.03
41,nFK_3040,87.5
41,nFK_4050,85.54
41,nFK_5060,84.38
42,nFK_0010,78.21
42,nFK_1020,81.15
42,nFK_2030,82.03
42,nFK_3040,84.68
42,nFK_4050,83.58
42,nFK_5060,83.74
43,nFK_0010,79.25
43,nFK_1020,82.16
43,nFK_2030,82.99
43,nFK_3040,85.43
43,nFK_4050,84.4
43,nFK_5060,84.7
44,nFK_0010,98.77
44,nFK_1020,98.02
44,nFK_2030,96.02
44,nFK_3040,92.33
44,nFK_4050,88.3
44,nFK_5060,83.63
45,nFK_0010,100.18
45,nFK_1020,99.24
45,nFK_2030,97.02
45,nFK_3040,92.9
45,nFK_4050,88.57
45,nFK_5060,83.38
46,nFK_0010,101.04
46,nFK_1020,100.11
46,nFK_2030,97.92
46,nFK_3040,93.93
46,nFK_4050,89.45
46,nFK_5060,84.03
47,nFK_0010,95.68
47,nFK_1020,95.7
47,nFK_2030,94.19
47,nFK_3040,91.62
47,nFK_4050,87.99
47,nFK_5060,84.05
48,nFK_0010,91.24
48,nFK_1020,91.77
48,nFK_2030,90.67
48,nFK_3040,89.05
48,nFK_4050,86.06
48,nFK_5060,83.1
49,nFK_0010,83.34
49,nFK_1020,85.19
49,nFK_2030,85.05
49,nFK_3040,85.92
49,nFK_4050,84.13
49,nFK_5060,83.1
50,nFK_0010,73.47
50,nFK_1020,76.44
50,nFK_2030,77.22
50,nFK_3040,80.22
50,nFK_4050,79.96
50,nFK_5060,81.2
51,nFK_0010,94.69
51,nFK_1020,93.31
51,nFK_2030,90.89
51,nFK_3040,86.42
51,nFK_4050,82.94
51,nFK_5060,78.91
52,nFK_0010,91.72
52,nFK_1020,91.14
52,nFK_2030,89.2
52,nFK_3040,85.8
52,nFK_4050,82.81
52,nFK_5060,79.47
53,nFK_0010,87.45
53,nFK_1020,87.57
53,nFK_2030,86.12
53,nFK_3040,84.22
53,nFK_4050,81.71
53,nFK_5060,79.16
54,nFK_0010,89.07
54,nFK_1020,88.95
54,nFK_2030,87.37
54,nFK_3040,84.9
54,nFK_4050,82.44
54,nFK_5060,79.86
55,nFK_0010,86.03
55,nFK_1020,86.97
55,nFK_2030,86.15
55,nFK_3040,85.42
55,nFK_4050,83.58
55,nFK_5060,82.14
56,nFK_0010,97.54
56,nFK_1020,95.95
56,nFK_2030,93.44
56,nFK_3040,88.64
56,nFK_4050,84.7
56,nFK_5060,79.82
57,nFK_0010,97.8
57,nFK_1020,96.12
57,nFK_2030,93.48
57,nFK_3040,88.53
57,nFK_4050,84.42
57,nFK_5060,79.36
58,nFK_0010,89.79
58,nFK_1020,89.76
58,nFK_2030,88.16
58,nFK_3040,85.66
58,nFK_4050,83.26
58,nFK_5060,80.86
59,nFK_0010,94.23
59,nFK_1020,93.44
59,nFK_2030,91.36
59,nFK_3040,87.43
59,nFK_4050,84.47
59,nFK_5060,81.09
60,nFK_0010,97.09
60,nFK_1020,95.6
60,nFK_2030,93.1
60,nFK_3040,88.14
60,nFK_4050,84.6
60,nFK_5060,80.28
61,nFK_0010,84.52
61,nFK_1020,85.39
61,nFK_2030,84.37
61,nFK_3040,83.49
61,nFK_4050,82.35
61,nFK_5060,81.81
62,nFK_0010,75.65
62,nFK_1020,77.73
62,nFK_2030,77.61
62,nFK_3040,78.7
62,nFK_4050,79.51
62,nFK_5060,81.73
63,nFK_0010,66.3
63,nFK_1020,69.98
63,nFK_2030,71.19
63,nFK_3040,74.8
63,nFK_4050,77.59
63,nFK_5060,82.57
64,nFK_0010,56.82
64,nFK_1020,61.64
64,nFK_2030,63.92
64,nFK_3040,69.46
64,nFK_4050,73.84
64,nFK_5060,81.03
65,nFK_0010,52.71
65,nFK_1020,57.94
65,nFK_2030,60.67
65,nFK_3040,66.83
65,nFK_4050,71.84
65,nFK_5060,79.86
66,nFK_0010,54.08
66,nFK_1020,59.08
66,nFK_2030,61.6
66,nFK_3040,67.33
66,nFK_4050,72.16
66,nFK_5060,79.86
67,nFK_0010,55.13
67,nFK_1020,59.77
67,nFK_2030,62.01
67,nFK_3040,67.08
67,nFK_4050,71.79
67,nFK_5060,79.2
68,nFK_0010,57.31
68,nFK_1020,61.6
68,nFK_2030,63.5
68,nFK_3040,68.02
68,nFK_4050,72.37
68,nFK_5060,79.25
69,nFK_0010,69.34
69,nFK_1020,71.46
69,nFK_2030,71.58
69,nFK_3040,72.38
69,nFK_4050,74.89
69,nFK_5060,78.94
70,nFK_0010,72.68
70,nFK_1020,75
70,nFK_2030,75.1
70,nFK_3040,76.11
70,nFK_4050,78.2
70,nFK_5060,81.83
71,nFK_0010,80.07
71,nFK_1020,81.58
71,nFK_2030,80.99
71,nFK_3040,80.5
71,nFK_4050,81.53
71,nFK_5060,83.72
72,nFK_0010,84.46
72,nFK_1020,85.67
72,nFK_2030,84.87
72,nFK_3040,83.77
72,nFK_4050,84.09
72,nFK_5060,85.45
73,nFK_0010,91.24
73,nFK_1020,91.86
73,nFK_2030,90.65
73,nFK_3040,88.4
73,nFK_4050,87.54
73,nFK_5060,87.27
74,nFK_0010,90.11
74,nFK_1020,91.53
74,nFK_2030,90.81
74,nFK_3040,89.82
74,nFK_4050,89.25
74,nFK_5060,89.61
75,nFK_0010,88.84
75,nFK_1020,90.73
75,nFK_2030,90.31
75,nFK_3040,90.05
75,nFK_4050,89.8
75,nFK_5060,90.75
76,nFK_0010,87.85
76,nFK_1020,90.01
76,nFK_2030,89.68
76,nFK_3040,89.89
76,nFK_4050,89.87
76,nFK_5060,91.24
