tage_seit_aussaat,depth,predicted_nFK
1,nFK_0010,15.51
1,nFK_1020,27.18
1,nFK_2030,38.84
1,nFK_3040,52.6
1,nFK_4050,66.37
1,nFK_5060,80.13
2,nFK_0010,9.84
2,nFK_1020,23.72
2,nFK_2030,37.6
2,nFK_3040,51.77
2,nFK_4050,65.94
2,nFK_5060,80.1
3,nFK_0010,7.45
3,nFK_1020,22.02
3,nFK_2030,36.59
3,nFK_3040,51.1
3,nFK_4050,65.61
3,nFK_5060,80.12
4,nFK_0010,9.02
4,nFK_1020,22.24
4,nFK_2030,35.47
4,nFK_3040,50.3
4,nFK_4050,65.14
4,nFK_5060,79.98
5,nFK_0010,14.85
5,nFK_1020,24.55
5,nFK_2030,34.26
5,nFK_3040,49.41
5,nFK_4050,64.56
5,nFK_5060,79.72
6,nFK_0010,9.44
6,nFK_1020,21.21
6,nFK_2030,32.99
6,nFK_3040,48.51
6,nFK_4050,64.04
6,nFK_5060,79.57
7,nFK_0010,6.41
7,nFK_1020,19.22
7,nFK_2030,32.02
7,nFK_3040,47.85
7,nFK_4050,63.69
7,nFK_5060,79.52
8,nFK_0010,23.57
8,nFK_1020,27.45
8,nFK_2030,31.33
8,nFK_3040,47.28
8,nFK_4050,63.23
8,nFK_5060,79.18
9,nFK_0010,22.03
9,nFK_1020,26.3
9,nFK_2030,30.58
9,nFK_3040,46.68
9,nFK_4050,62.78
9,nFK_5060,78.88
10,nFK_0010,16.53
10,nFK_1020,23.17
10,nFK_2030,29.8
10,nFK_3040,46.12
10,nFK_4050,62.44
10,nFK_5060,78.75
11,nFK_0010,10.92
11,nFK_1020,19.95
11,nFK_2030,28.99
11,nFK_3040,45.54
11,nFK_4050,62.08
11,nFK_5060,78.63
12,nFK_0010,8.11
12,nFK_1020,18.16
12,nFK_2030,28.2
12,nFK_3040,44.97
12,nFK_4050,61.74
12,nFK_5060,78.51
