tage_seit_aussaat,depth,predicted_nFK
25,nFK_1020,47.19
25,nFK_2030,39.61
25,nFK_3040,44.53
25,nFK_4050,49.44
25,nFK_5060,54.35
26,nFK_0010,45.56
26,nFK_1020,42.32
26,nFK_2030,39.09
26,nFK_3040,44.21
26,nFK_4050,49.32
26,nFK_5060,54.44
27,nFK_0010,85
27,nFK_1020,80
27,nFK_2030,75
27,nFK_3040,70
27,nFK_4050,65
27,nFK_5060,60
28,nFK_0010,97.62
28,nFK_1020,89.07
28,nFK_2030,80.51
28,nFK_3040,74.31
28,nFK_4050,68.11
28,nFK_5060,61.91
29,nFK_0010,97.51
29,nFK_1020,91.84
29,nFK_2030,86.16
29,nFK_3040,78.71
29,nFK_4050,71.27
29,nFK_5060,63.82
30,nFK_0010,93.12
30,nFK_1020,89.29
30,nFK_2030,85.47
30,nFK_3040,78.87
30,nFK_4050,72.27
30,nFK_5060,65.67
31,nFK_0010,84.73
31,nFK_1020,84.53
31,nFK_2030,84.33
31,nFK_3040,78.66
31,nFK_4050,72.99
31,nFK_5060,67.31
32,nFK_0010,77.96
32,nFK_1020,80.64
32,nFK_2030,83.33
32,nFK_3040,78.46
32,nFK_4050,73.58
32,nFK_5060,68.7
33,nFK_0010,83.14
33,nFK_1020,83.16
33,nFK_2030,83.17
33,nFK_3040,78.59
33,nFK_4050,74.02
33,nFK_5060,69.44
34,nFK_0010,84.54
34,nFK_1020,84
34,nFK_2030,83.47
34,nFK_3040,78.91
34,nFK_4050,74.34
34,nFK_5060,69.78
35,nFK_0010,80.09
35,nFK_1020,81.4
35,nFK_2030,82.72
35,nFK_3040,78.49
35,nFK_4050,74.27
35,nFK_5060,70.04
36,nFK_0010,74.79
36,nFK_1020,78.21
36,nFK_2030,81.64
36,nFK_3040,77.87
36,nFK_4050,74.11
36,nFK_5060,70.35
37,nFK_0010,69.41
37,nFK_1020,74.97
37,nFK_2030,80.53
37,nFK_3040,77.23
37,nFK_4050,73.92
37,nFK_5060,70.62
38,nFK_0010,64.29
38,nFK_1020,71.94
38,nFK_2030,79.6
38,nFK_3040,76.71
38,nFK_4050,73.81
38,nFK_5060,70.92
39,nFK_0010,58.12
39,nFK_1020,68.55
39,nFK_2030,78.99
39,nFK_3040,76.41
39,nFK_4050,73.83
39,nFK_5060,71.25
40,nFK_0010,50.94
40,nFK_1020,64.79
40,nFK_2030,78.64
40,nFK_3040,76.32
40,nFK_4050,74.01
40,nFK_5060,71.69
41,nFK_0010,44.26
41,nFK_1020,61.39
41,nFK_2030,78.52
41,nFK_3040,76.41
41,nFK_4050,74.3
41,nFK_5060,72.19
42,nFK_0010,36.95
42,nFK_1020,57.63
42,nFK_2030,78.3
42,nFK_3040,76.4
42,nFK_4050,74.49
42,nFK_5060,72.59
43,nFK_0010,31.52
43,nFK_1020,54.88
43,nFK_2030,78.24
43,nFK_3040,76.5
43,nFK_4050,74.75
43,nFK_5060,73.01
44,nFK_0010,79.55
44,nFK_1020,79.6
44,nFK_2030,79.66
44,nFK_3040,77.75
44,nFK_4050,75.84
44,nFK_5060,73.93
45,nFK_0010,77.05
45,nFK_1020,80.16
45,nFK_2030,83.28
45,nFK_3040,80.44
45,nFK_4050,77.6
45,nFK_5060,74.76
46,nFK_0010,70.74
46,nFK_1020,76.39
46,nFK_2030,82.04
46,nFK_3040,79.71
46,nFK_4050,77.37
46,nFK_5060,75.04
47,nFK_0010,64.88
47,nFK_1020,72.93
47,nFK_2030,80.99
47,nFK_3040,79.11
47,nFK_4050,77.24
47,nFK_5060,75.37
48,nFK_0010,56.18
48,nFK_1020,68.23
48,nFK_2030,80.27
48,nFK_3040,78.78
48,nFK_4050,77.29
48,nFK_5060,75.8
