tage_seit_aussaat,depth,predicted_nFK
1,nFK_0010,83
1,nFK_1020,87.7
1,nFK_2030,89.77
1,nFK_3040,94.29
1,nFK_4050,93.15
1,nFK_5060,94.41
2,nFK_0010,77.63
2,nFK_1020,82.96
2,nFK_2030,85.52
2,nFK_3040,91.24
2,nFK_4050,90.88
2,nFK_5060,93.42
3,nFK_0010,77.22
3,nFK_1020,82.58
3,nFK_2030,85.19
3,nFK_3040,90.94
3,nFK_4050,90.64
3,nFK_5060,93.32
4,nFK_0010,80.66
4,nFK_1020,85.45
4,nFK_2030,87.63
4,nFK_3040,92.37
4,nFK_4050,91.55
4,nFK_5060,93.42
5,nFK_0010,79.46
5,nFK_1020,84.31
5,nFK_2030,86.53
5,nFK_3040,91.51
5,nFK_4050,90.8
5,nFK_5060,92.81
6,nFK_0010,79.83
6,nFK_1020,84.87
6,nFK_2030,87.22
6,nFK_3040,92.4
6,nFK_4050,91.76
6,nFK_5060,93.91
7,nFK_0010,77.69
7,nFK_1020,83.28
7,nFK_2030,86.04
7,nFK_3040,92.14
7,nFK_4050,91.88
7,nFK_5060,94.65
8,nFK_0010,81.69
8,nFK_1020,86.75
8,nFK_2030,89.1
8,nFK_3040,94.12
8,nFK_4050,93.31
8,nFK_5060,95.21
9,nFK_0010,80.46
9,nFK_1020,85.92
9,nFK_2030,88.62
9,nFK_3040,94.3
9,nFK_4050,93.7
9,nFK_5060,96.02
10,nFK_0010,69.79
10,nFK_1020,77.07
10,nFK_2030,81.29
10,nFK_3040,90.19
10,nFK_4050,91.33
10,nFK_5060,96.47
11,nFK_0010,74.72
11,nFK_1020,80.6
11,nFK_2030,83.6
11,nFK_3040,90.17
11,nFK_4050,90.39
11,nFK_5060,93.92
12,nFK_0010,83.19
12,nFK_1020,88.03
12,nFK_2030,90.19
12,nFK_3040,94.73
12,nFK_4050,93.8
12,nFK_5060,95.48
13,nFK_0010,72.98
13,nFK_1020,79.72
13,nFK_2030,83.48
13,nFK_3040,91.48
13,nFK_4050,92.08
13,nFK_5060,96.37
14,nFK_0010,70.13
14,nFK_1020,77.34
14,nFK_2030,81.49
14,nFK_3040,90.19
14,nFK_4050,91.35
14,nFK_5060,96.49
15,nFK_0010,80.65
15,nFK_1020,85.75
15,nFK_2030,88.12
15,nFK_3040,93.22
15,nFK_4050,92.64
15,nFK_5060,94.9
16,nFK_0010,84.34
16,nFK_1020,88.96
16,nFK_2030,90.95
16,nFK_3040,95.12
16,nFK_4050,93.95
16,nFK_5060,95.27
17,nFK_0010,86.56
17,nFK_1020,90.85
17,nFK_2030,92.56
17,nFK_3040,96.16
17,nFK_4050,94.68
17,nFK_5060,95.46
18,nFK_0010,75.34
18,nFK_1020,81.37
18,nFK_2030,84.57
18,nFK_3040,91.49
18,nFK_4050,91.66
18,nFK_5060,95.16
19,nFK_0010,73.4
19,nFK_1020,79.72
19,nFK_2030,83.14
19,nFK_3040,90.49
19,nFK_4050,91.01
19,nFK_5060,95.1
20,nFK_0010,72.55
20,nFK_1020,79
20,nFK_2030,82.56
20,nFK_3040,90.15
20,nFK_4050,90.78
20,nFK_5060,95.07
21,nFK_0010,75.28
21,nFK_1020,81.3
21,nFK_2030,84.5
21,nFK_3040,91.3
21,nFK_4050,91.54
21,nFK_5060,95.2
22,nFK_0010,72.66
22,nFK_1020,79.32
22,nFK_2030,83.05
22,nFK_3040,90.89
22,nFK_4050,91.61
22,nFK_5060,96.03
23,nFK_0010,70.17
23,nFK_1020,77.03
23,nFK_2030,80.9
23,nFK_3040,89.23
23,nFK_4050,90.33
23,nFK_5060,95.34
24,nFK_0010,68.31
24,nFK_1020,75.59
24,nFK_2030,79.81
24,nFK_3040,88.76
24,nFK_4050,90.24
24,nFK_5060,95.84
25,nFK_0010,67.13
25,nFK_1020,74.76
25,nFK_2030,79.26
25,nFK_3040,88.65
25,nFK_4050,90.42
25,nFK_5060,96.47
26,nFK_0010,83.06
26,nFK_1020,88.24
26,nFK_2030,90.65
26,nFK_3040,95.63
26,nFK_4050,94.91
26,nFK_5060,96.95
27,nFK_0010,87.86
27,nFK_1020,92.34
27,nFK_2030,94.14
27,nFK_3040,97.85
27,nFK_4050,96.44
27,nFK_5060,97.28
28,nFK_0010,87.34
28,nFK_1020,91.68
28,nFK_2030,93.4
28,nFK_3040,97.02
28,nFK_4050,95.56
28,nFK_5060,96.36
29,nFK_0010,77.53
29,nFK_1020,83.51
29,nFK_2030,86.63
29,nFK_3040,93.28
29,nFK_4050,93.32
29,nFK_5060,96.59
30,nFK_0010,73.73
30,nFK_1020,80.36
30,nFK_2030,84.04
30,nFK_3040,91.78
30,nFK_4050,92.42
30,nFK_5060,96.71
31,nFK_0010,73.03
31,nFK_1020,79.84
31,nFK_2030,83.67
31,nFK_3040,91.64
31,nFK_4050,92.46
31,nFK_5060,97.03
32,nFK_0010,74.35
32,nFK_1020,80.84
32,nFK_2030,84.36
32,nFK_3040,91.84
32,nFK_4050,92.49
32,nFK_5060,96.75
33,nFK_0010,86.59
33,nFK_1020,91.18
33,nFK_2030,93.13
33,nFK_3040,97.1
33,nFK_4050,95.87
33,nFK_5060,97.08
34,nFK_0010,85.8
34,nFK_1020,90.55
34,nFK_2030,92.59
34,nFK_3040,96.88
34,nFK_4050,95.76
34,nFK_5060,97.11
35,nFK_0010,84.91
35,nFK_1020,89.68
35,nFK_2030,91.71
35,nFK_3040,96.11
35,nFK_4050,95.11
35,nFK_5060,96.67
36,nFK_0010,85.57
36,nFK_1020,90.16
36,nFK_2030,92.07
36,nFK_3040,96.17
36,nFK_4050,95.05
36,nFK_5060,96.44
37,nFK_0010,87.22
37,nFK_1020,91.78
37,nFK_2030,93.65
37,nFK_3040,97.57
37,nFK_4050,96.32
37,nFK_5060,97.43
38,nFK_0010,92.78
38,nFK_1020,96.41
38,nFK_2030,97.55
38,nFK_3040,99.8
38,nFK_4050,97.7
38,nFK_5060,97.39
39,nFK_0010,81.13
39,nFK_1020,86.61
39,nFK_2030,89.32
39,nFK_3040,95.1
39,nFK_4050,94.65
39,nFK_5060,97.12
40,nFK_0010,76.53
40,nFK_1020,82.59
40,nFK_2030,85.76
40,nFK_3040,92.57
40,nFK_4050,92.84
40,nFK_5060,96.49
41,nFK_0010,72.76
41,nFK_1020,79.61
41,nFK_2030,83.39
41,nFK_3040,91.43
41,nFK_4050,92.4
41,nFK_5060,97.12
42,nFK_0010,72.89
42,nFK_1020,79.64
42,nFK_2030,83.36
42,nFK_3040,91.25
42,nFK_4050,92.2
42,nFK_5060,96.88
43,nFK_0010,76.77
43,nFK_1020,83.03
43,nFK_2030,86.35
43,nFK_3040,93.29
43,nFK_4050,93.74
43,nFK_5060,97.62
44,nFK_0010,89.08
44,nFK_1020,93.42
44,nFK_2030,95.12
44,nFK_3040,98.58
44,nFK_4050,97.19
44,nFK_5060,98.06
45,nFK_0010,92.05
45,nFK_1020,95.74
45,nFK_2030,96.89
45,nFK_3040,99.31
45,nFK_4050,97.39
45,nFK_5060,97.42
46,nFK_0010,94.33
46,nFK_1020,97.86
46,nFK_2030,98.87
46,nFK_3040,100.91
46,nFK_4050,98.75
46,nFK_5060,98.31
47,nFK_0010,86.01
47,nFK_1020,90.91
47,nFK_2030,93.12
47,nFK_3040,97.71
47,nFK_4050,96.76
47,nFK_5060,98.37
48,nFK_0010,81.55
48,nFK_1020,87.08
48,nFK_2030,89.79
48,nFK_3040,95.54
48,nFK_4050,95.23
48,nFK_5060,97.91
49,nFK_0010,75.72
49,nFK_1020,82.19
49,nFK_2030,85.63
49,nFK_3040,93.03
49,nFK_4050,93.66
49,nFK_5060,97.83
50,nFK_0010,73.57
50,nFK_1020,80.3
50,nFK_2030,83.93
50,nFK_3040,91.77
50,nFK_4050,92.76
50,nFK_5060,97.48
