tage_seit_aussaat,depth,predicted_nFK
17,nFK_5060,76.83
18,nFK_0010,80.79
18,nFK_1020,79.01
18,nFK_2030,77.24
18,nFK_3040,77.16
18,nFK_4050,77.08
18,nFK_5060,77
19,nFK_0010,71.94
19,nFK_1020,74.12
19,nFK_2030,76.31
19,nFK_3040,76.6
19,nFK_4050,76.89
19,nFK_5060,77.18
20,nFK_0010,63.03
20,nFK_1020,69.26
20,nFK_2030,75.48
20,nFK_3040,76.11
20,nFK_4050,76.75
20,nFK_5060,77.38
21,nFK_0010,52.24
21,nFK_1020,63.45
21,nFK_2030,74.66
21,nFK_3040,75.63
21,nFK_4050,76.6
21,nFK_5060,77.57
22,nFK_0010,42.72
22,nFK_1020,58.21
22,nFK_2030,73.7
22,nFK_3040,75.06
22,nFK_4050,76.43
22,nFK_5060,77.79
23,nFK_0010,71.36
23,nFK_1020,73.02
23,nFK_2030,74.67
23,nFK_3040,75.75
23,nFK_4050,76.82
23,nFK_5060,77.9
24,nFK_0010,66.71
24,nFK_1020,71.21
24,nFK_2030,75.71
24,nFK_3040,76.42
24,nFK_4050,77.14
24,nFK_5060,77.86
25,nFK_0010,57.49
25,nFK_1020,66.37
25,nFK_2030,75.25
25,nFK_3040,76.21
25,nFK_4050,77.17
25,nFK_5060,78.14
26,nFK_0010,47.56
26,nFK_1020,61.15
26,nFK_2030,74.74
26,nFK_3040,75.97
26,nFK_4050,77.2
26,nFK_5060,78.42
27,nFK_0010,38.84
27,nFK_1020,56.47
27,nFK_2030,74.11
27,nFK_3040,75.68
27,nFK_4050,77.25
27,nFK_5060,78.82
28,nFK_0010,75.81
28,nFK_1020,75.79
28,nFK_2030,75.77
28,nFK_3040,76.88
28,nFK_4050,77.99
28,nFK_5060,79.09
29,nFK_0010,67.85
29,nFK_1020,72.94
29,nFK_2030,78.03
29,nFK_3040,78.33
29,nFK_4050,78.63
29,nFK_5060,78.93
30,nFK_0010,59.39
30,nFK_1020,68.46
30,nFK_2030,77.52
30,nFK_3040,78.03
30,nFK_4050,78.53
30,nFK_5060,79.03
31,nFK_0010,50.63
31,nFK_1020,63.89
31,nFK_2030,77.15
31,nFK_3040,77.88
31,nFK_4050,78.62
31,nFK_5060,79.35
32,nFK_0010,42.75
32,nFK_1020,59.87
32,nFK_2030,76.99
32,nFK_3040,77.94
32,nFK_4050,78.89
32,nFK_5060,79.84
33,nFK_0010,44.96
33,nFK_1020,60.91
33,nFK_2030,76.87
33,nFK_3040,77.97
33,nFK_4050,79.07
33,nFK_5060,80.17
34,nFK_0010,38.97
34,nFK_1020,57.93
34,nFK_2030,76.88
34,nFK_3040,78.03
34,nFK_4050,79.18
34,nFK_5060,80.33
35,nFK_0010,31.38
35,nFK_1020,54.08
35,nFK_2030,76.78
35,nFK_3040,78.08
35,nFK_4050,79.37
35,nFK_5060,80.67
36,nFK_0010,45.25
36,nFK_1020,60.99
36,nFK_2030,76.73
36,nFK_3040,78.11
36,nFK_4050,79.48
36,nFK_5060,80.86
37,nFK_0010,55.07
37,nFK_1020,66.16
37,nFK_2030,77.25
37,nFK_3040,78.41
37,nFK_4050,79.58
37,nFK_5060,80.74
38,nFK_0010,51
38,nFK_1020,64.11
38,nFK_2030,77.23
38,nFK_3040,78.35
38,nFK_4050,79.48
38,nFK_5060,80.6
39,nFK_0010,43.92
39,nFK_1020,60.47
39,nFK_2030,77.02
39,nFK_3040,78.2
39,nFK_4050,79.38
39,nFK_5060,80.57
40,nFK_0010,36.11
40,nFK_1020,56.54
40,nFK_2030,76.98
40,nFK_3040,78.19
40,nFK_4050,79.41
40,nFK_5060,80.62
41,nFK_0010,29.81
41,nFK_1020,53.4
41,nFK_2030,77
41,nFK_3040,78.27
41,nFK_4050,79.54
41,nFK_5060,80.81
42,nFK_0010,24.41
42,nFK_1020,50.75
42,nFK_2030,77.09
42,nFK_3040,78.42
42,nFK_4050,79.75
42,nFK_5060,81.08
43,nFK_0010,20.38
43,nFK_1020,48.83
43,nFK_2030,77.29
43,nFK_3040,78.7
43,nFK_4050,80.1
43,nFK_5060,81.51
44,nFK_0010,17.89
44,nFK_1020,47.72
44,nFK_2030,77.55
44,nFK_3040,79.03
44,nFK_4050,80.51
44,nFK_5060,81.99
45,nFK_0010,15.33
45,nFK_1020,46.5
45,nFK_2030,77.66
45,nFK_3040,79.21
45,nFK_4050,80.76
45,nFK_5060,82.31
46,nFK_0010,11.61
46,nFK_1020,44.74
46,nFK_2030,77.87
46,nFK_3040,79.43
46,nFK_4050,81
46,nFK_5060,82.57
47,nFK_0010,8.13
47,nFK_1020,43.11
47,nFK_2030,78.1
47,nFK_3040,79.7
47,nFK_4050,81.31
47,nFK_5060,82.91
48,nFK_0010,7.44
48,nFK_1020,42.79
48,nFK_2030,78.14
48,nFK_3040,79.84
48,nFK_4050,81.55
48,nFK_5060,83.25
49,nFK_0010,7.3
49,nFK_1020,42.74
49,nFK_2030,78.19
49,nFK_3040,79.98
49,nFK_4050,81.78
49,nFK_5060,83.57
50,nFK_0010,6.86
50,nFK_1020,42.6
50,nFK_2030,78.35
50,nFK_3040,80.23
50,nFK_4050,82.1
50,nFK_5060,83.97
51,nFK_0010,5.66
51,nFK_1020,42.12
51,nFK_2030,78.57
51,nFK_3040,80.55
51,nFK_4050,82.54
51,nFK_5060,84.52
